"date","cases","hospitalization","deaths","positivetests","hospital_intake_rivm","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","IC_Bedden_COVID","IC_Bedden_Non_COVID","Kliniek_Bedden","IC_Nieuwe_Opnames_COVID","Kliniek_Nieuwe_Opnames_COVID","Totaal_bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek"
2021-05-22,1622810,30072,17537,3162,63,89,3,27,0,604,77,12553,1069,3427,8030,309,56385,92,27,3611,130,12406,3221,-59,3162,65,-2,63,19,0,19,4219,4,41812,4,8573,1,127,28335,2673,9.43356273160402,9.8,602,444,1129,24,139,1731,25.7142857142857,145.857142857143,163,171.571428571429,1046,32.5714285714286,198.285714285714,79,74
2021-05-23,1626232,30119,17544,3422,47,84,4,21,0,595,76,12574,1039,3434,8036,327,56459,88,21,3615,130,12427,3471,-49,3422,47,0,47,8,-1,7,4073,4,41816,2,8575,0,123,25866,2342,9.05435707105853,9.4,610,414,1104,27,96,1714,25.8571428571429,140,123,165.857142857143,1024,32.8571428571429,192.857142857143,79,73
2021-05-24,1628922,30157,17553,2690,38,102,2,29,1,594,77,12604,1040,3439,8044,344,56530,104,30,3617,131,12456,2766,-76,2690,38,0,38,11,-2,9,4053,1,41817,0,8575,-2,116,27916,2431,8.70826766012323,9.1,598,416,1097,19,92,1695,25.2857142857143,136.714285714286,111,162,1014,30.7142857142857,183.142857142857,82,75
2021-05-25,1631384,30190,17566,2462,33,119,3,18,0,581,77,12622,1068,3449,8086,330,56629,122,18,3620,131,12474,2531,-69,2462,35,-2,33,13,0,13,3644,5,41822,2,8577,0,108,36328,3132,8.62144902003964,8.8,579,441,1102,18,105,1681,23.1428571428571,123.285714285714,123,146.428571428571,1020,31.2857142857143,175.142857142857,74,70
2021-05-26,1634138,30228,17576,2754,38,80,2,13,0,554,77,12635,999,3453,8128,313,56695,82,13,3622,131,12487,2794,-40,2754,38,0,38,10,0,10,3384,6,41828,5,8582,-1,106,39546,3428,8.66838618317908,8.7,559,507,1059,15,93,1618,21.1428571428571,114,108,135.142857142857,1066,29.7142857142857,167.857142857143,71,68
2021-05-27,1637466,30273,17592,3328,45,92,4,17,0,541,77,12652,932,3459,8158,312,56770,96,17,3626,131,12504,3426,-98,3328,45,0,45,16,0,16,3204,6,41834,1,8583,1,106,33581,3015,8.97829129567315,8.7,541,521,971,14,69,1512,20.1428571428571,104.142857142857,83,124.285714285714,1062,27.7142857142857,158.285714285714,73,66
2021-05-28,1641318,30316,17607,3852,43,88,0,17,0,522,77,12669,894,3470,8203,288,56843,88,17,3626,131,12521,3914,-62,3852,44,-1,43,15,0,15,3160,7,41841,3,8586,0,105,28838,2786,9.66086413759623,9.1,521,543,919,27,93,1440,20.5714285714286,98.1428571428571,120,118.714285714286,1064,28,157.428571428571,73,62
2021-05-29,1644699,30351,17615,3381,35,57,2,10,0,501,76,12679,806,3476,8215,293,56889,59,10,3628,131,12531,3438,-57,3381,37,-2,35,8,0,8,3191,10,41851,1,8587,0,104,22357,2244,10.0371248378584,9.5,499,522,853,17,93,1352,19.5714285714286,91.5714285714286,110,111.142857142857,1021,25.7142857142857,145.857142857143,76,63
2021-05-30,1647418,30376,17621,2719,25,55,4,14,0,491,76,12693,774,3481,8223,309,56938,59,14,3632,131,12545,2785,-66,2719,25,0,25,6,0,6,3093,4,41855,0,8587,1,104,23745,2056,8.6586649821015,9.5,486,479,841,14,75,1327,17.7142857142857,88.5714285714286,89,106.285714285714,965,25.8571428571429,140,69,63
2021-05-31,1649460,30401,17623,2042,25,85,6,10,0,472,76,12703,804,3490,8260,293,57013,91,10,3638,131,12555,2134,-92,2042,25,0,25,2,0,2,3003,1,41856,0,8587,-1,96,36782,2608,7.09042466423794,8.3,477,495,850,10,55,1327,16.4285714285714,83.2857142857143,65,99.7142857142857,972,25.2857142857143,136.714285714286,65,61
2021-06-01,1651780,30426,17632,2320,25,66,5,7,0,449,76,12710,758,3500,8298,280,57073,71,7,3643,131,12562,2530,-210,2320,25,0,25,9,0,9,3003,14,41870,1,8588,-1,90,32382,2478,7.65239948119326,7.7,447,510,793,6,77,1240,14.7142857142857,79.2857142857143,83,94,957,23.1428571428571,123.285714285714,64,64
2021-06-02,1654282,30467,17644,2502,41,64,2,13,0,426,77,12723,715,3506,8331,275,57126,66,13,3645,131,12575,2602,-100,2502,43,-2,41,12,0,12,2976,7,41877,2,8590,1,87,31630,2369,7.48972494467278,7.4,420,518,769,8,69,1189,13.7142857142857,75.8571428571429,77,89.5714285714286,938,21.1428571428571,114,65,67
2021-06-03,1657017,30500,17658,2735,33,56,2,6,0,400,76,12729,677,3513,8354,278,57174,58,6,3647,131,12581,2803,-68,2735,33,0,33,14,0,14,2887,2,41879,1,8591,-1,80,27991,2037,7.27733914472509,7.5,394,541,704,10,74,1098,13.1428571428571,76.5714285714286,84,89.7142857142857,935,20.1428571428571,104.142857142857,65,74
2021-06-04,1659399,30527,17666,2382,27,80,5,5,0,371,76,12734,687,3522,8385,259,57253,85,5,3652,131,12586,2440,-58,2382,27,0,27,8,0,8,2676,3,41882,2,8593,0,80,23828,1754,7.36108779587041,7.4,377,554,688,14,63,1065,11.2857142857143,72.2857142857143,77,83.5714285714286,931,20.5714285714286,98.1428571428571,55,74
2021-06-05,1661520,30556,17675,2121,29,42,4,7,0,356,75,12741,643,3528,8392,261,57291,46,7,3656,131,12593,2160,-39,2121,29,0,29,9,0,9,2493,7,41889,1,8594,-1,75,21169,1417,6.69375029524304,7.1,351,531,658,7,76,1009,9.85714285714286,69.8571428571429,83,79.7142857142857,882,19.5714285714286,91.5714285714286,50,76
2021-06-06,1663050,30573,17678,1530,17,44,6,5,0,346,75,12746,639,3532,8398,262,57335,50,5,3662,131,12598,1596,-66,1530,19,-2,17,3,0,3,2324,3,41892,0,8594,-1,71,21619,1328,6.14274480780795,6.8,344,503,654,11,47,998,9.42857142857143,65.8571428571429,58,75.2857142857143,847,17.7142857142857,88.5714285714286,53,74
2021-06-07,1664427,30585,17681,1377,12,46,5,6,0,343,74,12752,647,3539,8434,243,57375,51,6,3667,131,12604,1490,-113,1377,13,-1,12,3,0,3,2232,4,41896,0,8594,0,68,31995,1645,5.1414283481794,5.9,343,468,650,7,51,993,9,65.2857142857143,58,74.2857142857143,811,16.4285714285714,83.2857142857143,55,78
2021-06-08,1665846,30603,17695,1419,18,52,1,8,0,325,75,12760,618,3547,8470,220,57422,53,8,3668,131,12612,1465,-46,1419,21,-3,18,14,0,14,2079,2,41898,1,8595,0,62,28819,1441,5.00017349665151,5.4,321,516,616,3,49,937,8.57142857142857,61.2857142857143,52,69.8571428571429,837,14.7142857142857,79.2857142857143,58,77
2021-06-09,1667560,30624,17700,1714,21,38,2,10,0,314,74,12770,565,3549,8499,205,57454,40,10,3670,131,12622,1791,-77,1714,23,-2,21,5,0,5,1964,9,41907,0,8595,0,58,28251,1497,5.29892747159393,5.1,304,531,530,6,49,834,8.28571428571429,58.4285714285714,55,66.7142857142857,835,13.7142857142857,75.8571428571429,60,77
2021-06-10,1669121,30654,17705,1561,30,39,1,4,0,301,73,12774,536,3555,8522,197,57487,40,4,3671,131,12626,1607,-46,1561,31,-1,30,5,0,5,1793,1,41908,0,8595,0,52,22936,1219,5.31478897802581,5.2,297,554,486,11,40,783,8.42857142857143,53.5714285714286,51,62,851,13.1428571428571,76.5714285714286,64,70
2021-06-11,1670498,30673,17708,1377,19,37,0,6,0,285,73,12780,509,3559,8540,196,57515,37,6,3671,131,12632,1417,-40,1377,19,0,19,3,0,3,1647,9,41917,0,8595,1,53,20045,1139,5.68221501621352,5.4,281,565,448,8,51,729,7.57142857142857,51.8571428571429,59,59.4285714285714,846,11.2857142857143,72.2857142857143,67,72
2021-06-12,1671703,30683,17709,1205,10,21,3,7,0,271,73,12787,463,3560,8542,200,57536,24,7,3674,131,12639,1265,-60,1205,10,0,10,1,0,1,1519,0,41917,0,8595,-1,47,16617,860,5.17542275982428,5.4,269,541,403,5,46,672,7.28571428571429,47.5714285714286,51,54.8571428571429,810,9.85714285714286,69.8571428571429,74,68
2021-06-13,1672744,30696,17711,1041,13,22,2,2,0,267,73,12789,462,3560,8544,206,57558,24,2,3676,131,12641,1066,-25,1041,14,-1,13,3,-1,2,1443,3,41920,0,8595,-1,44,16141,803,4.97490861780559,5.3,265,526,411,8,26,676,6.85714285714286,44.5714285714286,34,51.4285714285714,791,9.42857142857143,65.8571428571429,73,68
2021-06-14,1673596,30703,17714,852,7,42,7,7,0,267,74,12796,486,3562,8554,212,57596,49,7,3683,131,12648,899,-47,852,9,-2,7,3,0,3,1359,9,41929,1,8596,0,42,25927,1091,4.20796852701817,4.7,263,524,418,8,24,681,7,40.7142857142857,32,47.7142857142857,787,9,65.2857142857143,78,62
2021-06-15,1674628,30721,17715,1032,18,23,5,4,0,253,73,12800,442,3564,8572,210,57619,28,4,3688,131,12652,1062,-30,1032,18,0,18,1,0,1,1301,4,41933,0,8596,0,38,23648,1030,4.35554803788904,4.4,250,541,395,6,39,645,7.42857142857143,39.2857142857143,45,46.7142857142857,791,8.57142857142857,61.2857142857143,87,64
2021-06-16,1675644,30738,17719,1016,17,25,3,6,1,242,73,12807,424,3572,8591,197,57643,28,7,3691,132,12658,1040,-24,1016,18,-1,17,4,0,4,1194,7,41940,1,8597,-6,38,22259,976,4.38474324992138,4.3,239,602,366,8,32,605,7.71428571428571,36.8571428571429,40,44.5714285714286,841,8.28571428571429,58.4285714285714,93,63
2021-06-17,1676708,30751,17722,1064,13,27,3,5,0,231,73,12812,419,3577,8614,184,57669,30,5,3694,132,12663,1086,-22,1064,14,-1,13,3,0,3,1119,1,41941,1,8598,6,38,17937,805,4.48792997714222,4.4,226,580,347,5,32,573,6.85714285714286,35.7142857142857,37,42.5714285714286,806,8.42857142857143,53.5714285714286,81,67
2021-06-18,1677596,30770,17723,888,19,29,2,4,0,220,72,12816,412,3579,8628,183,57695,31,4,3696,132,12667,918,-30,888,19,0,19,2,-1,1,1048,3,41944,2,8600,0,38,16383,722,4.40700726362693,4.4,218,565,315,4,32,533,6.28571428571429,33,36,39.2857142857143,783,7.57142857142857,51.8571428571429,83,64
2021-06-19,1678282,30787,17726,686,17,11,2,5,0,208,71,12821,382,3581,8631,189,57704,13,5,3698,132,12672,713,-27,686,17,0,17,3,0,3,969,7,41951,1,8601,-1,36,13905,643,4.62423588637181,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28571428571429,47.5714285714286,NA,NA
2021-06-20,1678983,30796,17726,701,9,16,3,3,0,200,70,12824,378,3585,8633,190,57720,19,3,3701,132,12675,735,-34,701,9,0,9,1,-1,0,922,4,41955,0,8601,0,34,13287,503,3.78565515165199,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85714285714286,44.5714285714286,NA,NA
2021-06-21,1679542,30808,17727,559,12,14,4,6,0,199,70,12830,380,3585,8657,177,57737,18,6,3705,132,12681,585,-26,559,12,0,12,1,0,1,877,1,41956,0,8601,0,33,22727,713,3.13723764685176,3.7,197,541,294,5,12,491,NA,NA,17,NA,738,7,40.7142857142857,NA,NA
2021-06-22,1680228,30818,17730,686,10,18,1,4,0,190,68,12834,354,3588,8672,173,57753,19,4,3706,132,12685,724,-38,686,11,-1,10,3,0,3,829,1,41957,2,8603,0,32,20223,615,3.04109182613856,3.3,185,573,277,4,19,462,NA,NA,23,NA,758,7.42857142857143,39.2857142857143,NA,NA
2021-06-23,1680880,30826,17734,652,8,14,4,1,0,176,67,12835,343,3591,8679,177,57770,18,1,3710,132,12686,679,-27,652,8,0,8,4,0,4,777,5,41962,0,8603,0,33,20427,629,3.07925784500906,3.1,170,578,255,5,24,425,NA,NA,29,NA,748,7.71428571428571,36.8571428571429,NA,NA
2021-06-24,1681580,30832,17735,700,6,9,0,1,0,162,66,12836,322,3592,8697,167,57777,9,1,3710,132,12687,716,-16,700,8,-2,6,1,0,1,724,1,41963,0,8603,1,34,19043,587,3.08249750564512,3.1,158,571,234,1,11,392,NA,NA,12,NA,729,6.85714285714286,35.7142857142857,NA,NA
2021-06-25,1682221,30835,17740,641,3,15,1,2,0,153,65,12838,315,3595,8713,152,57791,16,2,3711,132,12689,659,-18,641,4,-1,3,5,0,5,687,4,41967,0,8603,0,31,17340,556,3.20645905420992,3.1,147,599,216,2,9,363,NA,NA,11,NA,746,6.28571428571429,33,NA,NA
2021-06-26,1682773,30845,17740,552,10,11,5,0,0,149,64,12838,306,3597,8718,152,57806,16,0,3716,132,12689,569,-17,552,10,0,10,0,0,0,667,2,41969,0,8603,0,30,13597,429,3.15510774435537,3.1,141,575,198,3,19,339,NA,NA,22,NA,716,NA,NA,NA,NA
2021-06-27,1683271,30853,17741,498,8,8,3,4,0,145,63,12842,309,3600,8718,152,57816,11,4,3719,132,12693,522,-24,498,9,-1,8,1,0,1,636,9,41978,0,8603,0,30,12547,425,3.38726388778194,3.2,141,550,204,3,12,345,3.28571428571429,15.1428571428571,15,18.4285714285714,691,NA,NA,NA,NA
2021-06-28,1683828,30859,17741,557,6,6,3,2,0,145,63,12844,304,3604,8730,148,57825,9,2,3722,132,12695,580,-23,557,6,0,6,0,0,0,636,-1,41977,0,8603,-1,27,21076,559,2.65230594040615,3,142,516,189,4,8,331,3.14285714285714,14.5714285714286,12,17.7142857142857,658,NA,NA,NA,NA
2021-06-29,1684366,30862,17745,538,3,10,2,0,0,134,60,12844,302,3605,8741,142,57836,12,0,3724,132,12695,552,-14,538,3,0,3,4,0,4,611,0,41977,0,8603,0,26,20139,601,2.98425939718953,2.9,127,577,182,0,12,309,2.57142857142857,13.5714285714286,12,16.1428571428571,704,NA,NA,NA,NA
2021-06-30,1685000,30875,17745,634,13,4,6,1,0,128,58,12845,291,3607,8751,141,57844,10,1,3730,132,12696,657,-23,634,13,0,13,0,0,0,608,1,41978,0,8603,0,27,19006,827,4.35125749763233,3.3,128,586,168,0,11,296,1.85714285714286,11.7142857142857,11,13.5714285714286,714,NA,NA,NA,NA
2021-07-01,1685825,30881,17748,825,6,8,5,0,0,116,55,12845,296,3608,8768,131,57856,13,0,3735,132,12696,845,-20,825,7,-1,6,3,0,3,626,3,41981,0,8603,-1,28,19537,1021,5.22598147105492,4.2,119,574,159,1,9,278,1.85714285714286,11.4285714285714,10,13.2857142857143,693,NA,NA,NA,NA
2021-07-02,1686766,30886,17755,941,5,5,4,3,0,111,53,12848,289,3608,8773,127,57864,9,3,3739,132,12699,962,-21,941,5,0,5,7,0,7,670,4,41985,1,8604,-1,25,25146,1183,4.7045255706673,4.8,108,577,140,0,11,248,1.57142857142857,11.7142857142857,11,13.2857142857143,685,NA,NA,NA,NA
2021-07-03,1687891,30889,17756,1125,3,4,2,1,0,111,53,12849,288,3609,8773,126,57870,6,1,3741,132,12700,1146,-21,1125,3,0,3,1,0,1,752,14,41999,0,8604,0,26,24281,1201,4.94625427288827,4.9,102,564,128,0,8,230,1.14285714285714,10.1428571428571,8,11.2857142857143,666,NA,NA,NA,NA
2021-07-04,1689106,30892,17756,1215,3,6,6,0,3,114,53,12852,297,3609,8773,127,57882,12,3,3747,135,12700,1239,-24,1215,3,0,3,0,0,0,854,6,42005,0,8604,0,26,NA,NA,NA,NA,99,534,126,0,4,225,0.714285714285714,9,4,9.71428571428571,633,3.28571428571429,15.1428571428571,22,59
2021-07-05,1690625,30891,17757,1519,0,0,0,1,0,113,53,12853,292,3609,8774,128,57881,0,1,3747,135,12701,1545,-26,1519,0,-1,-1,1,0,1,992,1,42006,0,8604,0,25,NA,NA,NA,NA,110,575,126,3,8,236,0.571428571428571,9,11,9.57142857142857,685,3.14285714285714,14.5714285714286,18,62
