Version,Date_of_report,Date_of_statistics_week_start,Age_group,Hospital_admission_notification,Hospital_admission,IC_admission_notification,IC_admission
1,2021-05-12T00:30:00Z,2020-08-31,70-74,8,12,3,4
1,2021-05-12T00:30:00Z,2020-08-31,75-79,6,12,1,2
1,2021-05-12T00:30:00Z,2020-08-31,80-84,8,8,1,0
1,2021-05-12T00:30:00Z,2020-08-31,85-89,5,5,1,0
1,2021-05-12T00:30:00Z,2020-08-31,90+,2,2,0,0
1,2021-05-12T00:30:00Z,2020-08-31,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-09-07,0-14,0,1,0,0
1,2021-05-12T00:30:00Z,2020-09-07,15-19,2,3,0,0
1,2021-05-12T00:30:00Z,2020-09-07,20-24,4,2,0,0
1,2021-05-12T00:30:00Z,2020-09-07,25-29,4,5,0,0
1,2021-05-12T00:30:00Z,2020-09-07,30-34,1,2,0,0
1,2021-05-12T00:30:00Z,2020-09-07,35-39,6,8,1,1
1,2021-05-12T00:30:00Z,2020-09-07,40-44,4,5,1,1
1,2021-05-12T00:30:00Z,2020-09-07,45-49,13,22,2,3
1,2021-05-12T00:30:00Z,2020-09-07,50-54,8,11,2,3
1,2021-05-12T00:30:00Z,2020-09-07,55-59,9,17,3,2
1,2021-05-12T00:30:00Z,2020-09-07,60-64,13,21,1,4
1,2021-05-12T00:30:00Z,2020-09-07,65-69,14,21,2,3
1,2021-05-12T00:30:00Z,2020-09-07,70-74,14,28,5,7
1,2021-05-12T00:30:00Z,2020-09-07,75-79,16,25,5,7
1,2021-05-12T00:30:00Z,2020-09-07,80-84,8,19,0,0
1,2021-05-12T00:30:00Z,2020-09-07,85-89,4,6,0,0
1,2021-05-12T00:30:00Z,2020-09-07,90+,5,7,0,0
1,2021-05-12T00:30:00Z,2020-09-07,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-09-14,0-14,2,4,0,0
1,2021-05-12T00:30:00Z,2020-09-14,15-19,2,2,0,0
1,2021-05-12T00:30:00Z,2020-09-14,20-24,2,2,0,0
1,2021-05-12T00:30:00Z,2020-09-14,25-29,10,10,1,1
1,2021-05-12T00:30:00Z,2020-09-14,30-34,9,10,0,1
1,2021-05-12T00:30:00Z,2020-09-14,35-39,8,12,0,0
1,2021-05-12T00:30:00Z,2020-09-14,40-44,14,20,2,2
1,2021-05-12T00:30:00Z,2020-09-14,45-49,22,23,5,5
1,2021-05-12T00:30:00Z,2020-09-14,50-54,23,25,4,2
1,2021-05-12T00:30:00Z,2020-09-14,55-59,32,37,3,4
1,2021-05-12T00:30:00Z,2020-09-14,60-64,27,36,7,7
1,2021-05-12T00:30:00Z,2020-09-14,65-69,40,53,9,12
1,2021-05-12T00:30:00Z,2020-09-14,70-74,49,57,11,10
1,2021-05-12T00:30:00Z,2020-09-14,75-79,33,47,5,5
1,2021-05-12T00:30:00Z,2020-09-14,80-84,27,38,2,4
1,2021-05-12T00:30:00Z,2020-09-14,85-89,8,18,0,0
1,2021-05-12T00:30:00Z,2020-09-14,90+,4,6,1,0
1,2021-05-12T00:30:00Z,2020-09-14,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-09-21,0-14,11,16,0,0
1,2021-05-12T00:30:00Z,2020-09-21,15-19,3,3,0,1
1,2021-05-12T00:30:00Z,2020-09-21,20-24,1,5,1,1
1,2021-05-12T00:30:00Z,2020-09-21,25-29,14,16,2,2
1,2021-05-12T00:30:00Z,2020-09-21,30-34,12,12,2,1
1,2021-05-12T00:30:00Z,2020-09-21,35-39,15,14,2,3
1,2021-05-12T00:30:00Z,2020-09-21,40-44,29,30,3,3
1,2021-05-12T00:30:00Z,2020-09-21,45-49,26,29,2,4
1,2021-05-12T00:30:00Z,2020-09-21,50-54,46,45,8,8
1,2021-05-12T00:30:00Z,2020-09-21,55-59,54,56,11,10
1,2021-05-12T00:30:00Z,2020-09-21,60-64,54,60,8,10
1,2021-05-12T00:30:00Z,2020-09-21,65-69,57,63,20,17
1,2021-05-12T00:30:00Z,2020-09-21,70-74,81,94,25,22
1,2021-05-12T00:30:00Z,2020-09-21,75-79,66,76,19,10
1,2021-05-12T00:30:00Z,2020-09-21,80-84,50,61,5,3
1,2021-05-12T00:30:00Z,2020-09-21,85-89,36,43,0,0
1,2021-05-12T00:30:00Z,2020-09-21,90+,13,20,0,0
1,2021-05-12T00:30:00Z,2020-09-21,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-09-28,0-14,13,11,0,0
1,2021-05-12T00:30:00Z,2020-09-28,15-19,5,5,1,0
1,2021-05-12T00:30:00Z,2020-09-28,20-24,10,10,0,0
1,2021-05-12T00:30:00Z,2020-09-28,25-29,15,10,0,0
1,2021-05-12T00:30:00Z,2020-09-28,30-34,9,15,2,2
1,2021-05-12T00:30:00Z,2020-09-28,35-39,16,15,3,3
1,2021-05-12T00:30:00Z,2020-09-28,40-44,32,28,6,6
1,2021-05-12T00:30:00Z,2020-09-28,45-49,55,51,13,12
1,2021-05-12T00:30:00Z,2020-09-28,50-54,57,67,10,8
1,2021-05-12T00:30:00Z,2020-09-28,55-59,80,86,14,17
1,2021-05-12T00:30:00Z,2020-09-28,60-64,72,74,15,13
1,2021-05-12T00:30:00Z,2020-09-28,65-69,80,93,15,18
1,2021-05-12T00:30:00Z,2020-09-28,70-74,115,116,20,18
1,2021-05-12T00:30:00Z,2020-09-28,75-79,88,90,18,18
1,2021-05-12T00:30:00Z,2020-09-28,80-84,90,98,4,5
1,2021-05-12T00:30:00Z,2020-09-28,85-89,39,50,0,0
1,2021-05-12T00:30:00Z,2020-09-28,90+,18,26,0,0
1,2021-05-12T00:30:00Z,2020-09-28,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-10-05,0-14,11,13,0,0
1,2021-05-12T00:30:00Z,2020-10-05,15-19,4,2,0,0
1,2021-05-12T00:30:00Z,2020-10-05,20-24,9,7,0,0
1,2021-05-12T00:30:00Z,2020-10-05,25-29,8,15,1,1
1,2021-05-12T00:30:00Z,2020-10-05,30-34,23,23,2,3
1,2021-05-12T00:30:00Z,2020-10-05,35-39,22,25,4,4
1,2021-05-12T00:30:00Z,2020-10-05,40-44,33,37,6,6
1,2021-05-12T00:30:00Z,2020-10-05,45-49,39,43,9,8
1,2021-05-12T00:30:00Z,2020-10-05,50-54,98,109,18,18
1,2021-05-12T00:30:00Z,2020-10-05,55-59,97,113,15,13
1,2021-05-12T00:30:00Z,2020-10-05,60-64,110,130,33,33
1,2021-05-12T00:30:00Z,2020-10-05,65-69,120,122,34,28
1,2021-05-12T00:30:00Z,2020-10-05,70-74,157,185,36,35
1,2021-05-12T00:30:00Z,2020-10-05,75-79,137,154,24,26
1,2021-05-12T00:30:00Z,2020-10-05,80-84,125,140,7,9
1,2021-05-12T00:30:00Z,2020-10-05,85-89,70,68,2,3
1,2021-05-12T00:30:00Z,2020-10-05,90+,33,36,0,0
1,2021-05-12T00:30:00Z,2020-10-05,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-10-12,0-14,15,20,0,0
1,2021-05-12T00:30:00Z,2020-10-12,15-19,2,2,0,0
1,2021-05-12T00:30:00Z,2020-10-12,20-24,8,7,1,1
1,2021-05-12T00:30:00Z,2020-10-12,25-29,17,12,2,2
1,2021-05-12T00:30:00Z,2020-10-12,30-34,32,27,3,2
1,2021-05-12T00:30:00Z,2020-10-12,35-39,28,29,3,3
1,2021-05-12T00:30:00Z,2020-10-12,40-44,45,44,3,3
1,2021-05-12T00:30:00Z,2020-10-12,45-49,77,82,10,12
1,2021-05-12T00:30:00Z,2020-10-12,50-54,108,100,14,15
1,2021-05-12T00:30:00Z,2020-10-12,55-59,156,145,30,30
1,2021-05-12T00:30:00Z,2020-10-12,60-64,150,152,33,32
1,2021-05-12T00:30:00Z,2020-10-12,65-69,180,185,42,51
1,2021-05-12T00:30:00Z,2020-10-12,70-74,237,235,51,53
1,2021-05-12T00:30:00Z,2020-10-12,75-79,221,233,45,47
1,2021-05-12T00:30:00Z,2020-10-12,80-84,178,183,23,23
1,2021-05-12T00:30:00Z,2020-10-12,85-89,103,107,2,1
1,2021-05-12T00:30:00Z,2020-10-12,90+,50,53,0,1
1,2021-05-12T00:30:00Z,2020-10-12,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-10-19,0-14,15,11,0,0
1,2021-05-12T00:30:00Z,2020-10-19,15-19,4,5,2,2
1,2021-05-12T00:30:00Z,2020-10-19,20-24,11,14,3,3
1,2021-05-12T00:30:00Z,2020-10-19,25-29,11,16,0,0
1,2021-05-12T00:30:00Z,2020-10-19,30-34,28,27,4,5
1,2021-05-12T00:30:00Z,2020-10-19,35-39,28,26,4,3
1,2021-05-12T00:30:00Z,2020-10-19,40-44,43,46,7,7
1,2021-05-12T00:30:00Z,2020-10-19,45-49,72,73,17,16
1,2021-05-12T00:30:00Z,2020-10-19,50-54,139,159,28,30
1,2021-05-12T00:30:00Z,2020-10-19,55-59,134,148,22,26
1,2021-05-12T00:30:00Z,2020-10-19,60-64,205,207,61,64
1,2021-05-12T00:30:00Z,2020-10-19,65-69,198,216,60,57
1,2021-05-12T00:30:00Z,2020-10-19,70-74,262,279,56,66
1,2021-05-12T00:30:00Z,2020-10-19,75-79,252,263,40,41
1,2021-05-12T00:30:00Z,2020-10-19,80-84,232,247,16,18
1,2021-05-12T00:30:00Z,2020-10-19,85-89,131,158,1,1
1,2021-05-12T00:30:00Z,2020-10-19,90+,58,60,0,0
1,2021-05-12T00:30:00Z,2020-10-19,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-10-26,0-14,13,14,0,0
1,2021-05-12T00:30:00Z,2020-10-26,15-19,2,2,0,0
1,2021-05-12T00:30:00Z,2020-10-26,20-24,12,10,2,2
1,2021-05-12T00:30:00Z,2020-10-26,25-29,21,22,3,3
1,2021-05-12T00:30:00Z,2020-10-26,30-34,18,25,2,2
1,2021-05-12T00:30:00Z,2020-10-26,35-39,29,31,4,4
1,2021-05-12T00:30:00Z,2020-10-26,40-44,46,46,6,5
1,2021-05-12T00:30:00Z,2020-10-26,45-49,80,81,10,10
1,2021-05-12T00:30:00Z,2020-10-26,50-54,149,140,26,26
1,2021-05-12T00:30:00Z,2020-10-26,55-59,204,208,55,52
1,2021-05-12T00:30:00Z,2020-10-26,60-64,206,200,51,49
1,2021-05-12T00:30:00Z,2020-10-26,65-69,226,215,56,51
1,2021-05-12T00:30:00Z,2020-10-26,70-74,279,261,76,72
1,2021-05-12T00:30:00Z,2020-10-26,75-79,262,255,45,44
1,2021-05-12T00:30:00Z,2020-10-26,80-84,262,251,21,17
1,2021-05-12T00:30:00Z,2020-10-26,85-89,153,158,0,0
1,2021-05-12T00:30:00Z,2020-10-26,90+,63,62,2,2
1,2021-05-12T00:30:00Z,2020-10-26,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-11-02,0-14,9,7,0,0
1,2021-05-12T00:30:00Z,2020-11-02,15-19,5,6,0,0
1,2021-05-12T00:30:00Z,2020-11-02,20-24,10,11,2,2
1,2021-05-12T00:30:00Z,2020-11-02,25-29,19,15,2,2
1,2021-05-12T00:30:00Z,2020-11-02,30-34,25,26,7,6
1,2021-05-12T00:30:00Z,2020-11-02,35-39,28,26,2,2
1,2021-05-12T00:30:00Z,2020-11-02,40-44,39,39,6,6
1,2021-05-12T00:30:00Z,2020-11-02,45-49,62,67,9,9
1,2021-05-12T00:30:00Z,2020-11-02,50-54,102,96,25,25
1,2021-05-12T00:30:00Z,2020-11-02,55-59,145,147,30,34
1,2021-05-12T00:30:00Z,2020-11-02,60-64,186,195,57,57
1,2021-05-12T00:30:00Z,2020-11-02,65-69,191,201,31,36
1,2021-05-12T00:30:00Z,2020-11-02,70-74,228,234,58,55
1,2021-05-12T00:30:00Z,2020-11-02,75-79,236,234,37,32
1,2021-05-12T00:30:00Z,2020-11-02,80-84,224,215,17,19
1,2021-05-12T00:30:00Z,2020-11-02,85-89,141,121,1,1
1,2021-05-12T00:30:00Z,2020-11-02,90+,60,59,1,0
1,2021-05-12T00:30:00Z,2020-11-02,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-11-09,0-14,13,11,0,0
1,2021-05-12T00:30:00Z,2020-11-09,15-19,9,8,0,0
1,2021-05-12T00:30:00Z,2020-11-09,20-24,9,9,0,1
1,2021-05-12T00:30:00Z,2020-11-09,25-29,15,17,0,0
1,2021-05-12T00:30:00Z,2020-11-09,30-34,23,25,3,3
1,2021-05-12T00:30:00Z,2020-11-09,35-39,13,19,2,2
1,2021-05-12T00:30:00Z,2020-11-09,40-44,34,27,3,4
1,2021-05-12T00:30:00Z,2020-11-09,45-49,62,51,10,10
1,2021-05-12T00:30:00Z,2020-11-09,50-54,99,97,19,18
1,2021-05-12T00:30:00Z,2020-11-09,55-59,156,142,40,36
1,2021-05-12T00:30:00Z,2020-11-09,60-64,172,160,35,35
1,2021-05-12T00:30:00Z,2020-11-09,65-69,186,162,38,36
1,2021-05-12T00:30:00Z,2020-11-09,70-74,214,206,54,51
1,2021-05-12T00:30:00Z,2020-11-09,75-79,192,184,33,33
1,2021-05-12T00:30:00Z,2020-11-09,80-84,202,198,11,11
1,2021-05-12T00:30:00Z,2020-11-09,85-89,103,126,1,2
1,2021-05-12T00:30:00Z,2020-11-09,90+,52,56,0,0
1,2021-05-12T00:30:00Z,2020-11-09,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-11-16,0-14,9,13,0,0
1,2021-05-12T00:30:00Z,2020-11-16,15-19,3,3,0,0
1,2021-05-12T00:30:00Z,2020-11-16,20-24,8,9,1,0
1,2021-05-12T00:30:00Z,2020-11-16,25-29,14,16,0,0
1,2021-05-12T00:30:00Z,2020-11-16,30-34,30,24,2,2
1,2021-05-12T00:30:00Z,2020-11-16,35-39,25,25,0,0
1,2021-05-12T00:30:00Z,2020-11-16,40-44,29,31,2,2
1,2021-05-12T00:30:00Z,2020-11-16,45-49,42,47,9,8
1,2021-05-12T00:30:00Z,2020-11-16,50-54,82,88,12,11
1,2021-05-12T00:30:00Z,2020-11-16,55-59,115,117,28,25
1,2021-05-12T00:30:00Z,2020-11-16,60-64,139,153,33,34
1,2021-05-12T00:30:00Z,2020-11-16,65-69,156,159,37,37
1,2021-05-12T00:30:00Z,2020-11-16,70-74,165,150,48,48
1,2021-05-12T00:30:00Z,2020-11-16,75-79,184,183,29,28
1,2021-05-12T00:30:00Z,2020-11-16,80-84,157,153,13,12
1,2021-05-12T00:30:00Z,2020-11-16,85-89,111,103,3,2
1,2021-05-12T00:30:00Z,2020-11-16,90+,36,39,0,0
1,2021-05-12T00:30:00Z,2020-11-16,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-11-23,0-14,11,11,0,0
1,2021-05-12T00:30:00Z,2020-11-23,15-19,3,5,0,1
1,2021-05-12T00:30:00Z,2020-11-23,20-24,8,6,0,0
1,2021-05-12T00:30:00Z,2020-11-23,25-29,7,3,1,1
1,2021-05-12T00:30:00Z,2020-11-23,30-34,13,12,3,3
1,2021-05-12T00:30:00Z,2020-11-23,35-39,23,25,3,4
1,2021-05-12T00:30:00Z,2020-11-23,40-44,23,21,2,2
1,2021-05-12T00:30:00Z,2020-11-23,45-49,42,40,5,4
1,2021-05-12T00:30:00Z,2020-11-23,50-54,75,76,12,15
1,2021-05-12T00:30:00Z,2020-11-23,55-59,113,113,26,28
1,2021-05-12T00:30:00Z,2020-11-23,60-64,114,104,30,27
1,2021-05-12T00:30:00Z,2020-11-23,65-69,111,109,35,33
1,2021-05-12T00:30:00Z,2020-11-23,70-74,148,161,41,39
1,2021-05-12T00:30:00Z,2020-11-23,75-79,152,173,22,24
1,2021-05-12T00:30:00Z,2020-11-23,80-84,116,121,2,4
1,2021-05-12T00:30:00Z,2020-11-23,85-89,103,102,2,2
1,2021-05-12T00:30:00Z,2020-11-23,90+,37,45,0,0
1,2021-05-12T00:30:00Z,2020-11-23,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-11-30,0-14,12,9,0,0
1,2021-05-12T00:30:00Z,2020-11-30,15-19,5,3,1,0
1,2021-05-12T00:30:00Z,2020-11-30,20-24,4,4,0,0
1,2021-05-12T00:30:00Z,2020-11-30,25-29,7,7,2,2
1,2021-05-12T00:30:00Z,2020-11-30,30-34,13,20,4,5
1,2021-05-12T00:30:00Z,2020-11-30,35-39,29,33,6,5
1,2021-05-12T00:30:00Z,2020-11-30,40-44,22,18,3,3
1,2021-05-12T00:30:00Z,2020-11-30,45-49,49,49,10,10
1,2021-05-12T00:30:00Z,2020-11-30,50-54,75,73,16,17
1,2021-05-12T00:30:00Z,2020-11-30,55-59,105,104,25,25
1,2021-05-12T00:30:00Z,2020-11-30,60-64,103,113,21,24
1,2021-05-12T00:30:00Z,2020-11-30,65-69,116,135,27,35
1,2021-05-12T00:30:00Z,2020-11-30,70-74,153,163,38,39
1,2021-05-12T00:30:00Z,2020-11-30,75-79,172,155,26,25
1,2021-05-12T00:30:00Z,2020-11-30,80-84,134,145,10,9
1,2021-05-12T00:30:00Z,2020-11-30,85-89,84,92,0,0
1,2021-05-12T00:30:00Z,2020-11-30,90+,51,51,0,1
1,2021-05-12T00:30:00Z,2020-11-30,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-12-07,0-14,14,9,0,0
1,2021-05-12T00:30:00Z,2020-12-07,15-19,6,9,0,0
1,2021-05-12T00:30:00Z,2020-12-07,20-24,10,9,0,0
1,2021-05-12T00:30:00Z,2020-12-07,25-29,15,16,2,3
1,2021-05-12T00:30:00Z,2020-12-07,30-34,24,20,2,3
1,2021-05-12T00:30:00Z,2020-12-07,35-39,27,17,0,0
1,2021-05-12T00:30:00Z,2020-12-07,40-44,30,34,5,4
1,2021-05-12T00:30:00Z,2020-12-07,45-49,61,63,6,7
1,2021-05-12T00:30:00Z,2020-12-07,50-54,99,96,14,17
1,2021-05-12T00:30:00Z,2020-12-07,55-59,108,102,22,23
1,2021-05-12T00:30:00Z,2020-12-07,60-64,127,118,24,27
1,2021-05-12T00:30:00Z,2020-12-07,65-69,180,167,42,44
1,2021-05-12T00:30:00Z,2020-12-07,70-74,215,193,50,53
1,2021-05-12T00:30:00Z,2020-12-07,75-79,190,187,32,31
1,2021-05-12T00:30:00Z,2020-12-07,80-84,168,183,15,13
1,2021-05-12T00:30:00Z,2020-12-07,85-89,142,122,1,2
1,2021-05-12T00:30:00Z,2020-12-07,90+,63,54,1,0
1,2021-05-12T00:30:00Z,2020-12-07,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-12-14,0-14,12,18,0,0
1,2021-05-12T00:30:00Z,2020-12-14,15-19,6,3,0,0
1,2021-05-12T00:30:00Z,2020-12-14,20-24,8,8,0,1
1,2021-05-12T00:30:00Z,2020-12-14,25-29,21,18,6,5
1,2021-05-12T00:30:00Z,2020-12-14,30-34,33,30,3,1
1,2021-05-12T00:30:00Z,2020-12-14,35-39,27,30,3,5
1,2021-05-12T00:30:00Z,2020-12-14,40-44,40,45,3,6
1,2021-05-12T00:30:00Z,2020-12-14,45-49,60,54,12,13
1,2021-05-12T00:30:00Z,2020-12-14,50-54,114,109,25,24
1,2021-05-12T00:30:00Z,2020-12-14,55-59,141,145,24,27
1,2021-05-12T00:30:00Z,2020-12-14,60-64,173,162,50,51
1,2021-05-12T00:30:00Z,2020-12-14,65-69,187,186,53,50
1,2021-05-12T00:30:00Z,2020-12-14,70-74,241,254,55,59
1,2021-05-12T00:30:00Z,2020-12-14,75-79,250,253,34,37
1,2021-05-12T00:30:00Z,2020-12-14,80-84,223,214,8,8
1,2021-05-12T00:30:00Z,2020-12-14,85-89,134,138,2,1
1,2021-05-12T00:30:00Z,2020-12-14,90+,67,64,0,0
1,2021-05-12T00:30:00Z,2020-12-14,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-12-21,0-14,12,10,0,0
1,2021-05-12T00:30:00Z,2020-12-21,15-19,1,3,0,0
1,2021-05-12T00:30:00Z,2020-12-21,20-24,8,6,1,0
1,2021-05-12T00:30:00Z,2020-12-21,25-29,16,12,1,1
1,2021-05-12T00:30:00Z,2020-12-21,30-34,18,14,2,2
1,2021-05-12T00:30:00Z,2020-12-21,35-39,31,27,4,2
1,2021-05-12T00:30:00Z,2020-12-21,40-44,44,38,8,5
1,2021-05-12T00:30:00Z,2020-12-21,45-49,74,76,14,12
1,2021-05-12T00:30:00Z,2020-12-21,50-54,128,132,29,28
1,2021-05-12T00:30:00Z,2020-12-21,55-59,184,176,44,43
1,2021-05-12T00:30:00Z,2020-12-21,60-64,206,230,43,40
1,2021-05-12T00:30:00Z,2020-12-21,65-69,203,194,51,50
1,2021-05-12T00:30:00Z,2020-12-21,70-74,278,285,61,55
1,2021-05-12T00:30:00Z,2020-12-21,75-79,319,321,46,44
1,2021-05-12T00:30:00Z,2020-12-21,80-84,249,239,6,8
1,2021-05-12T00:30:00Z,2020-12-21,85-89,157,161,2,3
1,2021-05-12T00:30:00Z,2020-12-21,90+,67,58,0,0
1,2021-05-12T00:30:00Z,2020-12-21,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2020-12-28,0-14,14,15,0,0
1,2021-05-12T00:30:00Z,2020-12-28,15-19,7,5,1,1
1,2021-05-12T00:30:00Z,2020-12-28,20-24,10,13,0,0
1,2021-05-12T00:30:00Z,2020-12-28,25-29,10,16,1,2
1,2021-05-12T00:30:00Z,2020-12-28,30-34,18,19,1,1
1,2021-05-12T00:30:00Z,2020-12-28,35-39,27,31,4,4
1,2021-05-12T00:30:00Z,2020-12-28,40-44,38,42,4,4
1,2021-05-12T00:30:00Z,2020-12-28,45-49,60,59,14,14
1,2021-05-12T00:30:00Z,2020-12-28,50-54,119,129,20,22
1,2021-05-12T00:30:00Z,2020-12-28,55-59,164,178,44,42
1,2021-05-12T00:30:00Z,2020-12-28,60-64,209,194,56,61
1,2021-05-12T00:30:00Z,2020-12-28,65-69,190,199,50,45
1,2021-05-12T00:30:00Z,2020-12-28,70-74,300,307,77,75
1,2021-05-12T00:30:00Z,2020-12-28,75-79,275,279,54,53
1,2021-05-12T00:30:00Z,2020-12-28,80-84,243,259,9,8
1,2021-05-12T00:30:00Z,2020-12-28,85-89,154,166,3,3
1,2021-05-12T00:30:00Z,2020-12-28,90+,59,74,0,0
1,2021-05-12T00:30:00Z,2020-12-28,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-01-04,0-14,12,12,0,0
1,2021-05-12T00:30:00Z,2021-01-04,15-19,8,8,0,0
1,2021-05-12T00:30:00Z,2021-01-04,20-24,5,4,0,0
1,2021-05-12T00:30:00Z,2021-01-04,25-29,13,14,2,1
1,2021-05-12T00:30:00Z,2021-01-04,30-34,19,19,3,3
1,2021-05-12T00:30:00Z,2021-01-04,35-39,33,31,6,7
1,2021-05-12T00:30:00Z,2021-01-04,40-44,34,35,3,3
1,2021-05-12T00:30:00Z,2021-01-04,45-49,57,56,10,10
1,2021-05-12T00:30:00Z,2021-01-04,50-54,117,114,31,27
1,2021-05-12T00:30:00Z,2021-01-04,55-59,139,133,30,29
1,2021-05-12T00:30:00Z,2021-01-04,60-64,159,165,48,43
1,2021-05-12T00:30:00Z,2021-01-04,65-69,187,191,53,59
1,2021-05-12T00:30:00Z,2021-01-04,70-74,234,249,69,73
1,2021-05-12T00:30:00Z,2021-01-04,75-79,214,216,36,35
1,2021-05-12T00:30:00Z,2021-01-04,80-84,215,218,10,10
1,2021-05-12T00:30:00Z,2021-01-04,85-89,150,154,3,4
1,2021-05-12T00:30:00Z,2021-01-04,90+,79,88,0,0
1,2021-05-12T00:30:00Z,2021-01-04,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-01-11,0-14,5,6,0,0
1,2021-05-12T00:30:00Z,2021-01-11,15-19,7,8,0,1
1,2021-05-12T00:30:00Z,2021-01-11,20-24,13,12,2,2
1,2021-05-12T00:30:00Z,2021-01-11,25-29,14,10,1,1
1,2021-05-12T00:30:00Z,2021-01-11,30-34,27,28,2,2
1,2021-05-12T00:30:00Z,2021-01-11,35-39,20,13,2,2
1,2021-05-12T00:30:00Z,2021-01-11,40-44,23,17,2,3
1,2021-05-12T00:30:00Z,2021-01-11,45-49,59,48,10,10
1,2021-05-12T00:30:00Z,2021-01-11,50-54,99,86,14,13
1,2021-05-12T00:30:00Z,2021-01-11,55-59,142,145,27,30
1,2021-05-12T00:30:00Z,2021-01-11,60-64,181,171,44,52
1,2021-05-12T00:30:00Z,2021-01-11,65-69,198,186,46,44
1,2021-05-12T00:30:00Z,2021-01-11,70-74,237,203,55,56
1,2021-05-12T00:30:00Z,2021-01-11,75-79,203,178,29,30
1,2021-05-12T00:30:00Z,2021-01-11,80-84,219,203,9,8
1,2021-05-12T00:30:00Z,2021-01-11,85-89,140,106,3,2
1,2021-05-12T00:30:00Z,2021-01-11,90+,95,76,0,0
1,2021-05-12T00:30:00Z,2021-01-11,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-01-18,0-14,9,13,0,0
1,2021-05-12T00:30:00Z,2021-01-18,15-19,4,3,2,1
1,2021-05-12T00:30:00Z,2021-01-18,20-24,8,8,1,1
1,2021-05-12T00:30:00Z,2021-01-18,25-29,6,6,1,2
1,2021-05-12T00:30:00Z,2021-01-18,30-34,14,14,2,3
1,2021-05-12T00:30:00Z,2021-01-18,35-39,21,24,6,5
1,2021-05-12T00:30:00Z,2021-01-18,40-44,29,28,4,4
1,2021-05-12T00:30:00Z,2021-01-18,45-49,43,48,10,12
1,2021-05-12T00:30:00Z,2021-01-18,50-54,82,74,16,17
1,2021-05-12T00:30:00Z,2021-01-18,55-59,139,135,33,29
1,2021-05-12T00:30:00Z,2021-01-18,60-64,162,155,49,41
1,2021-05-12T00:30:00Z,2021-01-18,65-69,163,170,54,55
1,2021-05-12T00:30:00Z,2021-01-18,70-74,186,188,40,40
1,2021-05-12T00:30:00Z,2021-01-18,75-79,184,199,25,23
1,2021-05-12T00:30:00Z,2021-01-18,80-84,167,159,8,9
1,2021-05-12T00:30:00Z,2021-01-18,85-89,128,134,2,2
1,2021-05-12T00:30:00Z,2021-01-18,90+,64,72,1,1
1,2021-05-12T00:30:00Z,2021-01-18,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-01-25,0-14,11,10,0,0
1,2021-05-12T00:30:00Z,2021-01-25,15-19,4,4,1,1
1,2021-05-12T00:30:00Z,2021-01-25,20-24,4,3,0,0
1,2021-05-12T00:30:00Z,2021-01-25,25-29,12,14,3,2
1,2021-05-12T00:30:00Z,2021-01-25,30-34,14,14,4,5
1,2021-05-12T00:30:00Z,2021-01-25,35-39,25,27,4,4
1,2021-05-12T00:30:00Z,2021-01-25,40-44,27,26,4,3
1,2021-05-12T00:30:00Z,2021-01-25,45-49,42,37,11,11
1,2021-05-12T00:30:00Z,2021-01-25,50-54,63,63,15,15
1,2021-05-12T00:30:00Z,2021-01-25,55-59,105,105,30,32
1,2021-05-12T00:30:00Z,2021-01-25,60-64,166,164,42,47
1,2021-05-12T00:30:00Z,2021-01-25,65-69,158,156,51,49
1,2021-05-12T00:30:00Z,2021-01-25,70-74,191,174,45,40
1,2021-05-12T00:30:00Z,2021-01-25,75-79,197,179,24,30
1,2021-05-12T00:30:00Z,2021-01-25,80-84,156,161,13,13
1,2021-05-12T00:30:00Z,2021-01-25,85-89,121,120,2,1
1,2021-05-12T00:30:00Z,2021-01-25,90+,65,61,0,0
1,2021-05-12T00:30:00Z,2021-01-25,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-02-01,0-14,9,10,0,0
1,2021-05-12T00:30:00Z,2021-02-01,15-19,6,6,0,0
1,2021-05-12T00:30:00Z,2021-02-01,20-24,1,2,0,0
