Version,Date_of_report,Date_of_statistics_week_start,Age_group,Hospital_admission_notification,Hospital_admission,IC_admission_notification,IC_admission
1,2021-05-12T00:30:00Z,2021-02-01,25-29,16,14,3,4
1,2021-05-12T00:30:00Z,2021-02-01,30-34,18,16,2,0
1,2021-05-12T00:30:00Z,2021-02-01,35-39,20,16,0,1
1,2021-05-12T00:30:00Z,2021-02-01,40-44,20,23,4,4
1,2021-05-12T00:30:00Z,2021-02-01,45-49,30,36,9,7
1,2021-05-12T00:30:00Z,2021-02-01,50-54,87,93,17,17
1,2021-05-12T00:30:00Z,2021-02-01,55-59,109,111,22,20
1,2021-05-12T00:30:00Z,2021-02-01,60-64,132,123,33,28
1,2021-05-12T00:30:00Z,2021-02-01,65-69,133,129,31,30
1,2021-05-12T00:30:00Z,2021-02-01,70-74,136,134,28,33
1,2021-05-12T00:30:00Z,2021-02-01,75-79,170,178,28,24
1,2021-05-12T00:30:00Z,2021-02-01,80-84,146,136,6,5
1,2021-05-12T00:30:00Z,2021-02-01,85-89,102,113,1,1
1,2021-05-12T00:30:00Z,2021-02-01,90+,71,65,0,0
1,2021-05-12T00:30:00Z,2021-02-01,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-02-08,0-14,12,7,0,0
1,2021-05-12T00:30:00Z,2021-02-08,15-19,1,1,0,1
1,2021-05-12T00:30:00Z,2021-02-08,20-24,6,8,1,1
1,2021-05-12T00:30:00Z,2021-02-08,25-29,9,8,2,1
1,2021-05-12T00:30:00Z,2021-02-08,30-34,13,11,3,3
1,2021-05-12T00:30:00Z,2021-02-08,35-39,16,15,3,4
1,2021-05-12T00:30:00Z,2021-02-08,40-44,30,29,6,6
1,2021-05-12T00:30:00Z,2021-02-08,45-49,48,48,6,6
1,2021-05-12T00:30:00Z,2021-02-08,50-54,88,86,19,20
1,2021-05-12T00:30:00Z,2021-02-08,55-59,109,118,25,28
1,2021-05-12T00:30:00Z,2021-02-08,60-64,126,132,33,32
1,2021-05-12T00:30:00Z,2021-02-08,65-69,130,127,31,32
1,2021-05-12T00:30:00Z,2021-02-08,70-74,150,156,31,24
1,2021-05-12T00:30:00Z,2021-02-08,75-79,164,162,21,24
1,2021-05-12T00:30:00Z,2021-02-08,80-84,139,144,7,11
1,2021-05-12T00:30:00Z,2021-02-08,85-89,115,112,0,0
1,2021-05-12T00:30:00Z,2021-02-08,90+,54,55,0,0
1,2021-05-12T00:30:00Z,2021-02-08,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-02-15,0-14,10,15,0,0
1,2021-05-12T00:30:00Z,2021-02-15,15-19,0,0,1,0
1,2021-05-12T00:30:00Z,2021-02-15,20-24,15,14,2,2
1,2021-05-12T00:30:00Z,2021-02-15,25-29,12,12,2,1
1,2021-05-12T00:30:00Z,2021-02-15,30-34,14,16,0,1
1,2021-05-12T00:30:00Z,2021-02-15,35-39,20,26,5,5
1,2021-05-12T00:30:00Z,2021-02-15,40-44,25,31,2,5
1,2021-05-12T00:30:00Z,2021-02-15,45-49,48,45,11,11
1,2021-05-12T00:30:00Z,2021-02-15,50-54,84,82,24,22
1,2021-05-12T00:30:00Z,2021-02-15,55-59,107,100,33,32
1,2021-05-12T00:30:00Z,2021-02-15,60-64,135,140,34,32
1,2021-05-12T00:30:00Z,2021-02-15,65-69,132,130,53,55
1,2021-05-12T00:30:00Z,2021-02-15,70-74,150,151,37,37
1,2021-05-12T00:30:00Z,2021-02-15,75-79,162,160,30,29
1,2021-05-12T00:30:00Z,2021-02-15,80-84,155,153,12,9
1,2021-05-12T00:30:00Z,2021-02-15,85-89,104,104,0,0
1,2021-05-12T00:30:00Z,2021-02-15,90+,43,42,0,0
1,2021-05-12T00:30:00Z,2021-02-15,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-02-22,0-14,19,9,0,0
1,2021-05-12T00:30:00Z,2021-02-22,15-19,0,0,0,0
1,2021-05-12T00:30:00Z,2021-02-22,20-24,2,1,0,0
1,2021-05-12T00:30:00Z,2021-02-22,25-29,6,7,1,1
1,2021-05-12T00:30:00Z,2021-02-22,30-34,25,23,4,4
1,2021-05-12T00:30:00Z,2021-02-22,35-39,24,19,5,4
1,2021-05-12T00:30:00Z,2021-02-22,40-44,49,49,13,11
1,2021-05-12T00:30:00Z,2021-02-22,45-49,59,58,12,15
1,2021-05-12T00:30:00Z,2021-02-22,50-54,92,100,24,22
1,2021-05-12T00:30:00Z,2021-02-22,55-59,143,131,31,33
1,2021-05-12T00:30:00Z,2021-02-22,60-64,143,135,35,40
1,2021-05-12T00:30:00Z,2021-02-22,65-69,152,137,26,28
1,2021-05-12T00:30:00Z,2021-02-22,70-74,178,157,36,35
1,2021-05-12T00:30:00Z,2021-02-22,75-79,166,147,31,32
1,2021-05-12T00:30:00Z,2021-02-22,80-84,150,124,6,5
1,2021-05-12T00:30:00Z,2021-02-22,85-89,106,78,0,0
1,2021-05-12T00:30:00Z,2021-02-22,90+,53,39,0,0
1,2021-05-12T00:30:00Z,2021-02-22,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-03-01,0-14,6,6,0,0
1,2021-05-12T00:30:00Z,2021-03-01,15-19,0,0,0,0
1,2021-05-12T00:30:00Z,2021-03-01,20-24,7,8,1,1
1,2021-05-12T00:30:00Z,2021-03-01,25-29,9,8,5,5
1,2021-05-12T00:30:00Z,2021-03-01,30-34,22,22,5,5
1,2021-05-12T00:30:00Z,2021-03-01,35-39,29,30,6,7
1,2021-05-12T00:30:00Z,2021-03-01,40-44,38,30,8,9
1,2021-05-12T00:30:00Z,2021-03-01,45-49,50,44,11,9
1,2021-05-12T00:30:00Z,2021-03-01,50-54,114,109,26,30
1,2021-05-12T00:30:00Z,2021-03-01,55-59,122,115,33,27
1,2021-05-12T00:30:00Z,2021-03-01,60-64,143,156,53,52
1,2021-05-12T00:30:00Z,2021-03-01,65-69,126,123,51,49
1,2021-05-12T00:30:00Z,2021-03-01,70-74,167,169,47,50
1,2021-05-12T00:30:00Z,2021-03-01,75-79,148,154,20,26
1,2021-05-12T00:30:00Z,2021-03-01,80-84,147,142,9,8
1,2021-05-12T00:30:00Z,2021-03-01,85-89,77,83,1,1
1,2021-05-12T00:30:00Z,2021-03-01,90+,34,37,0,0
1,2021-05-12T00:30:00Z,2021-03-01,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-03-08,0-14,13,13,0,0
1,2021-05-12T00:30:00Z,2021-03-08,15-19,2,2,0,0
1,2021-05-12T00:30:00Z,2021-03-08,20-24,2,3,0,0
1,2021-05-12T00:30:00Z,2021-03-08,25-29,9,12,0,0
1,2021-05-12T00:30:00Z,2021-03-08,30-34,18,22,1,1
1,2021-05-12T00:30:00Z,2021-03-08,35-39,27,28,9,8
1,2021-05-12T00:30:00Z,2021-03-08,40-44,38,40,12,10
1,2021-05-12T00:30:00Z,2021-03-08,45-49,60,62,5,4
1,2021-05-12T00:30:00Z,2021-03-08,50-54,107,109,26,26
1,2021-05-12T00:30:00Z,2021-03-08,55-59,153,157,32,37
1,2021-05-12T00:30:00Z,2021-03-08,60-64,156,143,42,43
1,2021-05-12T00:30:00Z,2021-03-08,65-69,165,179,52,53
1,2021-05-12T00:30:00Z,2021-03-08,70-74,173,176,36,39
1,2021-05-12T00:30:00Z,2021-03-08,75-79,183,176,45,41
1,2021-05-12T00:30:00Z,2021-03-08,80-84,121,129,11,12
1,2021-05-12T00:30:00Z,2021-03-08,85-89,73,72,1,1
1,2021-05-12T00:30:00Z,2021-03-08,90+,35,29,0,0
1,2021-05-12T00:30:00Z,2021-03-08,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-03-15,0-14,9,10,0,0
1,2021-05-12T00:30:00Z,2021-03-15,15-19,2,2,0,0
1,2021-05-12T00:30:00Z,2021-03-15,20-24,5,4,0,0
1,2021-05-12T00:30:00Z,2021-03-15,25-29,20,21,2,3
1,2021-05-12T00:30:00Z,2021-03-15,30-34,27,30,6,6
1,2021-05-12T00:30:00Z,2021-03-15,35-39,36,40,8,8
1,2021-05-12T00:30:00Z,2021-03-15,40-44,50,54,6,6
1,2021-05-12T00:30:00Z,2021-03-15,45-49,77,83,15,15
1,2021-05-12T00:30:00Z,2021-03-15,50-54,148,158,32,36
1,2021-05-12T00:30:00Z,2021-03-15,55-59,165,171,52,49
1,2021-05-12T00:30:00Z,2021-03-15,60-64,152,175,48,52
1,2021-05-12T00:30:00Z,2021-03-15,65-69,161,163,47,48
1,2021-05-12T00:30:00Z,2021-03-15,70-74,186,176,52,49
1,2021-05-12T00:30:00Z,2021-03-15,75-79,199,210,37,37
1,2021-05-12T00:30:00Z,2021-03-15,80-84,138,129,8,9
1,2021-05-12T00:30:00Z,2021-03-15,85-89,77,72,1,1
1,2021-05-12T00:30:00Z,2021-03-15,90+,27,31,0,0
1,2021-05-12T00:30:00Z,2021-03-15,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-03-22,0-14,13,9,0,0
1,2021-05-12T00:30:00Z,2021-03-22,15-19,2,3,0,0
1,2021-05-12T00:30:00Z,2021-03-22,20-24,11,11,2,2
1,2021-05-12T00:30:00Z,2021-03-22,25-29,23,24,4,4
1,2021-05-12T00:30:00Z,2021-03-22,30-34,32,30,4,3
1,2021-05-12T00:30:00Z,2021-03-22,35-39,43,44,7,6
1,2021-05-12T00:30:00Z,2021-03-22,40-44,59,67,13,16
1,2021-05-12T00:30:00Z,2021-03-22,45-49,92,88,13,15
1,2021-05-12T00:30:00Z,2021-03-22,50-54,151,137,32,31
1,2021-05-12T00:30:00Z,2021-03-22,55-59,189,191,32,38
1,2021-05-12T00:30:00Z,2021-03-22,60-64,192,194,41,35
1,2021-05-12T00:30:00Z,2021-03-22,65-69,183,182,61,60
1,2021-05-12T00:30:00Z,2021-03-22,70-74,205,222,47,48
1,2021-05-12T00:30:00Z,2021-03-22,75-79,213,214,49,47
1,2021-05-12T00:30:00Z,2021-03-22,80-84,132,131,7,6
1,2021-05-12T00:30:00Z,2021-03-22,85-89,64,63,2,2
1,2021-05-12T00:30:00Z,2021-03-22,90+,40,39,0,1
1,2021-05-12T00:30:00Z,2021-03-22,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-03-29,0-14,12,20,0,0
1,2021-05-12T00:30:00Z,2021-03-29,15-19,8,8,0,0
1,2021-05-12T00:30:00Z,2021-03-29,20-24,9,8,0,0
1,2021-05-12T00:30:00Z,2021-03-29,25-29,21,17,2,1
1,2021-05-12T00:30:00Z,2021-03-29,30-34,41,43,9,9
1,2021-05-12T00:30:00Z,2021-03-29,35-39,46,51,11,11
1,2021-05-12T00:30:00Z,2021-03-29,40-44,54,46,16,13
1,2021-05-12T00:30:00Z,2021-03-29,45-49,86,93,24,22
1,2021-05-12T00:30:00Z,2021-03-29,50-54,156,168,37,35
1,2021-05-12T00:30:00Z,2021-03-29,55-59,191,185,46,46
1,2021-05-12T00:30:00Z,2021-03-29,60-64,207,199,42,43
1,2021-05-12T00:30:00Z,2021-03-29,65-69,222,222,75,72
1,2021-05-12T00:30:00Z,2021-03-29,70-74,276,262,76,77
1,2021-05-12T00:30:00Z,2021-03-29,75-79,212,203,33,31
1,2021-05-12T00:30:00Z,2021-03-29,80-84,145,145,17,16
1,2021-05-12T00:30:00Z,2021-03-29,85-89,56,49,1,2
1,2021-05-12T00:30:00Z,2021-03-29,90+,33,28,1,0
1,2021-05-12T00:30:00Z,2021-03-29,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-04-05,0-14,15,16,0,0
1,2021-05-12T00:30:00Z,2021-04-05,15-19,9,8,0,0
1,2021-05-12T00:30:00Z,2021-04-05,20-24,11,11,0,1
1,2021-05-12T00:30:00Z,2021-04-05,25-29,13,19,1,1
1,2021-05-12T00:30:00Z,2021-04-05,30-34,37,39,6,6
1,2021-05-12T00:30:00Z,2021-04-05,35-39,61,61,10,10
1,2021-05-12T00:30:00Z,2021-04-05,40-44,53,63,14,14
1,2021-05-12T00:30:00Z,2021-04-05,45-49,85,88,18,18
1,2021-05-12T00:30:00Z,2021-04-05,50-54,162,162,43,43
1,2021-05-12T00:30:00Z,2021-04-05,55-59,191,202,51,52
1,2021-05-12T00:30:00Z,2021-04-05,60-64,207,208,59,64
1,2021-05-12T00:30:00Z,2021-04-05,65-69,217,229,60,68
1,2021-05-12T00:30:00Z,2021-04-05,70-74,234,238,67,68
1,2021-05-12T00:30:00Z,2021-04-05,75-79,235,255,37,37
1,2021-05-12T00:30:00Z,2021-04-05,80-84,115,120,5,6
1,2021-05-12T00:30:00Z,2021-04-05,85-89,52,47,2,1
1,2021-05-12T00:30:00Z,2021-04-05,90+,33,28,0,0
1,2021-05-12T00:30:00Z,2021-04-05,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-04-12,0-14,15,14,0,0
1,2021-05-12T00:30:00Z,2021-04-12,15-19,3,3,1,1
1,2021-05-12T00:30:00Z,2021-04-12,20-24,7,11,1,0
1,2021-05-12T00:30:00Z,2021-04-12,25-29,29,27,2,2
1,2021-05-12T00:30:00Z,2021-04-12,30-34,36,36,9,9
1,2021-05-12T00:30:00Z,2021-04-12,35-39,46,49,13,14
1,2021-05-12T00:30:00Z,2021-04-12,40-44,63,54,7,7
1,2021-05-12T00:30:00Z,2021-04-12,45-49,97,98,16,20
1,2021-05-12T00:30:00Z,2021-04-12,50-54,139,134,32,32
1,2021-05-12T00:30:00Z,2021-04-12,55-59,202,206,56,50
1,2021-05-12T00:30:00Z,2021-04-12,60-64,188,185,57,53
1,2021-05-12T00:30:00Z,2021-04-12,65-69,222,233,85,76
1,2021-05-12T00:30:00Z,2021-04-12,70-74,225,255,72,71
1,2021-05-12T00:30:00Z,2021-04-12,75-79,225,235,31,35
1,2021-05-12T00:30:00Z,2021-04-12,80-84,80,81,4,5
1,2021-05-12T00:30:00Z,2021-04-12,85-89,37,41,1,1
1,2021-05-12T00:30:00Z,2021-04-12,90+,14,21,0,0
1,2021-05-12T00:30:00Z,2021-04-12,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-04-19,0-14,11,11,0,0
1,2021-05-12T00:30:00Z,2021-04-19,15-19,7,8,0,0
1,2021-05-12T00:30:00Z,2021-04-19,20-24,15,12,1,1
1,2021-05-12T00:30:00Z,2021-04-19,25-29,25,23,4,4
1,2021-05-12T00:30:00Z,2021-04-19,30-34,37,37,6,6
1,2021-05-12T00:30:00Z,2021-04-19,35-39,50,53,5,4
1,2021-05-12T00:30:00Z,2021-04-19,40-44,53,58,9,11
1,2021-05-12T00:30:00Z,2021-04-19,45-49,106,113,15,14
1,2021-05-12T00:30:00Z,2021-04-19,50-54,149,155,39,35
1,2021-05-12T00:30:00Z,2021-04-19,55-59,214,225,39,41
1,2021-05-12T00:30:00Z,2021-04-19,60-64,190,199,61,60
1,2021-05-12T00:30:00Z,2021-04-19,65-69,242,229,72,71
1,2021-05-12T00:30:00Z,2021-04-19,70-74,292,284,80,85
1,2021-05-12T00:30:00Z,2021-04-19,75-79,242,238,44,40
1,2021-05-12T00:30:00Z,2021-04-19,80-84,100,110,8,6
1,2021-05-12T00:30:00Z,2021-04-19,85-89,37,40,1,1
1,2021-05-12T00:30:00Z,2021-04-19,90+,23,26,0,0
1,2021-05-12T00:30:00Z,2021-04-19,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-04-26,0-14,14,12,0,0
1,2021-05-12T00:30:00Z,2021-04-26,15-19,7,8,0,0
1,2021-05-12T00:30:00Z,2021-04-26,20-24,9,9,1,1
1,2021-05-12T00:30:00Z,2021-04-26,25-29,15,15,3,3
1,2021-05-12T00:30:00Z,2021-04-26,30-34,39,41,6,7
1,2021-05-12T00:30:00Z,2021-04-26,35-39,49,46,5,5
1,2021-05-12T00:30:00Z,2021-04-26,40-44,59,61,14,14
1,2021-05-12T00:30:00Z,2021-04-26,45-49,130,121,25,22
1,2021-05-12T00:30:00Z,2021-04-26,50-54,193,197,31,34
1,2021-05-12T00:30:00Z,2021-04-26,55-59,215,207,54,51
1,2021-05-12T00:30:00Z,2021-04-26,60-64,226,212,57,56
1,2021-05-12T00:30:00Z,2021-04-26,65-69,253,252,69,70
1,2021-05-12T00:30:00Z,2021-04-26,70-74,262,255,79,79
1,2021-05-12T00:30:00Z,2021-04-26,75-79,217,192,42,41
1,2021-05-12T00:30:00Z,2021-04-26,80-84,104,80,4,4
1,2021-05-12T00:30:00Z,2021-04-26,85-89,45,40,1,1
1,2021-05-12T00:30:00Z,2021-04-26,90+,28,21,0,0
1,2021-05-12T00:30:00Z,2021-04-26,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-05-03,0-14,17,9,0,0
1,2021-05-12T00:30:00Z,2021-05-03,15-19,8,5,0,0
1,2021-05-12T00:30:00Z,2021-05-03,20-24,11,9,1,1
1,2021-05-12T00:30:00Z,2021-05-03,25-29,23,20,3,3
1,2021-05-12T00:30:00Z,2021-05-03,30-34,40,40,6,5
1,2021-05-12T00:30:00Z,2021-05-03,35-39,58,46,4,5
1,2021-05-12T00:30:00Z,2021-05-03,40-44,72,68,17,15
1,2021-05-12T00:30:00Z,2021-05-03,45-49,84,80,15,17
1,2021-05-12T00:30:00Z,2021-05-03,50-54,164,155,35,33
1,2021-05-12T00:30:00Z,2021-05-03,55-59,216,212,45,49
1,2021-05-12T00:30:00Z,2021-05-03,60-64,172,164,40,36
1,2021-05-12T00:30:00Z,2021-05-03,65-69,201,183,59,57
1,2021-05-12T00:30:00Z,2021-05-03,70-74,228,211,69,63
1,2021-05-12T00:30:00Z,2021-05-03,75-79,156,128,25,25
1,2021-05-12T00:30:00Z,2021-05-03,80-84,67,59,1,2
1,2021-05-12T00:30:00Z,2021-05-03,85-89,38,32,0,0
1,2021-05-12T00:30:00Z,2021-05-03,90+,24,22,0,0
1,2021-05-12T00:30:00Z,2021-05-03,Unknown,0,0,0,0
1,2021-05-12T00:30:00Z,2021-05-10,0-14,0,,0,
1,2021-05-12T00:30:00Z,2021-05-10,15-19,0,,0,
1,2021-05-12T00:30:00Z,2021-05-10,20-24,0,,0,
1,2021-05-12T00:30:00Z,2021-05-10,25-29,3,,0,
1,2021-05-12T00:30:00Z,2021-05-10,30-34,12,,0,
1,2021-05-12T00:30:00Z,2021-05-10,35-39,7,,1,
1,2021-05-12T00:30:00Z,2021-05-10,40-44,13,,0,
1,2021-05-12T00:30:00Z,2021-05-10,45-49,16,,2,
1,2021-05-12T00:30:00Z,2021-05-10,50-54,28,,3,
1,2021-05-12T00:30:00Z,2021-05-10,55-59,46,,6,
1,2021-05-12T00:30:00Z,2021-05-10,60-64,32,,3,
1,2021-05-12T00:30:00Z,2021-05-10,65-69,33,,4,
1,2021-05-12T00:30:00Z,2021-05-10,70-74,41,,7,
1,2021-05-12T00:30:00Z,2021-05-10,75-79,20,,3,
1,2021-05-12T00:30:00Z,2021-05-10,80-84,14,,1,
1,2021-05-12T00:30:00Z,2021-05-10,85-89,7,,0,
1,2021-05-12T00:30:00Z,2021-05-10,90+,3,,0,
1,2021-05-12T00:30:00Z,2021-05-10,Unknown,0,,0,
