"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",874,1995,24
"2020-07-27",874,1996,24
"2020-07-28",874,1997,23
"2020-07-29",875,1998,23
"2020-07-30",875,2000,21
"2020-07-31",877,2000,20
"2020-08-01",877,2001,20
"2020-08-02",877,2001,20
"2020-08-03",877,2001,22
"2020-08-04",879,2002,22
"2020-08-05",879,2005,19
"2020-08-06",880,2006,18
"2020-08-07",880,2007,17
"2020-08-08",880,2007,18
"2020-08-09",882,2008,21
"2020-08-10",882,2009,21
"2020-08-11",883,2010,23
"2020-08-12",883,2011,28
"2020-08-13",883,2011,29
"2020-08-14",883,2012,31
"2020-08-15",884,2012,33
"2020-08-16",884,2013,32
"2020-08-17",886,2016,33
"2020-08-18",886,2020,32
"2020-08-19",886,2025,31
"2020-08-20",887,2028,27
"2020-08-21",888,2031,27
"2020-08-22",888,2031,29
"2020-08-23",888,2032,29
"2020-08-24",889,2033,35
"2020-08-25",889,2034,36
"2020-08-26",889,2039,34
"2020-08-27",889,2042,35
"2020-08-28",890,2047,31
"2020-08-29",890,2048,30
"2020-08-30",891,2048,31
"2020-08-31",893,2051,31
"2020-09-01",894,2053,31
"2020-09-02",894,2055,31
"2020-09-03",894,2058,28
"2020-09-04",895,2059,31
"2020-09-05",895,2060,31
"2020-09-06",895,2060,32
"2020-09-07",895,2060,34
"2020-09-08",896,2060,38
"2020-09-09",897,2062,37
"2020-09-10",898,2064,35
"2020-09-11",898,2065,36
"2020-09-12",898,2066,37
"2020-09-13",898,2066,37
"2020-09-14",899,2069,38
"2020-09-15",900,2073,39
"2020-09-16",901,2074,41
"2020-09-17",901,2079,39
"2020-09-18",901,2081,39
"2020-09-19",902,2083,38
"2020-09-20",903,2083,41
"2020-09-21",906,2085,39
"2020-09-22",906,2087,41
"2020-09-23",907,2092,40
"2020-09-24",908,2094,41
"2020-09-25",910,2098,41
"2020-09-26",911,2099,46
"2020-09-27",912,2099,54
"2020-09-28",915,2102,63
"2020-09-29",917,2105,71
"2020-09-30",920,2107,75
"2020-10-01",924,2115,75
"2020-10-02",924,2119,80
"2020-10-03",926,2123,84
"2020-10-04",931,2127,87
"2020-10-05",934,2131,90
"2020-10-06",936,2144,93
"2020-10-07",940,2154,94
"2020-10-08",943,2160,96
"2020-10-09",954,2169,103
"2020-10-10",957,2179,103
"2020-10-11",964,2184,111
"2020-10-12",968,2195,112
"2020-10-13",971,2208,111
"2020-10-14",978,2215,118
"2020-10-15",980,2222,130
"2020-10-16",992,2242,132
"2020-10-17",998,2248,137
"2020-10-18",1003,2253,148
"2020-10-19",1008,2262,158
"2020-10-20",1016,2277,162
"2020-10-21",1026,2288,172
"2020-10-22",1034,2308,182
"2020-10-23",1050,2325,182
"2020-10-24",1058,2335,199
"2020-10-25",1073,2346,205
"2020-10-26",1079,2362,222
"2020-10-27",1091,2391,215
"2020-10-28",1097,2411,227
"2020-10-29",1106,2431,228
"2020-10-30",1118,2450,236
"2020-10-31",1135,2459,242
"2020-11-01",1145,2467,258
"2020-11-02",1155,2491,261
"2020-11-03",1166,2515,260
"2020-11-04",1179,2544,256
"2020-11-05",1195,2576,246
"2020-11-06",1210,2598,255
"2020-11-07",1223,2605,272
"2020-11-08",1234,2617,289
"2020-11-09",1246,2648,283
"2020-11-10",1262,2672,283
"2020-11-11",1273,2698,280
"2020-11-12",1285,2723,274
"2020-11-13",1300,2760,276
"2020-11-14",1311,2767,290
"2020-11-15",1328,2774,308
"2020-11-16",1343,2798,310
"2020-11-17",1360,2828,308
"2020-11-18",1372,2853,306
"2020-11-19",1385,2876,311
"2020-11-20",1399,2904,305
"2020-11-21",1412,2911,312
"2020-11-22",1426,2918,314
"2020-11-23",1442,2946,312
"2020-11-24",1455,2972,308
"2020-11-25",1469,2995,306
"2020-11-26",1481,3016,304
"2020-11-27",1488,3045,295
"2020-11-28",1501,3051,306
"2020-11-29",1511,3054,320
"2020-11-30",1513,3059,325
