"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",874,1996,23
"2020-07-27",874,1997,23
"2020-07-28",874,1998,22
"2020-07-29",875,1999,22
"2020-07-30",875,2001,20
"2020-07-31",877,2001,19
"2020-08-01",877,2002,19
"2020-08-02",877,2002,19
"2020-08-03",877,2002,20
"2020-08-04",879,2003,20
"2020-08-05",879,2006,17
"2020-08-06",880,2007,16
"2020-08-07",880,2008,15
"2020-08-08",880,2008,16
"2020-08-09",882,2009,19
"2020-08-10",882,2010,19
"2020-08-11",883,2011,21
"2020-08-12",883,2012,26
"2020-08-13",883,2012,27
"2020-08-14",883,2013,29
"2020-08-15",884,2013,31
"2020-08-16",884,2014,30
"2020-08-17",886,2017,31
"2020-08-18",886,2021,30
"2020-08-19",886,2026,29
"2020-08-20",887,2029,25
"2020-08-21",888,2032,25
"2020-08-22",888,2032,27
"2020-08-23",888,2033,27
"2020-08-24",889,2034,33
"2020-08-25",889,2035,34
"2020-08-26",889,2040,32
"2020-08-27",889,2043,33
"2020-08-28",890,2048,29
"2020-08-29",890,2049,28
"2020-08-30",891,2049,29
"2020-08-31",893,2052,29
"2020-09-01",894,2054,29
"2020-09-02",894,2056,29
"2020-09-03",894,2059,26
"2020-09-04",895,2060,29
"2020-09-05",895,2061,29
"2020-09-06",895,2061,30
"2020-09-07",895,2061,32
"2020-09-08",896,2061,36
"2020-09-09",897,2063,35
"2020-09-10",898,2065,33
"2020-09-11",898,2066,34
"2020-09-12",898,2067,35
"2020-09-13",898,2067,35
"2020-09-14",899,2070,36
"2020-09-15",900,2074,37
"2020-09-16",901,2075,39
"2020-09-17",901,2080,37
"2020-09-18",901,2082,37
"2020-09-19",902,2084,36
"2020-09-20",903,2084,39
"2020-09-21",906,2086,37
"2020-09-22",906,2088,39
"2020-09-23",907,2093,38
"2020-09-24",908,2095,39
"2020-09-25",910,2099,39
"2020-09-26",911,2100,44
"2020-09-27",912,2100,52
"2020-09-28",915,2103,61
"2020-09-29",917,2106,69
"2020-09-30",920,2108,73
"2020-10-01",924,2116,73
"2020-10-02",924,2120,78
"2020-10-03",926,2124,82
"2020-10-04",931,2128,85
"2020-10-05",934,2132,88
"2020-10-06",936,2145,91
"2020-10-07",940,2155,92
"2020-10-08",943,2161,94
"2020-10-09",954,2170,101
"2020-10-10",957,2180,100
"2020-10-11",964,2185,108
"2020-10-12",968,2196,109
"2020-10-13",971,2209,108
"2020-10-14",978,2216,115
"2020-10-15",980,2223,127
"2020-10-16",992,2243,129
"2020-10-17",998,2249,134
"2020-10-18",1003,2254,145
"2020-10-19",1008,2264,154
"2020-10-20",1016,2279,158
"2020-10-21",1026,2290,168
"2020-10-22",1034,2310,178
"2020-10-23",1050,2327,178
"2020-10-24",1058,2337,195
"2020-10-25",1073,2348,201
"2020-10-26",1079,2364,218
"2020-10-27",1091,2393,211
"2020-10-28",1097,2413,223
"2020-10-29",1106,2433,224
"2020-10-30",1118,2452,232
"2020-10-31",1135,2461,238
"2020-11-01",1145,2469,254
"2020-11-02",1155,2492,257
"2020-11-03",1166,2517,256
"2020-11-04",1179,2546,251
"2020-11-05",1196,2577,242
"2020-11-06",1211,2599,251
"2020-11-07",1224,2606,268
"2020-11-08",1235,2618,285
"2020-11-09",1247,2650,278
"2020-11-10",1263,2674,278
"2020-11-11",1274,2700,275
"2020-11-12",1286,2726,268
"2020-11-13",1301,2763,270
"2020-11-14",1312,2770,284
"2020-11-15",1329,2777,302
"2020-11-16",1344,2802,302
"2020-11-17",1361,2832,300
"2020-11-18",1373,2857,298
"2020-11-19",1386,2880,303
"2020-11-20",1400,2906,299
"2020-11-21",1413,2913,306
"2020-11-22",1427,2919,309
"2020-11-23",1443,2947,307
"2020-11-24",1456,2973,303
"2020-11-25",1470,2998,298
"2020-11-26",1483,3019,298
"2020-11-27",1491,3050,290
"2020-11-28",1505,3059,299
"2020-11-29",1515,3063,313
"2020-11-30",1527,3086,316
"2020-12-01",1537,3103,317
"2020-12-02",1549,3118,326
"2020-12-03",1556,3129,330
"2020-12-04",1563,3150,321
"2020-12-05",1564,3150,323
