"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,1995,24
"2020-07-27",875,1996,24
"2020-07-28",875,1997,23
"2020-07-29",876,1998,23
"2020-07-30",876,2000,21
"2020-07-31",878,2000,20
"2020-08-01",878,2001,20
"2020-08-02",878,2001,20
"2020-08-03",878,2001,22
"2020-08-04",880,2002,22
"2020-08-05",880,2005,19
"2020-08-06",881,2006,18
"2020-08-07",881,2007,17
"2020-08-08",881,2007,18
"2020-08-09",883,2008,21
"2020-08-10",883,2009,21
"2020-08-11",884,2010,23
"2020-08-12",884,2011,28
"2020-08-13",884,2011,29
"2020-08-14",884,2012,31
"2020-08-15",885,2012,33
"2020-08-16",885,2013,32
"2020-08-17",887,2016,33
"2020-08-18",887,2020,32
"2020-08-19",887,2025,31
"2020-08-20",888,2028,27
"2020-08-21",889,2031,27
"2020-08-22",889,2031,29
"2020-08-23",889,2032,29
"2020-08-24",890,2033,35
"2020-08-25",890,2034,36
"2020-08-26",890,2039,34
"2020-08-27",890,2042,35
"2020-08-28",891,2047,31
"2020-08-29",891,2048,30
"2020-08-30",892,2048,31
"2020-08-31",894,2051,31
"2020-09-01",895,2053,31
"2020-09-02",895,2055,31
"2020-09-03",895,2058,28
"2020-09-04",896,2059,31
"2020-09-05",896,2060,31
"2020-09-06",896,2060,32
"2020-09-07",896,2060,34
"2020-09-08",897,2060,38
"2020-09-09",898,2062,37
"2020-09-10",899,2064,35
"2020-09-11",899,2065,36
"2020-09-12",899,2066,37
"2020-09-13",899,2066,37
"2020-09-14",900,2069,38
"2020-09-15",901,2073,39
"2020-09-16",902,2074,41
"2020-09-17",902,2079,39
"2020-09-18",902,2081,39
"2020-09-19",903,2083,38
"2020-09-20",904,2083,41
"2020-09-21",907,2085,39
"2020-09-22",907,2087,41
"2020-09-23",908,2092,40
"2020-09-24",909,2094,41
"2020-09-25",911,2098,41
"2020-09-26",912,2099,46
"2020-09-27",913,2099,54
"2020-09-28",916,2102,63
"2020-09-29",918,2105,71
"2020-09-30",921,2107,75
"2020-10-01",925,2114,76
"2020-10-02",925,2118,81
"2020-10-03",927,2122,85
"2020-10-04",932,2126,88
"2020-10-05",935,2130,91
"2020-10-06",937,2143,94
"2020-10-07",941,2153,95
"2020-10-08",944,2159,97
"2020-10-09",955,2168,104
"2020-10-10",958,2178,104
"2020-10-11",965,2183,112
"2020-10-12",969,2194,113
"2020-10-13",972,2207,112
"2020-10-14",979,2214,119
"2020-10-15",981,2221,130
"2020-10-16",993,2240,133
"2020-10-17",999,2246,138
"2020-10-18",1004,2251,149
"2020-10-19",1009,2260,159
"2020-10-20",1017,2276,162
"2020-10-21",1027,2287,172
"2020-10-22",1035,2306,183
"2020-10-23",1051,2323,183
"2020-10-24",1059,2333,200
"2020-10-25",1074,2344,206
"2020-10-26",1080,2360,223
"2020-10-27",1092,2388,216
"2020-10-28",1098,2408,228
"2020-10-29",1107,2428,229
"2020-10-30",1119,2447,237
"2020-10-31",1136,2456,243
"2020-11-01",1146,2464,259
"2020-11-02",1156,2488,263
"2020-11-03",1167,2512,262
"2020-11-04",1180,2541,259
"2020-11-05",1196,2573,250
"2020-11-06",1211,2595,259
"2020-11-07",1224,2602,276
"2020-11-08",1235,2614,293
"2020-11-09",1247,2645,287
"2020-11-10",1263,2668,288
"2020-11-11",1274,2693,286
"2020-11-12",1286,2718,279
"2020-11-13",1301,2757,281
"2020-11-14",1312,2763,297
"2020-11-15",1329,2770,314
"2020-11-16",1344,2795,316
"2020-11-17",1359,2821,315
"2020-11-18",1367,2837,318
"2020-11-19",1369,2839,319
