"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",872,2001,16
"2020-07-27",872,2003,14
"2020-07-28",872,2004,13
"2020-07-29",873,2005,13
"2020-07-30",873,2007,11
"2020-07-31",875,2007,10
"2020-08-01",875,2008,10
"2020-08-02",875,2008,10
"2020-08-03",875,2008,11
"2020-08-04",876,2009,12
"2020-08-05",876,2012,9
"2020-08-06",877,2013,8
"2020-08-07",877,2014,7
"2020-08-08",877,2014,8
"2020-08-09",879,2015,11
"2020-08-10",879,2016,11
"2020-08-11",880,2017,13
"2020-08-12",880,2018,18
"2020-08-13",880,2018,19
"2020-08-14",880,2019,21
"2020-08-15",881,2019,23
"2020-08-16",881,2020,22
"2020-08-17",883,2023,23
"2020-08-18",883,2027,22
"2020-08-19",883,2033,20
"2020-08-20",884,2036,16
"2020-08-21",885,2039,16
"2020-08-22",885,2039,18
"2020-08-23",885,2040,18
"2020-08-24",886,2041,24
"2020-08-25",886,2042,25
"2020-08-26",886,2048,22
"2020-08-27",886,2052,22
"2020-08-28",887,2057,18
"2020-08-29",887,2058,17
"2020-08-30",888,2058,18
"2020-08-31",890,2061,18
"2020-09-01",891,2063,18
"2020-09-02",891,2065,18
"2020-09-03",891,2068,15
"2020-09-04",892,2069,18
"2020-09-05",892,2069,19
"2020-09-06",892,2069,20
"2020-09-07",892,2070,22
"2020-09-08",893,2070,25
"2020-09-09",894,2072,24
"2020-09-10",895,2074,22
"2020-09-11",895,2076,22
"2020-09-12",895,2077,23
"2020-09-13",895,2077,23
"2020-09-14",896,2080,24
"2020-09-15",897,2084,25
"2020-09-16",898,2085,27
"2020-09-17",898,2090,25
"2020-09-18",898,2092,25
"2020-09-19",899,2094,24
"2020-09-20",900,2094,27
"2020-09-21",903,2097,24
"2020-09-22",903,2100,25
"2020-09-23",904,2105,24
"2020-09-24",905,2107,25
"2020-09-25",907,2111,25
"2020-09-26",908,2112,30
"2020-09-27",910,2112,37
"2020-09-28",912,2116,44
"2020-09-29",914,2119,52
"2020-09-30",917,2122,56
"2020-10-01",921,2130,56
"2020-10-02",921,2133,62
"2020-10-03",923,2137,66
"2020-10-04",928,2141,69
"2020-10-05",931,2145,72
"2020-10-06",933,2157,75
"2020-10-07",937,2166,77
"2020-10-08",940,2173,78
"2020-10-09",951,2183,84
"2020-10-10",954,2193,83
"2020-10-11",961,2197,92
"2020-10-12",965,2207,92
"2020-10-13",968,2220,92
"2020-10-14",974,2227,98
"2020-10-15",976,2236,108
"2020-10-16",988,2257,108
"2020-10-17",994,2263,112
"2020-10-18",999,2268,123
"2020-10-19",1004,2279,131
"2020-10-20",1012,2297,133
"2020-10-21",1022,2310,140
"2020-10-22",1030,2331,149
"2020-10-23",1049,2349,145
"2020-10-24",1056,2360,161
"2020-10-25",1072,2370,168
"2020-10-26",1078,2388,184
"2020-10-27",1090,2415,177
"2020-10-28",1096,2437,187
"2020-10-29",1105,2457,189
"2020-10-30",1117,2480,193
"2020-10-31",1134,2489,200
"2020-11-01",1145,2497,216
"2020-11-02",1154,2523,220
"2020-11-03",1165,2550,217
"2020-11-04",1178,2579,213
"2020-11-05",1194,2611,203
"2020-11-06",1210,2638,208
"2020-11-07",1222,2647,223
"2020-11-08",1233,2658,241
"2020-11-09",1246,2692,229
"2020-11-10",1261,2721,226
"2020-11-11",1272,2750,220
"2020-11-12",1284,2777,211
"2020-11-13",1299,2816,210
"2020-11-14",1310,2823,224
"2020-11-15",1328,2831,240
"2020-11-16",1344,2857,239
"2020-11-17",1360,2889,235
"2020-11-18",1373,2915,232
"2020-11-19",1386,2943,231
"2020-11-20",1400,2971,225
"2020-11-21",1413,2977,234
"2020-11-22",1427,2984,236
"2020-11-23",1443,3013,232
"2020-11-24",1457,3042,226
"2020-11-25",1471,3069,219
"2020-11-26",1485,3090,217
"2020-11-27",1493,3121,206
"2020-11-28",1507,3129,215
"2020-11-29",1517,3133,231
"2020-11-30",1529,3158,231
"2020-12-01",1540,3179,230
"2020-12-02",1552,3201,236
"2020-12-03",1559,3218,234
"2020-12-04",1570,3249,221
"2020-12-05",1580,3253,229
"2020-12-06",1591,3259,237
"2020-12-07",1599,3282,236
"2020-12-08",1612,3310,231
"2020-12-09",1623,3338,222
"2020-12-10",1632,3359,228
"2020-12-11",1640,3380,222
"2020-12-12",1647,3388,223
"2020-12-13",1655,3390,234
"2020-12-14",1662,3419,230
"2020-12-15",1669,3439,231
"2020-12-16",1684,3466,213
"2020-12-17",1693,3491,210
"2020-12-18",1700,3515,211
"2020-12-19",1712,3519,230
"2020-12-20",1728,3527,240
"2020-12-21",1740,3558,230
"2020-12-22",1750,3587,221
"2020-12-23",1761,3611,228
"2020-12-24",1774,3645,225
"2020-12-25",1788,3650,234
"2020-12-26",1797,3656,248
"2020-12-27",1811,3662,263
"2020-12-28",1823,3686,268
"2020-12-29",1831,3709,272
"2020-12-30",1843,3738,265
"2020-12-31",1859,3759,278
"2021-01-01",1869,3773,289
"2021-01-02",1883,3781,307
"2021-01-03",1899,3792,324
"2021-01-04",1912,3817,346
"2021-01-05",1933,3857,341
"2021-01-06",1945,3899,324
"2021-01-07",1966,3935,314
"2021-01-08",1988,3975,305
"2021-01-09",2001,3986,316
"2021-01-10",2007,3996,327
"2021-01-11",2025,4030,318
"2021-01-12",2033,4074,297
"2021-01-13",2048,4108,300
"2021-01-14",2057,4144,298
"2021-01-15",2069,4175,298
"2021-01-16",2080,4183,308
"2021-01-17",2085,4190,331
"2021-01-18",2101,4225,320
"2021-01-19",2110,4262,316
"2021-01-20",2122,4294,305
"2021-01-21",2137,4326,302
"2021-01-22",2149,4365,295
"2021-01-23",2158,4379,301
"2021-01-24",2170,4383,319
"2021-01-25",2183,4421,309
"2021-01-26",2199,4451,320
"2021-01-27",2213,4477,319
"2021-01-28",2222,4504,318
"2021-01-29",2239,4532,322
"2021-01-30",2246,4544,322
"2021-01-31",2259,4548,333
"2021-02-01",2271,4582,334
"2021-02-02",2287,4611,334
"2021-02-03",2297,4656,328
"2021-02-04",2306,4695,324
"2021-02-05",2320,4735,316
"2021-02-06",2332,4744,330
"2021-02-07",2340,4749,338
"2021-02-08",2342,4786,321
"2021-02-09",2354,4828,296
"2021-02-10",2364,4863,281
"2021-02-11",2372,4893,280
"2021-02-12",2381,4922,271
"2021-02-13",2388,4931,273
"2021-02-14",2399,4935,281
"2021-02-15",2405,4968,282
"2021-02-16",2412,4999,278
"2021-02-17",2419,5023,285
"2021-02-18",2425,5046,286
"2021-02-19",2433,5081,275
"2021-02-20",2440,5087,283
"2021-02-21",2444,5093,294
"2021-02-22",2454,5118,300
"2021-02-23",2459,5139,308
"2021-02-24",2467,5172,301
"2021-02-25",2475,5195,315
"2021-02-26",2483,5217,324
"2021-02-27",2487,5229,330
"2021-02-28",2493,5233,342
"2021-03-01",2502,5265,346
"2021-03-02",2514,5307,339
"2021-03-03",2520,5338,332
"2021-03-04",2528,5370,332
"2021-03-05",2533,5406,326
"2021-03-06",2543,5419,336
"2021-03-07",2549,5429,337
"2021-03-08",2558,5456,343
"2021-03-09",2562,5492,336
"2021-03-10",2569,5521,339
"2021-03-11",2580,5547,344
"2021-03-12",2593,5580,344
"2021-03-13",2599,5588,363
"2021-03-14",2607,5592,382
"2021-03-15",2615,5631,370
"2021-03-16",2629,5667,377
"2021-03-17",2640,5697,381
"2021-03-18",2650,5730,375
"2021-03-19",2659,5769,359
"2021-03-20",2669,5777,373
"2021-03-21",2674,5780,391
"2021-03-22",2682,5821,387
"2021-03-23",2691,5856,382
"2021-03-24",2697,5892,379
"2021-03-25",2706,5912,392
"2021-03-26",2707,5914,397
