"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,1999,16
"2020-07-27",875,2001,14
"2020-07-28",875,2002,13
"2020-07-29",876,2003,13
"2020-07-30",876,2005,11
"2020-07-31",878,2005,10
"2020-08-01",878,2006,10
"2020-08-02",878,2006,10
"2020-08-03",878,2006,11
"2020-08-04",879,2007,12
"2020-08-05",879,2010,9
"2020-08-06",880,2011,8
"2020-08-07",880,2012,7
"2020-08-08",880,2012,8
"2020-08-09",882,2013,11
"2020-08-10",882,2014,11
"2020-08-11",883,2015,13
"2020-08-12",883,2016,18
"2020-08-13",883,2016,19
"2020-08-14",883,2017,21
"2020-08-15",884,2017,23
"2020-08-16",884,2018,22
"2020-08-17",886,2021,23
"2020-08-18",886,2025,22
"2020-08-19",886,2031,20
"2020-08-20",887,2034,16
"2020-08-21",888,2037,16
"2020-08-22",888,2037,18
"2020-08-23",888,2038,18
"2020-08-24",889,2039,24
"2020-08-25",889,2040,25
"2020-08-26",889,2046,22
"2020-08-27",889,2050,22
"2020-08-28",890,2055,18
"2020-08-29",890,2056,17
"2020-08-30",891,2056,18
"2020-08-31",893,2059,18
"2020-09-01",894,2061,18
"2020-09-02",894,2063,18
"2020-09-03",894,2066,15
"2020-09-04",895,2067,18
"2020-09-05",895,2067,19
"2020-09-06",895,2067,20
"2020-09-07",895,2068,22
"2020-09-08",896,2068,25
"2020-09-09",897,2070,24
"2020-09-10",898,2072,22
"2020-09-11",898,2074,22
"2020-09-12",898,2075,23
"2020-09-13",898,2075,23
"2020-09-14",899,2078,24
"2020-09-15",900,2082,25
"2020-09-16",901,2083,27
"2020-09-17",901,2088,25
"2020-09-18",901,2090,25
"2020-09-19",902,2092,24
"2020-09-20",903,2092,27
"2020-09-21",906,2095,24
"2020-09-22",906,2098,25
"2020-09-23",907,2103,24
"2020-09-24",908,2105,25
"2020-09-25",910,2109,25
"2020-09-26",911,2110,30
"2020-09-27",913,2110,37
"2020-09-28",915,2114,44
"2020-09-29",917,2117,52
"2020-09-30",920,2120,56
"2020-10-01",924,2128,56
"2020-10-02",924,2131,62
"2020-10-03",926,2135,66
"2020-10-04",931,2139,69
"2020-10-05",934,2143,72
"2020-10-06",936,2155,75
"2020-10-07",940,2164,77
"2020-10-08",943,2171,78
"2020-10-09",954,2181,84
"2020-10-10",957,2191,83
"2020-10-11",964,2195,92
"2020-10-12",968,2205,92
"2020-10-13",971,2218,92
"2020-10-14",977,2225,98
"2020-10-15",979,2234,108
"2020-10-16",991,2255,108
"2020-10-17",997,2261,112
"2020-10-18",1002,2266,123
"2020-10-19",1007,2277,131
"2020-10-20",1015,2295,133
"2020-10-21",1025,2308,140
"2020-10-22",1033,2329,149
"2020-10-23",1052,2347,145
"2020-10-24",1059,2358,161
"2020-10-25",1075,2368,168
"2020-10-26",1081,2386,184
"2020-10-27",1093,2413,177
"2020-10-28",1099,2435,187
"2020-10-29",1108,2455,189
"2020-10-30",1120,2478,193
"2020-10-31",1137,2487,200
"2020-11-01",1148,2495,216
"2020-11-02",1157,2521,220
"2020-11-03",1168,2548,217
"2020-11-04",1181,2577,213
"2020-11-05",1197,2609,203
"2020-11-06",1213,2636,208
"2020-11-07",1225,2645,223
"2020-11-08",1236,2656,241
"2020-11-09",1249,2690,229
"2020-11-10",1264,2719,226
"2020-11-11",1275,2748,220
"2020-11-12",1287,2775,211
"2020-11-13",1302,2814,210
"2020-11-14",1313,2821,224
"2020-11-15",1331,2829,240
"2020-11-16",1347,2855,239
"2020-11-17",1363,2887,235
"2020-11-18",1376,2913,232
"2020-11-19",1389,2941,231
"2020-11-20",1403,2969,225
"2020-11-21",1416,2975,234
"2020-11-22",1430,2982,236
"2020-11-23",1446,3011,232
"2020-11-24",1460,3040,226
"2020-11-25",1474,3067,219
"2020-11-26",1488,3088,217
"2020-11-27",1496,3119,206
"2020-11-28",1510,3127,215
"2020-11-29",1520,3131,231
"2020-11-30",1532,3156,231
"2020-12-01",1543,3177,230
"2020-12-02",1555,3199,236
"2020-12-03",1562,3216,234
"2020-12-04",1573,3247,221
"2020-12-05",1583,3251,229
"2020-12-06",1594,3257,237
"2020-12-07",1602,3280,236
"2020-12-08",1615,3308,231
"2020-12-09",1626,3336,222
"2020-12-10",1635,3357,228
"2020-12-11",1643,3378,222
"2020-12-12",1650,3386,223
"2020-12-13",1658,3388,234
"2020-12-14",1665,3417,230
"2020-12-15",1672,3437,231
"2020-12-16",1687,3464,213
"2020-12-17",1696,3489,210
"2020-12-18",1703,3513,211
"2020-12-19",1715,3517,230
"2020-12-20",1731,3525,240
"2020-12-21",1743,3556,230
"2020-12-22",1753,3585,221
"2020-12-23",1764,3609,228
"2020-12-24",1777,3643,225
"2020-12-25",1791,3648,234
"2020-12-26",1800,3654,248
"2020-12-27",1814,3660,263
"2020-12-28",1826,3684,268
"2020-12-29",1834,3707,272
"2020-12-30",1846,3736,265
"2020-12-31",1862,3757,278
"2021-01-01",1872,3771,289
"2021-01-02",1886,3779,307
"2021-01-03",1902,3790,324
"2021-01-04",1915,3815,346
"2021-01-05",1936,3855,341
"2021-01-06",1948,3897,324
"2021-01-07",1969,3933,314
"2021-01-08",1991,3973,305
"2021-01-09",2004,3984,316
"2021-01-10",2010,3994,327
"2021-01-11",2028,4028,317
"2021-01-12",2036,4072,296
"2021-01-13",2051,4106,299
"2021-01-14",2060,4142,297
"2021-01-15",2072,4174,297
"2021-01-16",2083,4182,307
"2021-01-17",2088,4189,330
"2021-01-18",2104,4224,319
"2021-01-19",2113,4261,315
"2021-01-20",2125,4293,304
"2021-01-21",2140,4325,301
"2021-01-22",2152,4365,294
"2021-01-23",2161,4379,300
"2021-01-24",2173,4383,318
"2021-01-25",2186,4421,308
"2021-01-26",2202,4451,319
"2021-01-27",2216,4477,318
"2021-01-28",2225,4504,317
"2021-01-29",2242,4532,321
"2021-01-30",2249,4544,321
"2021-01-31",2262,4548,332
"2021-02-01",2274,4582,333
"2021-02-02",2290,4612,332
"2021-02-03",2300,4657,326
"2021-02-04",2309,4696,322
"2021-02-05",2323,4736,314
"2021-02-06",2336,4744,329
"2021-02-07",2344,4749,337
"2021-02-08",2346,4786,321
"2021-02-09",2358,4829,295
"2021-02-10",2368,4864,280
"2021-02-11",2376,4894,279
"2021-02-12",2385,4923,270
"2021-02-13",2392,4932,273
"2021-02-14",2403,4936,281
"2021-02-15",2410,4970,282
"2021-02-16",2417,5001,277
"2021-02-17",2424,5027,282
"2021-02-18",2430,5050,283
"2021-02-19",2438,5085,272
"2021-02-20",2445,5091,280
"2021-02-21",2449,5097,292
"2021-02-22",2459,5123,297
"2021-02-23",2464,5145,304
"2021-02-24",2473,5178,296
"2021-02-25",2481,5201,311
"2021-02-26",2489,5225,318
"2021-02-27",2493,5237,324
"2021-02-28",2499,5241,336
"2021-03-01",2508,5274,339
"2021-03-02",2520,5315,332
"2021-03-03",2526,5346,325
"2021-03-04",2534,5379,324
"2021-03-05",2539,5418,315
"2021-03-06",2549,5431,325
"2021-03-07",2555,5441,326
"2021-03-08",2564,5468,332
"2021-03-09",2568,5505,324
"2021-03-10",2575,5533,328
"2021-03-11",2586,5559,332
"2021-03-12",2599,5592,332
"2021-03-13",2605,5600,351
"2021-03-14",2613,5604,370
"2021-03-15",2621,5645,357
"2021-03-16",2635,5684,361
"2021-03-17",2646,5714,364
"2021-03-18",2656,5746,358
"2021-03-19",2665,5787,338
"2021-03-20",2675,5796,350
"2021-03-21",2680,5799,368
"2021-03-22",2689,5841,358
"2021-03-23",2698,5879,350
"2021-03-24",2704,5918,342
"2021-03-25",2716,5949,351
"2021-03-26",2726,5981,346
"2021-03-27",2731,5996,357
"2021-03-28",2738,6004,366
"2021-03-29",2748,6039,368
"2021-03-30",2761,6077,368
"2021-03-31",2774,6115,365
"2021-04-01",2784,6147,359
"2021-04-02",2793,6186,348
"2021-04-03",2806,6208,356
"2021-04-04",2810,6220,383
"2021-04-05",2817,6228,408
"2021-04-06",2831,6258,412
"2021-04-07",2843,6294,408
"2021-04-08",2858,6345,395
"2021-04-09",2873,6375,412
"2021-04-10",2884,6391,438
"2021-04-11",2899,6397,461
"2021-04-12",2914,6429,469
"2021-04-13",2927,6472,458
"2021-04-14",2942,6517,448
"2021-04-15",2960,6552,452
"2021-04-16",2972,6601,434
"2021-04-17",2986,6619,455
"2021-04-18",2993,6626,486
"2021-04-19",3008,6659,501
"2021-04-20",3020,6703,486
"2021-04-21",3034,6738,481
"2021-04-22",3047,6785,473
"2021-04-23",3065,6831,473
"2021-04-24",3074,6843,495
"2021-04-25",3084,6867,518
"2021-04-26",3092,6915,515
"2021-04-27",3102,6932,533
"2021-04-28",3116,6972,535
"2021-04-29",3118,6976,535
