"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,2001,17
"2020-07-27",875,2003,16
"2020-07-28",875,2004,15
"2020-07-29",876,2005,15
"2020-07-30",876,2007,13
"2020-07-31",878,2007,12
"2020-08-01",878,2008,12
"2020-08-02",878,2008,12
"2020-08-03",878,2008,13
"2020-08-04",880,2009,13
"2020-08-05",880,2012,10
"2020-08-06",881,2013,9
"2020-08-07",881,2014,8
"2020-08-08",881,2014,9
"2020-08-09",883,2015,12
"2020-08-10",883,2016,12
"2020-08-11",884,2017,14
"2020-08-12",884,2018,19
"2020-08-13",884,2018,20
"2020-08-14",884,2019,22
"2020-08-15",885,2019,24
"2020-08-16",885,2020,23
"2020-08-17",887,2023,24
"2020-08-18",887,2027,23
"2020-08-19",887,2033,21
"2020-08-20",888,2036,17
"2020-08-21",889,2039,17
"2020-08-22",889,2039,19
"2020-08-23",889,2040,19
"2020-08-24",890,2041,25
"2020-08-25",890,2042,26
"2020-08-26",890,2047,24
"2020-08-27",890,2051,24
"2020-08-28",891,2056,20
"2020-08-29",891,2057,19
"2020-08-30",892,2057,20
"2020-08-31",894,2060,20
"2020-09-01",895,2062,20
"2020-09-02",895,2064,20
"2020-09-03",895,2067,17
"2020-09-04",896,2068,20
"2020-09-05",896,2069,20
"2020-09-06",896,2069,21
"2020-09-07",896,2070,22
"2020-09-08",897,2070,26
"2020-09-09",898,2072,25
"2020-09-10",899,2074,23
"2020-09-11",899,2075,24
"2020-09-12",899,2076,25
"2020-09-13",899,2076,25
"2020-09-14",900,2079,26
"2020-09-15",901,2083,27
"2020-09-16",902,2084,29
"2020-09-17",902,2089,27
"2020-09-18",902,2091,27
"2020-09-19",903,2093,26
"2020-09-20",904,2093,29
"2020-09-21",907,2096,26
"2020-09-22",907,2098,28
"2020-09-23",908,2103,27
"2020-09-24",909,2105,28
"2020-09-25",911,2109,28
"2020-09-26",912,2110,33
"2020-09-27",914,2110,40
"2020-09-28",916,2114,48
"2020-09-29",918,2117,56
"2020-09-30",921,2119,60
"2020-10-01",925,2127,60
"2020-10-02",925,2131,65
"2020-10-03",927,2135,69
"2020-10-04",932,2139,72
"2020-10-05",935,2143,75
"2020-10-06",937,2156,78
"2020-10-07",941,2166,79
"2020-10-08",944,2172,81
"2020-10-09",955,2181,88
"2020-10-10",958,2191,87
"2020-10-11",965,2196,95
"2020-10-12",969,2207,96
"2020-10-13",972,2220,95
"2020-10-14",978,2227,102
"2020-10-15",980,2234,114
"2020-10-16",992,2255,114
"2020-10-17",998,2261,119
"2020-10-18",1003,2266,130
"2020-10-19",1008,2276,139
"2020-10-20",1016,2292,142
"2020-10-21",1026,2304,151
"2020-10-22",1034,2324,161
"2020-10-23",1051,2340,161
"2020-10-24",1059,2350,178
"2020-10-25",1074,2361,184
"2020-10-26",1080,2378,200
"2020-10-27",1092,2406,194
"2020-10-28",1098,2427,205
"2020-10-29",1107,2447,206
"2020-10-30",1119,2468,213
"2020-10-31",1136,2477,219
"2020-11-01",1146,2485,235
"2020-11-02",1156,2509,239
"2020-11-03",1167,2534,238
"2020-11-04",1180,2563,233
"2020-11-05",1197,2595,223
"2020-11-06",1212,2617,232
"2020-11-07",1225,2625,248
"2020-11-08",1236,2637,265
"2020-11-09",1249,2670,255
"2020-11-10",1264,2694,255
"2020-11-11",1275,2721,251
"2020-11-12",1287,2746,244
"2020-11-13",1302,2782,246
"2020-11-14",1313,2789,260
"2020-11-15",1330,2796,278
"2020-11-16",1346,2821,278
"2020-11-17",1363,2850,277
"2020-11-18",1375,2875,275
"2020-11-19",1388,2897,279
"2020-11-20",1402,2924,274
"2020-11-21",1415,2931,282
"2020-11-22",1429,2937,285
"2020-11-23",1445,2965,282
"2020-11-24",1458,2992,277
"2020-11-25",1472,3016,273
"2020-11-26",1485,3036,273
"2020-11-27",1494,3068,263
"2020-11-28",1508,3076,272
"2020-11-29",1518,3080,287
"2020-11-30",1530,3102,290
"2020-12-01",1541,3121,292
"2020-12-02",1553,3140,300
"2020-12-03",1561,3153,300
"2020-12-04",1572,3183,289
"2020-12-05",1583,3187,297
"2020-12-06",1593,3195,303
"2020-12-07",1601,3214,307
"2020-12-08",1614,3239,305
"2020-12-09",1626,3266,297
"2020-12-10",1635,3282,308
"2020-12-11",1643,3303,302
"2020-12-12",1649,3310,305
"2020-12-13",1657,3311,317
"2020-12-14",1664,3333,320
"2020-12-15",1670,3351,322
"2020-12-16",1684,3370,312
"2020-12-17",1692,3393,314
"2020-12-18",1698,3411,319
"2020-12-19",1709,3413,338
"2020-12-20",1723,3415,351
"2020-12-21",1726,3421,350
