"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,2000,16
"2020-07-27",875,2002,14
"2020-07-28",875,2003,13
"2020-07-29",876,2004,13
"2020-07-30",876,2006,11
"2020-07-31",878,2006,10
"2020-08-01",878,2007,10
"2020-08-02",878,2007,10
"2020-08-03",878,2007,11
"2020-08-04",879,2008,12
"2020-08-05",879,2011,9
"2020-08-06",880,2012,8
"2020-08-07",880,2013,7
"2020-08-08",880,2013,8
"2020-08-09",882,2014,11
"2020-08-10",882,2015,11
"2020-08-11",883,2016,13
"2020-08-12",883,2017,18
"2020-08-13",883,2017,19
"2020-08-14",883,2018,21
"2020-08-15",884,2018,23
"2020-08-16",884,2019,22
"2020-08-17",886,2022,23
"2020-08-18",886,2026,22
"2020-08-19",886,2032,20
"2020-08-20",887,2035,16
"2020-08-21",888,2038,16
"2020-08-22",888,2038,18
"2020-08-23",888,2039,18
"2020-08-24",889,2040,24
"2020-08-25",889,2041,25
"2020-08-26",889,2047,22
"2020-08-27",889,2051,22
"2020-08-28",890,2056,18
"2020-08-29",890,2057,17
"2020-08-30",891,2057,18
"2020-08-31",893,2060,18
"2020-09-01",894,2062,18
"2020-09-02",894,2064,18
"2020-09-03",894,2067,15
"2020-09-04",895,2068,18
"2020-09-05",895,2068,19
"2020-09-06",895,2068,20
"2020-09-07",895,2069,22
"2020-09-08",896,2069,25
"2020-09-09",897,2071,24
"2020-09-10",898,2073,22
"2020-09-11",898,2075,22
"2020-09-12",898,2076,23
"2020-09-13",898,2076,23
"2020-09-14",899,2079,24
"2020-09-15",900,2083,25
"2020-09-16",901,2084,27
"2020-09-17",901,2089,25
"2020-09-18",901,2091,25
"2020-09-19",902,2093,24
"2020-09-20",903,2093,27
"2020-09-21",906,2096,24
"2020-09-22",906,2099,25
"2020-09-23",907,2104,24
"2020-09-24",908,2106,25
"2020-09-25",910,2110,25
"2020-09-26",911,2111,30
"2020-09-27",913,2111,37
"2020-09-28",915,2115,44
"2020-09-29",917,2118,52
"2020-09-30",920,2121,56
"2020-10-01",924,2129,56
"2020-10-02",924,2132,62
"2020-10-03",926,2136,66
"2020-10-04",931,2140,69
"2020-10-05",934,2144,72
"2020-10-06",936,2156,75
"2020-10-07",940,2165,77
"2020-10-08",943,2172,78
"2020-10-09",954,2182,84
"2020-10-10",957,2192,83
"2020-10-11",964,2196,92
"2020-10-12",968,2206,92
"2020-10-13",971,2219,92
"2020-10-14",977,2226,98
"2020-10-15",979,2235,108
"2020-10-16",991,2256,108
"2020-10-17",997,2262,112
"2020-10-18",1002,2267,123
"2020-10-19",1007,2278,131
"2020-10-20",1015,2296,133
"2020-10-21",1025,2309,140
"2020-10-22",1033,2330,149
"2020-10-23",1052,2348,145
"2020-10-24",1059,2359,161
"2020-10-25",1075,2369,168
"2020-10-26",1081,2387,184
"2020-10-27",1093,2414,177
"2020-10-28",1099,2436,187
"2020-10-29",1108,2456,189
"2020-10-30",1120,2479,193
"2020-10-31",1137,2488,200
"2020-11-01",1148,2496,216
"2020-11-02",1157,2522,220
"2020-11-03",1168,2549,217
"2020-11-04",1181,2578,213
"2020-11-05",1197,2610,203
"2020-11-06",1213,2637,208
"2020-11-07",1225,2646,223
"2020-11-08",1236,2657,241
"2020-11-09",1249,2691,229
"2020-11-10",1264,2720,226
"2020-11-11",1275,2749,220
"2020-11-12",1287,2776,211
"2020-11-13",1302,2815,210
"2020-11-14",1313,2822,224
"2020-11-15",1331,2830,240
"2020-11-16",1347,2856,239
"2020-11-17",1363,2888,235
"2020-11-18",1376,2914,232
"2020-11-19",1389,2942,231
"2020-11-20",1403,2971,224
"2020-11-21",1416,2977,233
"2020-11-22",1430,2984,235
"2020-11-23",1446,3013,231
"2020-11-24",1460,3042,225
"2020-11-25",1474,3069,218
"2020-11-26",1488,3090,216
"2020-11-27",1496,3121,205
"2020-11-28",1510,3129,214
"2020-11-29",1520,3133,230
"2020-11-30",1532,3158,230
"2020-12-01",1543,3179,229
"2020-12-02",1555,3201,235
"2020-12-03",1562,3218,233
"2020-12-04",1573,3249,220
"2020-12-05",1583,3253,228
"2020-12-06",1594,3259,236
"2020-12-07",1602,3282,235
"2020-12-08",1615,3310,230
"2020-12-09",1626,3338,221
"2020-12-10",1635,3359,227
"2020-12-11",1643,3380,221
"2020-12-12",1650,3388,222
"2020-12-13",1658,3390,233
"2020-12-14",1665,3419,229
"2020-12-15",1672,3439,230
"2020-12-16",1687,3466,212
"2020-12-17",1696,3491,209
"2020-12-18",1703,3515,210
"2020-12-19",1715,3519,229
"2020-12-20",1731,3527,239
"2020-12-21",1743,3558,229
"2020-12-22",1753,3587,220
"2020-12-23",1764,3611,227
"2020-12-24",1777,3645,224
"2020-12-25",1791,3650,233
"2020-12-26",1800,3656,247
"2020-12-27",1814,3662,262
"2020-12-28",1826,3686,267
"2020-12-29",1834,3709,271
"2020-12-30",1846,3738,264
"2020-12-31",1862,3759,277
"2021-01-01",1872,3773,288
"2021-01-02",1886,3781,306
"2021-01-03",1902,3792,323
"2021-01-04",1915,3817,345
"2021-01-05",1936,3857,340
"2021-01-06",1948,3899,323
"2021-01-07",1969,3935,313
"2021-01-08",1991,3975,304
"2021-01-09",2004,3986,315
"2021-01-10",2010,3996,326
"2021-01-11",2028,4030,316
"2021-01-12",2036,4074,295
"2021-01-13",2051,4108,298
"2021-01-14",2060,4144,296
"2021-01-15",2072,4176,296
"2021-01-16",2083,4184,306
"2021-01-17",2088,4191,329
"2021-01-18",2104,4226,318
"2021-01-19",2113,4263,314
"2021-01-20",2125,4295,303
"2021-01-21",2140,4328,299
"2021-01-22",2152,4368,292
"2021-01-23",2162,4381,298
"2021-01-24",2174,4385,316
"2021-01-25",2187,4423,306
"2021-01-26",2203,4453,317
"2021-01-27",2217,4479,316
"2021-01-28",2226,4506,315
"2021-01-29",2243,4534,319
"2021-01-30",2250,4546,319
"2021-01-31",2263,4551,329
"2021-02-01",2275,4585,330
"2021-02-02",2291,4615,329
"2021-02-03",2301,4660,323
"2021-02-04",2310,4699,319
"2021-02-05",2325,4739,311
"2021-02-06",2338,4747,326
"2021-02-07",2346,4752,334
"2021-02-08",2348,4790,317
"2021-02-09",2360,4834,290
"2021-02-10",2370,4870,274
"2021-02-11",2378,4901,272
"2021-02-12",2387,4930,263
"2021-02-13",2394,4939,266
"2021-02-14",2405,4943,274
"2021-02-15",2412,4977,275
"2021-02-16",2419,5008,270
"2021-02-17",2426,5036,273
"2021-02-18",2432,5059,274
"2021-02-19",2440,5094,263
"2021-02-20",2447,5101,270
"2021-02-21",2451,5107,282
"2021-02-22",2461,5133,287
"2021-02-23",2466,5155,294
"2021-02-24",2475,5188,286
"2021-02-25",2483,5211,301
"2021-02-26",2491,5236,307
"2021-02-27",2495,5248,313
"2021-02-28",2501,5252,325
"2021-03-01",2510,5287,325
"2021-03-02",2522,5329,318
"2021-03-03",2528,5361,310
"2021-03-04",2536,5394,309
"2021-03-05",2541,5433,300
"2021-03-06",2551,5446,310
"2021-03-07",2557,5456,311
"2021-03-08",2566,5483,317
"2021-03-09",2570,5520,308
"2021-03-10",2577,5548,312
"2021-03-11",2588,5575,315
"2021-03-12",2601,5608,315
"2021-03-13",2607,5617,333
"2021-03-14",2615,5621,352
"2021-03-15",2623,5662,338
"2021-03-16",2637,5701,343
"2021-03-17",2648,5732,345
"2021-03-18",2658,5764,340
"2021-03-19",2667,5805,320
"2021-03-20",2677,5814,333
"2021-03-21",2682,5817,350
"2021-03-22",2691,5860,339
"2021-03-23",2700,5898,331
"2021-03-24",2706,5937,324
"2021-03-25",2718,5968,333
"2021-03-26",2728,6001,328
"2021-03-27",2733,6016,338
"2021-03-28",2740,6025,346
"2021-03-29",2750,6062,346
"2021-03-30",2763,6101,345
"2021-03-31",2776,6140,341
"2021-04-01",2786,6173,334
"2021-04-02",2796,6213,321
"2021-04-03",2809,6237,327
"2021-04-04",2813,6250,353
"2021-04-05",2820,6259,377
"2021-04-06",2834,6296,375
"2021-04-07",2846,6333,370
"2021-04-08",2861,6385,356
"2021-04-09",2876,6416,372
"2021-04-10",2888,6434,395
"2021-04-11",2903,6441,418
"2021-04-12",2918,6474,425
"2021-04-13",2931,6518,413
"2021-04-14",2946,6564,402
"2021-04-15",2964,6600,404
"2021-04-16",2976,6650,385
"2021-04-17",2990,6668,406
"2021-04-18",2997,6675,437
"2021-04-19",3012,6710,450
"2021-04-20",3023,6759,430
"2021-04-21",3036,6796,424
"2021-04-22",3049,6846,415
"2021-04-23",3067,6897,412
"2021-04-24",3076,6911,434
"2021-04-25",3086,6932,460
"2021-04-26",3096,6986,452
"2021-04-27",3107,7007,469
"2021-04-28",3123,7052,468
"2021-04-29",3134,7096,470
"2021-04-30",3149,7146,460
"2021-05-01",3161,7163,466
"2021-05-02",3184,7178,485
"2021-05-03",3197,7226,476
"2021-05-04",3212,7282,462
"2021-05-05",3230,7301,487
"2021-05-06",3244,7342,489
"2021-05-07",3257,7395,479
"2021-05-08",3273,7411,493
"2021-05-09",3286,7424,520
"2021-05-10",3300,7470,512
"2021-05-11",3308,7535,484
"2021-05-12",3320,7584,464
"2021-05-13",3325,7600,478
"2021-05-14",3342,7647,468
"2021-05-15",3353,7662,489
"2021-05-16",3360,7671,512
"2021-05-17",3373,7716,512
"2021-05-18",3384,7766,495
"2021-05-19",3390,7808,483
"2021-05-20",3403,7843,475
"2021-05-21",3405,7879,458
"2021-05-22",3406,7879,460
