"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,1992,23
"2020-07-27",875,1993,23
"2020-07-28",875,1994,22
"2020-07-29",876,1995,22
"2020-07-30",876,1997,20
"2020-07-31",878,1997,19
"2020-08-01",878,1998,19
"2020-08-02",878,1998,19
"2020-08-03",878,1998,21
"2020-08-04",880,1999,21
"2020-08-05",880,2002,18
"2020-08-06",881,2003,17
"2020-08-07",881,2004,16
"2020-08-08",881,2004,17
"2020-08-09",883,2005,20
"2020-08-10",883,2006,20
"2020-08-11",884,2007,22
"2020-08-12",884,2008,27
"2020-08-13",884,2008,28
"2020-08-14",884,2009,30
"2020-08-15",885,2009,32
"2020-08-16",885,2010,31
"2020-08-17",887,2013,32
"2020-08-18",887,2017,31
"2020-08-19",887,2022,30
"2020-08-20",888,2025,26
"2020-08-21",889,2028,26
"2020-08-22",889,2028,28
"2020-08-23",889,2029,28
"2020-08-24",890,2030,34
"2020-08-25",890,2031,35
"2020-08-26",890,2036,33
"2020-08-27",890,2039,34
"2020-08-28",891,2044,30
"2020-08-29",891,2045,29
"2020-08-30",892,2045,30
"2020-08-31",894,2048,30
"2020-09-01",895,2050,30
"2020-09-02",895,2052,30
"2020-09-03",895,2055,27
"2020-09-04",896,2056,30
"2020-09-05",896,2057,30
"2020-09-06",896,2057,31
"2020-09-07",896,2057,33
"2020-09-08",897,2057,37
"2020-09-09",898,2059,36
"2020-09-10",899,2061,34
"2020-09-11",899,2062,35
"2020-09-12",899,2063,36
"2020-09-13",899,2063,36
"2020-09-14",900,2066,37
"2020-09-15",901,2070,38
"2020-09-16",902,2071,40
"2020-09-17",902,2076,38
"2020-09-18",902,2078,38
"2020-09-19",903,2080,37
"2020-09-20",904,2080,40
"2020-09-21",907,2082,38
"2020-09-22",907,2084,40
"2020-09-23",908,2089,39
"2020-09-24",909,2091,40
"2020-09-25",911,2095,40
"2020-09-26",912,2096,45
"2020-09-27",913,2096,52
"2020-09-28",916,2099,61
"2020-09-29",918,2102,69
"2020-09-30",921,2104,73
"2020-10-01",925,2111,74
"2020-10-02",925,2115,79
"2020-10-03",927,2119,83
"2020-10-04",932,2123,86
"2020-10-05",935,2127,89
"2020-10-06",937,2140,92
"2020-10-07",941,2150,93
"2020-10-08",944,2157,93
"2020-10-09",955,2166,100
"2020-10-10",958,2176,100
"2020-10-11",965,2181,108
"2020-10-12",969,2192,109
"2020-10-13",972,2205,108
"2020-10-14",979,2212,116
"2020-10-15",981,2219,127
"2020-10-16",993,2238,130
"2020-10-17",999,2244,135
"2020-10-18",1004,2249,145
"2020-10-19",1009,2258,155
"2020-10-20",1017,2274,158
"2020-10-21",1027,2285,169
"2020-10-22",1035,2304,180
"2020-10-23",1051,2321,179
"2020-10-24",1059,2331,195
"2020-10-25",1074,2341,203
"2020-10-26",1080,2356,221
"2020-10-27",1092,2382,217
"2020-10-28",1098,2401,229
"2020-10-29",1107,2420,232
"2020-10-30",1118,2439,243
"2020-10-31",1135,2448,250
"2020-11-01",1145,2456,268
"2020-11-02",1155,2479,273
"2020-11-03",1166,2501,272
"2020-11-04",1178,2522,278
"2020-11-05",1180,2522,283
