"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,1994,23
"2020-07-27",875,1995,23
"2020-07-28",875,1996,22
"2020-07-29",876,1997,22
"2020-07-30",876,1999,20
"2020-07-31",878,1999,19
"2020-08-01",878,2000,19
"2020-08-02",878,2000,19
"2020-08-03",878,2000,21
"2020-08-04",880,2001,21
"2020-08-05",880,2004,18
"2020-08-06",881,2005,17
"2020-08-07",881,2006,16
"2020-08-08",881,2006,17
"2020-08-09",883,2007,20
"2020-08-10",883,2008,20
"2020-08-11",884,2009,22
"2020-08-12",884,2010,27
"2020-08-13",884,2010,28
"2020-08-14",884,2011,30
"2020-08-15",885,2011,32
"2020-08-16",885,2012,31
"2020-08-17",887,2015,32
"2020-08-18",887,2019,31
"2020-08-19",887,2024,30
"2020-08-20",888,2027,26
"2020-08-21",889,2030,26
"2020-08-22",889,2030,28
"2020-08-23",889,2031,28
"2020-08-24",890,2032,34
"2020-08-25",890,2033,35
"2020-08-26",890,2038,33
"2020-08-27",890,2041,34
"2020-08-28",891,2046,30
"2020-08-29",891,2047,29
"2020-08-30",892,2047,30
"2020-08-31",894,2050,30
"2020-09-01",895,2052,30
"2020-09-02",895,2054,30
"2020-09-03",895,2057,27
"2020-09-04",896,2058,30
"2020-09-05",896,2059,30
"2020-09-06",896,2059,31
"2020-09-07",896,2059,33
"2020-09-08",897,2059,37
"2020-09-09",898,2061,36
"2020-09-10",899,2063,34
"2020-09-11",899,2064,35
"2020-09-12",899,2065,36
"2020-09-13",899,2065,36
"2020-09-14",900,2068,37
"2020-09-15",901,2072,38
"2020-09-16",902,2073,40
"2020-09-17",902,2078,38
"2020-09-18",902,2080,38
"2020-09-19",903,2082,37
"2020-09-20",904,2082,40
"2020-09-21",907,2084,38
"2020-09-22",907,2086,40
"2020-09-23",908,2091,39
"2020-09-24",909,2093,40
"2020-09-25",911,2097,40
"2020-09-26",912,2098,45
"2020-09-27",913,2098,52
"2020-09-28",916,2101,60
"2020-09-29",918,2104,68
"2020-09-30",921,2106,72
"2020-10-01",925,2113,73
"2020-10-02",925,2116,79
"2020-10-03",927,2120,83
"2020-10-04",932,2124,86
"2020-10-05",935,2128,89
"2020-10-06",937,2141,92
"2020-10-07",941,2151,93
"2020-10-08",944,2157,94
"2020-10-09",955,2166,101
"2020-10-10",958,2176,101
"2020-10-11",965,2181,109
"2020-10-12",969,2192,110
"2020-10-13",972,2205,109
"2020-10-14",979,2212,117
"2020-10-15",981,2219,127
"2020-10-16",993,2238,130
"2020-10-17",999,2244,135
"2020-10-18",1004,2249,146
"2020-10-19",1009,2258,156
"2020-10-20",1017,2274,159
"2020-10-21",1027,2285,169
"2020-10-22",1035,2304,180
"2020-10-23",1051,2321,180
"2020-10-24",1059,2331,197
"2020-10-25",1074,2342,204
"2020-10-26",1080,2358,221
"2020-10-27",1092,2386,215
"2020-10-28",1098,2406,227
"2020-10-29",1107,2426,228
"2020-10-30",1118,2445,239
"2020-10-31",1135,2454,246
"2020-11-01",1145,2462,262
"2020-11-02",1155,2486,267
"2020-11-03",1167,2509,266
"2020-11-04",1180,2537,264
"2020-11-05",1196,2567,254
"2020-11-06",1210,2589,263
"2020-11-07",1222,2596,281
"2020-11-08",1232,2608,296
"2020-11-09",1244,2637,292
"2020-11-10",1258,2656,296
"2020-11-11",1259,2658,299
