"date","Overleden","Ontslagen","IC_to_Clinical_Alive"
"2020-07-26",875,1996,23
"2020-07-27",875,1997,23
"2020-07-28",875,1998,22
"2020-07-29",876,1999,22
"2020-07-30",876,2001,20
"2020-07-31",878,2001,19
"2020-08-01",878,2002,19
"2020-08-02",878,2002,19
"2020-08-03",878,2002,20
"2020-08-04",880,2003,20
"2020-08-05",880,2006,17
"2020-08-06",881,2007,16
"2020-08-07",881,2008,15
"2020-08-08",881,2008,16
"2020-08-09",883,2009,19
"2020-08-10",883,2010,19
"2020-08-11",884,2011,21
"2020-08-12",884,2012,26
"2020-08-13",884,2012,27
"2020-08-14",884,2013,29
"2020-08-15",885,2013,31
"2020-08-16",885,2014,30
"2020-08-17",887,2017,31
"2020-08-18",887,2021,30
"2020-08-19",887,2026,29
"2020-08-20",888,2029,25
"2020-08-21",889,2032,25
"2020-08-22",889,2032,27
"2020-08-23",889,2033,27
"2020-08-24",890,2034,33
"2020-08-25",890,2035,34
"2020-08-26",890,2040,32
"2020-08-27",890,2043,33
"2020-08-28",891,2048,29
"2020-08-29",891,2049,28
"2020-08-30",892,2049,29
"2020-08-31",894,2052,29
"2020-09-01",895,2054,29
"2020-09-02",895,2056,29
"2020-09-03",895,2059,26
"2020-09-04",896,2060,29
"2020-09-05",896,2061,29
"2020-09-06",896,2061,30
"2020-09-07",896,2061,32
"2020-09-08",897,2061,36
"2020-09-09",898,2063,35
"2020-09-10",899,2065,33
"2020-09-11",899,2066,34
"2020-09-12",899,2067,35
"2020-09-13",899,2067,35
"2020-09-14",900,2070,36
"2020-09-15",901,2074,37
"2020-09-16",902,2075,39
"2020-09-17",902,2080,37
"2020-09-18",902,2082,37
"2020-09-19",903,2084,36
"2020-09-20",904,2084,39
"2020-09-21",907,2086,37
"2020-09-22",907,2088,39
"2020-09-23",908,2093,38
"2020-09-24",909,2095,39
"2020-09-25",911,2099,39
"2020-09-26",912,2100,44
"2020-09-27",913,2100,52
"2020-09-28",916,2103,61
"2020-09-29",918,2106,69
"2020-09-30",921,2108,73
"2020-10-01",925,2116,73
"2020-10-02",925,2120,78
"2020-10-03",927,2124,82
"2020-10-04",932,2128,85
"2020-10-05",935,2132,88
"2020-10-06",937,2145,91
"2020-10-07",941,2155,92
"2020-10-08",944,2161,94
"2020-10-09",955,2170,101
"2020-10-10",958,2180,100
"2020-10-11",965,2185,108
"2020-10-12",969,2196,109
"2020-10-13",972,2209,108
"2020-10-14",979,2216,115
"2020-10-15",981,2223,127
"2020-10-16",993,2243,128
"2020-10-17",999,2249,133
"2020-10-18",1004,2254,144
"2020-10-19",1009,2264,153
"2020-10-20",1017,2279,157
"2020-10-21",1027,2290,167
"2020-10-22",1035,2310,177
"2020-10-23",1052,2326,177
"2020-10-24",1060,2336,194
"2020-10-25",1075,2347,200
"2020-10-26",1081,2363,217
"2020-10-27",1093,2391,211
"2020-10-28",1099,2412,222
"2020-10-29",1108,2432,223
"2020-10-30",1120,2451,232
"2020-10-31",1137,2460,238
"2020-11-01",1147,2468,254
"2020-11-02",1157,2491,257
"2020-11-03",1168,2516,256
"2020-11-04",1181,2545,251
"2020-11-05",1198,2576,242
"2020-11-06",1213,2598,251
"2020-11-07",1226,2605,268
"2020-11-08",1237,2617,285
"2020-11-09",1250,2649,277
"2020-11-10",1265,2673,277
"2020-11-11",1276,2699,274
"2020-11-12",1288,2725,267
"2020-11-13",1303,2762,269
"2020-11-14",1314,2769,283
"2020-11-15",1331,2776,301
"2020-11-16",1346,2801,301
"2020-11-17",1363,2831,299
"2020-11-18",1375,2856,297
"2020-11-19",1388,2879,302
"2020-11-20",1402,2905,298
"2020-11-21",1415,2912,305
"2020-11-22",1429,2918,308
"2020-11-23",1445,2946,305
"2020-11-24",1458,2972,301
"2020-11-25",1472,2998,295
"2020-11-26",1485,3019,295
"2020-11-27",1494,3050,287
"2020-11-28",1508,3059,295
"2020-11-29",1518,3063,309
"2020-11-30",1530,3086,312
"2020-12-01",1540,3103,313
"2020-12-02",1552,3118,323
"2020-12-03",1559,3130,325
"2020-12-04",1569,3155,318
"2020-12-05",1577,3158,327
"2020-12-06",1586,3163,332
"2020-12-07",1586,3164,333
