"","LeeftijdOp31December","Week","2001","2002","2003","2004","2005","2006","2013","2014","2015","2016","2017","2018","2019","2020","Average20152019","Average20132017","Average20012005","excess_death","excess_flu","excess_heatwave"
"89","65 tot 80","19",1384.56895800862,1296.71505608218,1209.73182179869,1211.69943929076,1314.38604288854,1206.02853434268,934.153524940785,953.739115368982,890.108469232093,976.895391515733,915.346948820336,791.973173747522,839.045337040948,913,882.673864071326,934.048689975586,1283.42026361376,30,-142.075516228064,-77.3917292710807
"90","65 tot 80","20",1398.52318042976,1383.05993496518,1228.13078486787,1254.21520909044,1225.96098413093,1063.0153707348,946.269653668941,939.730707309707,947.790212473308,856.983682422022,909.981491910486,861.976079606471,828.825540000254,832,881.111401282508,920.151149556893,1297.97801869684,-49,-58.1750699504216,-234.96264796203
"91","65 tot 80","21",1396.97271127185,1335.26187701209,1309.39287175676,1217.77312069071,1282.91271689006,1076.2846333376,947.481266541757,854.512891615783,852.784988311306,840.482071078851,890.665847035028,832.721133874373,827.803560296185,805,848.891520119148,877.185412916545,1308.4626595243,-44,-44.4642790421719,-232.1780261867
"92","65 tot 80","22",1443.48678600899,1355.30622389565,1243.46325409219,1240.54942594054,1164.51306194344,1130.83604626019,955.962556651465,877.860238381242,905.942673259093,903.188194182901,901.396760854727,895.410303300298,864.594829642682,856,894.10655224794,908.870084665886,1289.46375037616,-38,-13.4597813655876,-158.627704115972
"93","65 tot 80","23",1364.41285895586,1309.05003877975,1350.79053866242,1187.40471369095,1118.05243785045,1102.82315854318,935.365137813601,869.688667013331,876.536294351807,832.781319118704,803.745445095465,861.976079606471,822.693661775838,836,839.546559989657,863.623372678582,1265.94211758789,-4,-1.6472930721103,-163.118959044705
"94","65 tot 80","24",1417.12881032461,1361.47371524443,1225.06429102301,1355.94937253966,1273.92033803336,1176.54128411425,914.767718975737,815.989769452777,972.672533087166,848.182823038997,852.034557284111,832.721133874373,835.97939792874,835,868.318089042677,880.729480367758,1326.70730543301,-33,-48.0083464933847,-150.166021318764
"95","65 tot 80","25",1350.45863653472,1342.97124119808,1246.52974793705,1191.95997474091,1308.39112365073,1175.06692160283,913.556106102921,861.517095645421,910.466731552522,845.982608193241,861.69237972184,838.990050816966,884.01244402,855,868.228842860914,878.642984243189,1288.0621448123,-13,-39.6529334262235,-112.995223209471
"96","65 tot 80","26",1415.57834116671,1270.50321784984,1176.00038950519,1214.73627999074,1218.46733508367,1105.77188356602,897.805138756319,894.203381117063,884.453396365307,903.188194182901,842.376734846382,819.138480498756,875.836606387445,828,864.998682456158,884.405369053594,1259.05711271923,-37,-65.2668885548386,-153.285229153206
"97","65 tot 80","27",1409.37646453509,1346.05498687247,1225.06429102301,1231.43890384061,1080.58419261418,1211.92598438836,922.03739621263,902.374952484974,933.087023019665,884.486367993974,875.642567687449,875.558732982088,885.034423724069,807,890.761823081449,903.525661479738,1258.50376777707,-84,-27.9669284976499,-46.5777833887082
"98","65 tot 80","28",1269.83424032369,1336.80374984929,1203.59883410896,1213.21785964075,1133.03973594496,1147.05403388582,913.556106102921,846.341320247873,852.784988311306,817.379815198411,813.403267533194,841.07968979783,859.484931122335,810,836.826538392615,848.693099478741,1231.29888397353,-27,-7.61340968091145,-84.2448500877097
"99","65 tot 80","29",1200.063128218,1228.87265124554,1382.98872403348,1167.6652491411,1098.56895032759,1173.59255909141,896.593525883504,966.580156089984,885.584410938664,926.290450063341,892.812029798968,846.30378724999,833.935438520601,773,876.985223314313,913.572114554892,1215.63174059314,-104,-67.2683273049022,-42.0391815017347
"100","65 tot 80","30",1314.79784590292,1318.30127580293,1246.52974793705,1138.81526249132,1157.01941289618,1310.70827265359,1012.9083616738,940.89807464798,888.977454658735,841.582178501729,878.861841833359,860.931260116039,898.320159876971,821,873.734578997367,912.64558226312,1235.09270900608,-53,-51.7143221470807,75.6155636475132
"101","65 tot 80","31",1297.74268516597,1355.30622389565,1294.06040253244,1242.06784629053,1179.50036003795,1012.88704534648,932.94191206797,881.362340396061,898.025571245593,833.881426541583,831.645821026683,905.858498204619,875.836606387445,839,869.049584681184,875.571414255578,1273.73550358451,-30,30.2870839490414,-260.848458238028
"102","65 tot 80","32",1252.77907958675,1244.29137961751,1317.05910636892,1252.69678874045,1122.54862727881,1110.19497110029,855.398688207775,866.186564998513,948.921227046666,852.58325273051,899.250578090787,864.065718587336,800.210108286312,816,873.006176948322,884.46806221485,1237.87499631848,-57,-20.4023436275144,-127.680025218196
"103","65 tot 80","33",1241.92579548141,1174.90710194367,1405.98742786996,1213.21785964075,1155.52068308673,1040.89993306348,875.996107045639,851.010789600965,843.736871724449,856.983682422022,853.107648666081,820.183299989188,855.397012306058,927,845.881703021559,856.167019891831,1238.3117736045,81,-35.9837199026433,-197.41184054102
"104","65 tot 80","34",1417.12881032461,1359.93184240724,1208.19857487626,1135.77842179134,1128.54354651661,1152.95148393151,874.784494172824,911.713891191157,881.060352645235,942.792061406512,818.768724443044,849.438245721286,831.891479112463,856,864.790172665708,885.823904771754,1249.91623918321,-9,-36.385659050468,-96.9647552517033
"105","65 tot 80","35",1232.62298053399,1173.36522910647,1211.26506872112,1143.37052354128,1130.04227632606,1130.83604626019,907.498041738844,911.713891191157,888.977454658735,870.184971496559,847.742191756231,844.214148269126,924.891632182775,845,875.202079672685,885.223310168305,1178.13321564578,-30,-41.0091618991794,-47.2971693855975
"106","80+","01",2466.40561941944,1982.51117084613,1694.13873559204,1512.2468215899,2197.21099842566,2044.66058846778,1658.63348225719,1243.86997987697,1284.06509056078,1965.33081891371,2350.28266003729,2089.74834192221,1595.14834380712,1341,1856.91505104822,1700.43640632919,1970.50266917463,-516,389.311935593026,74.1579192931424
"107","80+","02",2299.32652907167,2494.37637954354,2309.22746474989,2676.98609703062,2094.01517853874,2123.08592610764,2000.18565208731,1784.98208172207,2268.36585684431,1940.07796481593,2394.38407379543,2139.35347933148,1991.36260984953,1965,2146.70879692733,2077.59912585301,2374.78632978689,-182,61.7543534784704,-251.700403679255
"108","80+","03",2364.56693577889,2387.67336020782,2415.01668106697,2398.6855621908,2102.61483019598,2012.45018193712,1980.30076548761,1747.1500915507,2304.15861198189,1919.21691143082,2328.76977527722,2066.52891590086,1881.24591772865,1826,2099.98402646389,2055.91923114565,2333.71147388809,-274,10.6096847552099,-321.261291950975
"109","80+","04",2412.3038187354,2444.89092130089,2306.20491571226,2214.62436189992,2129.84706044392,2053.0633032149,2030.59783159273,1747.1500915507,2229.21753091257,2065.24428512664,2391.15714108142,2087.63748501118,1881.24591772865,1757,2130.90047197209,2092.67337605281,2301.57421561848,-374,-5.03589104162893,-248.510912403573
"110","80+","05",2289.77915248037,2321.17727569426,2179.25785613177,2201.37195547897,2095.44845381495,2103.47959169767,2140.54955749694,1818.2283761151,2240.40276689307,1868.71120323527,2271.76063066305,2138.29805087596,1808.17783230265,1789,2065.470096794,2067.93050688068,2217.40693872006,-276,70.367543995279,-113.927347022393
"111","80+","06",2245.22472838763,2206.74215350814,2041.73187491957,2096.82519371375,2191.47789732083,2050.26239829919,2093.76158902706,1811.34983244758,2156.51349703936,1861.02555198812,2199.69246671682,2216.39975658417,1852.43033474375,1812,2057.21232141444,2024.46858744379,2156.40036956998,-245,191.931169140379,-106.137971270789
"112","80+","07",2105.19653838188,2147.97817184499,1976.74707061051,2070.32038087186,2304.7066441412,2155.29633263829,2085.57369454483,1762.05360283033,2182.2395397945,1851.14400038464,2230.88614961892,2282.89174928169,1990.33348188578,1852,2107.49898419311,2022.37939743464,2120.98976117009,-255,260.512351847047,34.3065714682034
"113","80+","08",2097.24039122246,2325.81653740451,2236.68628784676,2026.14569280205,2516.83138501987,2067.06782779345,2169.79203779061,1751.73578732905,2233.69162530477,2099.28074064972,2124.39737005659,2332.49688669096,1921.38190831476,1749,2142.24970620336,2075.77951222615,2240.54405885913,-393,256.717374464807,-173.47623106568
"114","80+","09",2090.87547349493,2452.6230241513,2322.82893541923,2002.58585916482,2624.32703073541,2121.68547364978,2187.33752596682,1793.00704933418,2133.02450148032,1955.44926731023,2062.0100042524,2488.70029810736,1840.08079917879,1782,2095.85297406582,2026.16566966879,2298.64806459314,-314,462.534628438575,-176.962590943357
"115","80+","10",2203.85276315866,2344.3735842455,2285.04707244885,2008.47581757413,2624.32703073541,2244.92528994099,2298.45895108278,1789.56777750042,2108.41698232323,2000.46522461496,1863.01582022178,2653.3471371679,1857.57597456248,1823,2096.56422777807,2011.98495114863,2293.21525363251,-274,641.362186019269,-48.2899636915195
"116","80+","11",2108.37899724565,2474.27291213246,2265.40050370425,1986.38847353922,2407.90246402812,2036.25787372065,2030.59783159273,1732.24658027107,1956.29777298851,1858.82965163179,1744.69495404141,2367.32602572299,1885.36242958364,1859,1962.50216679367,1864.5333581051,2248.46867012994,-104,502.792667617894,-212.21079640929
"117","80+","12",2240.45104009198,2267.05255574137,2288.06962148648,2040.87058882532,2293.24044193154,2180.50447687968,2021.24023789875,1694.41459009969,1910.43830546848,1853.33990074097,1664.02163619116,2158.35119153077,1834.93515936006,2085,1884.21723865829,1828.69093407981,2225.93684961534,201,329.660257450961,-45.4323727356614
"118","80+","13",2122.7000621326,2223.75277977905,2188.32550324466,1915.70897262752,2019.48486417596,2172.10176213255,2080.89489769785,1709.31810137933,1989.85348092999,1840.164498603,1675.8537228092,2023.25634922469,1774.21660949901,2555,1860.66893221318,1859.21694028387,2093.99443639196,694,164.039408940817,78.1073257405887
"119","80+","14",2148.15973304274,2194.37078894747,2200.41569939519,2011.42079677878,1995.11918448044,1917.219414803,1952.22798440568,1711.6109492685,1768.3858085162,1884.08250572956,1644.6600399071,1786.84037518905,1715.55631556546,3083,1759.90500898147,1792.19345756541,2109.89724052892,1323,-5.35308237636355,-192.67782572592
"120","80+","15",2173.61940395287,2079.93566676135,2041.73187491957,1895.09411819494,1914.85576901284,2025.05425405781,2068.02820636863,1688.68247037676,1818.71937042842,1694.13712490718,1659.71905923915,1701.35067029223,1656.89602163191,3061,1706.16444929978,1785.85724626403,2021.04736656831,1355,-84.5065759718,4.00688748949619
"121","80+","16",1939.708677466,2120.1426015835,2256.33285659136,1915.70897262752,1846.05855575489,1871.0044836938,1839.93686007797,1650.85048020539,1792.99332767328,1653.51296831511,1608.08813581499,1589.4752540075,1761.86707393405,2646,1681.18735194899,1709.07635441735,2015.59033280465,965,-119.601100409845,-144.585849110852
"122","80+","17",2033.59121394712,2079.93566676135,2112.7617773039,1845.02947171582,1876.15733655524,1828.99090995816,1751.0397199852,1626.77557736906,1754.9635253396,1725.97768007394,1687.68580942723,1513.48440521033,1780.39137728149,2298,1692.50055946652,1709.28846243901,1989.49509325669,605,-195.804057228676,-160.504183298525
"123","80+","18",2028.81752565147,1956.22202115473,1948.03285475302,1831.77706529488,1873.29078600283,1819.18774275318,1672.66987279816,1578.6257716964,1602.84431600488,1686.45147366003,1656.49212652514,1565.20039953063,1605.43962344458,1936,1623.28558783305,1639.41671213692,1927.62805057138,313,-74.2163126062915,-108.440307818206
"124","80+","19",2127.47375042825,1942.30423602398,1917.80736437671,1746.37266835991,1747.16256169659,1800.98186080107,1692.55475939785,1579.77219564099,1700.15586903518,1800.63829218909,1688.76145366524,1595.8078247406,1618.81828697329,1682,1680.83634532068,1692.37651398567,1896.22411617709,1,-96.5686892450703,-95.24225537602
"125","80+","20",2092.46670292681,1900.55088063175,1960.12305090354,1858.28187813677,1844.62528047868,1767.37100181256,1616.5243106343,1572.89365197347,1647.58525992685,1695.23507508534,1684.45887671322,1510.31811984378,1670.27468516061,1568,1641.57440334596,1643.33943486664,1931.20955861551,-74,-133.021315022855,-163.838556802953
"126","80+","21",2008.13154303699,1868.07604866001,1867.9353052558,1758.15258517852,1883.32371293628,1651.13344781062,1498.38469024786,1617.60418581236,1592.77760362243,1677.66787223472,1656.49212652514,1568.36668489718,1707.32329185549,1597,1640.52551582699,1608.5852956885,1877.12383901352,-44,-40.218610791324,-225.990391202898
"127","80+","22",2073.37194974421,1963.95412400514,1969.19069801643,1750.79013716689,1739.99618531556,1655.33480518419,1596.6394240346,1555.69729280466,1595.01465081853,1615.08471207936,1596.25604919695,1586.30896864095,1540.60456172855,1502,1586.65378849287,1591.73842578682,1899.46061884965,-85,-5.42945714586767,-244.125813665461
"128","80+","23",1950.84728348918,2016.53242338795,2147.52109123665,1821.46963807859,1649.6998429145,1779.97507393325,1603.65761930509,1548.81874913714,1590.54055642633,1594.22365869425,1567.21365477086,1535.64840277617,1556.04148118475,1461,1568.73355077047,1580.89084766673,1917.21405582138,-108,-45.2424448905595,-137.238981888126
"129","80+","24",2065.41580258479,1813.95132870711,1854.33383458647,1890.67664938796,1709.89740451521,1939.62665412868,1554.53025241171,1541.94020546961,1629.68888235806,1551.40360174585,1558.60850086683,1464.93469625658,1503.55595503367,1449,1541.6383272522,1567.23428857041,1866.85500395631,-93,-102.299592313832,72.7716501723708
"130","80+","25",1919.02269485151,1959.31486229489,1740.98824567531,1744.90017875758,2009.45193724251,1775.77371655968,1556.86965083521,1497.22967163072,1532.37732932776,1554.69745228034,1515.5827313467,1515.59526212136,1504.58508299742,1462,1524.56757161472,1531.35136708415,1874.73558376436,-63,-15.7561049627814,-98.961867204677
"131","80+","26",2047.91227883408,1826.32269326777,1848.2887365112,1681.58312585752,1772.96151666832,1632.92756585851,1573.24543979966,1535.06166180209,1523.42914054336,1518.46509640093,1582.27267410291,1532.48211740962,1613.67264715455,1450,1554.06433512227,1546.49480252979,1835.41367022778,-104,-14.0126851201665,-202.486104369267
"132","80+","27",2189.53169827171,1851.0654223891,1697.16128462967,1715.45038671104,1576.60280382793,1959.23298853864,1567.39694374093,1641.67908864869,1753.84500174155,1627.16216403917,1591.95347224494,1564.14497107511,1516.93461856238,1426,1610.80804553263,1636.40733408306,1805.96231916589,-185,-72.2623630079438,153.270669372754
"133","80+","28",1923.79638314716,1820.13701098744,1748.54461826939,1761.09756438318,1664.03259567657,1732.35969036619,1520.60897527105,1596.96855480979,1603.96283960293,1642.53346653347,1468.25438487455,1538.81468814272,1562.21624896723,1416,1563.15632562418,1566.46564421836,1783.52163449275,-147,-27.6509560756363,-51.161944126558
"134","80+","29",1842.6436821211,1844.87974010876,1979.76961964814,1677.16565705054,1648.2665676383,2153.89588018044,1532.30596738852,1570.60080408429,1486.51786180773,1628.26011421733,1554.30592391482,1586.30896864095,1407.84705440525,1381,1532.64798459722,1554.39813428254,1798.54505331337,-152,31.9108343584144,355.35082686707
"135","80+","30",1833.0963055298,1923.74718918299,1896.6495211133,1684.52810506217,1562.27005106586,2338.75560461725,1698.40325545659,1647.41120837162,1501.05866858238,1515.17124586643,1471.48131758856,1623.24896458402,1743.34277058662,1441,1570.8605934416,1566.70513917312,1780.05823439082,-130,56.5438254109058,558.697370226427
"136","80+","31",1748.76114563998,2194.37078894747,1837.7098148795,1653.6058234133,1502.07248946516,1744.96376248688,1534.64536581201,1528.18311813457,1455.19920106235,1455.88193624557,1451.0440770665,1573.64382717476,1538.54630580106,1444,1494.86306947005,1484.9907396642,1787.30401246908,-51,88.653087510558,-42.3402499821991
"137","80+","32",1806.04540518778,1824.77627269769,2109.73922826626,1895.09411819494,1516.40524222723,1590.91399212287,1482.0089012834,1586.65073930851,1454.0806774643,1496.50609283764,1509.12886591868,1576.81011254131,1517.96374652613,1396,1510.89789905761,1505.67505536251,1830.41205331478,-115,71.1350571788007,-239.49806119191
"138","80+","33",1893.56302394137,1863.43678694976,2133.91962056731,2045.2880576323,1616.73451156174,1623.12439865353,1535.81506502376,1488.05828007402,1560.340419279,1512.9753455101,1442.43892316247,1494.48669301104,1457.24519666508,1813,1493.49731552554,1507.92560660987,1910.5884001305,320,-13.4389135988333,-287.464001476968
"139","80+","34",1969.94203667178,1942.30423602398,1851.31128554884,1756.6800955762,1593.80210714242,1572.70811017076,1476.16040522467,1494.93682374154,1535.73290012191,1570.06875477464,1503.75064472866,1502.93012065517,1471.65298815753,1564,1516.82708168758,1516.12990571828,1822.80795219264,47,-13.1997850631155,-250.099842021882
"140","80+","35",1861.7384353037,1696.42336538082,1683.55981396033,1709.56042830173,1619.60106211415,1621.72394619567,1507.74228394183,1643.97193653786,1468.62148423894,1515.17124586643,1489.76726963462,1384.72213363735,1538.54630580106,1503,1479.36568783568,1525.05484404394,1714.17662101215,24,-140.332710406592,-92.4526748164719
