"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837359516383184,0.00105883004134104,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.866952680826722,0.00130034361272616,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912319112614218,0.000959661327330376,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.942761450905995,0.00126705674003292,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952462801407541,0.000969912205353803,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933462966361655,0.00125339361543637,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931570765582254,0.0010491480053427,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929432895690713,0.00139968595953024,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.943550231137291,0.00110286859133746,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954264694862593,0.00200749535682751,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959500427080127,0.00111460355757164,0.9,"0.88","0.93",0.91,0.001,0.01
"12",2021-01-19,0.950400935058843,0.00182198940048608,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905103262873171,0.001329466296044,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.88704198984748,0.00148800410589869,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.866496410202595,0.00149475408976933,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870716655053082,0.00152034291605236,0.92,"0.89","0.94",0.91,0.002,-0.01
"17",2021-01-24,0.888061702863428,0.00180095760084507,0.92,"0.89","0.95",0.92,0.001,0
"18",2021-01-25,0.906253553815299,0.00158688444415325,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924301470170639,0.00133309171434736,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909199767878053,0.00153432360407659,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.919762324880344,0.0019756128521307,0.94,"0.91","0.97",0.94,0.002,0
