"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837490461850333,0.00138394736363067,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867219588224482,0.00131280111598085,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.912657581198502,0.00119502177188417,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.942955806642228,0.001805128623347,0.92,"0.90","0.95",0.93,0.002,0.01
"5",2021-01-12,0.952457335180223,0.00129927258449411,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933332028807306,0.00188165059037865,0.93,"0.91","0.96",0.93,0.002,0
"7",2021-01-14,0.931387002663039,0.00181677454281135,0.95,"0.92","0.97",0.94,0.002,-0.01
"8",2021-01-15,0.929358473597349,0.00163274416514488,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943544649971306,0.00212262223127258,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.95429154087067,0.00109834142702719,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959513858592084,0.00121177459749081,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.95036039891063,0.00190928988176483,0.88,"0.85","0.90",0.89,0.002,0.01
"13",2021-01-20,0.905069342979975,0.00170773462289287,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886919224144308,0.00236066172130155,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866393362759187,0.00142802809411698,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870669294779921,0.00119351429690411,0.92,"0.89","0.94",0.91,0.002,-0.01
"17",2021-01-24,0.888060694405318,0.0015172098313364,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906253904487625,0.00194740676743202,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924277471740156,0.00234304043691275,0.91,"0.88","0.94",0.92,0.001,0.01
"20",2021-01-27,0.909099848089235,0.00216830744606928,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.91950525971824,0.00144500998590892,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.92232561592663,0.00175138641641747,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937122290079565,0.0015190941169645,0.98,"0.95","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.959909418972279,0.00234904630016583,0.97,"0.94","1.00",0.98,0.001,0.01
"25",2021-02-01,0.974238925983047,0.00219660864380478,0.95,"0.92","0.98",0.95,0.002,0
