"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837365797903891,0.00133056212883846,0.92,"0.90","0.95",0.91,0.002,-0.01
"2",2021-01-09,0.86696215493591,0.00177420748729947,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912328962812824,0.00194459485523606,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.942759009567611,0.00142642425035297,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952405280375049,0.0013373243740265,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933372639908527,0.000749882818415425,0.93,"0.91","0.96",0.93,0.002,0
"7",2021-01-14,0.931474822551373,0.00142951019503511,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929433140798017,0.00158068047636565,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943571620385081,0.00149811500647341,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954309901737614,0.00145249432631835,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.95948747802699,0.000864085556677084,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.950333089155286,0.00151093314387805,0.88,"0.85","0.91",0.89,0.002,0.01
"13",2021-01-20,0.905046337351212,0.00219340033453211,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886928333179462,0.00177912608275089,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866402120503595,0.00149967963158973,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870649537939651,0.00139090515911692,0.92,"0.89","0.94",0.91,0.001,-0.01
"17",2021-01-24,0.888054570219127,0.00154690532221506,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906270195982338,0.0013957994163471,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924350546036109,0.00187703585756793,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909223350262063,0.00120009645964594,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.919776653803696,0.00175562591131719,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.922683049125114,0.00161016713234013,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937471093968818,0.00206859390063593,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.960237992528417,0.0016169725869908,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974286119252869,0.00128623774981785,0.95,"0.92","0.98",0.95,0.001,0
"26",2021-02-02,0.979465835110778,0.00231413882071343,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.945385584771069,0.000950117209438141,0.94,"0.90","0.97",0.93,0.002,-0.01
"28",2021-02-04,0.933084163963039,0.00202094896573493,0.96,"0.92","0.99",0.94,0.001,-0.02
"29",2021-02-05,0.933366363510575,0.00160748844544885,0.99,"0.96","1.02",0.97,0.001,-0.02
"30",2021-02-06,0.944715544268076,0.0010556589684098,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973388236931832,0.00127469856022404,1.03,"0.99","1.07",1.02,0.001,-0.01
"32",2021-02-08,1.00034001761379,0.00182304480916427,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01901694381276,0.00136144275349432,1.03,"1.00","1.06",1.04,0.001,0.01
"34",2021-02-10,1.02287048422351,0.00200927689243435,1.06,"1.02","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03675247487063,0.00149454654311389,1.1,"1.07","1.14",1.1,0.001,0
"36",2021-02-12,1.06546026542939,0.00189359474918921,1.14,"1.11","1.18",1.14,0.002,0
"37",2021-02-13,1.10116793100869,0.0010863840261849,1.16,"1.13","1.20",1.17,0.001,0.01
"38",2021-02-14,1.14117928769913,0.00207721884523076,1.15,"1.11","1.18",1.17,0.002,0.02
"39",2021-02-15,1.17160216654394,0.00108256816145003,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16733788619238,0.00183961711321807,1.07,"1.04","1.10",1.1,0.002,0.03
"41",2021-02-17,1.12709240139695,0.00189496427486398,1.05,"1.02","1.08",1.06,0.002,0.01
