"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837476464480804,0.0015449354887837,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867211715123872,0.00110903553587595,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.912658557856386,0.00144492755072765,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.942982791119943,0.00151864173704428,0.92,"0.90","0.95",0.93,0.002,0.01
"5",2021-01-12,0.952510616817238,0.00101284771533645,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.93338821212926,0.00160076877671331,0.93,"0.91","0.96",0.93,0.002,0
"7",2021-01-14,0.931438021040712,0.00181979519522948,0.95,"0.92","0.98",0.94,0.002,-0.01
"8",2021-01-15,0.929387750337901,0.00152560206865753,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.943552704598379,0.0017265575399625,0.97,"0.94","0.99",0.96,0.002,-0.01
"10",2021-01-17,0.954289678130847,0.00174907933714959,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.95948682248469,0.00164419564846654,0.9,"0.88","0.93",0.91,0.001,0.01
"12",2021-01-19,0.950329611945743,0.00171863342899236,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905045069255614,0.00137706784183182,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886926190786373,0.00144566755688908,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866420188948183,0.00200340874572406,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870702034727716,0.0012810285768487,0.92,"0.89","0.94",0.91,0.001,-0.01
"17",2021-01-24,0.888090459508093,0.00226011416605271,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906263429389269,0.00127333106684647,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924280178318206,0.00167190973727729,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909103696584073,0.0013760360730949,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.919508496439865,0.00174864430033316,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.922328717032034,0.0015299753529026,0.97,"0.93","1.00",0.96,0.001,-0.01
"23",2021-01-30,0.937123265502803,0.00204120669585868,0.98,"0.95","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.959921890724105,0.00135918371829096,0.97,"0.94","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974306442784146,0.00202102102113955,0.95,"0.92","0.98",0.95,0.002,0
"26",2021-02-02,0.979549707174831,0.00204559726087272,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.945554833177922,0.00170621160602915,0.94,"0.90","0.97",0.93,0.001,-0.01
"28",2021-02-04,0.933392699450326,0.00182423680891453,0.96,"0.92","0.99",0.95,0.001,-0.01
"29",2021-02-05,0.933695433616511,0.00145180392862927,0.99,"0.96","1.02",0.97,0.001,-0.02
"30",2021-02-06,0.94507331489673,0.00126996474484371,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973484875576315,0.00131318111847879,1.03,"0.99","1.07",1.02,0.002,-0.01
"32",2021-02-08,1.00026463725048,0.00234295913278759,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01887764769285,0.00179609184072661,1.03,"1.00","1.06",1.04,0.002,0.01
"34",2021-02-10,1.02269109292231,0.00185889413590451,1.06,"1.02","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03667196136228,0.0019428814439792,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06547735992974,0.00158782882246505,1.14,"1.11","1.18",1.14,0.002,0
"37",2021-02-13,1.10115527439337,0.00170384073502332,1.16,"1.13","1.20",1.17,0.002,0.01
"38",2021-02-14,1.14120085354025,0.00153469763287552,1.15,"1.11","1.18",1.17,0.003,0.02
"39",2021-02-15,1.17169220779214,0.00157025564621406,1.11,"1.08","1.14",1.13,0.001,0.02
"40",2021-02-16,1.1673679329242,0.00298988865244212,1.07,"1.04","1.10",1.1,0.001,0.03
"41",2021-02-17,1.12709772755834,0.0014602416376123,1.05,"1.02","1.08",1.06,0.002,0.01
"42",2021-02-18,1.09725567655851,0.00141387717455225,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06357449681714,0.0019972856198423,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.04068395964927,0.00127428017637455,1.03,"1.00","1.06",1.01,0.003,-0.02
"45",2021-02-21,1.02427753160494,0.00154065555730974,1,"0.97","1.03",1,0.002,0
"46",2021-02-22,1.00748070269286,0.00260175402528554,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.997825279270662,0.00173348293198802,0.97,"0.94","1.00",0.97,0.002,0
"48",2021-02-24,0.970309597094201,0.00182145890725864,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.97403910373914,0.00170548569808935,1.01,"0.98","1.04",1,0.002,-0.01
"50",2021-02-26,0.979919132555278,0.00174381342073606,1.04,"1.01","1.07",1.03,0.002,-0.01
"51",2021-02-27,1.00034935518626,0.00177051435308896,1.05,"1.02","1.08",1.05,0.002,0
"52",2021-02-28,1.02580055618247,0.00164295491013359,1.05,"1.02","1.09",1.07,0.002,0.02
"53",2021-03-01,1.04692938494221,0.0017300501759304,1.06,"1.03","1.08",1.06,0.002,0
"54",2021-03-02,1.06563528646113,0.00214308038029845,1.07,"1.04","1.10",1.08,0.002,0.01
"55",2021-03-03,1.0556596546641,0.00169926096645351,1.11,"1.08","1.14",1.1,0.002,-0.01
"56",2021-03-04,1.07785703485467,0.00189496633875924,1.14,"1.10","1.17",1.13,0.002,-0.01
"57",2021-03-05,1.10015533330416,0.00197642976969905,1.16,"1.13","1.19",1.16,0.002,0
"58",2021-03-06,1.13450804717726,0.00211243618165354,1.16,"1.13","1.19",1.17,0.003,0.01
"59",2021-03-07,1.16448849564665,0.00160704069837294,1.14,"1.11","1.17",1.17,0.002,0.03
"60",2021-03-08,1.17327229798263,0.00260599375385583,1.11,"1.09","1.14",1.12,0.002,0.01
"61",2021-03-09,1.16595526426734,0.00183947492343886,1.09,"1.06","1.12",1.1,0.001,0.01
"62",2021-03-10,1.11755992132537,0.00193731367249124,1.08,"1.06","1.11",1.09,0.002,0.01
"63",2021-03-11,1.09981339521421,0.0013390387008357,1.09,"1.06","1.11",1.09,0.002,0
"64",2021-03-12,1.08537651855158,0.0017581591537698,1.1,"1.07","1.12",1.09,0.002,-0.01
"65",2021-03-13,1.08615187968662,0.0024326244756604,1.1,"1.08","1.13",1.09,0.002,-0.01
"66",2021-03-14,1.09384834663715,0.00248362298042174,1.09,"1.07","1.12",1.1,0.002,0.01
"67",2021-03-15,1.09262607552221,0.00193177238329669,1.07,"1.05","1.10",1.07,0.002,0
"68",2021-03-16,1.09538396703763,0.00150290875834382,1.06,"1.03","1.08",1.07,0.002,0.01
"69",2021-03-17,1.07079166531764,0.00165434497652941,1.06,"1.03","1.08",1.06,0.001,0
"70",2021-03-18,1.06686764128054,0.00150517657328298,1.06,"1.04","1.09",1.07,0.001,0.01
"71",2021-03-19,1.06397363774439,0.00146457659669674,1.07,"1.04","1.09",1.07,0.002,0
"72",2021-03-20,1.06600469546997,0.00128981795497951,1.07,"1.04","1.09",1.07,0.001,0
"73",2021-03-21,1.07170065599196,0.00203123319131581,1.04,"1.02","1.07",1.05,0.001,0.01
"74",2021-03-22,1.06744562981236,0.00137957152680524,1.01,"0.99","1.03",1.01,0.001,0
"75",2021-03-23,1.05193696321826,0.0012103462679169,0.98,"0.95","1.00",0.98,0.001,0
"76",2021-03-24,1.00601195134772,0.00120225746044824,0.96,"0.94","0.98",0.96,0.001,0
"77",2021-03-25,0.979609187087099,0.00133588174303229,0.96,"0.94","0.98",0.96,0.001,0
"78",2021-03-26,0.957872907374992,0.00149195130385497,0.97,"0.95","0.99",0.96,0.001,-0.01
"79",2021-03-27,0.956014287292936,0.00145050895264307,0.98,"0.96","1.00",0.97,0.001,-0.01
"80",2021-03-28,0.96121885547554,0.00112752489698601,0.98,"0.95","1.00",0.98,0.001,0
"81",2021-03-29,0.967193367176063,0.00102900749249324,0.97,"0.94","0.99",0.96,0.001,-0.01
"82",2021-03-30,0.976905053030303,0.00112035798039804,0.96,"0.94","0.99",0.96,0.002,0
"83",2021-03-31,0.957874826767714,0.00116299308985551,0.98,"0.95","1.00",0.97,0.002,-0.01
"84",2021-04-01,0.956006036909304,0.00177045359465902,1,"0.98","1.03",1,0.001,0
"85",2021-04-02,0.971568760134861,0.00165536315324465,1.04,"1.02","1.07",1.04,0.001,0
"86",2021-04-03,1.00084403362652,0.000822191940231447,1.08,"1.05","1.10",1.07,0.001,-0.01
"87",2021-04-04,1.04015445348049,0.00123996691160792,1.08,"1.06","1.11",1.09,0.001,0.01
"88",2021-04-05,1.07379155462854,0.00134859060930755,1.06,"1.04","1.09",1.07,0.001,0.01
"89",2021-04-06,1.08869363311921,0.00116292334213092,1.03,"1.01","1.05",1.05,0.001,0.02
"90",2021-04-07,1.06862306748311,0.00130780738510873,1.02,"1.00","1.04",1.03,0.001,0.01
"91",2021-04-08,1.04914777475322,0.00108295798792779,1.03,"1.00","1.05",1.03,0.001,0
"92",2021-04-09,1.03053670945185,0.000905902698175287,1.04,"1.02","1.07",1.03,0.001,-0.01
"93",2021-04-10,1.02566731184873,0.00120813891304592,1.06,"1.04","1.08",1.04,0.001,-0.02
"94",2021-04-11,1.03044106701754,0.000989410613558146,1.06,"1.04","1.08",1.06,0.001,0
"95",2021-04-12,1.04431114425347,0.00131648425181294,1.04,"1.02","1.07",1.05,0.001,0.01
