"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","R_est_up","R_est_low","diff"
"1",2021-01-08,0.837430243593255,0.00124509220515071,0.92,"0.90","0.95",0.912254449107169,0.00125913398954766,0.914722351726683,0.909786546487656,-0.01
"2",2021-01-09,0.866956850860647,0.000396278056293059,0.94,"0.92","0.97",0.942463923501234,0.000860290661196385,0.944150093197179,0.940777753805289,0
"3",2021-01-10,0.912254449107169,0.00125913398954766,0.94,"0.91","0.97",0.951955047847832,0.00137239741195581,0.954644946775266,0.949265148920399,0.01
"4",2021-01-11,0.942463923501234,0.000860290661196385,0.92,"0.90","0.95",0.932972672954747,0.0012420845976495,0.93540715876614,0.930538187143354,0.01
"5",2021-01-12,0.951955047847832,0.00137239741195581,0.92,"0.90","0.95",0.931157872946903,0.00113916239419098,0.933390631239517,0.928925114654289,0.01
"6",2021-01-13,0.932972672954747,0.0012420845976495,0.93,"0.91","0.96",0.929263056918099,0.00162512167621579,0.932448295403482,0.926077818432716,0
"7",2021-01-14,0.931157872946903,0.00113916239419098,0.95,"0.92","0.98",0.943556741598243,0.00158571918301144,0.946664751196945,0.94044873199954,-0.01
"8",2021-01-15,0.929263056918099,0.00162512167621579,0.96,"0.94","0.99",0.954544291351778,0.000913771033910967,0.956335282578244,0.952753300125312,-0.01
"9",2021-01-16,0.943556741598243,0.00158571918301144,0.97,"0.94","0.99",0.960350948198913,0.00151246964381354,0.963315388700787,0.957386507697038,-0.01
"10",2021-01-17,0.954544291351778,0.000913771033910967,0.94,"0.91","0.97",0.951206416054347,0.00148180230746681,0.954110748576982,0.948302083531712,0.01
"11",2021-01-18,0.960350948198913,0.00151246964381354,0.9,"0.88","0.93",0.905901110714421,0.00184847613327221,0.909524123935635,0.902278097493208,0.01
"12",2021-01-19,0.951206416054347,0.00148180230746681,0.88,"0.85","0.91",0.887451634897977,0.00142442327467532,0.890243504516341,0.884659765279614,0.01
"13",2021-01-20,0.905901110714421,0.00184847613327221,0.87,"0.85","0.90",0.866458443115392,0.00143205335313702,0.869265267687541,0.863651618543244,0
"14",2021-01-21,0.887451634897977,0.00142442327467532,0.88,"0.86","0.91",0.870721073358396,0.0012134521961577,0.873099439662865,0.868342707053927,-0.01
"15",2021-01-22,0.866458443115392,0.00143205335313702,0.9,"0.87","0.93",0.887778167654744,0.00157070481135784,0.890856749085006,0.884699586224483,-0.01
"16",2021-01-23,0.870721073358396,0.0012134521961577,0.92,"0.89","0.94",0.905934502049418,0.000849047705684653,0.90759863555256,0.904270368546276,-0.01
"17",2021-01-24,0.887778167654744,0.00157070481135784,0.92,"0.89","0.95",0.923975637902605,0.0015313689313892,0.926977121008128,0.920974154797083,0
"18",2021-01-25,0.905934502049418,0.000849047705684653,0.91,"0.88","0.94",0.908937193454867,0.00139511918931696,0.911671627065929,0.906202759843806,0
"19",2021-01-26,0.923975637902605,0.0015313689313892,0.91,"0.88","0.94",0.92006760687451,0.00139612233875307,0.922804006658466,0.917331207090554,0.01
"20",2021-01-27,0.908937193454867,0.00139511918931696,0.92,"0.89","0.95",0.922999028071146,0.0015600539572341,0.926056733827324,0.919941322314967,0
"21",2021-01-28,0.92006760687451,0.00139612233875307,0.94,"0.91","0.97",0.937612665330845,0.00182094965486888,0.941181726654388,0.934043604007302,0
"22",2021-01-29,0.922999028071146,0.0015600539572341,0.97,"0.93","1.00",0.96156067751257,0.00165935050376739,0.964813004499954,0.958308350525186,-0.01
"23",2021-01-30,0.937612665330845,0.00182094965486888,0.98,"0.95","1.01",0.976051086513822,0.00115509000082603,0.978315062915441,0.973787110112203,0
"24",2021-01-31,0.96156067751257,0.00165935050376739,0.97,"0.93","1.00",0.981167758433798,0.00103249240136104,0.983191443540466,0.979144073327131,0.01
"25",2021-02-01,0.976051086513822,0.00115509000082603,0.94,"0.91","0.98",0.946298891482228,0.00138476979085732,0.949013040272308,0.943584742692147,0.01
"26",2021-02-02,0.981167758433798,0.00103249240136104,0.93,"0.90","0.96",0.932442963703349,0.00149054826214784,0.935364438297159,0.929521489109539,0
"27",2021-02-03,0.946298891482228,0.00138476979085732,0.93,"0.90","0.97",0.93225602827067,0.00183452887426504,0.935851704864229,0.928660351677111,0
"28",2021-02-04,0.932442963703349,0.00149054826214784,0.96,"0.92","0.99",0.942617507007875,0.00224599654765866,0.947019660241286,0.938215353774464,-0.02
"29",2021-02-05,0.93225602827067,0.00183452887426504,0.99,"0.96","1.02",0.971542196584445,0.00118979885334959,0.97387420233701,0.96921019083188,-0.02
