"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837410480347226,0.00083626319373715,0.92,"0.90","0.95",0.912,0.001,-0.01
"2",2021-01-09,0.866964147970877,0.00110043590046088,0.94,"0.92","0.97",0.943,0.001,0
"3",2021-01-10,0.912315939921899,0.00106722677229348,0.94,"0.91","0.97",0.952,0.002,0.01
"4",2021-01-11,0.942583177886904,0.000709510284113395,0.92,"0.90","0.95",0.933,0.001,0.01
"5",2021-01-12,0.952043869663703,0.00150213096327144,0.92,"0.90","0.95",0.931,0.001,0.01
"6",2021-01-13,0.933038387226378,0.0012540315234476,0.93,"0.91","0.96",0.929,0.001,0
"7",2021-01-14,0.931249337390852,0.00101899766386987,0.95,"0.92","0.98",0.944,0.001,-0.01
"8",2021-01-15,0.929325810815127,0.00135418104283009,0.96,"0.94","0.99",0.954,0.001,-0.01
"9",2021-01-16,0.943514662366312,0.00070689453162779,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954468916823866,0.00132924102982406,0.94,"0.91","0.97",0.951,0.002,0.01
"11",2021-01-18,0.960219859632406,0.00085729567722738,0.9,"0.88","0.93",0.906,0.002,0.01
"12",2021-01-19,0.951097425532435,0.00156182741257426,0.88,"0.85","0.91",0.887,0.002,0.01
"13",2021-01-20,0.905816316620057,0.00164907233616949,0.87,"0.85","0.90",0.866,0.001,0
"14",2021-01-21,0.887339641927213,0.001810291308271,0.88,"0.86","0.91",0.871,0.001,-0.01
"15",2021-01-22,0.866404752211271,0.00114530463751594,0.9,"0.87","0.93",0.888,0.002,-0.01
"16",2021-01-23,0.87062073924602,0.00145770122789266,0.92,"0.89","0.94",0.906,0.001,-0.01
"17",2021-01-24,0.887695801706519,0.00166394015907287,0.92,"0.89","0.95",0.924,0.002,0
"18",2021-01-25,0.905825391791928,0.00100543854387153,0.91,"0.88","0.94",0.909,0.001,0
"19",2021-01-26,0.923783987323198,0.00156397084299945,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.908810001902671,0.00118864282317297,0.92,"0.89","0.95",0.923,0.001,0
"21",2021-01-28,0.920015760145428,0.00188332352107157,0.94,"0.91","0.97",0.938,0.002,0
"22",2021-01-29,0.92299449092029,0.00139065938255223,0.97,"0.93","1.00",0.962,0.002,-0.01
"23",2021-01-30,0.937728605572341,0.00223135610506002,0.98,"0.95","1.01",0.976,0.001,0
"24",2021-01-31,0.961701540477694,0.00219768118431194,0.97,"0.93","1.00",0.981,0.002,0.01
"25",2021-02-01,0.976275353010526,0.0008828726589863,0.94,"0.92","0.98",0.946,0.002,0.01
"26",2021-02-02,0.981242598935276,0.00173239874626208,0.93,"0.90","0.96",0.932,0.001,0
"27",2021-02-03,0.946240932623641,0.00239864064008695,0.93,"0.90","0.97",0.932,0.002,0
"28",2021-02-04,0.932401667930193,0.00136041276782541,0.96,"0.92","0.99",0.943,0.002,-0.02
"29",2021-02-05,0.932221558736875,0.00183732979235375,0.99,"0.96","1.02",0.972,0.002,-0.02
"30",2021-02-06,0.942732423671928,0.00203729858507859,1.02,"0.99","1.06",1,0.001,-0.02
"31",2021-02-07,0.97169209364388,0.00204381236350064,1.03,"0.99","1.07",1.02,0.002,-0.01
"32",2021-02-08,0.999872156558382,0.00099759517825189,1.02,"0.99","1.06",1.025,0.002,0
"33",2021-02-09,1.01954717396198,0.00178518962817361,1.03,"1.00","1.06",1.038,0.003,0.01
"34",2021-02-10,1.0245076900688,0.00172500061897289,1.06,"1.03","1.09",1.066,0.001,0.01
"35",2021-02-11,1.038151228306,0.00256430077031483,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06604720902117,0.0013948846021407,1.14,"1.11","1.18",1.14,0.002,0
"37",2021-02-13,1.1000861922702,0.00183589223278025,1.16,"1.13","1.20",1.171,0.002,0.01
"38",2021-02-14,1.13962032158578,0.00209822814153783,1.15,"1.11","1.18",1.167,0.002,0.02
"39",2021-02-15,1.17059890912928,0.0020564230563315,1.11,"1.08","1.14",1.127,0.002,0.02
"40",2021-02-16,1.16700663578831,0.00223066601973658,1.07,"1.04","1.10",1.097,0.001,0.03
"41",2021-02-17,1.1274965257126,0.00205522411375364,1.05,"1.02","1.08",1.064,0.001,0.01
"42",2021-02-18,1.0972884757397,0.00139226514766571,1.04,"1.01","1.07",1.041,0.002,0
"43",2021-02-19,1.06386319776578,0.00131398466152056,1.04,"1.01","1.07",1.024,0.002,-0.02
"44",2021-02-20,1.04088051128496,0.00156365570172635,1.03,"1.00","1.06",1.008,0.002,-0.02
"45",2021-02-21,1.02423150352775,0.00199824178003888,1,"0.97","1.03",0.999,0.002,0
"46",2021-02-22,1.0081013094806,0.00216392129618063,0.98,"0.95","1.00",0.972,0.001,-0.01
"47",2021-02-23,0.998604251854985,0.00205035404510345,0.97,"0.94","1.00",0.975,0.001,0.01
"48",2021-02-24,0.971842484208845,0.00133010736135472,0.99,"0.96","1.02",0.981,0.002,-0.01
"49",2021-02-25,0.975445894731275,0.00106759700745399,1.01,"0.98","1.04",1.001,0.002,-0.01
"50",2021-02-26,0.980962692510877,0.00212471900785901,1.04,"1.01","1.07",1.025,0.002,-0.02
"51",2021-02-27,1.00085144580037,0.00151820736465063,1.05,"1.02","1.08",1.046,0.002,0
"52",2021-02-28,1.02514396199918,0.0019223609990307,1.05,"1.02","1.08",1.065,0.002,0.01
"53",2021-03-01,1.04615086311684,0.00218636916581084,1.06,"1.03","1.08",1.055,0.002,-0.01
"54",2021-03-02,1.06457326529406,0.00164639237485215,1.07,"1.04","1.10",1.077,0.001,0.01
"55",2021-03-03,1.05467772868404,0.00161225028739905,1.11,"1.08","1.14",1.099,0.001,-0.01
"56",2021-03-04,1.07664672549311,0.00138742040978652,1.14,"1.10","1.17",1.134,0.002,-0.01
"57",2021-03-05,1.0992935843051,0.00145584831375811,1.16,"1.13","1.19",1.164,0.002,0
"58",2021-03-06,1.13398592375251,0.0017694899875924,1.16,"1.13","1.19",1.173,0.001,0.01
"59",2021-03-07,1.16405447015465,0.00209423798762072,1.14,"1.11","1.17",1.166,0.002,0.03
"60",2021-03-08,1.17340159353987,0.00141272344404946,1.11,"1.09","1.14",1.117,0.002,0.01
"61",2021-03-09,1.16600033381108,0.00213775056038041,1.09,"1.06","1.12",1.099,0.001,0.01
"62",2021-03-10,1.11742037957335,0.00170610792437579,1.08,"1.05","1.11",1.084,0.001,0
"63",2021-03-11,1.0992100692808,0.00148042849865472,1.09,"1.06","1.11",1.085,0.002,-0.01
"64",2021-03-12,1.08445293706702,0.00111107168400765,1.1,"1.07","1.12",1.093,0.002,-0.01
"65",2021-03-13,1.08530040855201,0.00163034068882106,1.1,"1.08","1.13",1.092,0.002,-0.01
"66",2021-03-14,1.09332215129845,0.00159261667218618,1.09,"1.07","1.12",1.095,0.001,0
"67",2021-03-15,1.09247188986129,0.00170119745278469,1.07,"1.05","1.10",1.071,0.002,0
"68",2021-03-16,1.09533409386348,0.000981904095115816,1.05,"1.03","1.08",1.066,0.001,0.02
"69",2021-03-17,1.07068757939491,0.00178332922172181,1.06,"1.03","1.08",1.063,0.002,0
"70",2021-03-18,1.06608529084095,0.00147988765826231,1.06,"1.04","1.09",1.065,0.001,0
"71",2021-03-19,1.06271180370047,0.00212864795474733,1.07,"1.04","1.09",1.07,0.002,0
"72",2021-03-20,1.06451211065968,0.0014793098654076,1.07,"1.04","1.09",1.067,0.001,0
"73",2021-03-21,1.07034518118769,0.00151915123543795,1.04,"1.02","1.07",1.051,0.001,0.01
"74",2021-03-22,1.06665756261715,0.00139579347838411,1.01,"0.99","1.03",1.006,0.002,0
"75",2021-03-23,1.05097993003035,0.00116895729196998,0.98,"0.95","1.00",0.979,0.001,0
"76",2021-03-24,1.00565465566054,0.00164230583856369,0.96,"0.94","0.98",0.957,0.002,0
"77",2021-03-25,0.979060536909832,0.00136260797519297,0.96,"0.94","0.98",0.956,0.002,0
"78",2021-03-26,0.957392697676085,0.00164696406204449,0.97,"0.95","0.99",0.961,0.001,-0.01
"79",2021-03-27,0.95586454733516,0.0015646613517907,0.98,"0.96","1.00",0.969,0.001,-0.01
"80",2021-03-28,0.961446898979615,0.000956093596558582,0.98,"0.95","1.00",0.978,0.001,0
"81",2021-03-29,0.96859568024844,0.000666947092631023,0.97,"0.94","0.99",0.959,0.001,-0.01
"82",2021-03-30,0.978112133528129,0.00100584204252165,0.96,"0.94","0.99",0.955,0.001,-0.01
"83",2021-03-31,0.95856264070675,0.000893154546969729,0.98,"0.95","1.00",0.969,0.002,-0.01
"84",2021-04-01,0.955078027791271,0.00127032880261723,1.01,"0.98","1.03",0.997,0.002,-0.01
"85",2021-04-02,0.968728436395388,0.00194500853181134,1.04,"1.02","1.07",1.034,0.001,-0.01
"86",2021-04-03,0.99726836084843,0.00154870986117654,1.08,"1.05","1.10",1.065,0.001,-0.02
"87",2021-04-04,1.03405108692052,0.00122886843472962,1.09,"1.06","1.11",1.079,0.001,-0.01
"88",2021-04-05,1.06546226970672,0.00084106323871255,1.06,"1.04","1.09",1.055,0.001,-0.01
"89",2021-04-06,1.0785693507737,0.00143933403053229,NA,"1.01","1.06",1.028,0.001,NA
"90",2021-04-07,1.05523289364051,0.00121760007776207,NA,"1.00","1.05",0.999,0.002,NA
"91",2021-04-08,1.02849045054549,0.0014820406676755,NA,"1.00","1.05",0.978,0.001,NA
"92",2021-04-09,0.998713141333987,0.00167113738697693,NA,"1.02","1.06",0.961,0.001,NA
"93",2021-04-10,0.978189098577907,0.00131753432023004,NA,"1.02","1.07",0.934,0.001,NA
"94",2021-04-11,0.960713617288139,0.000663367211201617,NA,"1.01","1.06",0.887,0.001,NA
"95",2021-04-12,0.934074474789958,0.00132658127470215,NA,"0.97","1.02",0.802,0.001,NA
