"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837334685042892,0.000837299226839627,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.866944253812405,0.000718157703749334,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912397902497123,0.000995954374218813,0.94,"0.91","0.97",0.95,0.002,0.01
"4",2021-01-11,0.942931405382266,0.0012418971888427,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952619497010516,0.0018934621498257,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933619360408322,0.00110344395776471,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.93166519941763,0.00104669875268856,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929492451625272,0.000868613854732579,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.943596161440603,0.00127890406451796,0.97,"0.94","0.99",0.96,0.002,-0.01
"10",2021-01-17,0.954184423758263,0.00197978515793832,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959445253668687,0.00198416421772256,0.9,"0.88","0.93",0.9,0.002,0
"12",2021-01-19,0.950255357514145,0.00115132574732035,0.88,"0.85","0.90",0.89,0.001,0.01
"13",2021-01-20,0.904887237069359,0.00189461293591534,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.88675043920618,0.00125484790358614,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.866187196893963,0.00118228400491317,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870865910076693,0.00188484859444385,0.92,"0.89","0.94",0.91,0.002,-0.01
"17",2021-01-24,0.888578832799079,0.00172560725733938,0.92,"0.89","0.95",0.93,0.002,0.01
"18",2021-01-25,0.906993676302164,0.00175875863111669,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.925178218810928,0.00172350888524119,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909875203615333,0.00193743359996686,0.92,"0.89","0.95",0.92,0.002,0
"21",2021-01-28,0.920246826006648,0.00153975297816168,0.94,"0.91","0.97",0.94,0.001,0
"22",2021-01-29,0.922921609051723,0.00207276388377475,0.97,"0.93","1.00",0.96,0.001,-0.01
"23",2021-01-30,0.93735535316478,0.0008392240613916,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.959987861821632,0.00116818654839111,0.97,"0.93","1.00",0.98,0.001,0.01
"25",2021-02-01,0.973949679711017,0.00130830593245386,0.95,"0.92","0.98",0.95,0.002,0
"26",2021-02-02,0.979203705471842,0.00144361273900035,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.945111446698647,0.00208314397871204,0.93,"0.90","0.97",0.93,0.002,0
"28",2021-02-04,0.932214166858972,0.00219448848518041,0.96,"0.92","0.99",0.94,0.001,-0.02
"29",2021-02-05,0.93229871087985,0.00155585042140876,0.99,"0.96","1.02",0.97,0.002,-0.02
"30",2021-02-06,0.943358443160618,0.0011249606474941,1.02,"0.99","1.06",1,0.001,-0.02
"31",2021-02-07,0.972055946714943,0.00193952090496147,1.03,"0.99","1.07",1.02,0.001,-0.01
"32",2021-02-08,0.999883686924723,0.00128995826724012,1.02,"0.99","1.06",1.02,0.003,0
"33",2021-02-09,1.01930904749675,0.00140370319409196,1.03,"1.00","1.06",1.04,0.003,0.01
"34",2021-02-10,1.02382440115218,0.00267580470920818,1.06,"1.03","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03812964903584,0.00296622399249387,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06732656555229,0.00177080716761269,1.14,"1.11","1.18",1.14,0.001,0
"37",2021-02-13,1.10267977436082,0.00167822954263892,1.16,"1.13","1.20",1.17,0.002,0.01
"38",2021-02-14,1.14215903544837,0.00132411869092943,1.15,"1.11","1.18",1.17,0.001,0.02
"39",2021-02-15,1.17175632346622,0.00170547024935745,1.11,"1.08","1.14",1.13,0.003,0.02
"40",2021-02-16,1.16641682773704,0.00116955392156391,1.07,"1.04","1.10",1.09,0.002,0.02
"41",2021-02-17,1.12537769902035,0.00262480819842587,1.05,"1.02","1.08",1.06,0.003,0.01
"42",2021-02-18,1.09494924597714,0.00176208923322763,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06186909806476,0.00254019708177861,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.03951557873048,0.00142286262155557,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02409282630967,0.00157340971034839,1,"0.97","1.03",1,0.001,0
"46",2021-02-22,1.00881430347235,0.00132269119699211,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.999947887851916,0.00106884033997336,0.97,"0.94","1.00",0.98,0.002,0.01
"48",2021-02-24,0.973102957641341,0.00198918552946384,0.99,"0.96","1.02",0.98,0.002,-0.01
