"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837490461850333,0.00181161602534698,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867219588224482,0.000899647731118263,0.94,"0.92","0.97",0.94,0.002,0
"3",2021-01-10,0.912657581198502,0.00122130230356494,0.94,"0.91","0.97",0.95,0.002,0.01
"4",2021-01-11,0.942955806642205,0.00168039642384536,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952457331280711,0.00167848778585864,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933328171854766,0.0014882272644019,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931360781069104,0.00224981226915751,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929328488278881,0.00108507280856917,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.943514828003154,0.00143108420637449,0.97,"0.94","0.99",0.96,0.002,-0.01
"10",2021-01-17,0.954265173197775,0.00170237295024326,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959507524160963,0.00201245809455538,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.950362688211424,0.00187532269103307,0.88,"0.85","0.90",0.89,0.001,0.01
"13",2021-01-20,0.905094469924985,0.00184335905817946,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886948433715694,0.00132666649662188,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866417466396272,0.00167436848287574,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.87066304768862,0.00101447047541574,0.92,"0.89","0.94",0.91,0.002,-0.01
"17",2021-01-24,0.888030482326906,0.00156968278075195,0.92,"0.89","0.95",0.92,0.001,0
"18",2021-01-25,0.906222517666938,0.00224530375597443,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924278977473397,0.00141934880717828,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909128567850011,0.00193599933984599,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.91954622138326,0.00171340532818209,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.9223910654473,0.00132144169506991,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937172006028654,0.00192923952808345,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.959947441079654,0.00239484276899392,0.97,"0.94","1.00",0.98,0.002,0.01
