"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837476464480804,0.00191011387658117,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867211715123872,0.00123415335643128,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912658557856386,0.00102572273725732,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.942982791119943,0.00118280061256494,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952510616817238,0.00139485645578782,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.93338821212926,0.00141879853155447,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931438021040712,0.00148264685979644,0.95,"0.92","0.98",0.94,0.002,-0.01
"8",2021-01-15,0.929387750337901,0.00104698584005021,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943552704598379,0.00162259599181225,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954289678130847,0.000837617175922021,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.95948682248469,0.00129006269363811,0.9,"0.88","0.93",0.91,0.001,0.01
"12",2021-01-19,0.950329611945743,0.000819838361690701,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905045069255614,0.00147985333654645,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886926190786373,0.00115981037017748,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866420188948183,0.00146278732499359,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870702034727716,0.00100874588326279,0.92,"0.89","0.94",0.91,0.001,-0.01
"17",2021-01-24,0.88809045950807,0.00133398010708208,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906263424828925,0.00118481156633289,0.91,"0.88","0.94",0.91,0.001,0
"19",2021-01-26,0.924275624135173,0.00181340846132889,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909068857326329,0.00123717074046223,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.919468286569878,0.00227608608871312,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.922288513212603,0.00139171396876728,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.93709056120886,0.00180787160208118,0.98,"0.95","1.01",0.97,0.002,-0.01
"24",2021-01-31,0.959906759349422,0.00189697269482815,0.97,"0.94","1.00",0.98,0.001,0.01
"25",2021-02-01,0.974271422058697,0.00170516362042167,0.95,"0.92","0.98",0.95,0.002,0
"26",2021-02-02,0.97954396837306,0.00140903807580004,0.93,"0.90","0.96",0.93,0.001,0
"27",2021-02-03,0.94555306886403,0.00227624231883421,0.94,"0.90","0.97",0.93,0.001,-0.01
"28",2021-02-04,0.933397937871544,0.00148344608135718,0.96,"0.92","0.99",0.95,0.002,-0.01
"29",2021-02-05,0.933721538797684,0.00118126868738931,0.99,"0.96","1.02",0.97,0.002,-0.02
"30",2021-02-06,0.945124171344239,0.00174925508563626,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973573138343626,0.00159146313960962,1.03,"0.99","1.07",1.02,0.002,-0.01
"32",2021-02-08,1.00036012075507,0.00167769701778363,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01896496379413,0.00201299636857341,1.03,"1.00","1.06",1.04,0.003,0.01
"34",2021-02-10,1.02273931184377,0.00179401803456983,1.06,"1.02","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03667457389051,0.00270683444571458,1.1,"1.07","1.14",1.1,0.001,0
"36",2021-02-12,1.06543220572555,0.00151757477272071,1.14,"1.11","1.18",1.14,0.002,0
"37",2021-02-13,1.10110348856994,0.0013643219189537,1.16,"1.13","1.20",1.17,0.003,0.01
"38",2021-02-14,1.14114775839473,0.00176875928944711,1.15,"1.11","1.18",1.17,0.002,0.02
"39",2021-02-15,1.17164637005011,0.0025055127145397,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16735870175127,0.00176717685043587,1.07,"1.04","1.10",1.1,0.002,0.03
"41",2021-02-17,1.12709702277665,0.00174977339350989,1.05,"1.02","1.08",1.06,0.001,0.01
"42",2021-02-18,1.0972556758239,0.00155588972739521,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06357449681711,0.000929823014575673,1.04,"1.01","1.07",1.02,0.001,-0.02
"44",2021-02-20,1.04068395964927,0.00132946264888937,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02427753160494,0.00124369286279795,1,"0.97","1.03",1,0.001,0
"46",2021-02-22,1.00748070269286,0.00135544633860249,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.997825279270691,0.00131521806563684,0.97,"0.94","1.00",0.97,0.002,0
"48",2021-02-24,0.9703096018079,0.00166664917870526,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.974043492721815,0.00174977391502543,1.01,"0.98","1.04",1,0.002,-0.01
"50",2021-02-26,0.979951889704326,0.00187262147835523,1.04,"1.01","1.07",1.03,0.002,-0.01
