"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","R_est_up","R_est_low","diff"
"1",2021-01-08,0.837333572342511,0.00160372577762817,0.92,"0.90","0.95",0.912387357608317,0.00123852431802265,0.914814865271641,0.909959849944993,-0.01
"2",2021-01-09,0.866980561501725,0.00110703107595348,0.94,"0.92","0.97",0.942606862124358,0.00120617554592399,0.944970966194369,0.940242758054347,0
"3",2021-01-10,0.912387357608317,0.00123852431802265,0.94,"0.91","0.97",0.95207570458695,0.00137781886255509,0.954776229557558,0.949375179616342,0.01
"4",2021-01-11,0.942606862124358,0.00120617554592399,0.92,"0.90","0.95",0.933085602668763,0.00145863894615722,0.935944535003231,0.930226670334295,0.01
"5",2021-01-12,0.95207570458695,0.00137781886255509,0.92,"0.90","0.95",0.93122396280305,0.00132588870607375,0.933822704666955,0.928625220939146,0.01
"6",2021-01-13,0.933085602668763,0.00145863894615722,0.93,"0.91","0.96",0.92925964433129,0.00144084750082124,0.9320837054329,0.926435583229681,0
"7",2021-01-14,0.93122396280305,0.00132588870607375,0.95,"0.92","0.98",0.943553464007835,0.00139796395513286,0.946293473359895,0.940813454655774,-0.01
"8",2021-01-15,0.92925964433129,0.00144084750082124,0.96,"0.94","0.99",0.954532249476207,0.000778123053523885,0.956057370661114,0.9530071282913,-0.01
"9",2021-01-16,0.943553464007835,0.00139796395513286,0.97,"0.94","0.99",0.96036104631588,0.000859509488583511,0.962045684913504,0.958676407718257,-0.01
"10",2021-01-17,0.954532249476207,0.000778123053523885,0.94,"0.91","0.97",0.951248585428802,0.00121373005278064,0.953627496332252,0.948869674525352,0.01
"11",2021-01-18,0.96036104631588,0.000859509488583511,0.9,"0.88","0.93",0.90593015785541,0.00106540677415695,0.908018355132758,0.903841960578063,0.01
"12",2021-01-19,0.951248585428802,0.00121373005278064,0.88,"0.85","0.91",0.887452790297812,0.00119224986058831,0.889789600024565,0.885115980571059,0.01
"13",2021-01-20,0.90593015785541,0.00106540677415695,0.87,"0.85","0.90",0.866438209521637,0.00190069465712134,0.870163571049595,0.862712847993679,0
"14",2021-01-21,0.887452790297812,0.00119224986058831,0.88,"0.86","0.91",0.870703962225234,0.00113616900698565,0.872930853478926,0.868477070971542,-0.01
