"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837516323158865,0.000866622716078674,0.92,"0.90","0.95",0.91,0.002,-0.01
"2",2021-01-09,0.867243721294626,0.000997882195240066,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912705429513093,0.00162942370541956,0.94,"0.91","0.96",0.95,0.001,0.01
"4",2021-01-11,0.943017557890216,0.00133283877402076,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952537115676717,0.00113711240310623,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933387737796715,0.00124624935129996,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931418418966493,0.00162670265847196,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929359161650439,0.00139743316935819,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943508577700166,0.00123341124799705,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954281417860671,0.000926112144647163,0.94,"0.91","0.97",0.95,0.002,0.01
"11",2021-01-18,0.959488156889867,0.00142056918130131,0.9,"0.88","0.93",0.91,0.001,0.01
"12",2021-01-19,0.950333282566573,0.0016713450887242,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905040434248271,0.00128257215849788,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.886935620109268,0.00138758835619131,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.86645109093523,0.00124023807051575,0.9,"0.87","0.93",0.89,0.002,-0.01
"16",2021-01-23,0.870717409506418,0.000901686533502811,0.92,"0.89","0.94",0.91,0.002,-0.01
"17",2021-01-24,0.888109131287982,0.00159235890182777,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.906238188597906,0.00227267544413396,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.924251715376461,0.00183976920932711,0.91,"0.88","0.94",0.92,0.001,0.01
"20",2021-01-27,0.90906706040463,0.00223238840529715,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.919478336004079,0.00147443067265603,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.9223129296578,0.00112303344914834,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.937098073481884,0.00168196471558632,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.959916256882688,0.00225904630991971,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974306228324426,0.00141062473745212,0.94,"0.92","0.98",0.95,0.001,0.01
"26",2021-02-02,0.979549050154156,0.00176537471375552,0.93,"0.90","0.96",0.93,0.002,0
"27",2021-02-03,0.945565145355873,0.00143027346147391,0.94,"0.91","0.97",0.93,0.001,-0.01
"28",2021-02-04,0.933471672581927,0.00200422027857205,0.96,"0.93","0.99",0.95,0.002,-0.01
"29",2021-02-05,0.933796125873432,0.00120820901515172,0.99,"0.96","1.02",0.97,0.001,-0.02
"30",2021-02-06,0.945243860209223,0.00151780636559485,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.973698594148184,0.00141383377956278,1.03,"0.99","1.06",1.02,0.002,-0.01
"32",2021-02-08,1.00041536143845,0.0016934800157745,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01890563787978,0.00180588357565927,1.03,"1.00","1.06",1.04,0.003,0.01
"34",2021-02-10,1.02256364442464,0.00177021946733531,1.06,"1.03","1.09",1.07,0.001,0.01
"35",2021-02-11,1.03647865974302,0.00263443606424464,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06525309009307,0.00102610924571733,1.14,"1.11","1.18",1.14,0.002,0
"37",2021-02-13,1.1010067712343,0.00212522547846017,1.16,"1.13","1.20",1.17,0.002,0.01
"38",2021-02-14,1.14121402743056,0.00231847707664011,1.15,"1.11","1.18",1.17,0.001,0.02
"39",2021-02-15,1.17178470289816,0.00231068577293177,1.11,"1.08","1.14",1.13,0.002,0.02
"40",2021-02-16,1.16753281746516,0.00125302759201145,1.07,"1.04","1.10",1.1,0.001,0.03
"41",2021-02-17,1.1272485471924,0.00174655815902968,1.05,"1.02","1.08",1.06,0.001,0.01
"42",2021-02-18,1.09733070424469,0.00126824159123537,1.04,"1.01","1.07",1.04,0.002,0
"43",2021-02-19,1.0635707048708,0.001491316259839,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.04061568199793,0.00189980787171724,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02419459285073,0.00185800666442714,1,"0.97","1.03",1,0.002,0
"46",2021-02-22,1.00737949607135,0.000887226529806237,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.997752119575112,0.00170369253844195,0.97,"0.94","1.00",0.97,0.001,0
"48",2021-02-24,0.970271239211794,0.00160702006824378,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.974048287657644,0.000917355141602998,1.01,"0.98","1.04",1,0.002,-0.01
"50",2021-02-26,0.979982328547956,0.00156702209752042,1.04,"1.01","1.07",1.03,0.002,-0.01
"51",2021-02-27,1.00042696387165,0.00223107663287372,1.05,"1.02","1.08",1.05,0.001,0
"52",2021-02-28,1.02590168691943,0.00171645669426852,1.05,"1.02","1.09",1.07,0.001,0.02
"53",2021-03-01,1.04700063541702,0.0012152955675197,1.06,"1.03","1.08",1.06,0.001,0
"54",2021-03-02,1.06566880315384,0.00139794391547573,1.07,"1.04","1.10",1.08,0.001,0.01
"55",2021-03-03,1.05563599804406,0.00119975994962681,1.11,"1.08","1.14",1.1,0.002,-0.01
"56",2021-03-04,1.07772412314439,0.00119250980331854,1.14,"1.11","1.17",1.13,0.002,-0.01
"57",2021-03-05,1.10002832754582,0.00160444265781925,1.16,"1.13","1.19",1.16,0.002,0
"58",2021-03-06,1.13439563062357,0.00186349356817673,1.16,"1.13","1.19",1.17,0.001,0.01
"59",2021-03-07,1.1644482955745,0.00186942005014157,1.14,"1.11","1.17",1.17,0.001,0.03
"60",2021-03-08,1.17334244522672,0.00149478981597528,1.11,"1.09","1.14",1.12,0.002,0.01
"61",2021-03-09,1.16602639691813,0.00135009632599865,1.09,"1.06","1.12",1.1,0.001,0.01
"62",2021-03-10,1.11763437136669,0.00200105103668956,1.08,"1.06","1.11",1.09,0.002,0.01
"63",2021-03-11,1.09983791694019,0.00103609290340232,1.09,"1.06","1.11",1.09,0.001,0
"64",2021-03-12,1.08534999699972,0.00197020168775207,1.1,"1.07","1.12",1.09,0.002,-0.01
"65",2021-03-13,1.08610938000928,0.000985805357465287,1.1,"1.08","1.13",1.09,0.001,-0.01
"66",2021-03-14,1.09376872429806,0.00160916421440733,1.09,"1.07","1.12",1.1,0.002,0.01
"67",2021-03-15,1.09256352053722,0.00141866263401848,1.07,"1.05","1.10",1.07,0.002,0
"68",2021-03-16,1.09534695315146,0.00223900286949962,1.06,"1.03","1.08",1.07,0.002,0.01
"69",2021-03-17,1.07076645654628,0.00158449303423778,1.06,"1.03","1.08",1.06,0.001,0
"70",2021-03-18,1.06686000539317,0.00179173427742544,1.06,"1.04","1.09",1.07,0.001,0.01
"71",2021-03-19,1.06397135933252,0.00119025558995221,1.07,"1.05","1.09",1.07,0.001,0
"72",2021-03-20,1.06600308109252,0.00145080454672624,1.07,"1.04","1.09",1.07,0.002,0
"73",2021-03-21,1.07170153257507,0.00134829120776564,1.04,"1.02","1.07",1.05,0.002,0.01
"74",2021-03-22,1.06746525619835,0.00171390313457667,1.01,"0.99","1.03",1.01,0.001,0
"75",2021-03-23,1.05196434732186,0.00168316773006378,0.98,"0.95","1.00",0.98,0.001,0
"76",2021-03-24,1.0060726664956,0.00148627009776716,0.96,"0.94","0.98",0.96,0.001,0
"77",2021-03-25,0.979653587117942,0.00117725217665075,0.96,"0.94","0.98",0.96,0.002,0
"78",2021-03-26,0.957901037436873,0.00121401065829357,0.97,"0.95","0.99",0.96,0.001,-0.01
"79",2021-03-27,0.956033008442646,0.00155893896858874,0.98,"0.95","1.00",0.97,0.002,-0.01
"80",2021-03-28,0.961235121732437,0.00101399341816733,0.97,"0.95","1.00",0.98,0.001,0.01
"81",2021-03-29,0.967236198831407,0.00168698509659193,0.97,"0.94","0.99",0.96,0.002,-0.01
"82",2021-03-30,0.976952992028565,0.00100040102356209,0.96,"0.94","0.99",0.96,0.001,0
"83",2021-03-31,0.957920357348204,0.00166534193947447,0.98,"0.95","1.00",0.97,0.001,-0.01
"84",2021-04-01,0.956037310800273,0.00118558259815531,1.01,"0.98","1.03",1,0.001,-0.01
"85",2021-04-02,0.971592239244205,0.00146489868302171,1.04,"1.02","1.07",1.04,0.001,0
"86",2021-04-03,1.00082246617588,0.00127626653410993,1.08,"1.05","1.10",1.07,0.002,-0.01
"87",2021-04-04,1.04007532659054,0.00102096201484497,1.08,"1.06","1.11",1.09,0.002,0.01
