"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837416531997389,0.00112203013507921,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.867003424590248,0.00124947290233802,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.91240172148785,0.000993177650131009,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.942963470713126,0.00129419079921696,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952637500449153,0.00136201373642059,0.92,"0.90","0.95",0.93,0.001,0.01
"6",2021-01-13,0.933587818380954,0.000899315612441906,0.93,"0.91","0.96",0.93,0.001,0
"7",2021-01-14,0.931695940197324,0.00103740923023294,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929604265450666,0.00138379902865856,0.96,"0.94","0.99",0.95,0.002,-0.01
"9",2021-01-16,0.943744035879101,0.00105697322620916,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954293959812988,0.00174612954554193,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.959499634276606,0.000965640090663605,0.9,"0.88","0.93",0.9,0.002,0
"12",2021-01-19,0.950241388442991,0.000659952270217873,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.904832032443424,0.00183545101548473,0.87,"0.85","0.90",0.87,0.002,0
"14",2021-01-21,0.886646161451553,0.00101715373848913,0.88,"0.86","0.91",0.87,0.002,-0.01
"15",2021-01-22,0.866081780598852,0.00150699132832319,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870734691388191,0.00166342418946593,0.92,"0.89","0.94",0.91,0.001,-0.01
"17",2021-01-24,0.888457296380398,0.00145477759655715,0.92,"0.89","0.95",0.93,0.001,0.01
"18",2021-01-25,0.906906912293581,0.00114521274639482,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.925121937967529,0.000905166371215032,0.91,"0.88","0.94",0.92,0.002,0.01
"20",2021-01-27,0.909748802219795,0.00167254948295462,0.92,"0.89","0.95",0.92,0.001,0
"21",2021-01-28,0.920031520874043,0.00231462642393382,0.94,"0.91","0.97",0.94,0.002,0
"22",2021-01-29,0.92273654397498,0.00117302020973217,0.97,"0.93","1.00",0.96,0.002,-0.01
"23",2021-01-30,0.9372512213351,0.0019634938835841,0.98,"0.95","1.01",0.97,0.001,-0.01
"24",2021-01-31,0.960045535319538,0.00226248438018603,0.97,"0.93","1.00",0.98,0.002,0.01
"25",2021-02-01,0.974332199808075,0.00131872253372115,0.94,"0.91","0.98",0.95,0.002,0.01
"26",2021-02-02,0.979724342209193,0.00186958922961017,0.93,"0.90","0.96",0.93,0.001,0
"27",2021-02-03,0.945694996428006,0.00190669877619898,0.93,"0.90","0.97",0.93,0.002,0
"28",2021-02-04,0.932695459416729,0.00118975480857368,0.96,"0.92","0.99",0.94,0.002,-0.02
"29",2021-02-05,0.932514108113291,0.00160914445367622,0.99,"0.96","1.02",0.97,0.002,-0.02
"30",2021-02-06,0.943285696741541,0.00222926131874566,1.02,"0.99","1.06",1,0.002,-0.02
"31",2021-02-07,0.971496845418539,0.00204419806186708,1.03,"0.99","1.07",1.02,0.002,-0.01
"32",2021-02-08,0.999215793455827,0.00246676852416025,1.02,"0.99","1.06",1.02,0.002,0
"33",2021-02-09,1.01859013999106,0.0016278070888301,1.03,"1.00","1.06",1.04,0.002,0.01
"34",2021-02-10,1.02307176368767,0.00219159684443637,1.06,"1.03","1.09",1.07,0.002,0.01
"35",2021-02-11,1.03724809634128,0.0019918629478295,1.1,"1.07","1.14",1.1,0.002,0
"36",2021-02-12,1.06632051307375,0.00184963169280812,1.14,"1.11","1.18",1.14,0.003,0
"37",2021-02-13,1.10187866112412,0.00182386807416133,1.16,"1.13","1.20",1.17,0.002,0.01
"38",2021-02-14,1.14168739974436,0.00314083640382008,1.15,"1.11","1.18",1.17,0.002,0.02
"39",2021-02-15,1.17218843618777,0.0020768598991885,1.11,"1.08","1.14",1.13,0.001,0.02
"40",2021-02-16,1.16783188113768,0.00218763312914758,1.07,"1.04","1.10",1.1,0.002,0.03
"41",2021-02-17,1.12750285454629,0.00132703012588021,1.05,"1.02","1.08",1.06,0.002,0.01
"42",2021-02-18,1.09735547474369,0.00236780964053397,1.04,"1.01","1.07",1.04,0.001,0
"43",2021-02-19,1.06385047746826,0.00166840930591199,1.04,"1.01","1.07",1.02,0.002,-0.02
"44",2021-02-20,1.04078193402882,0.000864093982299216,1.03,"1.00","1.06",1.01,0.001,-0.02
"45",2021-02-21,1.02437188674316,0.00204433982519968,1,"0.97","1.03",1,0.002,0
"46",2021-02-22,1.00819945825677,0.00147969508034685,0.98,"0.95","1.00",0.97,0.002,-0.01
"47",2021-02-23,0.998866318972121,0.00152530524491384,0.97,"0.94","1.00",0.98,0.002,0.01
"48",2021-02-24,0.971901473445834,0.00193463770176395,0.99,"0.96","1.02",0.98,0.002,-0.01
"49",2021-02-25,0.975427650089593,0.0017760354204126,1.01,"0.98","1.04",1,0.001,-0.01
"50",2021-02-26,0.980776229359644,0.00183596543850696,1.04,"1.01","1.07",1.02,0.002,-0.02
"51",2021-02-27,1.00053010888835,0.0012964151996305,1.05,"1.02","1.08",1.05,0.002,0
"52",2021-02-28,1.02485563150698,0.00212667272832774,1.05,"1.02","1.08",1.06,0.002,0.01
"53",2021-03-01,1.04565263857602,0.00172334479180696,1.05,"1.03","1.08",1.05,0.001,0
"54",2021-03-02,1.06403173438206,0.00214795401844603,1.07,"1.04","1.10",1.08,0.002,0.01
"55",2021-03-03,1.05409389308381,0.00128133696176722,1.11,"1.08","1.14",1.1,0.002,-0.01
"56",2021-03-04,1.07653488279878,0.00197320583240616,1.14,"1.10","1.17",1.13,0.002,-0.01
"57",2021-03-05,1.0993488339987,0.00219888208363726,1.16,"1.13","1.19",1.16,0.001,0
"58",2021-03-06,1.13422810782164,0.00202860435579325,1.16,"1.13","1.19",1.17,0.002,0.01
"59",2021-03-07,1.16455969419068,0.00127770344709025,1.14,"1.11","1.17",1.17,0.002,0.03
"60",2021-03-08,1.17363964908269,0.00158114326450864,1.11,"1.09","1.14",1.12,0.001,0.01
"61",2021-03-09,1.16647051676194,0.00171213167330602,1.09,"1.06","1.12",1.1,0.002,0.01
"62",2021-03-10,1.11798907694882,0.001437734201751,1.08,"1.06","1.11",1.09,0.001,0.01
"63",2021-03-11,1.09993788682989,0.00156428507993988,1.09,"1.06","1.11",1.09,0.001,0
"64",2021-03-12,1.08528787533307,0.00130883789939434,1.1,"1.07","1.12",1.09,0.002,-0.01
"65",2021-03-13,1.08593645781443,0.00147788401957493,1.1,"1.08","1.13",1.09,0.001,-0.01
"66",2021-03-14,1.09370264424734,0.00150452595342086,1.09,"1.07","1.12",1.1,0.002,0.01
"67",2021-03-15,1.09252448564769,0.000690952934255511,1.07,"1.05","1.10",1.07,0.001,0
"68",2021-03-16,1.09517275137642,0.00167628145798934,1.05,"1.03","1.08",1.07,0.002,0.02
"69",2021-03-17,1.07062499656049,0.00109886610637146,1.06,"1.03","1.08",1.06,0.001,0
"70",2021-03-18,1.06648064140879,0.00158275639358703,1.06,"1.04","1.09",1.07,0.002,0.01
"71",2021-03-19,1.06353157893842,0.00121736619888013,1.07,"1.05","1.09",1.07,0.002,0
"72",2021-03-20,1.06567300830718,0.00152182121375442,1.07,"1.04","1.09",1.07,0.002,0
"73",2021-03-21,1.0715964895139,0.00165333550268857,1.04,"1.02","1.07",1.05,0.001,0.01
"74",2021-03-22,1.06781481149629,0.00165130467867872,1.01,"0.99","1.03",1.01,0.002,0
"75",2021-03-23,1.05244130492905,0.00101152725685092,0.98,"0.95","1.00",0.98,0.001,0
"76",2021-03-24,1.00660896716946,0.00151334860141776,0.96,"0.94","0.98",0.96,0.001,0
"77",2021-03-25,0.979924921635246,0.00123785143009252,0.96,"0.94","0.98",0.96,0.002,0
"78",2021-03-26,0.957948325286046,0.00127170121609452,0.97,"0.95","0.99",0.96,0.001,-0.01
"79",2021-03-27,0.955703664960515,0.00162261805890171,0.98,"0.96","1.00",0.97,0.001,-0.01
"80",2021-03-28,0.960812587712318,0.00102624657481999,0.98,"0.95","1.00",0.98,0.001,0
"81",2021-03-29,0.96705703709378,0.00114449275834271,0.97,"0.94","0.99",0.96,0.002,-0.01
"82",2021-03-30,0.97667752268613,0.00137303380218824,0.96,"0.94","0.99",0.96,0.001,0
"83",2021-03-31,0.957980417604396,0.00162702135868648,0.98,"0.95","1.00",0.97,0.002,-0.01
"84",2021-04-01,0.956298355988518,0.00146020557901313,1,"0.98","1.03",1,0.002,0
"85",2021-04-02,0.971959866864468,0.001675011687775,1.04,"1.02","1.07",1.04,0.001,0
"86",2021-04-03,1.00130572200018,0.00191180205625609,1.08,"1.05","1.10",1.07,0.002,-0.01
"87",2021-04-04,1.04023384726748,0.00144354316193494,1.08,"1.06","1.11",1.09,0.002,0.01
"88",2021-04-05,1.07381216537694,0.00161015949287636,1.06,"1.04","1.09",1.07,0.001,0.01
"89",2021-04-06,1.08850023884538,0.001953574395,1.03,"1.01","1.05",1.05,0.001,0.02
"90",2021-04-07,1.06800454287591,0.00144630642819878,1.02,"1.00","1.04",1.03,0.001,0.01
"91",2021-04-08,1.04868628429043,0.00109858006762034,1.03,"1.00","1.05",1.03,0.001,0
"92",2021-04-09,1.02994154860584,0.00123524436574096,1.04,"1.02","1.07",1.03,0.001,-0.01
"93",2021-04-10,1.02528103060112,0.00123038029045925,1.06,"1.04","1.08",1.04,0.001,-0.02
"94",2021-04-11,1.03052604029715,0.00145393644229907,1.06,"1.04","1.08",1.06,0.001,0
"95",2021-04-12,1.04455798931855,0.000874466630876677,1.04,"1.02","1.07",1.05,0.001,0.01
"96",2021-04-13,1.06083965168452,0.00124040294178893,1.03,"1.01","1.05",1.05,0.001,0.02
"97",2021-04-14,1.04703596049863,0.00149349285744998,1.02,"1.00","1.05",1.04,0.001,0.02
"98",2021-04-15,1.04928197267717,0.00125765210920234,1.03,"1.00","1.05",1.04,0.002,0.01
"99",2021-04-16,1.04212056444012,0.00119824488253776,1.02,"1.00","1.05",1.03,0.001,0.01
"100",2021-04-17,1.03505927726546,0.0015162810354056,1.01,"0.99","1.03",1,0.001,-0.01
"101",2021-04-18,1.02807224627252,0.000724249432935057,0.98,"0.95","1.00",0.98,0.002,0
"102",2021-04-19,1.00408787085541,0.000969711202139515,0.94,"0.92","0.96",0.93,0.001,-0.01
"103",2021-04-20,0.978180475353633,0.00167518314517937,0.91,"0.89","0.94",0.91,0.002,0
"104",2021-04-21,0.929596083040597,0.00115811833984968,0.91,"0.89","0.93",0.89,0.001,-0.02
"105",2021-04-22,0.90706534975823,0.00157721585872439,0.94,"0.91","0.96",0.91,0.001,-0.03
"106",2021-04-23,0.894527595194589,0.00105888819880622,0.97,"0.95","0.99",0.96,0.002,-0.01
"107",2021-04-24,0.914888278978513,0.00140404168610071,1,"0.98","1.02",1,0.001,0
"108",2021-04-25,0.956307382517449,0.00176519986788214,1.01,"0.99","1.04",1.02,0.001,0.01
"109",2021-04-26,0.996002213566082,0.00129476945913792,1,"0.98","1.02",1.01,0.002,0.01
"110",2021-04-27,1.02463496085718,0.000623634599350206,0.97,"0.95","1.00",1,0.001,0.03
"111",2021-04-28,1.00998907640153,0.00216198992610207,0.95,"0.93","0.97",0.97,0.001,0.02
