"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.837441031348521,0.00144373704273664,0.92,"0.90","0.95",0.91,0.001,-0.01
"2",2021-01-09,0.866970813344277,0.00119324108166466,0.94,"0.92","0.97",0.94,0.001,0
"3",2021-01-10,0.912310804246181,0.00120862197870583,0.94,"0.91","0.97",0.95,0.001,0.01
"4",2021-01-11,0.94254170192148,0.00114677286663921,0.92,"0.90","0.95",0.93,0.001,0.01
"5",2021-01-12,0.952019773303744,0.00146071887455891,0.92,"0.90","0.95",0.93,0.002,0.01
"6",2021-01-13,0.933043072899312,0.00124913674902708,0.93,"0.91","0.96",0.93,0.002,0
"7",2021-01-14,0.931312474979484,0.00156991116744035,0.95,"0.92","0.98",0.94,0.001,-0.01
"8",2021-01-15,0.929433895201648,0.00179397219811002,0.96,"0.94","0.99",0.95,0.001,-0.01
"9",2021-01-16,0.943637015370383,0.00105600915848607,0.97,"0.94","0.99",0.96,0.001,-0.01
"10",2021-01-17,0.954593552933159,0.00139098247031042,0.94,"0.91","0.97",0.95,0.001,0.01
"11",2021-01-18,0.960352487591899,0.000844648694438131,0.9,"0.88","0.93",0.91,0.002,0.01
"12",2021-01-19,0.951221056959496,0.00126623442436239,0.88,"0.85","0.91",0.89,0.001,0.01
"13",2021-01-20,0.905871364921289,0.00160516876218291,0.87,"0.85","0.90",0.87,0.001,0
"14",2021-01-21,0.887342970093063,0.00123916547562191,0.88,"0.86","0.91",0.87,0.001,-0.01
"15",2021-01-22,0.866320827484948,0.000898197397873275,0.9,"0.87","0.93",0.89,0.001,-0.01
"16",2021-01-23,0.870515261563281,0.00132034337019208,0.92,"0.89","0.94",0.91,0.002,-0.01
"17",2021-01-24,0.887489778270295,0.0013380589212986,0.92,"0.89","0.95",0.92,0.002,0
"18",2021-01-25,0.905650107348476,0.0017354796887992,0.91,"0.88","0.94",0.91,0.002,0
"19",2021-01-26,0.923601396495077,0.00185708462673229,0.91,"0.88","0.94",0.92,0.001,0.01
