"Version","Date_of_report","date","Security_region_code","Security_region_name","values.tested_total","values.infected","values.infected_percentage"
1,2021-03-30 09:00:00,2020-06-01,"VR01","Groningen",2,0,0
1,2021-03-30 09:00:00,2020-06-02,"VR01","Groningen",216,0,0
1,2021-03-30 09:00:00,2020-06-03,"VR01","Groningen",204,0,0
1,2021-03-30 09:00:00,2020-06-04,"VR01","Groningen",242,1,0.413223140495868
1,2021-03-30 09:00:00,2020-06-05,"VR01","Groningen",222,0,0
1,2021-03-30 09:00:00,2020-06-06,"VR01","Groningen",101,0,0
1,2021-03-30 09:00:00,2020-06-07,"VR01","Groningen",8,0,0
1,2021-03-30 09:00:00,2020-06-08,"VR01","Groningen",296,1,0.337837837837838
1,2021-03-30 09:00:00,2020-06-09,"VR01","Groningen",226,0,0
1,2021-03-30 09:00:00,2020-06-10,"VR01","Groningen",195,3,1.53846153846154
1,2021-03-30 09:00:00,2020-06-11,"VR01","Groningen",194,1,0.515463917525773
1,2021-03-30 09:00:00,2020-06-12,"VR01","Groningen",142,1,0.704225352112676
1,2021-03-30 09:00:00,2020-06-13,"VR01","Groningen",82,0,0
1,2021-03-30 09:00:00,2020-06-14,"VR01","Groningen",14,0,0
1,2021-03-30 09:00:00,2020-06-15,"VR01","Groningen",302,2,0.662251655629139
1,2021-03-30 09:00:00,2020-06-16,"VR01","Groningen",272,0,0
1,2021-03-30 09:00:00,2020-06-17,"VR01","Groningen",245,0,0
1,2021-03-30 09:00:00,2020-06-18,"VR01","Groningen",266,0,0
1,2021-03-30 09:00:00,2020-06-19,"VR01","Groningen",235,0,0
1,2021-03-30 09:00:00,2020-06-20,"VR01","Groningen",107,0,0
1,2021-03-30 09:00:00,2020-06-21,"VR01","Groningen",36,0,0
1,2021-03-30 09:00:00,2020-06-22,"VR01","Groningen",362,0,0
1,2021-03-30 09:00:00,2020-06-23,"VR01","Groningen",296,0,0
1,2021-03-30 09:00:00,2020-06-24,"VR01","Groningen",207,0,0
1,2021-03-30 09:00:00,2020-06-25,"VR01","Groningen",264,0,0
1,2021-03-30 09:00:00,2020-06-26,"VR01","Groningen",194,0,0
1,2021-03-30 09:00:00,2020-06-27,"VR01","Groningen",118,0,0
1,2021-03-30 09:00:00,2020-06-28,"VR01","Groningen",25,0,0
1,2021-03-30 09:00:00,2020-06-29,"VR01","Groningen",395,0,0
1,2021-03-30 09:00:00,2020-06-30,"VR01","Groningen",385,0,0
1,2021-03-30 09:00:00,2020-07-01,"VR01","Groningen",326,0,0
1,2021-03-30 09:00:00,2020-07-02,"VR01","Groningen",293,0,0
1,2021-03-30 09:00:00,2020-07-03,"VR01","Groningen",244,2,0.819672131147541
1,2021-03-30 09:00:00,2020-07-04,"VR01","Groningen",159,0,0
1,2021-03-30 09:00:00,2020-07-05,"VR01","Groningen",33,0,0
1,2021-03-30 09:00:00,2020-07-06,"VR01","Groningen",471,1,0.212314225053079
1,2021-03-30 09:00:00,2020-07-07,"VR01","Groningen",340,1,0.294117647058824
1,2021-03-30 09:00:00,2020-07-08,"VR01","Groningen",377,0,0
1,2021-03-30 09:00:00,2020-07-09,"VR01","Groningen",331,1,0.302114803625378
1,2021-03-30 09:00:00,2020-07-10,"VR01","Groningen",316,0,0
1,2021-03-30 09:00:00,2020-07-11,"VR01","Groningen",205,0,0
1,2021-03-30 09:00:00,2020-07-12,"VR01","Groningen",34,0,0
1,2021-03-30 09:00:00,2020-07-13,"VR01","Groningen",462,0,0
1,2021-03-30 09:00:00,2020-07-14,"VR01","Groningen",341,0,0
1,2021-03-30 09:00:00,2020-07-15,"VR01","Groningen",360,0,0
1,2021-03-30 09:00:00,2020-07-16,"VR01","Groningen",424,0,0
1,2021-03-30 09:00:00,2020-07-17,"VR01","Groningen",458,1,0.218340611353712
1,2021-03-30 09:00:00,2020-07-18,"VR01","Groningen",256,1,0.390625
1,2021-03-30 09:00:00,2020-07-19,"VR01","Groningen",62,0,0
1,2021-03-30 09:00:00,2020-07-20,"VR01","Groningen",537,0,0
1,2021-03-30 09:00:00,2020-07-21,"VR01","Groningen",520,0,0
1,2021-03-30 09:00:00,2020-07-22,"VR01","Groningen",492,1,0.203252032520325
1,2021-03-30 09:00:00,2020-07-23,"VR01","Groningen",533,3,0.562851782363977
1,2021-03-30 09:00:00,2020-07-24,"VR01","Groningen",510,2,0.392156862745098
1,2021-03-30 09:00:00,2020-07-25,"VR01","Groningen",346,2,0.578034682080925
1,2021-03-30 09:00:00,2020-07-26,"VR01","Groningen",73,0,0
1,2021-03-30 09:00:00,2020-07-27,"VR01","Groningen",593,2,0.337268128161889
1,2021-03-30 09:00:00,2020-07-28,"VR01","Groningen",597,1,0.16750418760469
1,2021-03-30 09:00:00,2020-07-29,"VR01","Groningen",580,2,0.344827586206897
1,2021-03-30 09:00:00,2020-07-30,"VR01","Groningen",410,5,1.21951219512195
1,2021-03-30 09:00:00,2020-07-31,"VR01","Groningen",354,5,1.41242937853107
1,2021-03-30 09:00:00,2020-08-01,"VR01","Groningen",188,0,0
1,2021-03-30 09:00:00,2020-08-02,"VR01","Groningen",200,5,2.5
1,2021-03-30 09:00:00,2020-08-03,"VR01","Groningen",519,6,1.15606936416185
1,2021-03-30 09:00:00,2020-08-04,"VR01","Groningen",479,6,1.25260960334029
1,2021-03-30 09:00:00,2020-08-05,"VR01","Groningen",503,7,1.39165009940358
1,2021-03-30 09:00:00,2020-08-06,"VR01","Groningen",474,8,1.68776371308017
1,2021-03-30 09:00:00,2020-08-07,"VR01","Groningen",479,8,1.67014613778706
1,2021-03-30 09:00:00,2020-08-08,"VR01","Groningen",315,7,2.22222222222222
1,2021-03-30 09:00:00,2020-08-09,"VR01","Groningen",236,6,2.54237288135593
1,2021-03-30 09:00:00,2020-08-10,"VR01","Groningen",591,6,1.01522842639594
1,2021-03-30 09:00:00,2020-08-11,"VR01","Groningen",529,10,1.89035916824197
1,2021-03-30 09:00:00,2020-08-12,"VR01","Groningen",493,7,1.41987829614604
1,2021-03-30 09:00:00,2020-08-13,"VR01","Groningen",596,14,2.3489932885906
1,2021-03-30 09:00:00,2020-08-14,"VR01","Groningen",718,14,1.94986072423398
1,2021-03-30 09:00:00,2020-08-15,"VR01","Groningen",566,7,1.23674911660777
1,2021-03-30 09:00:00,2020-08-16,"VR01","Groningen",420,5,1.19047619047619
1,2021-03-30 09:00:00,2020-08-17,"VR01","Groningen",697,7,1.00430416068867
1,2021-03-30 09:00:00,2020-08-18,"VR01","Groningen",701,17,2.42510699001427
1,2021-03-30 09:00:00,2020-08-19,"VR01","Groningen",723,7,0.968188105117566
1,2021-03-30 09:00:00,2020-08-20,"VR01","Groningen",837,10,1.194743130227
1,2021-03-30 09:00:00,2020-08-21,"VR01","Groningen",748,3,0.401069518716578
1,2021-03-30 09:00:00,2020-08-22,"VR01","Groningen",669,4,0.597907324364723
1,2021-03-30 09:00:00,2020-08-23,"VR01","Groningen",462,4,0.865800865800866
1,2021-03-30 09:00:00,2020-08-24,"VR01","Groningen",832,3,0.360576923076923
1,2021-03-30 09:00:00,2020-08-25,"VR01","Groningen",988,3,0.303643724696356
1,2021-03-30 09:00:00,2020-08-26,"VR01","Groningen",1021,2,0.19588638589618
1,2021-03-30 09:00:00,2020-08-27,"VR01","Groningen",938,6,0.639658848614073
1,2021-03-30 09:00:00,2020-08-28,"VR01","Groningen",909,4,0.44004400440044
1,2021-03-30 09:00:00,2020-08-29,"VR01","Groningen",636,1,0.157232704402516
1,2021-03-30 09:00:00,2020-08-30,"VR01","Groningen",513,3,0.584795321637427
1,2021-03-30 09:00:00,2020-08-31,"VR01","Groningen",824,8,0.970873786407767
1,2021-03-30 09:00:00,2020-09-01,"VR01","Groningen",838,8,0.954653937947494
1,2021-03-30 09:00:00,2020-09-02,"VR01","Groningen",988,6,0.607287449392713
1,2021-03-30 09:00:00,2020-09-03,"VR01","Groningen",947,4,0.422386483632524
1,2021-03-30 09:00:00,2020-09-04,"VR01","Groningen",913,10,1.09529025191676
1,2021-03-30 09:00:00,2020-09-05,"VR01","Groningen",650,8,1.23076923076923
1,2021-03-30 09:00:00,2020-09-06,"VR01","Groningen",706,17,2.40793201133144
1,2021-03-30 09:00:00,2020-09-07,"VR01","Groningen",922,15,1.62689804772234
1,2021-03-30 09:00:00,2020-09-08,"VR01","Groningen",962,35,3.63825363825364
1,2021-03-30 09:00:00,2020-09-09,"VR01","Groningen",909,22,2.42024202420242
1,2021-03-30 09:00:00,2020-09-10,"VR01","Groningen",947,19,2.00633579725449
1,2021-03-30 09:00:00,2020-09-11,"VR01","Groningen",958,35,3.65344467640919
1,2021-03-30 09:00:00,2020-09-12,"VR01","Groningen",747,23,3.07898259705489
1,2021-03-30 09:00:00,2020-09-13,"VR01","Groningen",656,26,3.96341463414634
1,2021-03-30 09:00:00,2020-09-14,"VR01","Groningen",954,32,3.35429769392034
1,2021-03-30 09:00:00,2020-09-15,"VR01","Groningen",934,50,5.35331905781585
1,2021-03-30 09:00:00,2020-09-16,"VR01","Groningen",927,43,4.638619201726
1,2021-03-30 09:00:00,2020-09-17,"VR01","Groningen",949,55,5.79557428872497
1,2021-03-30 09:00:00,2020-09-18,"VR01","Groningen",921,59,6.40608034744843
1,2021-03-30 09:00:00,2020-09-19,"VR01","Groningen",745,63,8.45637583892617
1,2021-03-30 09:00:00,2020-09-20,"VR01","Groningen",780,70,8.97435897435897
1,2021-03-30 09:00:00,2020-09-21,"VR01","Groningen",968,73,7.54132231404959
1,2021-03-30 09:00:00,2020-09-22,"VR01","Groningen",1041,64,6.14793467819404
1,2021-03-30 09:00:00,2020-09-23,"VR01","Groningen",1021,74,7.24779627815867
1,2021-03-30 09:00:00,2020-09-24,"VR01","Groningen",1028,79,7.68482490272374
1,2021-03-30 09:00:00,2020-09-25,"VR01","Groningen",1090,90,8.25688073394496
1,2021-03-30 09:00:00,2020-09-26,"VR01","Groningen",1061,81,7.63430725730443
1,2021-03-30 09:00:00,2020-09-27,"VR01","Groningen",874,85,9.7254004576659
1,2021-03-30 09:00:00,2020-09-28,"VR01","Groningen",1069,86,8.04490177736202
1,2021-03-30 09:00:00,2020-09-29,"VR01","Groningen",1081,98,9.06567992599445
1,2021-03-30 09:00:00,2020-09-30,"VR01","Groningen",1159,77,6.64365832614323
1,2021-03-30 09:00:00,2020-10-01,"VR01","Groningen",1165,77,6.60944206008584
1,2021-03-30 09:00:00,2020-10-02,"VR01","Groningen",1143,92,8.04899387576553
1,2021-03-30 09:00:00,2020-10-03,"VR01","Groningen",1030,92,8.93203883495146
1,2021-03-30 09:00:00,2020-10-04,"VR01","Groningen",724,93,12.8453038674033
1,2021-03-30 09:00:00,2020-10-05,"VR01","Groningen",1584,181,11.4267676767677
1,2021-03-30 09:00:00,2020-10-06,"VR01","Groningen",1584,160,10.1010101010101
1,2021-03-30 09:00:00,2020-10-07,"VR01","Groningen",1767,143,8.09281267685342
1,2021-03-30 09:00:00,2020-10-08,"VR01","Groningen",1637,143,8.73549175320709
1,2021-03-30 09:00:00,2020-10-09,"VR01","Groningen",1651,131,7.93458509993943
1,2021-03-30 09:00:00,2020-10-10,"VR01","Groningen",1213,100,8.24402308326463
1,2021-03-30 09:00:00,2020-10-11,"VR01","Groningen",1174,115,9.79557069846678
1,2021-03-30 09:00:00,2020-10-12,"VR01","Groningen",1490,161,10.8053691275168
1,2021-03-30 09:00:00,2020-10-13,"VR01","Groningen",1559,166,10.6478511866581
1,2021-03-30 09:00:00,2020-10-14,"VR01","Groningen",1500,151,10.0666666666667
1,2021-03-30 09:00:00,2020-10-15,"VR01","Groningen",1639,109,6.65039658328249
1,2021-03-30 09:00:00,2020-10-16,"VR01","Groningen",1692,107,6.32387706855792
1,2021-03-30 09:00:00,2020-10-17,"VR01","Groningen",1313,117,8.91089108910891
1,2021-03-30 09:00:00,2020-10-18,"VR01","Groningen",1161,107,9.21619293712317
1,2021-03-30 09:00:00,2020-10-19,"VR01","Groningen",1620,138,8.51851851851852
1,2021-03-30 09:00:00,2020-10-20,"VR01","Groningen",1574,118,7.49682337992376
1,2021-03-30 09:00:00,2020-10-21,"VR01","Groningen",1541,98,6.3595068137573
1,2021-03-30 09:00:00,2020-10-22,"VR01","Groningen",1650,149,9.03030303030303
1,2021-03-30 09:00:00,2020-10-23,"VR01","Groningen",1472,112,7.60869565217391
1,2021-03-30 09:00:00,2020-10-24,"VR01","Groningen",1070,141,13.1775700934579
1,2021-03-30 09:00:00,2020-10-25,"VR01","Groningen",775,62,8
1,2021-03-30 09:00:00,2020-10-26,"VR01","Groningen",1669,91,5.45236668663871
1,2021-03-30 09:00:00,2020-10-27,"VR01","Groningen",1541,100,6.48929266709929
1,2021-03-30 09:00:00,2020-10-28,"VR01","Groningen",1271,75,5.90086546026751
1,2021-03-30 09:00:00,2020-10-29,"VR01","Groningen",1283,77,6.00155884645362
1,2021-03-30 09:00:00,2020-10-30,"VR01","Groningen",1107,103,9.30442637759711
1,2021-03-30 09:00:00,2020-10-31,"VR01","Groningen",656,57,8.6890243902439
1,2021-03-30 09:00:00,2020-11-01,"VR01","Groningen",558,50,8.96057347670251
1,2021-03-30 09:00:00,2020-11-02,"VR01","Groningen",1311,91,6.94126620900076
1,2021-03-30 09:00:00,2020-11-03,"VR01","Groningen",1066,75,7.03564727954972
1,2021-03-30 09:00:00,2020-11-04,"VR01","Groningen",1062,78,7.34463276836158
1,2021-03-30 09:00:00,2020-11-05,"VR01","Groningen",1013,60,5.92300098716683
1,2021-03-30 09:00:00,2020-11-06,"VR01","Groningen",962,61,6.34095634095634
1,2021-03-30 09:00:00,2020-11-07,"VR01","Groningen",616,43,6.98051948051948
1,2021-03-30 09:00:00,2020-11-08,"VR01","Groningen",529,37,6.99432892249527
1,2021-03-30 09:00:00,2020-11-09,"VR01","Groningen",1249,73,5.84467574059247
1,2021-03-30 09:00:00,2020-11-10,"VR01","Groningen",1318,74,5.61456752655539
1,2021-03-30 09:00:00,2020-11-11,"VR01","Groningen",1254,83,6.61881977671451
1,2021-03-30 09:00:00,2020-11-12,"VR01","Groningen",1181,72,6.0965283657917
1,2021-03-30 09:00:00,2020-11-13,"VR01","Groningen",980,57,5.81632653061224
1,2021-03-30 09:00:00,2020-11-14,"VR01","Groningen",655,37,5.64885496183206
1,2021-03-30 09:00:00,2020-11-15,"VR01","Groningen",561,39,6.95187165775401
1,2021-03-30 09:00:00,2020-11-16,"VR01","Groningen",1538,98,6.37191157347204
1,2021-03-30 09:00:00,2020-11-17,"VR01","Groningen",1329,94,7.07298720842739
1,2021-03-30 09:00:00,2020-11-18,"VR01","Groningen",1432,97,6.77374301675978
1,2021-03-30 09:00:00,2020-11-19,"VR01","Groningen",1372,106,7.72594752186589
1,2021-03-30 09:00:00,2020-11-20,"VR01","Groningen",1182,75,6.34517766497462
1,2021-03-30 09:00:00,2020-11-21,"VR01","Groningen",825,49,5.93939393939394
1,2021-03-30 09:00:00,2020-11-22,"VR01","Groningen",760,46,6.05263157894737
1,2021-03-30 09:00:00,2020-11-23,"VR01","Groningen",1595,113,7.0846394984326
1,2021-03-30 09:00:00,2020-11-24,"VR01","Groningen",1440,77,5.34722222222222
1,2021-03-30 09:00:00,2020-11-25,"VR01","Groningen",1457,94,6.45161290322581
1,2021-03-30 09:00:00,2020-11-26,"VR01","Groningen",1580,97,6.13924050632911
1,2021-03-30 09:00:00,2020-11-27,"VR01","Groningen",1309,74,5.65317035905271
1,2021-03-30 09:00:00,2020-11-28,"VR01","Groningen",843,67,7.94780545670225
1,2021-03-30 09:00:00,2020-11-29,"VR01","Groningen",811,60,7.39827373612824
1,2021-03-30 09:00:00,2020-11-30,"VR01","Groningen",1763,108,6.12592172433352
1,2021-03-30 09:00:00,2020-12-01,"VR01","Groningen",1804,119,6.59645232815965
1,2021-03-30 09:00:00,2020-12-02,"VR01","Groningen",1862,142,7.62620837808808
1,2021-03-30 09:00:00,2020-12-03,"VR01","Groningen",1730,135,7.80346820809249
1,2021-03-30 09:00:00,2020-12-04,"VR01","Groningen",1620,150,9.25925925925926
1,2021-03-30 09:00:00,2020-12-05,"VR01","Groningen",1007,99,9.83118172790467
1,2021-03-30 09:00:00,2020-12-06,"VR01","Groningen",1150,98,8.52173913043478
1,2021-03-30 09:00:00,2020-12-07,"VR01","Groningen",2123,204,9.609043805935
1,2021-03-30 09:00:00,2020-12-08,"VR01","Groningen",2279,170,7.45941202281703
1,2021-03-30 09:00:00,2020-12-09,"VR01","Groningen",2583,193,7.47193186217577
1,2021-03-30 09:00:00,2020-12-10,"VR01","Groningen",2603,190,7.2992700729927
1,2021-03-30 09:00:00,2020-12-11,"VR01","Groningen",2598,245,9.43033102386451
1,2021-03-30 09:00:00,2020-12-12,"VR01","Groningen",1755,153,8.71794871794872
1,2021-03-30 09:00:00,2020-12-13,"VR01","Groningen",1711,120,7.01344243132671
1,2021-03-30 09:00:00,2020-12-14,"VR01","Groningen",2745,242,8.816029143898
1,2021-03-30 09:00:00,2020-12-15,"VR01","Groningen",2772,259,9.34343434343434
1,2021-03-30 09:00:00,2020-12-16,"VR01","Groningen",2759,239,8.6625588981515
1,2021-03-30 09:00:00,2020-12-17,"VR01","Groningen",2533,222,8.76431109356494
1,2021-03-30 09:00:00,2020-12-18,"VR01","Groningen",2485,238,9.57746478873239
1,2021-03-30 09:00:00,2020-12-19,"VR01","Groningen",1875,178,9.49333333333333
1,2021-03-30 09:00:00,2020-12-20,"VR01","Groningen",1787,138,7.72243984331281
1,2021-03-30 09:00:00,2020-12-21,"VR01","Groningen",2799,268,9.57484816005716
1,2021-03-30 09:00:00,2020-12-22,"VR01","Groningen",2836,268,9.44992947813822
1,2021-03-30 09:00:00,2020-12-23,"VR01","Groningen",2927,211,7.2087461564742
1,2021-03-30 09:00:00,2020-12-24,"VR01","Groningen",2242,171,7.6271186440678
1,2021-03-30 09:00:00,2020-12-25,"VR01","Groningen",1652,178,10.774818401937
1,2021-03-30 09:00:00,2020-12-26,"VR01","Groningen",1177,95,8.071367884452
1,2021-03-30 09:00:00,2020-12-27,"VR01","Groningen",1287,128,9.94560994560995
1,2021-03-30 09:00:00,2020-12-28,"VR01","Groningen",2269,245,10.7977082415161
1,2021-03-30 09:00:00,2020-12-29,"VR01","Groningen",2371,221,9.3209616195698
1,2021-03-30 09:00:00,2020-12-30,"VR01","Groningen",2227,229,10.2828917826673
1,2021-03-30 09:00:00,2020-12-31,"VR01","Groningen",1653,177,10.7078039927405
1,2021-03-30 09:00:00,2021-01-01,"VR01","Groningen",1250,180,14.4
1,2021-03-30 09:00:00,2021-01-02,"VR01","Groningen",1569,163,10.3887826641173
1,2021-03-30 09:00:00,2021-01-03,"VR01","Groningen",1356,110,8.11209439528024
1,2021-03-30 09:00:00,2021-01-04,"VR01","Groningen",2204,240,10.8892921960073
1,2021-03-30 09:00:00,2021-01-05,"VR01","Groningen",2170,228,10.5069124423963
1,2021-03-30 09:00:00,2021-01-06,"VR01","Groningen",2228,189,8.48294434470377
1,2021-03-30 09:00:00,2021-01-07,"VR01","Groningen",1834,159,8.66957470010905
1,2021-03-30 09:00:00,2021-01-08,"VR01","Groningen",1637,131,8.0024434941967
1,2021-03-30 09:00:00,2021-01-09,"VR01","Groningen",1283,104,8.10600155884645
1,2021-03-30 09:00:00,2021-01-10,"VR01","Groningen",979,101,10.3166496424923
1,2021-03-30 09:00:00,2021-01-11,"VR01","Groningen",1820,197,10.8241758241758
1,2021-03-30 09:00:00,2021-01-12,"VR01","Groningen",1455,126,8.65979381443299
1,2021-03-30 09:00:00,2021-01-13,"VR01","Groningen",1687,143,8.47658565500889
1,2021-03-30 09:00:00,2021-01-14,"VR01","Groningen",1631,141,8.64500306560392
1,2021-03-30 09:00:00,2021-01-15,"VR01","Groningen",1566,137,8.74840357598978
1,2021-03-30 09:00:00,2021-01-16,"VR01","Groningen",1189,117,9.84020185029437
1,2021-03-30 09:00:00,2021-01-17,"VR01","Groningen",797,72,9.03387703889586
1,2021-03-30 09:00:00,2021-01-18,"VR01","Groningen",1815,169,9.31129476584022
1,2021-03-30 09:00:00,2021-01-19,"VR01","Groningen",1630,138,8.46625766871166
1,2021-03-30 09:00:00,2021-01-20,"VR01","Groningen",1647,159,9.65391621129326
1,2021-03-30 09:00:00,2021-01-21,"VR01","Groningen",1605,138,8.5981308411215
1,2021-03-30 09:00:00,2021-01-22,"VR01","Groningen",1379,116,8.41189267585207
1,2021-03-30 09:00:00,2021-01-23,"VR01","Groningen",1050,65,6.19047619047619
1,2021-03-30 09:00:00,2021-01-24,"VR01","Groningen",814,57,7.002457002457
1,2021-03-30 09:00:00,2021-01-25,"VR01","Groningen",1672,139,8.3133971291866
1,2021-03-30 09:00:00,2021-01-26,"VR01","Groningen",1240,108,8.70967741935484
1,2021-03-30 09:00:00,2021-01-27,"VR01","Groningen",1205,79,6.55601659751037
1,2021-03-30 09:00:00,2021-01-28,"VR01","Groningen",1097,83,7.56608933454877
1,2021-03-30 09:00:00,2021-01-29,"VR01","Groningen",940,78,8.29787234042553
1,2021-03-30 09:00:00,2021-01-30,"VR01","Groningen",669,56,8.37070254110613
1,2021-03-30 09:00:00,2021-01-31,"VR01","Groningen",570,61,10.7017543859649
1,2021-03-30 09:00:00,2021-02-01,"VR01","Groningen",1212,125,10.3135313531353
1,2021-03-30 09:00:00,2021-02-02,"VR01","Groningen",1146,92,8.02792321116928
1,2021-03-30 09:00:00,2021-02-03,"VR01","Groningen",1295,92,7.1042471042471
1,2021-03-30 09:00:00,2021-02-04,"VR01","Groningen",1184,93,7.85472972972973
1,2021-03-30 09:00:00,2021-02-05,"VR01","Groningen",1141,114,9.99123575810692
1,2021-03-30 09:00:00,2021-02-06,"VR01","Groningen",873,64,7.33104238258877
1,2021-03-30 09:00:00,2021-02-07,"VR01","Groningen",1,0,0
1,2021-03-30 09:00:00,2021-02-08,"VR01","Groningen",1171,124,10.5892399658412
1,2021-03-30 09:00:00,2021-02-09,"VR01","Groningen",1374,178,12.9548762736536
1,2021-03-30 09:00:00,2021-02-10,"VR01","Groningen",1296,123,9.49074074074074
1,2021-03-30 09:00:00,2021-02-11,"VR01","Groningen",1231,130,10.5605199025183
1,2021-03-30 09:00:00,2021-02-12,"VR01","Groningen",1072,94,8.76865671641791
1,2021-03-30 09:00:00,2021-02-13,"VR01","Groningen",750,72,9.6
1,2021-03-30 09:00:00,2021-02-14,"VR01","Groningen",756,75,9.92063492063492
1,2021-03-30 09:00:00,2021-02-15,"VR01","Groningen",563,61,10.8348134991119
1,2021-03-30 09:00:00,2021-02-16,"VR01","Groningen",2314,239,10.3284356093345
1,2021-03-30 09:00:00,2021-02-17,"VR01","Groningen",1818,156,8.58085808580858
1,2021-03-30 09:00:00,2021-02-18,"VR01","Groningen",1904,172,9.03361344537815
1,2021-03-30 09:00:00,2021-02-19,"VR01","Groningen",1678,152,9.05840286054827
1,2021-03-30 09:00:00,2021-02-20,"VR01","Groningen",1132,89,7.86219081272085
1,2021-03-30 09:00:00,2021-02-21,"VR01","Groningen",1139,112,9.83318700614574
1,2021-03-30 09:00:00,2021-02-22,"VR01","Groningen",1962,188,9.58205912334353
1,2021-03-30 09:00:00,2021-02-23,"VR01","Groningen",1680,131,7.79761904761905
1,2021-03-30 09:00:00,2021-02-24,"VR01","Groningen",2276,149,6.54657293497364
1,2021-03-30 09:00:00,2021-02-25,"VR01","Groningen",1940,116,5.97938144329897
1,2021-03-30 09:00:00,2021-02-26,"VR01","Groningen",1869,127,6.79507758159444
1,2021-03-30 09:00:00,2021-02-27,"VR01","Groningen",1387,87,6.27253064167267
1,2021-03-30 09:00:00,2021-02-28,"VR01","Groningen",1270,97,7.63779527559055
1,2021-03-30 09:00:00,2021-03-01,"VR01","Groningen",2153,140,6.50255457501161
1,2021-03-30 09:00:00,2021-03-02,"VR01","Groningen",2018,158,7.82953419226957
1,2021-03-30 09:00:00,2021-03-03,"VR01","Groningen",1991,125,6.27825213460573
1,2021-03-30 09:00:00,2021-03-04,"VR01","Groningen",2054,104,5.06329113924051
1,2021-03-30 09:00:00,2021-03-05,"VR01","Groningen",1903,104,5.46505517603783
1,2021-03-30 09:00:00,2021-03-06,"VR01","Groningen",1417,63,4.44601270289344
1,2021-03-30 09:00:00,2021-03-07,"VR01","Groningen",1417,61,4.30486944248412
1,2021-03-30 09:00:00,2021-03-08,"VR01","Groningen",2507,144,5.74391703230953
1,2021-03-30 09:00:00,2021-03-09,"VR01","Groningen",2357,131,5.55791260076368
1,2021-03-30 09:00:00,2021-03-10,"VR01","Groningen",2409,168,6.97384806973848
1,2021-03-30 09:00:00,2021-03-11,"VR01","Groningen",2221,121,5.44799639801891
1,2021-03-30 09:00:00,2021-03-12,"VR01","Groningen",2076,122,5.8766859344894
1,2021-03-30 09:00:00,2021-03-13,"VR01","Groningen",1637,86,5.25351252290776
1,2021-03-30 09:00:00,2021-03-14,"VR01","Groningen",1612,103,6.38957816377171
1,2021-03-30 09:00:00,2021-03-15,"VR01","Groningen",2981,184,6.17242536061724
1,2021-03-30 09:00:00,2021-03-16,"VR01","Groningen",2434,150,6.16269515201315
1,2021-03-30 09:00:00,2021-03-17,"VR01","Groningen",2390,169,7.07112970711297
1,2021-03-30 09:00:00,2021-03-18,"VR01","Groningen",2396,160,6.67779632721202
1,2021-03-30 09:00:00,2021-03-19,"VR01","Groningen",2170,119,5.48387096774194
1,2021-03-30 09:00:00,2021-03-20,"VR01","Groningen",1573,77,4.89510489510489
1,2021-03-30 09:00:00,2021-03-21,"VR01","Groningen",1753,93,5.30519110096977
1,2021-03-30 09:00:00,2021-03-22,"VR01","Groningen",2961,172,5.80884836203985
1,2021-03-30 09:00:00,2021-03-23,"VR01","Groningen",2773,151,5.44536602957086
1,2021-03-30 09:00:00,2021-03-24,"VR01","Groningen",2880,177,6.14583333333333
1,2021-03-30 09:00:00,2021-03-25,"VR01","Groningen",2430,142,5.84362139917696
1,2021-03-30 09:00:00,2021-03-26,"VR01","Groningen",2325,169,7.26881720430108
1,2021-03-30 09:00:00,2021-03-27,"VR01","Groningen",1746,108,6.18556701030928
1,2021-03-30 09:00:00,2021-03-28,"VR01","Groningen",1730,116,6.70520231213873
1,2021-03-30 09:00:00,2020-06-01,"VR02","Fryslân",25,0,0
1,2021-03-30 09:00:00,2020-06-02,"VR02","Fryslân",128,2,1.5625
1,2021-03-30 09:00:00,2020-06-03,"VR02","Fryslân",261,0,0
1,2021-03-30 09:00:00,2020-06-04,"VR02","Fryslân",229,1,0.436681222707424
1,2021-03-30 09:00:00,2020-06-05,"VR02","Fryslân",234,0,0
1,2021-03-30 09:00:00,2020-06-06,"VR02","Fryslân",131,0,0
1,2021-03-30 09:00:00,2020-06-07,"VR02","Fryslân",58,2,3.44827586206897
1,2021-03-30 09:00:00,2020-06-08,"VR02","Fryslân",238,1,0.420168067226891
1,2021-03-30 09:00:00,2020-06-09,"VR02","Fryslân",278,4,1.43884892086331
1,2021-03-30 09:00:00,2020-06-10,"VR02","Fryslân",254,3,1.18110236220472
1,2021-03-30 09:00:00,2020-06-11,"VR02","Fryslân",251,5,1.99203187250996
1,2021-03-30 09:00:00,2020-06-12,"VR02","Fryslân",236,1,0.423728813559322
1,2021-03-30 09:00:00,2020-06-13,"VR02","Fryslân",97,0,0
1,2021-03-30 09:00:00,2020-06-14,"VR02","Fryslân",46,1,2.17391304347826
1,2021-03-30 09:00:00,2020-06-15,"VR02","Fryslân",237,1,0.421940928270042
1,2021-03-30 09:00:00,2020-06-16,"VR02","Fryslân",267,0,0
1,2021-03-30 09:00:00,2020-06-17,"VR02","Fryslân",222,0,0
1,2021-03-30 09:00:00,2020-06-18,"VR02","Fryslân",247,0,0
1,2021-03-30 09:00:00,2020-06-19,"VR02","Fryslân",210,0,0
