"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-06-06",3,6,2,0,122,51,2872,228,841,1713,158,9,2,1930,46
"2020-06-07",3,9,3,0,121,50,2875,226,841,1715,158,12,3,1939,46
"2020-06-08",9,8,0,0,120,49,2876,231,841,1731,150,17,0,1947,46
"2020-06-09",9,9,2,0,112,48,2878,213,841,1742,143,18,2,1956,46
"2020-06-10",5,6,2,0,109,48,2880,195,842,1755,134,11,2,1962,46
"2020-06-11",14,12,1,0,105,48,2881,200,843,1766,129,26,1,1974,46
"2020-06-12",7,4,3,0,102,47,2884,192,844,1774,124,11,3,1978,46
"2020-06-13",4,4,2,0,100,45,2886,170,845,1774,124,8,2,1982,46
"2020-06-14",2,5,0,0,99,44,2886,166,847,1775,123,7,0,1987,46
"2020-06-15",5,5,1,0,98,44,2887,170,848,1793,115,10,1,1992,46
"2020-06-16",7,6,2,0,90,44,2889,168,850,1799,113,13,2,1998,46
"2020-06-17",6,10,0,0,83,42,2889,162,851,1805,113,16,0,2008,46
"2020-06-18",2,13,1,0,76,41,2890,166,852,1812,113,15,1,2021,46
"2020-06-19",3,10,0,0,70,38,2891,164,853,1822,105,13,0,2031,46
"2020-06-20",4,5,2,0,68,38,2893,147,854,1822,108,9,2,2036,46
"2020-06-21",4,9,0,0,64,36,2893,150,855,1822,108,13,0,2045,46
"2020-06-22",6,8,3,1,67,38,2897,157,856,1827,110,14,4,2053,47
"2020-06-23",6,9,1,0,60,35,2898,154,857,1833,108,15,1,2062,47
"2020-06-24",3,12,1,1,57,34,2900,151,858,1840,104,15,2,2074,48
"2020-06-25",8,8,1,0,54,33,2901,155,858,1846,103,16,1,2082,48
"2020-06-26",3,5,0,0,49,31,2901,154,859,1850,103,8,0,2087,48
"2020-06-27",0,1,0,0,45,29,2901,130,860,1850,106,1,0,2088,48
"2020-06-28",4,9,0,0,41,28,2901,137,860,1850,106,13,0,2097,48
"2020-06-29",8,7,0,0,41,28,2901,150,860,1855,104,15,0,2104,48
"2020-06-30",2,4,2,0,40,27,2903,135,860,1861,101,6,2,2108,48
"2020-07-01",3,4,0,0,36,25,2903,128,860,1864,99,7,0,2112,48
"2020-07-02",4,3,1,1,37,26,2905,123,861,1868,97,7,2,2115,49
"2020-07-03",4,6,0,0,34,25,2905,123,861,1876,89,10,0,2121,49
"2020-07-04",0,2,1,0,35,25,2906,114,861,1876,90,2,1,2123,49
"2020-07-05",1,4,0,0,34,24,2906,115,861,1877,90,5,0,2127,49
"2020-07-06",2,5,0,0,33,23,2906,123,862,1882,87,7,0,2132,49
"2020-07-07",3,5,1,0,31,22,2907,125,863,1885,86,8,1,2137,49
"2020-07-08",3,7,2,0,28,22,2909,126,863,1888,84,10,2,2144,49
"2020-07-09",3,7,1,0,28,21,2910,126,863,1891,81,10,1,2151,49
"2020-07-10",5,6,2,0,30,21,2912,133,864,1891,82,11,2,2157,49
"2020-07-11",2,1,0,0,27,19,2912,120,864,1891,82,3,0,2158,49
"2020-07-12",3,3,1,0,28,19,2913,122,865,1893,81,6,1,2161,49
"2020-07-13",4,5,0,0,27,20,2913,132,866,1894,82,9,0,2166,49
"2020-07-14",5,4,0,0,24,20,2913,133,866,1895,82,9,0,2170,49
"2020-07-15",1,4,1,0,24,19,2914,123,866,1899,80,5,1,2174,49
"2020-07-16",2,8,1,0,23,19,2915,123,866,1903,76,10,1,2182,49
"2020-07-17",5,3,0,0,25,18,2915,123,866,1903,77,8,0,2185,49
"2020-07-18",4,7,0,0,24,17,2915,125,866,1903,77,11,0,2192,49
"2020-07-19",4,3,1,0,26,17,2916,131,866,1903,78,7,1,2195,49
"2020-07-20",3,6,0,0,25,17,2916,138,866,1908,74,9,0,2201,49
"2020-07-21",7,7,2,0,26,17,2918,141,866,1910,75,14,2,2208,49
"2020-07-22",3,2,1,0,24,17,2919,132,867,1913,73,5,1,2210,49
"2020-07-23",8,9,1,0,23,17,2920,140,867,1915,73,17,1,2219,49
"2020-07-24",9,3,1,1,23,17,2922,136,867,1918,74,12,2,2222,50
"2020-07-25",8,6,1,0,20,15,2923,137,867,1919,75,14,1,2228,50
"2020-07-26",3,3,1,0,20,14,2925,140,867,1919,75,6,1,2231,50
"2020-07-27",5,8,4,0,24,17,2929,149,867,1921,74,13,4,2239,50
"2020-07-28",8,3,0,0,23,17,2929,149,868,1923,73,11,0,2242,50
"2020-07-29",4,3,0,0,22,16,2929,144,869,1924,73,7,0,2245,50
"2020-07-30",10,4,3,0,25,17,2932,146,869,1927,71,14,3,2249,50
"2020-07-31",9,3,4,0,28,19,2936,151,870,1927,70,12,4,2252,50
"2020-08-01",6,5,2,0,28,19,2938,150,870,1928,70,11,2,2257,50
"2020-08-02",9,1,2,0,29,20,2940,158,870,1928,70,10,2,2258,50
"2020-08-03",11,6,4,0,33,22,2944,170,870,1928,71,17,4,2264,50
"2020-08-04",8,10,3,0,35,24,2947,173,871,1929,72,18,3,2274,50
"2020-08-05",7,6,2,0,34,23,2949,171,871,1932,69,13,2,2280,50
"2020-08-06",8,6,2,0,36,25,2951,172,871,1933,68,14,2,2286,50
"2020-08-07",11,7,1,0,36,24,2952,182,871,1934,67,18,1,2293,50
"2020-08-08",13,6,1,0,37,25,2953,183,871,1934,68,19,1,2299,50
"2020-08-09",12,10,5,1,42,28,2959,198,873,1935,71,22,6,2309,51
"2020-08-10",11,9,4,0,41,29,2964,209,873,1936,71,20,4,2318,51
"2020-08-11",20,8,3,0,44,29,2968,223,874,1937,73,28,3,2326,51
"2020-08-12",15,8,4,1,45,27,2973,233,874,1938,77,23,5,2334,52
"2020-08-13",13,16,4,0,44,28,2977,236,874,1939,77,29,4,2350,52
"2020-08-14",12,11,7,1,50,29,2985,239,875,1940,80,23,8,2361,53
"2020-08-15",14,11,1,0,47,29,2986,236,876,1940,84,25,1,2372,53
"2020-08-16",14,11,5,0,48,31,2991,248,876,1941,83,25,5,2383,53
"2020-08-17",17,14,6,2,56,32,2999,271,878,1943,84,31,8,2397,55
"2020-08-18",7,17,2,1,53,33,3002,274,878,1945,84,24,3,2414,56
"2020-08-19",9,13,3,1,54,31,3006,276,878,1948,84,22,4,2427,57
"2020-08-20",11,27,5,0,56,35,3011,297,878,1950,84,38,5,2454,57
"2020-08-21",3,22,4,1,58,34,3016,297,879,1952,85,25,5,2476,58
"2020-08-22",1,7,0,0,54,32,3016,288,879,1952,85,8,0,2483,58
