"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,14,9,14,61,0,0,0,64,4,1,2,0,1
2020-02-28,3,0,0,1,15,10,15,64,0,0,0,67,3,1,2,1,1
2020-02-29,1,0,0,0,16,9,16,64,0,0,0,68,1,0,2,1,1
2020-03-01,7,1,2,0,18,10,18,72,0,0,1,76,8,2,3,1,3
2020-03-02,10,1,0,0,17,9,18,83,0,0,1,87,11,0,4,1,3
2020-03-03,8,0,1,0,19,9,20,90,0,0,1,95,8,1,4,1,4
2020-03-04,10,3,3,0,22,11,23,102,0,2,1,108,13,3,7,1,7
2020-03-05,12,1,1,1,22,13,25,112,0,2,1,120,13,2,8,2,8
2020-03-06,18,1,4,0,26,16,29,127,0,2,2,136,19,4,9,2,12
2020-03-07,7,3,3,0,28,17,32,136,0,3,1,145,10,3,12,2,15
2020-03-08,18,5,6,0,34,21,38,155,2,3,1,166,23,6,17,2,21
2020-03-09,27,5,5,2,39,23,46,180,2,3,1,196,32,7,22,4,26
2020-03-10,28,4,9,1,47,24,56,203,2,3,2,225,32,10,26,5,35
2020-03-11,43,6,9,0,55,25,66,240,4,3,2,269,49,9,32,5,44
2020-03-12,55,4,23,0,75,31,89,285,5,3,2,322,59,23,36,5,67
2020-03-13,73,6,13,0,86,34,103,352,5,4,2,398,79,13,42,5,80
2020-03-14,62,3,19,0,104,43,123,393,5,7,5,455,65,19,45,5,99
2020-03-15,69,8,26,1,127,50,151,441,7,7,6,526,77,27,53,6,125
2020-03-16,140,19,33,0,158,56,185,572,12,8,6,679,159,33,72,6,158
2020-03-17,144,13,35,0,188,60,222,658,14,8,9,820,157,35,85,6,193
2020-03-18,171,15,51,0,238,64,277,780,17,12,10,992,186,51,100,6,244
2020-03-19,250,25,58,2,296,71,343,982,25,12,12,1254,275,60,125,8,302
2020-03-20,238,27,82,1,371,72,430,1158,30,14,17,1502,265,83,152,9,384
2020-03-21,199,13,72,3,440,72,512,1241,42,16,26,1688,212,75,165,12,456
2020-03-22,236,19,72,1,490,72,586,1347,48,19,27,1916,255,73,184,13,528
2020-03-23,444,24,98,3,583,72,689,1666,65,22,39,2346,468,101,208,16,626
2020-03-24,420,25,108,1,664,74,803,1917,75,26,44,2755,445,109,233,17,734
2020-03-25,433,23,114,2,762,74,922,2132,88,31,52,3168,456,116,256,19,848
2020-03-26,434,34,103,4,847,74,1035,2328,106,41,55,3593,468,107,290,23,951
2020-03-27,557,36,113,1,934,74,1155,2592,121,47,72,4132,593,114,326,24,1064
2020-03-28,293,27,98,2,998,74,1259,2527,140,51,88,4407,320,100,353,26,1162
2020-03-29,253,18,87,2,1044,74,1351,2481,164,62,99,4635,271,89,371,28,1249
2020-03-30,437,29,126,3,1133,74,1483,2628,184,71,118,5037,466,129,400,31,1375
2020-03-31,308,42,109,1,1198,74,1596,2559,218,89,126,5331,350,110,442,32,1484
2020-04-01,312,42,72,3,1215,75,1670,2466,243,107,136,5640,354,75,484,35,1556
2020-04-02,350,41,90,3,1258,75,1769,2447,265,122,148,5977,391,93,525,38,1646
2020-04-03,330,56,76,0,1285,75,1848,2450,297,143,156,6323,386,76,581,38,1722
2020-04-04,186,24,62,3,1289,74,1914,2240,316,157,173,6493,210,65,605,41,1784
2020-04-05,226,21,73,3,1314,75,1993,2189,339,166,194,6692,247,76,626,44,1857
2020-04-06,322,56,60,1,1322,75,2056,2308,357,190,207,7030,378,61,682,45,1917
2020-04-07,203,54,55,2,1324,76,2116,2172,387,212,240,7251,257,57,736,47,1972
2020-04-08,208,32,55,0,1291,76,2175,2036,404,237,252,7457,240,55,768,47,2027
2020-04-09,187,38,49,1,1286,76,2226,1862,416,265,257,7647,225,50,806,48,2076
2020-04-10,203,38,48,1,1293,75,2277,1772,444,294,264,7856,241,49,844,49,2124
2020-04-11,132,20,26,2,1258,75,2306,1581,459,314,285,7987,152,28,864,51,2150
2020-04-12,135,33,34,1,1240,75,2342,1524,474,332,313,8139,168,35,897,52,2184
2020-04-13,166,33,43,1,1223,75,2387,1518,495,347,338,8306,199,44,930,53,2227
2020-04-14,163,36,34,2,1200,76,2424,1536,505,398,332,8480,199,36,966,55,2261
2020-04-15,117,17,23,1,1175,76,2449,1446,522,454,328,8596,134,24,983,56,2284
2020-04-16,115,23,28,2,1142,76,2479,1332,540,504,313,8712,138,30,1006,58,2312
2020-04-17,137,27,25,1,1112,77,2505,1288,558,551,313,8852,164,26,1033,59,2337
2020-04-18,78,14,19,0,1066,76,2524,1143,569,574,329,8925,92,19,1047,59,2356
2020-04-19,82,15,19,1,1037,76,2544,1117,588,580,351,9005,97,20,1062,60,2375
2020-04-20,110,24,25,1,1018,76,2571,1158,607,636,335,9113,134,26,1086,61,2400
2020-04-21,116,26,21,0,982,76,2594,1112,628,688,334,9228,142,21,1112,61,2421
2020-04-22,89,23,14,0,925,77,2609,1030,644,734,329,9327,112,14,1135,61,2435
2020-04-23,95,36,16,0,883,77,2625,989,657,781,307,9442,131,16,1171,61,2451
2020-04-24,79,26,17,1,866,76,2644,936,666,843,276,9531,105,18,1197,62,2468
2020-04-25,44,23,13,0,835,76,2658,810,681,860,281,9590,67,13,1220,62,2481
2020-04-26,43,25,13,0,811,76,2671,783,691,869,296,9647,68,13,1245,62,2494
2020-04-27,61,17,14,0,788,76,2685,768,702,879,312,9714,78,14,1262,62,2508
2020-04-28,91,28,14,1,767,76,2701,786,708,930,296,9813,119,15,1290,63,2522
2020-04-29,58,21,11,0,739,76,2713,728,714,966,297,9875,79,11,1311,63,2533
2020-04-30,62,24,17,2,715,76,2732,707,727,1009,282,9950,86,19,1335,65,2550
2020-05-01,52,11,9,0,680,76,2741,651,729,1051,283,10002,63,9,1346,65,2559
2020-05-02,27,14,9,2,642,76,2752,565,738,1066,283,10038,41,11,1360,67,2568
2020-05-03,36,10,10,0,628,76,2763,547,743,1073,297,10075,46,10,1370,67,2578
2020-05-04,58,25,11,2,619,76,2775,594,749,1116,291,10145,83,13,1395,69,2589
2020-05-05,28,8,3,0,577,76,2778,525,754,1130,305,10177,36,3,1403,69,2592
2020-05-06,60,17,5,0,550,73,2784,542,760,1168,295,10244,77,5,1420,69,2597
2020-05-07,46,16,8,1,528,72,2794,518,768,1207,289,10295,62,9,1436,70,2605
2020-05-08,55,26,7,1,497,72,2802,517,772,1243,276,10371,81,8,1462,71,2612
2020-05-09,29,7,5,0,475,72,2807,467,777,1252,284,10403,36,5,1469,71,2617
2020-05-10,25,15,4,1,457,72,2812,453,778,1255,293,10437,40,5,1484,72,2621
2020-05-11,45,22,7,1,451,73,2820,484,785,1295,289,10499,67,8,1506,73,2628
2020-05-12,25,30,2,0,409,71,2822,460,788,1338,266,10550,55,2,1536,73,2630
2020-05-13,38,29,3,1,391,71,2826,444,793,1373,264,10610,67,4,1565,74,2633
2020-05-14,25,19,8,1,365,71,2835,411,797,1400,251,10646,44,9,1584,75,2641
2020-05-15,32,23,3,1,349,71,2840,392,804,1433,232,10695,55,4,1607,76,2644
2020-05-16,17,6,7,1,333,70,2848,344,806,1442,232,10714,23,8,1613,77,2651
2020-05-17,30,12,4,0,326,70,2852,357,807,1446,236,10751,42,4,1625,77,2655
2020-05-18,36,22,4,0,321,70,2856,397,807,1478,239,10805,58,4,1647,77,2659
2020-05-19,18,13,1,1,288,68,2858,376,809,1511,217,10834,31,2,1660,78,2660
2020-05-20,31,17,2,0,278,67,2861,364,815,1541,203,10876,48,2,1677,78,2662
2020-05-21,14,6,2,0,257,67,2863,323,819,1547,209,10891,20,2,1683,78,2664
2020-05-22,32,19,4,0,246,67,2868,351,822,1580,192,10936,51,4,1702,78,2668
2020-05-23,13,8,3,0,230,65,2871,306,823,1583,196,10954,21,3,1710,78,2671
2020-05-24,18,16,7,0,229,65,2878,298,824,1583,206,10979,34,7,1726,78,2678
2020-05-25,35,21,1,0,219,64,2879,333,825,1606,210,11030,56,1,1747,78,2679
2020-05-26,25,13,4,0,196,65,2883,325,829,1626,202,11065,38,4,1760,78,2683
2020-05-27,16,13,3,1,182,61,2887,295,830,1649,187,11090,29,4,1773,79,2686
2020-05-28,17,10,1,0,174,60,2888,274,832,1680,167,11111,27,1,1783,79,2687
2020-05-29,24,14,1,2,164,59,2891,277,835,1701,154,11144,38,3,1797,81,2688
2020-05-30,19,5,3,0,155,57,2894,256,835,1708,148,11165,24,3,1802,81,2691
2020-05-31,12,8,3,0,157,57,2897,249,835,1708,155,11184,20,3,1810,81,2694
