"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-05-23",12,8,3,0,220,63,2856,293,820,1575,201,10962,20,3,1758,80
"2020-05-24",20,16,7,0,219,63,2863,288,821,1575,211,10988,36,7,1774,80
"2020-05-25",35,21,1,0,209,62,2864,321,822,1598,215,11039,56,1,1795,80
"2020-05-26",26,13,4,0,186,62,2868,314,826,1619,206,11074,39,4,1808,80
"2020-05-27",18,13,3,1,171,58,2872,286,827,1642,191,11100,31,4,1821,81
"2020-05-28",16,10,1,0,163,57,2873,261,829,1673,171,11121,26,1,1831,81
"2020-05-29",24,14,1,2,153,56,2876,263,832,1694,158,11154,38,3,1845,83
"2020-05-30",20,5,2,0,143,54,2878,244,832,1701,153,11177,25,2,1850,83
"2020-05-31",12,8,4,0,146,54,2882,237,832,1701,160,11196,20,4,1858,83
"2020-06-01",15,7,4,0,143,53,2886,242,835,1701,163,11214,22,4,1865,83
"2020-06-02",23,17,1,0,138,53,2887,263,835,1725,156,11250,40,1,1882,83
"2020-06-03",17,11,4,0,125,50,2891,254,840,1746,139,11270,28,4,1893,83
"2020-06-04",14,19,5,1,123,52,2897,241,843,1766,121,11295,33,6,1912,84
"2020-06-05",9,12,3,0,121,51,2900,224,843,1776,114,11313,21,3,1924,84
"2020-06-06",3,6,2,0,119,51,2902,185,844,1778,115,11321,9,2,1930,84
"2020-06-07",4,12,3,0,118,50,2905,184,844,1780,115,11335,16,3,1942,84
"2020-06-08",11,7,0,0,117,49,2906,183,844,1796,108,11353,18,0,1949,84
"2020-06-09",9,10,2,0,109,48,2908,162,845,1808,100,11370,19,2,1959,84
"2020-06-10",5,6,2,0,106,48,2910,145,846,1819,92,11379,11,2,1965,84
"2020-06-11",14,11,1,0,102,48,2911,151,846,1831,86,11400,25,1,1976,84
"2020-06-12",8,4,3,0,99,47,2914,144,847,1841,80,11411,12,3,1980,84
"2020-06-13",4,5,2,0,97,45,2916,123,848,1841,80,11418,9,2,1985,84
"2020-06-14",3,5,0,0,96,44,2916,121,850,1843,78,11426,8,0,1990,84
"2020-06-15",5,5,1,0,95,44,2917,124,851,1861,70,11435,10,1,1995,84
"2020-06-16",8,9,2,0,86,43,2919,125,854,1866,69,11451,17,2,2004,84
"2020-06-17",7,6,0,0,78,41,2919,117,855,1872,69,11462,13,0,2010,84
"2020-06-18",3,12,1,0,71,40,2920,118,856,1879,69,11476,15,1,2022,84
"2020-06-19",3,8,0,0,66,37,2921,114,857,1887,62,11486,11,0,2030,84
"2020-06-20",4,5,2,0,64,37,2923,96,858,1888,65,11492,9,2,2035,84
"2020-06-21",4,10,0,0,60,35,2923,99,859,1888,65,11505,14,0,2045,84
"2020-06-22",7,8,3,0,62,37,2926,103,860,1893,67,11519,15,3,2053,84
"2020-06-23",6,9,1,0,55,34,2927,102,861,1899,65,11529,15,1,2062,84
"2020-06-24",4,12,1,1,52,34,2929,99,862,1905,61,11544,16,2,2074,85
"2020-06-25",8,8,1,1,51,32,2931,105,862,1910,60,11559,16,2,2082,86
"2020-06-26",3,6,0,0,47,30,2931,102,863,1914,60,11566,9,0,2088,86
"2020-06-27",1,2,0,0,42,28,2931,80,864,1914,63,11569,3,0,2090,86
"2020-06-28",4,7,0,0,38,27,2931,84,864,1914,63,11580,11,0,2097,86
"2020-06-29",7,8,0,0,38,27,2931,95,864,1918,62,11593,15,0,2105,86
"2020-06-30",2,6,2,0,37,26,2933,80,864,1925,58,11599,8,2,2111,86
"2020-07-01",3,5,0,0,33,23,2933,75,864,1928,56,11607,8,0,2116,86
"2020-07-02",4,3,2,1,35,26,2936,69,865,1932,54,11611,7,3,2119,87
"2020-07-03",7,5,0,0,32,25,2936,70,865,1940,46,11621,12,0,2124,87
"2020-07-04",0,3,1,0,33,25,2937,60,865,1940,48,11623,3,1,2127,87
"2020-07-05",2,8,0,0,31,23,2937,64,865,1941,48,11631,10,0,2135,87
"2020-07-06",2,5,0,0,30,22,2937,68,866,1946,45,11638,7,0,2140,87
"2020-07-07",3,5,1,0,28,20,2938,71,867,1949,44,11645,8,1,2145,87
"2020-07-08",3,7,2,0,25,20,2940,71,867,1954,40,11654,10,2,2152,87
"2020-07-09",6,7,1,0,25,19,2941,74,867,1957,37,11664,13,1,2159,87
"2020-07-10",6,6,1,0,26,19,2942,82,867,1957,39,11674,12,1,2165,87
"2020-07-11",2,2,0,0,24,17,2942,71,867,1957,39,11677,4,0,2167,87
"2020-07-12",3,4,1,0,25,17,2943,72,868,1959,38,11681,7,1,2171,87
"2020-07-13",4,5,0,0,23,17,2943,79,869,1960,39,11690,9,0,2176,87
"2020-07-14",5,7,0,0,20,16,2943,81,869,1961,39,11701,12,0,2183,87
"2020-07-15",2,4,1,0,20,16,2944,72,869,1964,38,11706,6,1,2187,87
"2020-07-16",2,8,1,0,19,16,2945,68,869,1968,34,11715,10,1,2195,87
"2020-07-17",6,3,0,0,19,15,2945,67,869,1968,35,11723,9,0,2198,87
"2020-07-18",5,8,0,0,18,14,2945,70,869,1968,35,11736,13,0,2206,87
"2020-07-19",7,3,1,0,19,14,2946,75,869,1968,36,11746,10,1,2209,87
"2020-07-20",4,6,0,0,18,14,2946,80,869,1973,32,11755,10,0,2215,87
"2020-07-21",6,7,2,3,22,16,2949,82,869,1975,33,11766,13,5,2222,90
"2020-07-22",3,1,1,0,22,16,2950,69,870,1978,31,11769,4,1,2223,90
"2020-07-23",9,8,1,0,20,15,2951,76,870,1979,31,11785,17,1,2231,90
"2020-07-24",10,0,1,1,20,16,2953,72,870,1983,31,11794,10,2,2231,91
"2020-07-25",9,4,1,0,17,14,2954,72,870,1984,32,11806,13,1,2235,91
"2020-07-26",3,2,1,0,17,14,2956,73,870,1984,32,11809,5,1,2237,91
"2020-07-27",4,6,4,0,21,17,2960,80,870,1985,32,11818,10,4,2243,91
"2020-07-28",9,3,0,0,20,16,2960,83,870,1986,31,11830,12,0,2246,91
"2020-07-29",4,1,0,0,19,15,2960,77,871,1987,31,11834,5,0,2247,91
"2020-07-30",15,3,3,0,21,16,2963,83,871,1989,29,11851,18,3,2250,91
"2020-07-31",10,1,4,0,24,18,2967,85,873,1989,27,11860,11,4,2251,91
"2020-08-01",6,4,2,0,25,18,2969,85,873,1990,27,11869,10,2,2255,91
"2020-08-02",9,2,2,0,26,19,2971,92,873,1990,27,11879,11,2,2257,91
"2020-08-03",15,4,3,0,29,20,2974,104,873,1990,28,11897,19,3,2261,91
"2020-08-04",8,5,3,0,31,22,2977,101,875,1991,28,11908,13,3,2266,91
"2020-08-05",7,3,2,0,30,21,2979,97,875,1994,25,11917,10,2,2269,91
"2020-08-06",10,3,2,0,32,23,2981,96,876,1995,24,11927,13,2,2272,91
"2020-08-07",13,2,1,0,32,22,2982,102,876,1996,24,11942,15,1,2274,91
"2020-08-08",15,3,1,0,32,23,2983,108,876,1996,25,11960,18,1,2277,91
"2020-08-09",14,6,5,1,37,27,2989,119,878,1997,28,11976,20,6,2283,92
"2020-08-10",15,5,4,0,36,28,2993,130,878,1998,28,11996,20,4,2288,92
"2020-08-11",25,7,3,1,39,28,2996,150,879,1999,30,12026,32,4,2295,93
"2020-08-12",16,2,4,0,39,26,3000,154,879,2000,35,12041,18,4,2297,93
"2020-08-13",18,7,4,0,36,26,3004,155,879,2000,36,12063,25,4,2304,93
"2020-08-14",11,5,6,0,41,28,3010,153,879,2001,38,12075,16,6,2309,93
"2020-08-15",14,4,1,0,39,28,3011,149,880,2001,40,12093,18,1,2313,93
"2020-08-16",15,6,4,0,40,29,3015,156,880,2002,39,12112,21,4,2319,93
"2020-08-17",17,10,7,2,49,32,3024,174,882,2004,41,12136,27,9,2329,95
"2020-08-18",9,4,2,0,44,32,3026,168,882,2007,41,12147,13,2,2333,95
"2020-08-19",16,2,3,0,43,30,3029,168,882,2012,40,12161,18,3,2335,95
"2020-08-20",22,3,5,0,44,33,3034,177,883,2015,36,12184,25,5,2338,95
"2020-08-21",17,10,6,0,48,33,3040,171,884,2018,36,12207,27,6,2348,95
"2020-08-22",10,4,0,0,44,31,3040,151,884,2018,38,12221,14,0,2352,95
"2020-08-23",13,1,5,0,47,34,3045,153,884,2019,38,12232,14,5,2353,95
"2020-08-24",10,5,1,0,47,35,3047,156,885,2020,44,12245,15,1,2358,95
"2020-08-25",18,5,3,0,42,30,3050,163,885,2021,45,12265,23,3,2363,95
"2020-08-26",11,6,0,0,40,30,3050,153,885,2026,43,12282,17,0,2369,95
"2020-08-27",6,4,2,1,40,29,3052,140,885,2029,44,12291,10,3,2373,96
"2020-08-28",11,3,0,0,37,29,3053,144,886,2034,40,12303,14,0,2376,96
"2020-08-29",2,3,2,0,37,28,3056,124,886,2035,39,12307,5,2,2379,96
"2020-08-30",8,2,3,0,42,30,3059,123,887,2035,40,12317,10,3,2381,96
"2020-08-31",12,8,1,0,41,29,3060,137,889,2038,40,12336,20,1,2389,96
"2020-09-01",13,5,2,0,37,29,3062,140,890,2041,39,12352,18,2,2394,96
"2020-09-02",15,11,0,0,34,28,3062,148,890,2043,39,12377,26,0,2405,96
"2020-09-03",7,5,4,0,36,26,3066,140,890,2046,36,12387,12,4,2410,96
"2020-09-04",13,7,4,0,40,28,3070,146,891,2047,38,12406,20,4,2417,96
"2020-09-05",14,3,1,0,37,28,3071,141,891,2048,38,12423,17,1,2420,96
"2020-09-06",21,9,4,0,41,30,3075,162,891,2048,39,12448,30,4,2429,96
"2020-09-07",25,7,2,0,41,29,3077,182,891,2048,41,12477,32,2,2436,96
"2020-09-08",20,8,3,0,42,27,3081,195,892,2048,45,12503,28,3,2444,96
"2020-09-09",26,11,2,0,41,26,3084,209,893,2050,44,12539,37,2,2455,96
"2020-09-10",15,7,5,0,44,27,3089,204,894,2052,42,12557,22,5,2462,96
"2020-09-11",41,6,6,0,49,29,3095,222,894,2053,43,12597,47,6,2468,96
"2020-09-12",19,5,6,0,53,30,3101,221,894,2054,44,12619,24,6,2473,96
"2020-09-13",19,9,4,0,55,31,3105,234,894,2054,44,12645,28,4,2482,96
"2020-09-14",42,9,7,1,64,33,3114,268,895,2057,44,12694,51,8,2491,97
"2020-09-15",35,7,5,3,69,35,3123,278,896,2060,46,12733,42,8,2498,100
"2020-09-16",40,18,1,0,64,36,3124,303,897,2061,48,12789,58,1,2516,100
"2020-09-17",46,21,4,1,65,37,3129,329,897,2066,47,12853,67,5,2537,101
"2020-09-18",52,12,5,0,66,38,3134,354,897,2068,47,12909,64,5,2549,101
"2020-09-19",43,13,12,0,76,43,3146,365,898,2070,46,12960,56,12,2562,101
"2020-09-20",35,27,11,1,87,46,3159,403,899,2070,49,13014,62,12,2589,102
"2020-09-21",33,55,9,6,101,51,3177,464,901,2073,47,13098,88,15,2644,108
"2020-09-22",5,11,2,3,103,52,3182,458,901,2073,48,13110,16,5,2655,111
