"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,10,7,10,49,0,0,0,51,4,1,2,0,1
2020-02-28,3,0,0,1,11,8,11,52,0,0,0,54,3,1,2,1,1
2020-02-29,1,0,0,0,12,7,12,52,0,0,0,55,1,0,2,1,1
2020-03-01,7,1,2,0,14,8,14,60,0,0,1,63,8,2,3,1,3
2020-03-02,10,1,0,0,13,7,14,71,0,0,1,74,11,0,4,1,3
2020-03-03,8,0,1,0,15,7,16,78,0,0,1,82,8,1,4,1,4
2020-03-04,10,3,3,0,18,9,19,90,0,2,1,95,13,3,7,1,7
2020-03-05,12,1,1,1,18,11,21,100,0,2,1,107,13,2,8,2,8
2020-03-06,18,1,4,0,22,14,25,115,0,2,2,123,19,4,9,2,12
2020-03-07,7,3,3,0,24,15,28,124,0,3,1,132,10,3,12,2,15
2020-03-08,17,5,6,0,30,19,34,142,2,3,1,152,22,6,17,2,21
2020-03-09,26,5,5,2,35,21,42,166,2,3,1,181,31,7,22,4,26
2020-03-10,28,4,9,1,43,23,52,189,2,3,2,210,32,10,26,5,35
2020-03-11,43,6,9,0,51,24,62,226,4,3,2,254,49,9,32,5,44
2020-03-12,55,4,23,0,71,30,85,271,5,3,2,307,59,23,36,5,67
2020-03-13,73,6,13,0,82,33,99,338,5,4,2,383,79,13,42,5,80
2020-03-14,62,3,19,0,100,42,119,379,5,7,5,440,65,19,45,5,99
2020-03-15,69,8,27,1,124,50,148,427,7,7,6,511,77,28,53,6,126
2020-03-16,140,19,33,0,155,56,182,558,13,8,6,664,159,33,72,6,159
2020-03-17,144,13,35,0,184,59,219,644,15,8,9,805,157,35,85,6,194
2020-03-18,171,16,50,0,233,63,273,767,18,12,10,978,187,50,101,6,244
2020-03-19,250,25,58,2,291,70,339,969,26,12,12,1240,275,60,126,8,302
2020-03-20,238,27,82,1,366,71,426,1145,31,14,17,1488,265,83,153,9,384
2020-03-21,199,13,72,3,435,71,508,1228,43,16,26,1674,212,75,166,12,456
2020-03-22,236,19,72,1,485,71,582,1333,49,19,27,1902,255,73,185,13,528
2020-03-23,443,24,98,3,578,71,685,1651,66,22,39,2331,467,101,209,16,626
2020-03-24,420,25,108,1,659,73,799,1903,76,26,44,2740,445,109,234,17,734
2020-03-25,432,24,114,2,757,74,918,2119,89,31,52,3153,456,116,258,19,848
2020-03-26,434,34,104,4,843,74,1032,2315,107,41,55,3578,468,108,292,23,952
2020-03-27,556,36,113,1,930,74,1152,2578,122,47,72,4116,592,114,328,24,1065
2020-03-28,293,27,99,2,995,74,1257,2514,141,51,88,4392,320,101,355,26,1164
2020-03-29,253,18,87,3,1042,74,1350,2468,166,62,99,4620,271,90,373,29,1251
2020-03-30,437,29,126,3,1130,74,1482,2615,186,71,118,5023,466,129,402,32,1377
2020-03-31,307,42,109,1,1195,74,1595,2545,220,89,126,5316,349,110,444,33,1486
2020-04-01,312,42,72,3,1212,75,1669,2452,245,107,136,5625,354,75,486,36,1558
2020-04-02,350,41,88,3,1253,75,1766,2433,267,122,148,5962,391,91,527,39,1646
