"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,12,8,12,64,0,0,0,67,4,1,2,0,1
2020-02-28,3,0,0,1,13,9,13,67,0,0,0,70,3,1,2,1,1
2020-02-29,1,0,0,0,14,9,14,67,0,0,0,71,1,0,2,1,1
2020-03-01,7,1,2,0,16,10,16,75,0,0,1,79,8,2,3,1,3
2020-03-02,10,1,0,0,15,9,16,86,0,0,1,90,11,0,4,1,3
2020-03-03,8,0,1,0,17,9,18,93,0,0,1,98,8,1,4,1,4
2020-03-04,10,3,3,0,20,11,21,105,0,2,1,111,13,3,7,1,7
2020-03-05,12,1,1,1,20,13,23,115,0,2,1,123,13,2,8,2,8
2020-03-06,19,1,4,0,24,16,27,131,0,2,2,140,20,4,9,2,12
2020-03-07,7,3,3,0,26,16,30,139,0,3,1,148,10,3,12,2,15
2020-03-08,18,4,6,0,32,20,36,157,2,3,1,168,22,6,16,2,21
2020-03-09,27,5,5,2,37,22,44,182,2,3,1,198,32,7,21,4,26
2020-03-10,29,4,9,1,45,24,54,206,2,3,2,228,33,10,25,5,35
2020-03-11,44,5,9,0,53,25,64,242,4,3,2,271,49,9,30,5,44
2020-03-12,54,4,23,0,73,32,87,285,5,3,2,322,58,23,34,5,67
2020-03-13,75,4,13,0,84,35,101,352,5,4,2,398,79,13,38,5,80
2020-03-14,61,3,19,0,102,43,121,392,5,7,5,453,64,19,41,5,99
2020-03-15,69,8,27,1,126,50,150,440,7,7,6,524,77,28,49,6,126
2020-03-16,142,19,32,0,156,56,183,574,12,8,6,679,161,32,68,6,158
2020-03-17,145,12,35,0,186,60,220,659,14,8,9,819,157,35,80,6,193
2020-03-18,177,14,50,0,235,64,274,787,17,12,10,996,191,50,94,6,243
2020-03-19,258,24,59,2,294,70,341,993,25,12,12,1261,282,61,118,8,302
2020-03-20,240,25,82,1,369,71,428,1163,30,14,17,1502,265,83,143,9,384
2020-03-21,200,13,71,3,437,71,509,1244,42,16,27,1684,213,74,156,12,455
2020-03-22,236,18,72,1,486,71,583,1349,48,19,29,1910,254,73,174,13,527
2020-03-23,448,23,97,3,577,71,685,1671,65,22,41,2342,471,100,197,16,624
2020-03-24,426,25,109,1,659,73,800,1924,75,26,46,2752,451,110,222,17,733
2020-03-25,440,22,115,2,758,74,920,2141,88,31,54,3167,462,117,244,19,848
2020-03-26,441,32,104,4,844,74,1034,2339,106,41,57,3592,473,108,276,23,952
2020-03-27,560,34,112,1,930,74,1153,2598,121,47,74,4127,594,113,310,24,1064
2020-03-28,299,25,97,2,993,74,1256,2538,139,51,90,4403,324,99,335,26,1161
2020-03-29,254,18,87,2,1040,74,1348,2490,164,62,103,4627,272,89,353,28,1248
2020-03-30,442,29,124,3,1124,74,1478,2639,184,71,122,5030,471,127,382,31,1372
2020-03-31,309,40,109,1,1190,74,1591,2568,218,89,129,5321,349,110,422,32,1481
2020-04-01,314,37,74,3,1210,75,1667,2470,243,107,139,5625,351,77,459,35,1555
2020-04-02,350,37,90,3,1252,75,1766,2446,264,121,151,5955,387,93,496,38,1645
2020-04-03,335,52,75,0,1279,75,1844,2448,296,142,158,6300,387,75,548,38,1720
2020-04-04,187,24,63,3,1286,74,1911,2240,315,156,175,6469,211,66,572,41,1783
2020-04-05,227,20,73,3,1311,75,1990,2191,338,165,196,6667,247,76,592,44,1856
2020-04-06,325,51,59,1,1318,75,2052,2307,357,188,211,7002,376,60,643,45,1915
2020-04-07,202,51,56,2,1319,76,2114,2165,386,211,242,7216,253,58,694,47,1971
2020-04-08,209,32,54,0,1288,76,2172,2031,403,236,254,7423,241,54,726,47,2025
2020-04-09,187,35,50,1,1283,76,2224,1856,415,263,260,7609,222,51,761,48,2075
2020-04-10,204,38,48,1,1291,75,2275,1768,443,291,267,7819,242,49,799,49,2123
2020-04-11,132,20,27,2,1257,75,2305,1580,458,311,287,7950,152,29,819,51,2150
2020-04-12,135,32,33,1,1239,75,2340,1523,473,329,315,8101,167,34,851,52,2183
2020-04-13,167,31,43,1,1222,75,2385,1518,494,344,339,8268,198,44,882,53,2226
2020-04-14,162,33,33,2,1199,76,2421,1531,505,395,333,8437,195,35,915,55,2259
2020-04-15,118,16,23,1,1173,76,2446,1443,521,452,329,8553,134,24,931,56,2282
2020-04-16,115,22,28,2,1140,76,2476,1331,539,502,314,8668,137,30,953,58,2310
2020-04-17,138,25,25,1,1110,77,2502,1289,557,550,312,8807,163,26,978,59,2335
2020-04-18,79,14,19,0,1065,76,2521,1145,568,573,328,8880,93,19,992,59,2354
2020-04-19,83,15,19,1,1036,76,2541,1121,587,579,350,8961,98,20,1007,60,2373
2020-04-20,112,23,25,1,1017,76,2568,1163,606,635,334,9069,135,26,1030,61,2398
2020-04-21,116,25,21,0,981,76,2591,1115,627,687,333,9182,141,21,1055,61,2419
2020-04-22,90,22,14,0,924,77,2606,1033,643,733,328,9281,112,14,1077,61,2433
2020-04-23,95,36,16,0,882,77,2622,991,655,780,307,9395,131,16,1113,61,2449
2020-04-24,79,24,17,1,865,76,2641,937,664,842,276,9482,103,18,1137,62,2466
2020-04-25,44,22,13,0,834,76,2655,812,680,859,281,9540,66,13,1159,62,2479
2020-04-26,43,24,13,0,809,76,2668,783,689,868,296,9596,67,13,1183,62,2492
2020-04-27,61,17,14,0,787,76,2682,769,700,878,312,9663,78,14,1200,62,2506
2020-04-28,91,25,14,1,766,76,2698,786,706,929,296,9759,116,15,1225,63,2520
2020-04-29,58,18,11,0,738,76,2710,725,712,965,297,9818,76,11,1243,63,2531
2020-04-30,62,19,17,2,714,76,2729,699,725,1008,282,9888,81,19,1262,65,2548
2020-05-01,52,9,9,0,679,76,2738,646,727,1050,283,9938,61,9,1271,65,2557
2020-05-02,27,13,9,2,641,76,2749,564,736,1065,283,9973,40,11,1284,67,2566
