"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,13,9,13,62,0,0,0,65,4,1,2,0,1
2020-02-28,3,0,0,1,14,10,14,65,0,0,0,68,3,1,2,1,1
2020-02-29,1,0,0,0,15,10,15,65,0,0,0,69,1,0,2,1,1
2020-03-01,7,1,2,0,17,11,17,73,0,0,1,77,8,2,3,1,3
2020-03-02,10,1,0,0,16,10,17,84,0,0,1,88,11,0,4,1,3
2020-03-03,8,0,1,0,18,10,19,91,0,0,1,96,8,1,4,1,4
2020-03-04,10,3,3,0,21,12,22,103,0,2,1,109,13,3,7,1,7
2020-03-05,12,1,1,1,21,14,24,113,0,2,1,121,13,2,8,2,8
2020-03-06,19,1,4,0,25,17,28,129,0,2,2,138,20,4,9,2,12
2020-03-07,7,3,3,0,27,17,31,137,0,3,1,146,10,3,12,2,15
2020-03-08,18,4,6,0,33,21,37,155,2,3,1,166,22,6,16,2,21
2020-03-09,28,5,5,2,38,22,45,181,2,3,1,197,33,7,21,4,26
2020-03-10,29,4,9,1,46,24,55,205,2,3,2,227,33,10,25,5,35
2020-03-11,44,5,9,0,54,26,65,241,4,3,2,270,49,9,30,5,44
2020-03-12,54,4,23,0,74,32,88,284,5,3,2,321,58,23,34,5,67
2020-03-13,75,4,13,0,85,35,102,351,5,4,2,397,79,13,38,5,80
2020-03-14,61,3,19,0,103,44,122,391,5,7,5,452,64,19,41,5,99
2020-03-15,69,8,27,1,127,51,151,439,7,7,6,523,77,28,49,6,126
2020-03-16,142,19,32,0,157,57,184,572,12,8,6,677,161,32,68,6,158
2020-03-17,145,12,34,0,186,60,220,657,14,8,9,817,157,34,80,6,192
2020-03-18,177,14,51,0,236,65,275,785,17,12,10,994,191,51,94,6,243
2020-03-19,258,24,60,2,296,70,343,991,25,12,12,1259,282,62,118,8,303
2020-03-20,240,25,80,1,369,71,428,1163,29,14,17,1502,265,81,143,9,383
2020-03-21,200,13,72,3,438,71,510,1242,41,16,27,1682,213,75,156,12,455
2020-03-22,236,18,72,1,487,71,584,1347,47,19,29,1908,254,73,174,13,527
2020-03-23,448,23,97,3,578,71,686,1669,64,22,41,2340,471,100,197,16,624
2020-03-24,426,25,109,1,660,73,801,1922,74,26,46,2750,451,110,222,17,733
2020-03-25,440,22,115,2,759,74,921,2139,86,31,54,3165,462,117,244,19,848
2020-03-26,441,32,105,4,846,74,1036,2336,104,41,57,3589,473,109,276,23,953
2020-03-27,560,34,111,1,931,74,1154,2596,118,47,74,4125,594,112,310,24,1064
2020-03-28,299,25,97,2,994,74,1257,2536,136,51,91,4401,324,99,335,26,1161
2020-03-29,254,17,88,2,1041,74,1350,2487,161,62,104,4624,271,90,352,28,1249
2020-03-30,442,29,123,3,1124,74,1479,2637,181,71,121,5028,471,126,381,31,1372
2020-03-31,309,40,109,1,1191,74,1592,2566,215,89,129,5319,349,110,421,32,1481
2020-04-01,314,37,74,3,1209,75,1668,2468,240,107,140,5623,351,77,458,35,1555
2020-04-02,349,37,91,3,1252,75,1768,2443,261,121,151,5952,386,94,495,38,1646
2020-04-03,335,52,74,0,1279,75,1845,2446,293,142,158,6298,387,74,547,38,1720
2020-04-04,187,24,63,3,1286,74,1912,2238,312,156,175,6467,211,66,571,41,1783
2020-04-05,227,21,73,3,1312,75,1991,2190,335,165,196,6666,248,76,592,44,1856
2020-04-06,325,51,59,1,1319,75,2053,2306,355,188,211,7001,376,60,643,45,1915
2020-04-07,202,51,56,2,1320,76,2115,2163,383,211,242,7215,253,58,694,47,1971
2020-04-08,209,32,54,0,1289,76,2173,2029,400,236,254,7422,241,54,726,47,2025
2020-04-09,187,35,50,1,1284,76,2225,1854,412,263,260,7608,222,51,761,48,2075
2020-04-10,204,38,48,1,1292,75,2276,1766,440,290,268,7818,242,49,799,49,2123
2020-04-11,132,20,27,2,1258,75,2306,1578,455,311,287,7949,152,29,819,51,2150
2020-04-12,136,32,33,1,1240,75,2341,1522,470,329,315,8100,168,34,851,52,2183
2020-04-13,167,31,43,1,1223,75,2386,1517,491,344,339,8267,198,44,882,53,2226
2020-04-14,162,33,34,2,1201,76,2423,1529,502,395,332,8436,195,36,915,55,2260
2020-04-15,118,16,23,1,1176,76,2448,1441,518,452,328,8552,134,24,931,56,2283
2020-04-16,115,22,28,2,1143,76,2478,1329,536,502,314,8667,137,30,953,58,2311
2020-04-17,138,25,25,1,1112,77,2504,1287,554,550,312,8806,163,26,978,59,2336
2020-04-18,79,14,19,0,1067,76,2523,1143,565,573,328,8879,93,19,992,59,2355
2020-04-19,83,15,19,1,1038,76,2543,1119,584,579,351,8960,98,20,1007,60,2374
2020-04-20,112,23,25,1,1018,76,2570,1161,603,635,335,9068,135,26,1030,61,2399
2020-04-21,116,25,21,0,982,76,2593,1113,624,687,334,9181,141,21,1055,61,2420
2020-04-22,90,22,14,0,925,77,2608,1031,641,733,329,9280,112,14,1077,61,2434
2020-04-23,95,36,16,0,884,77,2624,989,653,780,307,9394,131,16,1113,61,2450
2020-04-24,79,24,17,1,867,76,2643,935,663,843,275,9481,103,18,1137,62,2467
2020-04-25,44,22,13,0,836,76,2657,810,679,860,281,9539,66,13,1159,62,2480
2020-04-26,43,24,13,0,810,76,2670,781,688,869,296,9595,67,13,1183,62,2493
2020-04-27,61,17,14,0,788,76,2684,767,699,879,312,9662,78,14,1200,62,2507
2020-04-28,91,25,14,1,767,76,2700,784,705,930,296,9758,116,15,1225,63,2521
2020-04-29,58,18,11,0,739,76,2712,723,711,966,297,9817,76,11,1243,63,2532
2020-04-30,62,19,17,2,715,76,2731,697,724,1009,282,9887,81,19,1262,65,2549
2020-05-01,52,9,9,0,680,76,2740,644,726,1051,283,9937,61,9,1271,65,2558
2020-05-02,27,13,9,2,642,76,2751,562,735,1066,283,9972,40,11,1284,67,2567
2020-05-03,36,9,10,0,628,76,2762,546,740,1073,297,10008,45,10,1293,67,2577
2020-05-04,58,25,11,2,619,76,2774,594,746,1117,290,10078,83,13,1318,69,2588
2020-05-05,28,7,3,0,577,76,2777,525,751,1131,304,10109,35,3,1325,69,2591
2020-05-06,59,15,5,0,550,73,2783,539,757,1169,294,10173,74,5,1340,69,2596
2020-05-07,46,15,8,1,528,72,2793,515,765,1208,288,10223,61,9,1355,70,2604
2020-05-08,55,25,7,1,497,72,2801,513,769,1244,275,10298,80,8,1380,71,2611
2020-05-09,30,5,5,0,475,72,2806,465,774,1253,283,10329,35,5,1385,71,2616
2020-05-10,25,12,4,1,457,72,2811,448,775,1256,292,10359,37,5,1397,72,2620
2020-05-11,45,20,7,1,451,73,2819,479,782,1296,288,10419,65,8,1417,73,2627
2020-05-12,26,20,2,0,409,71,2821,448,785,1339,265,10461,46,2,1437,73,2629
2020-05-13,38,19,3,1,391,71,2825,424,790,1374,263,10511,57,4,1456,74,2632
2020-05-14,25,13,8,1,365,71,2834,390,794,1401,250,10541,38,9,1469,75,2640
2020-05-15,32,14,3,1,349,71,2839,370,801,1434,231,10581,46,4,1483,76,2643
