"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-06-06",3,6,2,1,123,51,2876,240,841,1698,170,9,3,1948,49
"2020-06-07",2,9,3,0,122,50,2879,238,841,1700,171,11,3,1957,49
"2020-06-08",8,8,0,1,121,49,2881,242,841,1716,163,16,1,1965,50
"2020-06-09",9,9,2,0,113,48,2883,223,841,1727,156,18,2,1974,50
"2020-06-10",5,6,3,0,111,48,2886,205,842,1740,147,11,3,1980,50
"2020-06-11",14,12,1,0,107,48,2887,210,843,1751,142,26,1,1992,50
"2020-06-12",5,4,3,0,104,47,2890,200,844,1759,137,9,3,1996,50
"2020-06-13",4,4,2,0,102,45,2892,178,845,1759,137,8,2,2000,50
"2020-06-14",2,5,0,0,101,44,2892,175,847,1760,137,7,0,2005,50
"2020-06-15",5,4,1,0,99,44,2893,179,848,1778,129,9,1,2009,50
"2020-06-16",7,6,2,0,91,44,2895,178,850,1783,128,13,2,2015,50
"2020-06-17",4,10,0,0,84,42,2895,171,851,1789,128,14,0,2025,50
"2020-06-18",2,14,1,0,77,41,2896,177,852,1796,128,16,1,2039,50
"2020-06-19",3,10,0,0,71,38,2897,176,853,1806,120,13,0,2049,50
"2020-06-20",4,5,2,0,69,38,2899,159,854,1806,123,9,2,2054,50
"2020-06-21",4,10,0,0,65,36,2899,163,855,1806,123,14,0,2064,50
"2020-06-22",5,8,3,1,68,38,2903,169,856,1811,125,13,4,2072,51
"2020-06-23",5,9,1,0,61,35,2904,165,857,1817,124,14,1,2081,51
"2020-06-24",3,12,1,1,57,34,2906,164,858,1824,120,15,2,2093,52
"2020-06-25",6,8,1,0,54,33,2907,166,858,1830,119,14,1,2101,52
"2020-06-26",3,5,0,0,49,31,2907,166,859,1834,119,8,0,2106,52
"2020-06-27",0,2,0,0,45,29,2907,144,860,1834,122,2,0,2108,52
"2020-06-28",3,9,0,0,41,28,2907,150,860,1834,122,12,0,2117,52
"2020-06-29",6,6,0,0,41,28,2907,160,860,1840,119,12,0,2123,52
"2020-06-30",2,4,2,0,40,27,2909,147,860,1846,116,6,2,2127,52
"2020-07-01",3,3,0,0,36,25,2909,139,860,1848,115,6,0,2130,52
"2020-07-02",4,3,1,1,37,26,2911,134,861,1852,113,7,2,2133,53
"2020-07-03",4,7,0,0,34,25,2911,137,861,1859,106,11,0,2140,53
"2020-07-04",0,2,1,0,35,25,2912,129,861,1859,107,2,1,2142,53
"2020-07-05",1,5,0,0,34,24,2912,131,861,1860,107,6,0,2147,53
"2020-07-06",1,7,0,0,33,23,2912,140,862,1864,105,8,0,2154,53
"2020-07-07",3,6,1,0,31,22,2913,144,863,1867,104,9,1,2160,53
"2020-07-08",3,7,2,0,28,22,2915,146,863,1870,102,10,2,2167,53
"2020-07-09",3,7,1,1,29,21,2917,145,863,1873,99,10,2,2174,54
"2020-07-10",5,7,1,0,30,21,2918,152,863,1873,100,12,1,2181,54
"2020-07-11",2,1,0,1,29,19,2919,136,863,1873,100,3,1,2182,55
"2020-07-12",2,3,1,0,30,19,2920,137,864,1875,99,5,1,2185,55
"2020-07-13",4,5,0,0,29,20,2920,147,865,1876,100,9,0,2190,55
"2020-07-14",4,4,0,3,29,20,2923,146,866,1877,100,8,3,2194,58
"2020-07-15",1,5,1,0,28,19,2924,138,866,1881,98,6,1,2199,58
"2020-07-16",2,9,1,0,27,19,2925,140,866,1883,96,11,1,2208,58
"2020-07-17",4,4,0,0,29,18,2925,140,866,1883,96,8,0,2212,58
"2020-07-18",4,7,0,0,29,18,2925,141,866,1883,96,11,0,2219,58
"2020-07-19",4,4,1,0,31,18,2926,148,866,1883,97,8,1,2223,58
"2020-07-20",3,7,0,0,30,18,2926,158,866,1887,94,10,0,2230,58
"2020-07-21",7,4,2,1,32,18,2929,157,866,1889,95,11,3,2234,59
"2020-07-22",2,4,1,0,30,18,2930,149,867,1891,94,6,1,2238,59
"2020-07-23",8,8,1,0,29,18,2931,159,867,1893,95,16,1,2246,59
"2020-07-24",8,5,0,1,27,17,2932,156,867,1896,95,13,1,2251,60
"2020-07-25",7,4,1,0,25,16,2933,154,867,1896,97,11,1,2255,60
"2020-07-26",3,3,2,0,26,15,2936,156,867,1896,97,6,2,2258,60
"2020-07-27",4,6,4,0,30,18,2940,163,867,1897,97,10,4,2264,60
"2020-07-28",6,9,0,0,29,18,2940,168,867,1898,97,15,0,2273,60
"2020-07-29",4,10,0,0,28,17,2940,172,868,1899,97,14,0,2283,60
"2020-07-30",5,14,3,3,33,18,2946,179,868,1900,97,19,6,2297,63
"2020-07-31",0,12,3,1,36,19,2950,185,869,1900,97,12,4,2309,64
"2020-08-01",0,27,1,0,36,19,2951,212,869,1900,98,27,1,2336,64
"2020-08-02",1,5,0,0,35,19,2951,218,869,1900,98,6,0,2341,64
