"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,16,10,16,65,0,0,0,68,4,1,2,0,1
2020-02-28,3,0,0,1,17,11,17,68,0,0,0,71,3,1,2,1,1
2020-02-29,1,0,0,0,18,11,18,68,0,0,0,72,1,0,2,1,1
2020-03-01,7,1,2,0,20,12,20,76,0,0,1,80,8,2,3,1,3
2020-03-02,10,1,0,0,19,11,20,87,0,0,1,91,11,0,4,1,3
2020-03-03,8,0,1,0,21,11,22,94,0,0,1,99,8,1,4,1,4
2020-03-04,10,3,3,0,24,13,25,106,0,2,1,112,13,3,7,1,7
2020-03-05,12,1,1,1,24,14,27,116,0,2,1,124,13,2,8,2,8
2020-03-06,18,1,4,0,28,17,31,131,0,2,2,140,19,4,9,2,12
2020-03-07,7,3,3,0,30,18,34,140,0,3,1,149,10,3,12,2,15
2020-03-08,18,4,6,0,36,22,40,158,2,3,1,169,22,6,16,2,21
2020-03-09,27,5,5,2,41,24,48,183,2,3,1,199,32,7,21,4,26
2020-03-10,28,4,9,1,49,25,58,206,2,3,2,228,32,10,25,5,35
2020-03-11,43,6,9,0,57,26,68,243,4,3,2,272,49,9,31,5,44
2020-03-12,54,4,23,0,77,32,91,287,5,3,2,324,58,23,35,5,67
2020-03-13,73,6,13,0,88,35,105,354,5,4,2,400,79,13,41,5,80
2020-03-14,61,3,19,0,106,43,125,394,5,7,5,456,64,19,44,5,99
2020-03-15,69,8,26,1,129,51,153,443,7,7,6,528,77,27,52,6,125
2020-03-16,140,19,33,0,160,56,187,574,12,8,6,681,159,33,71,6,158
2020-03-17,144,13,35,0,190,60,224,660,14,8,9,822,157,35,84,6,193
2020-03-18,171,15,51,0,240,64,279,783,17,12,10,994,186,51,99,6,244
2020-03-19,250,24,58,2,298,70,345,984,25,12,12,1255,274,60,123,8,302
2020-03-20,238,27,82,1,373,71,432,1161,30,14,17,1503,265,83,150,9,384
2020-03-21,199,13,72,3,442,71,514,1244,42,16,26,1689,212,75,163,12,456
2020-03-22,236,18,72,1,492,71,588,1349,48,19,27,1916,254,73,181,13,528
2020-03-23,444,24,98,3,585,71,691,1668,65,22,39,2346,468,101,205,16,626
2020-03-24,420,25,108,1,666,73,805,1920,75,26,44,2755,445,109,230,17,734
2020-03-25,433,22,114,2,764,74,924,2134,88,31,52,3167,455,116,252,19,848
2020-03-26,434,33,103,4,849,74,1037,2329,106,41,55,3591,467,107,285,23,951
2020-03-27,557,35,113,1,936,74,1157,2592,121,47,72,4129,592,114,320,24,1064
2020-03-28,293,25,98,2,1000,74,1261,2528,140,51,88,4402,318,100,345,26,1162
2020-03-29,253,18,87,2,1046,74,1353,2482,164,62,99,4630,271,89,363,28,1249
2020-03-30,436,29,126,3,1135,74,1485,2629,184,71,118,5031,465,129,392,31,1375
2020-03-31,308,40,109,1,1200,74,1598,2559,218,89,126,5323,348,110,432,32,1484
2020-04-01,313,38,72,3,1217,75,1672,2463,243,107,136,5629,351,75,470,35,1556
2020-04-02,350,38,90,3,1260,75,1771,2443,265,122,148,5963,388,93,508,38,1646
2020-04-03,332,53,76,0,1287,75,1850,2446,297,143,156,6308,385,76,561,38,1722
2020-04-04,186,24,62,3,1291,74,1916,2239,316,157,173,6478,210,65,585,41,1784
2020-04-05,226,20,73,3,1316,75,1995,2190,339,166,194,6676,246,76,605,44,1857
2020-04-06,324,52,60,1,1324,75,2058,2307,357,190,207,7012,376,61,657,45,1917
2020-04-07,204,51,55,2,1326,76,2118,2170,387,212,240,7231,255,57,708,47,1972
2020-04-08,208,32,55,0,1293,76,2177,2035,404,237,252,7437,240,55,740,47,2027
2020-04-09,187,35,49,1,1288,76,2228,1861,416,265,257,7624,222,50,775,48,2076
2020-04-10,204,38,48,1,1295,75,2279,1773,444,294,264,7834,242,49,813,49,2124
2020-04-11,132,20,26,2,1260,75,2308,1584,459,314,285,7965,152,28,833,51,2150
2020-04-12,135,32,34,1,1242,75,2344,1527,474,332,313,8116,167,35,865,52,2184
2020-04-13,166,31,43,1,1225,75,2389,1520,495,347,338,8281,197,44,896,53,2227
2020-04-14,163,33,34,2,1202,76,2426,1535,505,398,332,8452,196,36,929,55,2261
2020-04-15,118,16,23,1,1177,76,2451,1447,522,454,328,8568,134,24,945,56,2284
2020-04-16,115,22,28,2,1144,76,2481,1335,540,504,313,8683,137,30,967,58,2312
2020-04-17,137,25,25,1,1114,77,2507,1291,558,551,313,8821,162,26,992,59,2337
2020-04-18,78,14,19,0,1068,76,2526,1146,569,574,329,8894,92,19,1006,59,2356
2020-04-19,82,15,19,1,1039,76,2546,1122,588,580,351,8974,97,20,1021,60,2375
2020-04-20,110,23,25,1,1020,76,2573,1163,607,636,335,9081,133,26,1044,61,2400
2020-04-21,116,25,21,0,984,76,2596,1116,628,688,334,9195,141,21,1069,61,2421
2020-04-22,90,22,14,0,927,77,2611,1034,644,734,329,9294,112,14,1091,61,2435
2020-04-23,95,36,16,0,885,77,2627,993,657,781,307,9409,131,16,1127,61,2451
2020-04-24,79,24,17,1,868,76,2646,939,666,843,276,9496,103,18,1151,62,2468
2020-04-25,44,23,13,0,837,76,2660,815,681,860,281,9555,67,13,1174,62,2481
2020-04-26,43,25,13,0,813,76,2673,787,691,869,296,9612,68,13,1199,62,2494
