"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul"
"2020-06-06",3,6,2,0,122,51,2873,239,840,1703,165,9,2,1942,46
"2020-06-07",3,9,3,0,121,50,2876,237,840,1705,165,12,3,1951,46
"2020-06-08",9,8,0,1,121,49,2878,242,840,1721,157,17,1,1959,47
"2020-06-09",9,9,2,0,113,48,2880,224,840,1732,150,18,2,1968,47
"2020-06-10",5,6,2,0,110,48,2882,206,841,1745,141,11,2,1974,47
"2020-06-11",14,12,1,0,106,48,2883,211,842,1756,136,26,1,1986,47
"2020-06-12",7,4,3,0,103,47,2886,203,843,1764,131,11,3,1990,47
"2020-06-13",4,4,2,0,101,45,2888,181,844,1764,131,8,2,1994,47
"2020-06-14",2,5,0,0,100,44,2888,177,846,1765,130,7,0,1999,47
"2020-06-15",5,4,1,0,99,44,2889,180,847,1783,122,9,1,2003,47
"2020-06-16",7,6,2,0,91,44,2891,178,849,1788,121,13,2,2009,47
"2020-06-17",5,10,0,0,84,42,2891,172,850,1794,121,15,0,2019,47
"2020-06-18",2,13,1,0,77,41,2892,176,851,1801,121,15,1,2032,47
"2020-06-19",3,10,0,0,71,38,2893,175,852,1811,113,13,0,2042,47
"2020-06-20",4,5,2,0,69,38,2895,158,853,1811,116,9,2,2047,47
"2020-06-21",4,9,0,0,65,36,2895,161,854,1811,116,13,0,2056,47
"2020-06-22",6,8,3,1,68,38,2899,168,855,1816,118,14,4,2064,48
"2020-06-23",6,7,1,0,61,35,2900,163,856,1822,117,13,1,2071,48
"2020-06-24",3,12,1,1,57,34,2902,162,857,1829,113,15,2,2083,49
"2020-06-25",8,8,1,0,54,33,2903,166,857,1835,112,16,1,2091,49
"2020-06-26",3,5,0,0,49,31,2903,165,858,1839,112,8,0,2096,49
"2020-06-27",0,1,0,0,45,29,2903,141,859,1839,115,1,0,2097,49
"2020-06-28",3,9,0,0,41,28,2903,147,859,1839,115,12,0,2106,49
"2020-06-29",7,6,0,0,41,28,2903,158,859,1845,112,13,0,2112,49
"2020-06-30",2,4,2,0,40,27,2905,144,859,1851,109,6,2,2116,49
"2020-07-01",3,3,0,0,36,25,2905,136,859,1853,108,6,0,2119,49
"2020-07-02",4,3,1,1,37,26,2907,131,860,1857,106,7,2,2122,50
"2020-07-03",4,6,0,0,34,25,2907,133,860,1865,98,10,0,2128,50
"2020-07-04",0,2,1,0,35,25,2908,125,860,1865,99,2,1,2130,50
"2020-07-05",1,4,0,0,34,24,2908,126,860,1866,99,5,0,2134,50
"2020-07-06",2,5,0,0,33,23,2908,134,861,1870,97,7,0,2139,50
"2020-07-07",3,4,1,0,31,22,2909,135,862,1873,96,7,1,2143,50
"2020-07-08",3,7,2,0,28,22,2911,137,862,1876,94,10,2,2150,50
"2020-07-09",3,7,1,0,28,21,2912,137,862,1879,91,10,1,2157,50
"2020-07-10",5,6,2,0,30,21,2914,143,863,1879,92,11,2,2163,50
"2020-07-11",2,1,0,0,27,19,2914,129,863,1879,92,3,0,2164,50
"2020-07-12",3,3,1,0,28,19,2915,131,864,1881,91,6,1,2167,50
"2020-07-13",4,5,0,0,27,20,2915,141,865,1882,92,9,0,2172,50
"2020-07-14",4,4,0,0,24,20,2915,141,865,1883,92,8,0,2176,50
"2020-07-15",1,4,1,0,24,19,2916,131,865,1887,90,5,1,2180,50
"2020-07-16",2,8,1,0,23,19,2917,132,865,1891,86,10,1,2188,50
"2020-07-17",4,4,0,0,25,18,2917,132,865,1891,87,8,0,2192,50
"2020-07-18",4,7,0,0,24,17,2917,134,865,1891,87,11,0,2199,50
"2020-07-19",4,3,1,0,26,17,2918,140,865,1891,88,7,1,2202,50
"2020-07-20",3,6,0,0,25,17,2918,148,865,1895,85,9,0,2208,50
"2020-07-21",7,4,2,0,26,17,2920,148,865,1897,86,11,2,2212,50
"2020-07-22",3,2,1,0,24,17,2921,140,866,1899,85,5,1,2214,50
"2020-07-23",8,8,1,0,23,17,2922,149,866,1901,85,16,1,2222,50
"2020-07-24",8,4,0,1,22,16,2923,145,866,1904,85,12,1,2226,51
"2020-07-25",8,4,1,0,20,15,2924,144,866,1904,87,12,1,2230,51
"2020-07-26",3,3,1,0,20,14,2926,146,866,1904,87,6,1,2233,51
"2020-07-27",4,8,4,0,24,17,2930,155,866,1906,86,12,4,2241,51
"2020-07-28",8,3,0,0,23,17,2930,156,867,1908,85,11,0,2244,51
"2020-07-29",4,6,0,0,22,16,2930,155,868,1909,85,10,0,2250,51
"2020-07-30",9,6,3,0,25,17,2933,158,868,1912,83,15,3,2256,51
"2020-07-31",7,4,3,0,27,18,2936,163,869,1912,82,11,3,2260,51
"2020-08-01",6,5,2,0,27,18,2938,161,869,1913,82,11,2,2265,51
"2020-08-02",9,1,2,0,28,19,2940,169,869,1913,82,10,2,2266,51
"2020-08-03",11,6,4,0,32,21,2944,181,869,1913,83,17,4,2272,51
"2020-08-04",7,11,3,0,34,23,2947,183,870,1914,84,18,3,2283,51
"2020-08-05",7,6,2,0,33,23,2949,183,870,1916,82,13,2,2289,51
"2020-08-06",8,4,2,0,35,25,2951,183,870,1917,81,12,2,2293,51
"2020-08-07",10,13,1,0,35,24,2952,198,870,1918,80,23,1,2306,51
"2020-08-08",14,7,1,0,36,25,2953,202,870,1918,81,21,1,2313,51
"2020-08-09",9,14,4,1,40,27,2958,218,872,1918,85,23,5,2327,52
"2020-08-10",8,17,4,0,38,28,2962,235,872,1919,85,25,4,2344,52
"2020-08-11",16,28,3,2,43,28,2968,266,872,1920,85,44,5,2372,54
"2020-08-12",7,27,3,5,50,28,2976,287,872,1920,89,34,8,2399,59
"2020-08-13",0,22,1,4,50,27,2981,293,872,1920,89,22,5,2421,63
