"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
"2020-02-27",2,2,1,0,10,7,10,48,0,0,0,50,4,1,2,0,1
"2020-02-28",3,0,0,1,11,8,11,51,0,0,0,53,3,1,2,1,1
"2020-02-29",1,0,0,0,12,7,12,51,0,0,0,54,1,0,2,1,1
"2020-03-01",7,1,2,0,14,8,14,59,0,0,1,62,8,2,3,1,3
"2020-03-02",10,1,0,0,13,7,14,70,0,0,1,73,11,0,4,1,3
"2020-03-03",8,0,1,0,15,7,16,77,0,0,1,81,8,1,4,1,4
"2020-03-04",10,3,3,0,18,9,19,89,0,2,1,94,13,3,7,1,7
"2020-03-05",12,1,1,1,18,11,21,99,0,2,1,106,13,2,8,2,8
"2020-03-06",18,1,4,0,22,14,25,114,0,2,2,122,19,4,9,2,12
"2020-03-07",7,3,3,0,24,15,28,123,0,3,1,131,10,3,12,2,15
"2020-03-08",17,5,6,0,30,19,34,141,2,3,1,151,22,6,17,2,21
"2020-03-09",26,5,5,2,35,21,42,165,2,3,2,180,31,7,22,4,26
"2020-03-10",28,4,9,1,42,22,52,188,2,3,2,209,32,10,26,5,35
"2020-03-11",43,6,9,0,51,24,62,225,4,3,2,253,49,9,32,5,44
"2020-03-12",55,4,23,0,71,30,85,270,5,3,2,306,59,23,36,5,67
"2020-03-13",73,6,13,0,82,32,99,337,5,4,2,382,79,13,42,5,80
"2020-03-14",62,3,18,0,99,40,118,378,5,7,5,439,65,18,45,5,98
"2020-03-15",69,8,27,1,123,48,147,426,7,7,6,510,77,28,53,6,125
"2020-03-16",140,19,32,0,153,54,180,557,13,8,6,663,159,32,72,6,157
"2020-03-17",144,13,35,0,182,57,217,643,15,8,9,804,157,35,85,6,192
"2020-03-18",171,16,50,0,231,61,271,766,18,12,10,977,187,50,101,6,242
"2020-03-19",249,26,59,2,290,69,338,968,26,12,12,1239,275,61,127,8,301
"2020-03-20",238,27,82,1,365,70,425,1144,31,14,17,1487,265,83,154,9,383
"2020-03-21",199,13,72,3,433,70,507,1227,43,16,26,1673,212,75,167,12,455
"2020-03-22",236,19,72,1,483,70,581,1332,49,19,27,1901,255,73,186,13,527
"2020-03-23",443,24,98,3,576,71,684,1650,66,22,39,2330,467,101,210,16,625
"2020-03-24",420,25,107,1,656,73,797,1903,75,26,44,2740,445,108,235,17,732
"2020-03-25",432,24,114,2,755,74,916,2118,88,31,52,3153,456,116,259,19,846
"2020-03-26",434,34,104,4,841,74,1030,2314,106,41,54,3578,468,108,293,23,950
"2020-03-27",556,36,113,1,930,74,1150,2577,121,47,71,4116,592,114,329,24,1063
"2020-03-28",293,27,99,2,995,74,1255,2513,140,51,87,4392,320,101,356,26,1162
"2020-03-29",253,18,86,3,1041,74,1347,2467,165,62,98,4620,271,89,374,29,1248
"2020-03-30",437,29,126,3,1129,74,1479,2614,185,71,117,5023,466,129,403,32,1374
"2020-03-31",307,42,109,1,1194,74,1592,2544,219,89,125,5316,349,110,445,33,1483
"2020-04-01",312,42,72,3,1211,75,1666,2451,244,107,135,5625,354,75,487,36,1555
"2020-04-02",350,41,88,3,1252,75,1763,2432,266,121,148,5962,391,91,528,39,1643
