"Datum","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90","Totaal","Type"
"2020-05-26",0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,0,0,"IC"
"2020-05-27",0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,"IC"
"2020-05-28",0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,5,"IC"
"2020-05-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"IC"
"2020-05-30",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,"IC"
"2020-05-31",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-06-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-02",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,"IC"
"2020-06-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-04",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,"IC"
"2020-06-05",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-06-06",0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,"IC"
"2020-06-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-08",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,"IC"
"2020-06-09",0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,"IC"
"2020-06-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,"IC"
"2020-06-11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"IC"
"2020-06-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-13",0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,"IC"
"2020-06-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-15",0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,"IC"
"2020-06-16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"IC"
"2020-06-17",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,"IC"
"2020-06-18",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,"IC"
"2020-06-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-06-22",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,"IC"
"2020-06-23",0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,0,7,"IC"
"2020-06-24",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"IC"
"2020-06-25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"IC"
"2020-06-27",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-06-28",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"IC"
"2020-06-29",0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,"IC"
"2020-06-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-01",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"IC"
"2020-07-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-03",0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,"IC"
"2020-07-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-08",0,0,0,0,0,0,-1,0,0,1,-1,0,0,1,0,0,0,"IC"
"2020-07-13",0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-2,"IC"
"2020-07-14",0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,4,"IC"
"2020-07-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-20",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,"IC"
"2020-07-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-22",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,"IC"
"2020-07-23",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"IC"
"2020-07-24",0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,"IC"
"2020-07-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-07-30",0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,"IC"
"2020-07-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-01",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"IC"
"2020-08-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-03",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,"IC"
"2020-08-04",0,0,0,0,0,0,-1,0,-1,1,0,2,1,0,0,0,2,"IC"
"2020-08-05",0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,"IC"
"2020-08-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-07",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,"IC"
"2020-08-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-10",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,"IC"
"2020-08-11",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,"IC"
"2020-08-12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"IC"
"2020-08-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-16",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"IC"
"2020-08-17",0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,1,"IC"
"2020-08-18",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,"IC"
"2020-08-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"IC"
"2020-08-21",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,"IC"
"2020-08-22",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,"IC"
"2020-08-23",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"IC"
"2020-08-24",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,"IC"
"2020-08-25",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,"IC"
"2020-08-26",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,"IC"
"2020-08-27",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,"IC"
"2020-08-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-08-31",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,"IC"
"2020-09-01",0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,"IC"
"2020-09-02",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"IC"
"2020-09-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-09-04",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"IC"
"2020-09-05",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-09-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-09-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-09-08",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-09-09",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,"IC"
"2020-09-10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"IC"
"2020-09-11",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,"IC"
"2020-09-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-09-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-09-14",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-09-15",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,"IC"
"2020-09-16",0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,1,"IC"
"2020-09-17",0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,6,"IC"
"2020-09-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IC"
"2020-09-19",0,0,0,0,0,0,0,0,0,0,-1,-1,-2,0,0,0,-4,"IC"
"2020-09-20",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"IC"
"2020-09-21",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"IC"
"2020-09-22",0,0,0,0,0,0,0,0,0,-1,-1,1,2,0,0,0,1,"IC"
"2020-09-23",0,0,0,0,0,0,0,0,0,1,-1,0,-2,0,0,0,-2,"IC"
"2020-09-24",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,"IC"
"2020-09-25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"IC"
"2020-09-26",0,0,0,0,0,0,0,0,0,-1,1,1,3,0,0,0,4,"IC"
"2020-09-27",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"IC"
"2020-09-28",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"IC"
"2020-09-29",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,"IC"
"2020-09-30",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,"IC"
"2020-10-01",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,"IC"
"2020-10-02",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,"IC"
"2020-10-03",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,"IC"
"2020-10-04",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"IC"
"2020-10-05",0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4,"IC"
"2020-10-06",-1,0,-2,-2,-6,-5,-18,-25,-78,-111,-195,-243,-177,-52,-13,0,-928,"IC"
"2020-10-07",1,0,2,2,6,6,18,25,79,111,196,243,178,52,14,0,933,"IC"
"2020-10-08",0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,6,"IC"
"2020-10-09",0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,5,"IC"
"2020-10-10",0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,7,"IC"
"2020-10-11",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,"IC"
"2020-10-12",0,0,0,0,0,0,0,0,0,0,1,4,3,0,1,0,9,"IC"
"2020-10-13",0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,5,"IC"
"2020-10-14",0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,6,"IC"
"2020-10-15",0,0,0,0,0,0,0,0,0,0,0,-1,1,2,1,0,3,"IC"
"2020-10-16",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,"IC"
"2020-10-17",0,0,0,0,0,0,0,0,0,1,0,2,4,2,0,0,9,"IC"
"2020-10-18",0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,6,"IC"
"2020-10-19",0,0,0,0,0,1,0,0,1,0,1,5,1,0,0,0,9,"IC"
"2020-10-20",0,0,0,0,0,0,1,0,0,1,0,3,2,1,0,0,8,"IC"
"2020-10-21",0,0,0,0,0,0,0,1,0,0,1,1,4,1,0,0,8,"IC"
"2020-10-22",0,0,0,0,0,0,0,-1,0,2,1,2,3,2,0,0,9,"IC"
"2020-10-23",0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,9,"IC"
"2020-10-24",0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,0,9,"IC"
"2020-10-25",0,0,0,0,1,0,0,0,0,1,2,1,4,3,0,0,12,"IC"
"2020-10-26",0,0,0,0,0,0,1,0,0,0,3,5,3,1,0,0,13,"IC"
"2020-10-27",0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,6,"IC"
"2020-10-28",0,0,0,0,0,0,0,0,1,0,3,5,3,1,0,0,13,"IC"
"2020-10-29",0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,7,"IC"
"2020-10-30",0,0,0,0,0,0,1,0,1,2,1,2,2,1,0,0,10,"IC"
"2020-10-31",0,0,0,0,0,0,0,1,0,1,0,3,2,1,0,0,8,"IC"
"2020-11-01",0,0,0,0,0,0,0,0,2,2,1,5,3,2,0,1,16,"IC"
"2020-11-02",0,0,0,0,0,0,0,0,0,1,3,5,2,3,0,0,14,"IC"
"2020-11-03",0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,"IC"
"2020-11-04",0,0,0,0,0,0,0,0,1,2,1,6,1,2,0,0,13,"IC"
"2020-11-05",0,0,0,0,0,1,0,1,0,1,3,2,3,2,0,0,13,"IC"
"2020-11-06",0,0,0,0,0,0,0,1,0,2,2,2,3,1,0,0,11,"IC"
"2020-11-07",0,0,0,0,0,0,0,0,1,3,3,3,5,2,0,0,17,"IC"
"2020-11-08",0,0,0,0,0,0,0,0,0,0,1,5,3,2,0,0,11,"IC"
"2020-11-09",0,0,0,0,0,0,0,1,0,4,1,4,1,2,0,0,13,"IC"
"2020-11-10",0,0,0,0,0,0,0,0,0,1,4,3,1,6,0,0,15,"IC"
"2020-11-11",0,0,0,0,0,1,0,0,0,0,1,3,5,2,0,0,12,"IC"
"2020-11-12",0,0,0,0,0,0,0,2,0,2,2,5,0,1,0,0,12,"IC"
"2020-11-13",0,0,0,0,0,0,2,0,0,0,5,5,2,0,0,1,15,"IC"
"2020-11-14",0,0,0,0,0,0,0,0,0,2,7,1,2,0,0,0,12,"IC"
"2020-11-15",0,0,0,0,1,0,0,0,0,0,0,4,3,3,0,0,11,"IC"
"2020-11-16",0,0,0,0,0,0,0,2,0,2,4,3,9,3,0,0,23,"IC"
"2020-11-17",0,0,0,0,0,0,0,0,1,1,2,4,4,2,0,0,14,"IC"
"2020-11-18",0,0,0,0,0,0,0,3,1,5,3,1,2,1,0,0,16,"IC"
"2020-11-19",0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,7,"IC"
"2020-11-20",0,0,0,0,0,0,0,1,0,1,3,4,3,1,0,0,13,"IC"
"2020-11-21",0,0,0,0,0,0,0,0,2,0,2,3,2,1,0,1,11,"IC"
"2020-11-22",0,0,0,0,0,0,0,0,0,1,0,4,5,1,0,0,11,"IC"
"2020-11-23",0,0,0,0,0,0,0,0,3,1,5,3,5,1,0,0,18,"IC"
"2020-11-24",0,0,0,0,0,0,0,0,2,2,8,1,3,2,1,0,19,"IC"
"2020-11-25",0,0,0,0,0,0,1,0,0,2,2,2,4,1,0,0,12,"IC"
"2020-11-26",0,0,0,0,0,0,1,1,2,1,4,4,3,1,0,0,17,"IC"
"2020-11-27",0,0,0,0,0,0,0,0,0,1,1,6,4,0,0,0,12,"IC"
"2020-11-28",0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0,7,"IC"
"2020-11-29",0,0,0,0,0,0,0,0,1,0,2,3,3,1,0,0,10,"IC"
"2020-11-30",0,0,0,0,0,0,0,1,1,4,2,2,2,1,1,0,14,"IC"
"2020-12-01",0,0,0,1,0,0,1,0,1,1,1,2,2,2,1,0,12,"IC"
"2020-12-02",0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,8,"IC"
"2020-12-03",0,0,0,0,0,0,1,0,1,2,2,4,3,1,0,0,14,"IC"
"2020-12-04",0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,6,"IC"
"2020-12-06",0,0,0,0,0,0,1,1,1,2,2,5,5,1,0,0,18,"IC"
"2020-12-07",0,0,0,0,0,0,0,0,0,5,2,5,1,2,0,0,15,"IC"
"2020-12-08",0,0,0,0,0,0,1,1,0,3,2,4,1,0,1,0,13,"IC"
"2020-12-09",0,0,0,0,0,1,0,0,2,1,1,6,2,1,0,0,14,"IC"
"2020-12-10",0,0,0,0,0,0,1,0,0,1,2,2,4,2,0,0,12,"IC"
"2020-12-11",0,0,0,0,0,0,0,0,1,1,2,2,3,1,0,-1,9,"IC"
"2020-12-12",0,0,0,0,0,0,-1,1,0,1,1,3,2,0,0,0,7,"IC"
"2020-12-13",0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4,"IC"
"2020-12-14",0,0,0,0,0,0,0,0,1,2,4,1,1,1,1,0,11,"IC"
"2020-12-15",0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,6,"IC"
"2020-12-16",0,0,0,0,0,0,0,1,0,1,1,3,1,2,0,0,9,"IC"
"2020-12-17",0,0,0,0,0,0,0,2,1,2,1,4,3,2,0,0,15,"IC"
"2020-12-18",0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,8,"IC"
"2020-12-19",0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,6,"IC"
"2020-12-20",0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,8,"IC"
"2020-12-21",0,0,0,0,0,0,0,3,0,3,3,5,5,0,0,0,19,"IC"
"2020-12-22",0,0,0,0,0,0,0,0,1,3,1,6,1,3,0,0,15,"IC"
"2020-12-23",0,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,7,"IC"
"2020-12-24",0,0,0,0,0,0,0,0,1,0,2,3,4,0,0,0,10,"IC"
"2020-12-25",0,0,0,0,0,0,0,1,1,1,1,2,4,1,0,0,11,"IC"
"2020-12-26",0,0,0,0,0,0,0,2,0,3,2,1,3,1,0,0,12,"IC"
"2020-12-27",0,0,0,0,0,0,0,2,0,0,1,3,2,2,0,0,10,"IC"
"2020-12-28",0,0,0,0,0,0,1,2,0,1,1,4,3,1,0,0,13,"IC"
"2020-12-29",0,0,0,0,0,0,0,0,2,4,3,4,2,2,0,0,17,"IC"
"2020-12-30",0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,8,"IC"
"2020-12-31",0,0,0,0,0,0,0,1,1,1,3,2,2,0,0,0,10,"IC"
"2021-01-01",0,0,0,0,0,1,1,0,0,0,1,5,4,0,1,0,13,"IC"
"2021-01-02",0,0,0,0,0,0,0,1,1,1,2,4,2,1,0,0,12,"IC"
"2021-01-03",0,0,0,0,0,0,0,0,0,4,3,4,2,0,1,0,14,"IC"
"2021-01-04",0,0,0,0,0,0,1,2,2,2,3,8,2,1,0,0,21,"IC"
"2021-01-05",0,0,0,0,0,0,0,0,1,2,2,5,1,1,0,0,12,"IC"
"2021-01-06",0,0,0,0,0,0,0,0,0,3,4,8,2,1,0,0,18,"IC"
"2021-01-07",0,0,0,0,0,0,0,1,1,2,1,2,6,1,0,0,14,"IC"
"2021-01-08",0,0,0,0,0,0,0,1,1,2,4,7,2,1,0,0,18,"IC"
"2021-01-09",0,0,0,0,0,0,0,1,1,2,2,5,4,2,0,0,17,"IC"
"2021-01-10",0,0,0,0,0,0,0,0,2,2,0,3,1,1,1,0,10,"IC"
"2021-01-11",0,0,0,0,0,0,0,1,0,0,2,8,0,1,0,0,12,"IC"
"2021-01-12",0,0,0,0,0,0,0,0,1,1,2,8,5,1,0,0,18,"IC"
"2021-01-13",0,0,0,0,0,0,0,1,0,2,2,1,3,0,0,0,9,"IC"
"2021-01-14",0,0,0,0,0,1,0,0,0,0,3,2,3,1,0,0,10,"IC"
"2021-01-15",0,0,0,0,0,0,0,1,0,1,2,7,2,0,0,0,13,"IC"
"2021-01-16",0,0,0,0,0,0,1,0,0,0,3,2,2,0,0,0,8,"IC"
"2021-01-17",0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,14,"IC"
"2021-01-18",0,0,0,0,0,1,0,0,1,1,1,4,1,0,0,0,9,"IC"
"2021-01-19",0,0,0,0,0,0,1,3,2,2,5,5,1,0,0,0,19,"IC"
"2021-01-20",0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,7,"IC"
"2021-01-21",0,0,0,0,1,0,0,1,0,1,1,5,2,1,0,0,12,"IC"
"2021-01-22",0,0,0,0,0,0,0,0,0,0,3,5,5,2,0,0,15,"IC"
"2021-01-23",0,0,0,0,0,0,0,0,1,6,2,3,2,0,0,0,14,"IC"
"2021-01-24",0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,8,"IC"
"2021-01-25",0,0,0,0,0,0,0,0,3,1,3,6,2,0,0,0,15,"IC"
"2021-01-26",0,0,1,0,0,0,0,0,2,0,3,4,1,0,0,0,11,"IC"
"2021-01-27",0,0,0,0,0,0,0,1,1,2,4,4,1,0,1,0,14,"IC"
"2021-01-28",0,0,0,0,0,0,0,0,1,1,3,5,1,1,0,0,12,"IC"
"2021-01-29",0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,0,12,"IC"
"2021-01-30",0,0,0,0,0,0,0,0,0,2,4,2,2,2,0,0,12,"IC"
"2021-01-31",0,0,0,0,0,0,0,1,1,0,2,4,0,1,0,0,9,"IC"
"2021-02-01",0,0,0,0,0,0,1,0,0,0,1,4,0,2,0,0,8,"IC"
"2021-02-03",0,0,0,0,0,0,0,0,2,4,8,10,6,2,0,0,32,"IC"
"2021-02-04",1,0,0,0,0,0,0,1,0,0,3,3,2,0,0,0,10,"IC"
"2021-02-05",0,0,0,0,0,0,0,0,1,2,0,3,5,0,0,0,11,"IC"
"2021-02-06",0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,6,"IC"
"2021-02-07",0,0,0,0,0,1,0,1,1,3,1,5,1,1,0,0,14,"IC"
"2021-02-08",0,0,0,0,1,0,1,0,1,6,3,4,0,1,0,0,17,"IC"
"2021-02-09",0,0,0,0,0,0,0,0,-1,1,1,4,0,0,0,0,5,"IC"
"2021-02-10",0,0,0,0,0,0,0,0,1,-1,1,4,1,2,0,0,8,"IC"
"2021-02-11",0,0,0,0,0,1,0,0,0,2,1,4,1,0,0,0,9,"IC"
"2021-02-12",0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,5,"IC"
"2021-02-13",0,0,0,0,0,0,0,0,1,2,4,1,2,0,0,0,10,"IC"
"2021-02-14",0,0,0,0,0,0,2,0,0,0,1,5,1,1,0,0,10,"IC"
"2021-02-15",0,0,0,0,0,0,0,0,3,2,1,1,2,1,0,0,10,"IC"
"2021-02-16",0,0,0,0,0,0,0,4,1,2,0,1,2,0,0,0,10,"IC"
"2021-02-17",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,4,"IC"
"2021-02-18",0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,8,"IC"
"2021-02-19",0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,6,"IC"
"2021-02-20",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,"IC"
"2021-02-21",0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,6,"IC"
"2021-02-22",0,0,0,0,0,0,0,0,1,0,6,3,4,1,0,0,15,"IC"
"2021-02-23",0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,5,"IC"
"2021-02-24",0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,7,"IC"
"2021-02-25",0,0,0,0,0,0,1,0,0,2,3,3,1,1,0,0,11,"IC"
"2021-02-26",0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,"IC"
"2021-02-27",0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,6,"IC"
"2021-02-28",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,"IC"
"2021-03-01",0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,8,"IC"
"2021-03-02",0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,0,8,"IC"
"2021-03-03",0,0,0,0,0,1,0,2,0,0,3,2,1,2,0,0,11,"IC"
"2021-03-04",0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,9,"IC"
"2021-03-05",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,"IC"
"2021-03-06",0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,6,"IC"
"2021-03-07",0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,8,"IC"
"2021-03-08",0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,7,"IC"
"2021-03-09",0,0,0,0,0,0,0,0,2,2,0,1,4,1,0,0,10,"IC"
"2021-03-10",0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,8,"IC"
"2021-03-11",0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,"IC"
"2021-03-12",0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,8,"IC"
"2021-03-13",0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,9,"IC"
"2021-03-14",0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,0,8,"IC"
"2021-03-15",0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,11,"IC"
"2021-03-16",0,0,0,0,0,0,0,0,0,1,2,2,5,1,0,0,11,"IC"
"2021-03-17",0,0,0,0,0,0,0,1,1,3,4,1,2,0,1,0,13,"IC"
"2021-03-18",0,0,0,0,0,0,0,1,1,1,0,3,1,2,0,0,9,"IC"
"2021-03-19",0,0,0,0,0,0,0,0,2,1,2,3,0,0,0,0,8,"IC"
"2021-03-20",0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,8,"IC"
"2021-03-21",0,0,0,0,1,0,0,1,1,0,0,4,1,0,0,0,8,"IC"
"2021-03-22",0,0,0,0,0,0,0,1,0,1,1,1,4,1,0,0,9,"IC"
"2021-03-23",0,0,0,0,0,0,0,1,0,2,2,3,2,0,0,0,10,"IC"
"2021-03-24",0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,0,9,"IC"
"2021-03-25",0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,9,"IC"
"2021-03-26",0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,8,"IC"
"2021-03-27",0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,5,"IC"
"2021-03-28",0,0,0,0,0,0,1,0,0,3,2,4,1,0,0,0,11,"IC"
"2021-03-29",0,0,0,0,0,0,-1,3,1,2,1,1,1,0,0,0,8,"IC"
