"date","vaccines_administered_estimated_carehomes","vaccines_administered_ggd","vaccines_administered_hospital","vaccines_administered_estimated","vaccines_administered_doctors","vaccines_administered"
2021-04-12,886792,2263049,886792,3900464,750623,2263049
2021-04-13,898179,2328980,898179,4020836,793677,2328980
2021-04-14,905364,2395212,905364,4137027,836451,2395212
2021-04-15,913101,2460952,913101,4253146,879093,2460952
2021-04-16,920157,2526423,920157,4364511,917931,2526423
2021-04-17,927213,2591512,927213,4473682,954957,2591512
2021-04-18,934269,2654228,934269,4578683,990186,2654228
