date,lower,mid,upper
2020-11-13,0.84,0.9,0.98
2020-11-14,0.85,0.91,0.99
2020-11-15,0.86,0.92,0.99
2020-11-16,0.87,0.94,1
2020-11-17,0.88,0.95,1.01
2020-11-18,0.9,0.97,1.03
2020-11-19,0.91,0.98,1.05
2020-11-20,0.93,1.01,1.07
2020-11-21,0.96,1.03,1.1
2020-11-22,0.98,1.06,1.12
2020-11-23,1.01,1.09,1.15
2020-11-24,1.04,1.12,1.18
2020-11-25,1.07,1.15,1.21
2020-11-26,1.1,1.18,1.24
2020-11-27,1.13,1.21,1.27
2020-11-28,1.16,1.24,1.3
2020-11-29,1.19,1.26,1.33
2020-11-30,1.21,1.28,1.35
2020-12-01,1.22,1.29,1.37
2020-12-02,1.23,1.3,1.38
2020-12-03,1.23,1.3,1.38
2020-12-04,1.22,1.29,1.38
2020-12-05,1.2,1.27,1.36
2020-12-06,1.19,1.25,1.33
2020-12-07,1.16,1.22,1.3
2020-12-08,1.13,1.18,1.26
2020-12-09,1.09,1.15,1.22
2020-12-10,1.05,1.11,1.17
2020-12-11,1.01,1.07,1.13
2020-12-12,0.97,1.02,1.08
2020-12-13,0.92,0.98,1.04
2020-12-14,0.88,0.95,1
2020-12-15,0.84,0.91,0.97
2020-12-16,0.81,0.88,0.94
2020-12-17,0.78,0.86,0.91
2020-12-18,0.76,0.84,0.89
2020-12-19,0.75,0.82,0.87
2020-12-20,0.74,0.81,0.86
2020-12-21,0.74,0.8,0.85
2020-12-22,0.74,0.8,0.85
2020-12-23,0.75,0.8,0.86
2020-12-24,0.76,0.81,0.87
2020-12-25,0.76,0.82,0.88
2020-12-26,0.77,0.82,0.9
2020-12-27,0.78,0.83,0.92
2020-12-28,0.79,0.85,0.93
2020-12-29,0.8,0.86,0.95
2020-12-30,0.81,0.87,0.95
2020-12-31,0.82,0.88,0.96
2021-01-01,0.83,0.89,0.97
2021-01-02,0.84,0.9,0.97
2021-01-03,0.84,0.9,0.97
2021-01-04,0.84,0.91,0.98
2021-01-05,0.84,0.92,0.98
2021-01-06,0.84,0.92,0.99
2021-01-07,0.85,0.93,1
2021-01-08,0.85,0.93,1
2021-01-09,0.86,0.93,1.01
2021-01-10,0.86,0.94,1.01
2021-01-11,0.87,0.94,1.01
2021-01-12,0.87,0.94,1.01
2021-01-13,0.87,0.94,1.02
2021-01-14,0.86,0.94,1.02
2021-01-15,0.86,0.93,1.02
2021-01-16,0.85,0.93,1.02
2021-01-17,0.84,0.92,1.02
2021-01-18,0.82,0.92,1.01
2021-01-19,0.79,0.91,1.01
2021-01-20,0.76,0.9,1.02
2021-01-21,0.72,0.89,1.03
2021-01-22,0.68,0.88,1.05
2021-01-23,0.65,0.87,1.07
2021-01-24,0.6,0.86,1.11
2021-01-25,0.56,0.86,1.15
2021-01-26,0.53,0.85,1.19
2021-01-27,0.49,0.84,1.23
2021-01-28,0.46,0.83,1.28
2021-01-29,0.43,0.83,1.35
