"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,692,1057,1424,"hosp",1,0,NA
2020-02-18,807,1216,1651,"hosp",1,159,NA
2020-02-19,995,1452,1908,"hosp",1,236,NA
2020-02-20,1178,1701,2213,"hosp",1,249,NA
2020-02-21,1452,2053,2654,"hosp",1,352,NA
2020-02-22,1778,2456,3113,"hosp",1,403,NA
2020-02-23,2157,2893,3624,"hosp",1,437,262.285714285714
2020-02-24,2695,3555,4400,"hosp",1,662,356.857142857143
2020-02-25,3416,4441,5448,"hosp",1,886,460.714285714286
2020-02-26,4337,5513,6722,"hosp",1,1072,580.142857142857
2020-02-27,5469,6846,8229,"hosp",1,1333,735
2020-02-28,6912,8593,10190,"hosp",1,1747,934.285714285714
2020-02-29,8822,10728,12551,"hosp",1,2135,1181.71428571429
2020-03-01,11047,13301,15430,"hosp",1,2573,1486.85714285714
2020-03-02,13666,16361,18812,"hosp",1,3060,1829.42857142857
2020-03-03,16728,19940,22849,"hosp",1,3579,2214.14285714286
2020-03-04,20039,23942,27345,"hosp",1,4002,2632.71428571429
2020-03-05,23828,28561,32667,"hosp",1,4619,3102.14285714286
2020-03-06,27719,33343,38208,"hosp",1,4782,3535.71428571429
2020-03-07,32516,39192,45054,"hosp",1,5849,4066.28571428571
2020-03-08,38229,46230,53121,"hosp",1,7038,4704.14285714286
2020-03-09,43242,52423,60471,"hosp",1,6193,5151.71428571429
2020-03-10,47076,57521,66743,"hosp",1,5098,5368.71428571429
2020-03-11,51286,63363,73948,"hosp",1,5842,5631.57142857143
2020-03-12,55554,68940,80970,"hosp",1,5577,5768.42857142857
2020-03-13,59511,74867,88414,"hosp",1,5927,5932
2020-03-14,64598,82532,98143,"hosp",1,7665,6191.42857142857
2020-03-15,71430,90900,108552,"hosp",1,8368,6381.42857142857
2020-03-16,79337,99392,118910,"hosp",1,8492,6709.85714285714
2020-03-17,88072,109283,130123,"hosp",1,9891,7394.57142857143
2020-03-18,96715,118950,140056,"hosp",1,9667,7941
