"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,772,1170,1587,"hosp",1,0,NA
2020-02-18,899,1341,1801,"hosp",1,171,NA
2020-02-19,1079,1596,2126,"hosp",1,255,NA
2020-02-20,1295,1865,2439,"hosp",1,269,NA
2020-02-21,1591,2242,2910,"hosp",1,377,NA
2020-02-22,1941,2672,3415,"hosp",1,430,NA
2020-02-23,2334,3150,3993,"hosp",1,478,282.857142857143
2020-02-24,2910,3844,4797,"hosp",1,694,382
2020-02-25,3695,4805,5948,"hosp",1,961,494.857142857143
2020-02-26,4557,5837,7100,"hosp",1,1032,605.857142857143
2020-02-27,5625,7135,8639,"hosp",1,1298,752.857142857143
2020-02-28,7069,8803,10487,"hosp",1,1668,937.285714285714
2020-02-29,8912,10888,12814,"hosp",1,2085,1173.71428571429
2020-03-01,10996,13391,15614,"hosp",1,2503,1463
2020-03-02,13531,16373,18940,"hosp",1,2982,1789.85714285714
2020-03-03,16618,19928,22917,"hosp",1,3555,2160.42857142857
2020-03-04,19956,23843,27415,"hosp",1,3915,2572.28571428571
2020-03-05,23854,28437,32574,"hosp",1,4594,3043.14285714286
2020-03-06,27620,33171,37940,"hosp",1,4734,3481.14285714286
2020-03-07,32404,39004,44728,"hosp",1,5833,4016.57142857143
2020-03-08,38254,46050,52832,"hosp",1,7046,4665.57142857143
2020-03-09,43123,52223,60125,"hosp",1,6173,5121.42857142857
2020-03-10,46970,57280,66374,"hosp",1,5057,5336
2020-03-11,51213,63130,73696,"hosp",1,5850,5612.42857142857
2020-03-12,55494,68723,80661,"hosp",1,5593,5755.14285714286
2020-03-13,59410,74638,88126,"hosp",1,5915,5923.85714285714
2020-03-14,64396,82336,97908,"hosp",1,7698,6190.28571428571
2020-03-15,71293,90744,108284,"hosp",1,8408,6384.85714285714
2020-03-16,79356,99267,118764,"hosp",1,8523,6720.57142857143
2020-03-17,88105,109262,130092,"hosp",1,9995,7426
2020-03-18,96696,118995,139934,"hosp",1,9733,7980.71428571429
2020-03-19,105714,129684,151688,"hosp",1,10689,8708.71428571429
2020-03-20,113120,140642,165065,"hosp",1,10958,9429.14285714286
2020-03-21,119777,150821,177834,"hosp",1,10179,9783.57142857143
2020-03-22,124920,158967,189419,"hosp",1,8146,9746.14285714286
2020-03-23,127109,164623,199140,"hosp",1,5656,9336.57142857143
2020-03-24,127828,167683,204779,"hosp",1,3060,8345.85714285714
2020-03-25,126547,168736,208225,"hosp",1,1053,7105.85714285714
2020-03-26,121830,166491,208810,"hosp",1,-2245,5258.14285714286
2020-03-27,116363,162868,207010,"hosp",1,-3623,3175.14285714286
2020-03-28,111097,158286,204427,"hosp",1,-4582,1066.42857142857
2020-03-29,105154,151636,198902,"hosp",1,-6650,-1047.28571428571
2020-03-30,99561,144607,191517,"hosp",1,-7029,-2859.42857142857
2020-03-31,94266,137550,182534,"hosp",1,-7057,-4304.71428571429
2020-04-01,90208,130664,173652,"hosp",1,-6886,-5438.85714285714
2020-04-02,85039,123475,164236,"hosp",1,-7189,-6145.14285714286
2020-04-03,80226,117288,156136,"hosp",1,-6187,-6511.42857142857
2020-04-04,76568,111706,148153,"hosp",1,-5582,-6654.28571428571
2020-04-05,72252,105777,140968,"hosp",1,-5929,-6551.28571428571
2020-04-06,67816,99777,133419,"hosp",1,-6000,-6404.28571428571
2020-04-07,63750,93972,125552,"hosp",1,-5805,-6225.42857142857
2020-04-08,60712,89031,119307,"hosp",1,-4941,-5947.57142857143
2020-04-09,56893,84053,112806,"hosp",1,-4978,-5631.71428571429
2020-04-10,53167,79260,106357,"hosp",1,-4793,-5432.57142857143
2020-04-11,50526,75034,100746,"hosp",1,-4226,-5238.85714285714
2020-04-12,47977,70977,95833,"hosp",1,-4057,-4971.42857142857
2020-04-13,45465,66899,90274,"hosp",1,-4078,-4696.85714285714
2020-04-14,42650,63102,84636,"hosp",1,-3797,-4410
2020-04-15,40399,59752,80149,"hosp",1,-3350,-4182.71428571429
2020-04-16,37748,56162,75693,"hosp",1,-3590,-3984.42857142857
2020-04-17,35147,52807,71652,"hosp",1,-3355,-3779
2020-04-18,33037,49855,67564,"hosp",1,-2952,-3597
2020-04-19,31264,47022,63903,"hosp",1,-2833,-3422.14285714286
2020-04-20,29406,44247,60256,"hosp",1,-2775,-3236
2020-04-21,27550,41678,56656,"hosp",1,-2569,-3060.57142857143
2020-04-22,26396,39423,53393,"hosp",1,-2255,-2904.14285714286
2020-04-23,24917,37221,50450,"hosp",1,-2202,-2705.85714285714
2020-04-24,23524,35261,47713,"hosp",1,-1960,-2506.57142857143
2020-04-25,22569,33721,45347,"hosp",1,-1540,-2304.85714285714
