"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,693,1067,1425,"hosp",1,0,NA
2020-02-18,807,1228,1652,"hosp",1,161,NA
2020-02-19,1000,1463,1930,"hosp",1,235,NA
2020-02-20,1209,1721,2252,"hosp",1,258,NA
2020-02-21,1482,2078,2666,"hosp",1,357,NA
2020-02-22,1812,2488,3162,"hosp",1,410,NA
2020-02-23,2196,2928,3676,"hosp",1,440,265.857142857143
2020-02-24,2736,3592,4462,"hosp",1,664,360.714285714286
2020-02-25,3498,4509,5547,"hosp",1,917,468.714285714286
2020-02-26,4426,5595,6762,"hosp",1,1086,590.285714285714
2020-02-27,5565,6962,8336,"hosp",1,1367,748.714285714286
2020-02-28,7023,8728,10396,"hosp",1,1766,950
2020-02-29,8971,10898,12772,"hosp",1,2170,1201.42857142857
2020-03-01,11233,13495,15648,"hosp",1,2597,1509.57142857143
2020-03-02,13851,16561,19124,"hosp",1,3066,1852.71428571429
2020-03-03,16855,20186,23181,"hosp",1,3625,2239.57142857143
2020-03-04,20222,24198,27747,"hosp",1,4012,2657.57142857143
2020-03-05,24153,28853,33030,"hosp",1,4655,3127.28571428571
2020-03-06,28011,33656,38558,"hosp",1,4803,3561.14285714286
2020-03-07,32808,39517,45419,"hosp",1,5861,4088.42857142857
2020-03-08,38726,46626,53516,"hosp",1,7109,4733
2020-03-09,43541,52876,61066,"hosp",1,6250,5187.85714285714
2020-03-10,47344,57974,67387,"hosp",1,5098,5398.28571428571
2020-03-11,51689,63807,74481,"hosp",1,5833,5658.42857142857
2020-03-12,55933,69411,81510,"hosp",1,5604,5794
2020-03-13,59778,75312,89005,"hosp",1,5901,5950.85714285714
2020-03-14,64851,82918,98688,"hosp",1,7606,6200.14285714286
2020-03-15,71583,91220,108965,"hosp",1,8302,6370.57142857143
2020-03-16,79542,99642,119400,"hosp",1,8422,6680.85714285714
2020-03-17,88228,109522,130588,"hosp",1,9880,7364
2020-03-18,96758,119095,140465,"hosp",1,9573,7898.28571428571
2020-03-19,105466,129619,151730,"hosp",1,10524,8601.14285714286
2020-03-20,112760,140433,165146,"hosp",1,10814,9303
2020-03-21,119512,150529,177801,"hosp",1,10096,9658.71428571429
2020-03-22,124587,158686,189267,"hosp",1,8157,9638
2020-03-23,126901,164269,199063,"hosp",1,5583,9232.42857142857
2020-03-24,127745,167358,204698,"hosp",1,3089,8262.28571428571
2020-03-25,126363,168377,208088,"hosp",1,1019,7040.28571428571
2020-03-26,121775,166199,208698,"hosp",1,-2178,5225.71428571429
2020-03-27,116341,162624,206833,"hosp",1,-3575,3170.14285714286
2020-03-28,110966,157987,204283,"hosp",1,-4637,1065.42857142857
2020-03-29,104928,151306,198680,"hosp",1,-6681,-1054.28571428571
2020-03-30,99319,144203,191124,"hosp",1,-7103,-2866.57142857143
2020-03-31,93895,137070,182507,"hosp",1,-7133,-4326.85714285714
2020-04-01,89708,130132,173377,"hosp",1,-6938,-5463.57142857143
2020-04-02,84387,122852,163873,"hosp",1,-7280,-6192.42857142857
2020-04-03,79660,116642,155450,"hosp",1,-6210,-6568.85714285714
2020-04-04,76354,111094,147554,"hosp",1,-5548,-6699
2020-04-05,72046,105136,140469,"hosp",1,-5958,-6595.71428571429
2020-04-06,67630,99199,132878,"hosp",1,-5937,-6429.14285714286
2020-04-07,63510,93482,125042,"hosp",1,-5717,-6226.85714285714
2020-04-08,60508,88571,118735,"hosp",1,-4911,-5937.28571428571
2020-04-09,56768,83648,112277,"hosp",1,-4923,-5600.57142857143
2020-04-10,52822,78894,105937,"hosp",1,-4754,-5392.57142857143
2020-04-11,50340,74767,100456,"hosp",1,-4127,-5189.57142857143
2020-04-12,47783,70727,95576,"hosp",1,-4040,-4915.57142857143
2020-04-13,45191,66634,89926,"hosp",1,-4093,-4652.14285714286
2020-04-14,42614,62838,84315,"hosp",1,-3796,-4377.71428571429
2020-04-15,40260,59527,79861,"hosp",1,-3311,-4149.14285714286
2020-04-16,37590,55942,75346,"hosp",1,-3585,-3958
2020-04-17,34931,52544,71160,"hosp",1,-3398,-3764.28571428571
2020-04-18,32948,49610,67307,"hosp",1,-2934,-3593.85714285714
2020-04-19,31191,46807,63593,"hosp",1,-2803,-3417.14285714286
2020-04-20,29289,44041,60056,"hosp",1,-2766,-3227.57142857143
2020-04-21,27500,41455,56375,"hosp",1,-2586,-3054.71428571429
2020-04-22,26259,39179,53142,"hosp",1,-2276,-2906.85714285714
2020-04-23,24852,36976,50186,"hosp",1,-2203,-2709.42857142857
2020-04-24,23433,35060,47488,"hosp",1,-1916,-2497.71428571429
2020-04-25,22376,33523,45161,"hosp",1,-1537,-2298.14285714286
2020-04-26,21633,32269,43594,"hosp",1,-1254,-2076.85714285714
2020-04-27,20715,30821,41673,"hosp",1,-1448,-1888.57142857143
2020-04-28,20010,29443,39558,"hosp",1,-1378,-1716
2020-04-29,19112,28106,37672,"hosp",1,-1337,-1581.85714285714
2020-04-30,18427,27029,36188,"hosp",1,-1077,-1421
2020-05-01,17563,26069,34886,"hosp",1,-960,-1284.42857142857
2020-05-02,16825,25242,33780,"hosp",1,-827,-1183
2020-05-03,16500,24577,33025,"hosp",1,-665,-1098.85714285714
2020-05-04,16539,24332,32615,"hosp",1,-245,-927
2020-05-05,16667,23992,31961,"hosp",1,-340,-778.714285714286
2020-05-06,16631,23662,31129,"hosp",1,-330,-634.857142857143
2020-05-07,16231,23168,30357,"hosp",1,-494,-551.571428571429
2020-05-08,15877,22757,29749,"hosp",1,-411,-473.142857142857
2020-05-09,15455,22395,29441,"hosp",1,-362,-406.714285714286
2020-05-10,14522,21667,28751,"hosp",1,-728,-415.714285714286
2020-05-11,13909,21033,28262,"hosp",1,-634,-471.285714285714
2020-05-12,13279,20247,27565,"hosp",1,-786,-535
2020-05-13,12961,19510,26737,"hosp",1,-737,-593.142857142857
2020-05-14,12353,18615,25344,"hosp",1,-895,-650.428571428571
2020-05-15,11846,17945,24312,"hosp",1,-670,-687.428571428571
2020-05-16,11535,17345,23438,"hosp",1,-600,-721.428571428571
2020-05-17,10855,16501,22473,"hosp",1,-844,-738
2020-05-18,10260,15713,21496,"hosp",1,-788,-760
2020-05-19,9620,14921,20433,"hosp",1,-792,-760.857142857143
2020-05-20,9286,14274,19743,"hosp",1,-647,-748
2020-05-21,8614,13456,18644,"hosp",1,-818,-737
2020-05-22,8003,12677,17711,"hosp",1,-779,-752.571428571429
2020-05-23,7643,11946,16632,"hosp",1,-731,-771.285714285714
2020-05-24,7196,11304,15879,"hosp",1,-642,-742.428571428571
2020-05-25,6633,10503,14708,"hosp",1,-801,-744.285714285714
2020-05-26,6071,9760,13618,"hosp",1,-743,-737.285714285714
2020-05-27,5744,9213,12888,"hosp",1,-547,-723
2020-05-28,5405,8673,12277,"hosp",1,-540,-683.285714285714
2020-05-29,4988,8098,11530,"hosp",1,-575,-654.142857142857
2020-05-30,4569,7526,10693,"hosp",1,-572,-631.428571428571
2020-05-31,4351,7065,10092,"hosp",1,-461,-605.571428571429
2020-06-01,4043,6534,9348,"hosp",1,-531,-567
2020-06-02,3583,5992,8611,"hosp",1,-542,-538.285714285714
2020-06-03,3201,5469,7839,"hosp",1,-523,-534.857142857143
2020-06-04,2892,5026,7378,"hosp",1,-443,-521
2020-06-05,2700,4709,7009,"hosp",1,-317,-484.142857142857
2020-06-06,2625,4556,6700,"hosp",1,-153,-424.285714285714
2020-06-07,2655,4431,6428,"hosp",1,-125,-376.285714285714
2020-06-08,2753,4381,6246,"hosp",1,-50,-307.571428571429
2020-06-09,2860,4406,6161,"hosp",1,25,-226.571428571429
2020-06-10,2906,4378,5940,"hosp",1,-28,-155.857142857143
2020-06-11,2814,4329,5843,"hosp",1,-49,-99.5714285714286
2020-06-12,2616,4268,5838,"hosp",1,-61,-63
2020-06-13,2465,4195,5873,"hosp",1,-73,-51.5714285714286
2020-06-14,2502,4274,6107,"hosp",1,79,-22.4285714285714
2020-06-15,2479,4263,6147,"hosp",1,-11,-16.8571428571429
2020-06-16,2571,4266,6147,"hosp",1,3,-20
2020-06-17,2684,4353,6157,"hosp",1,87,-3.57142857142857
2020-06-18,2865,4492,6254,"hosp",1,139,23.2857142857143
2020-06-19,3006,4636,6302,"hosp",1,144,52.5714285714286
2020-06-20,2937,4744,6471,"hosp",1,108,78.4285714285714
2020-06-21,2846,4690,6489,"hosp",1,-54,59.4285714285714
2020-06-22,2733,4632,6531,"hosp",1,-58,52.7142857142857
2020-06-23,2644,4570,6530,"hosp",1,-62,43.4285714285714
2020-06-24,2482,4399,6343,"hosp",1,-171,6.57142857142857
2020-06-25,2362,4284,6312,"hosp",1,-115,-29.7142857142857
2020-06-26,2290,4226,6260,"hosp",1,-58,-58.5714285714286
2020-06-27,2369,4191,6164,"hosp",1,-35,-79
2020-06-28,2313,4014,5906,"hosp",1,-177,-96.5714285714286
2020-06-29,2282,3930,5723,"hosp",1,-84,-100.285714285714
2020-06-30,2233,3861,5529,"hosp",1,-69,-101.285714285714
2020-07-01,2109,3765,5484,"hosp",1,-96,-90.5714285714286
2020-07-02,2005,3627,5319,"hosp",1,-138,-93.8571428571429
2020-07-03,1878,3499,5254,"hosp",1,-128,-103.857142857143
2020-07-04,1861,3407,5162,"hosp",1,-92,-112
2020-07-05,1905,3350,5040,"hosp",1,-57,-94.8571428571429
2020-07-06,2058,3446,5039,"hosp",1,96,-69.1428571428571
2020-07-07,2104,3488,4939,"hosp",1,42,-53.2857142857143
2020-07-08,2212,3616,5102,"hosp",1,128,-21.2857142857143
2020-07-09,2291,3686,5147,"hosp",1,70,8.42857142857143
2020-07-10,2396,3825,5282,"hosp",1,139,46.5714285714286
2020-07-11,2523,3969,5448,"hosp",1,144,80.2857142857143
2020-07-12,2584,4113,5653,"hosp",1,144,109
2020-07-13,2609,4162,5769,"hosp",1,49,102.285714285714
2020-07-14,2617,4217,5907,"hosp",1,55,104.142857142857
2020-07-15,2710,4279,5972,"hosp",1,62,94.7142857142857
2020-07-16,2981,4586,6246,"hosp",1,307,128.571428571429
2020-07-17,3321,4955,6668,"hosp",1,369,161.428571428571
2020-07-18,3568,5313,7042,"hosp",1,358,192
2020-07-19,3944,5736,7550,"hosp",1,423,231.857142857143
2020-07-20,4113,5883,7672,"hosp",1,147,245.857142857143
2020-07-21,4386,6178,7990,"hosp",1,295,280.142857142857
2020-07-22,4518,6539,8432,"hosp",1,361,322.857142857143
2020-07-23,4669,6912,8964,"hosp",1,373,332.285714285714
2020-07-24,4849,7205,9516,"hosp",1,293,321.428571428571
2020-07-25,5019,7541,10134,"hosp",1,336,318.285714285714
2020-07-26,5531,7942,10501,"hosp",1,401,315.142857142857
2020-07-27,5914,8361,10924,"hosp",1,419,354
2020-07-28,6408,8951,11479,"hosp",1,590,396.142857142857
2020-07-29,6925,9651,12244,"hosp",1,700,444.571428571429
2020-07-30,7006,9846,12644,"hosp",1,195,419.142857142857
2020-07-31,7050,9993,12928,"hosp",1,147,398.285714285714
2020-08-01,7076,10196,13277,"hosp",1,203,379.285714285714
2020-08-02,7230,10461,13631,"hosp",1,265,359.857142857143
2020-08-03,7422,10847,14231,"hosp",1,386,355.142857142857
2020-08-04,7352,11030,14575,"hosp",1,183,297
2020-08-05,7664,11137,14802,"hosp",1,107,212.285714285714
2020-08-06,7988,11312,15029,"hosp",1,175,209.428571428571
2020-08-07,8314,11642,15186,"hosp",1,330,235.571428571429
2020-08-08,8541,11931,15171,"hosp",1,289,247.857142857143
2020-08-09,8603,12266,15738,"hosp",1,335,257.857142857143
2020-08-10,8605,12422,16192,"hosp",1,156,225
2020-08-11,8749,12650,16536,"hosp",1,228,231.428571428571
2020-08-12,8785,12684,16689,"hosp",1,34,221
2020-08-13,8663,12652,16610,"hosp",1,-32,191.428571428571
2020-08-14,8747,12768,16755,"hosp",1,116,160.857142857143
2020-08-15,8611,12746,16879,"hosp",1,-22,116.428571428571
2020-08-16,8371,12495,16686,"hosp",1,-251,32.7142857142857
2020-08-17,8032,12201,16374,"hosp",1,-294,-31.5714285714286
2020-08-18,7886,11941,16149,"hosp",1,-260,-101.285714285714
2020-08-19,7606,11579,15721,"hosp",1,-362,-157.857142857143
2020-08-20,7203,11263,15438,"hosp",1,-316,-198.428571428571
2020-08-21,6959,10907,15011,"hosp",1,-356,-265.857142857143
2020-08-22,6892,10640,14682,"hosp",1,-267,-300.857142857143
2020-08-23,7094,10645,14668,"hosp",1,5,-264.285714285714
2020-08-24,7266,10844,14680,"hosp",1,199,-193.857142857143
2020-08-25,7639,11099,14714,"hosp",1,255,-120.285714285714
2020-08-26,8172,11618,15203,"hosp",1,519,5.57142857142857
2020-08-27,8865,12340,15903,"hosp",1,722,153.857142857143
2020-08-28,9722,13193,16724,"hosp",1,853,326.571428571429
2020-08-29,10542,14263,17889,"hosp",1,1070,517.571428571429
2020-08-30,11772,15763,19595,"hosp",1,1500,731.142857142857
2020-08-31,13200,17416,21530,"hosp",1,1653,938.857142857143
2020-09-01,14622,19270,23771,"hosp",1,1854,1167.28571428571
2020-09-02,16582,21635,26451,"hosp",1,2365,1431
2020-09-03,18730,24213,29401,"hosp",1,2578,1696.14285714286
2020-09-04,21269,27198,32774,"hosp",1,2985,2000.71428571429
2020-09-05,23856,30534,36710,"hosp",1,3336,2324.42857142857
2020-09-06,25934,33387,40226,"hosp",1,2853,2517.71428571429
2020-09-07,28344,36424,43950,"hosp",1,3037,2715.42857142857
2020-09-08,30867,40031,48463,"hosp",1,3607,2965.85714285714
2020-09-09,34090,44077,53256,"hosp",1,4046,3206
2020-09-10,37064,48260,58417,"hosp",1,4183,3435.28571428571
2020-09-11,40471,52786,64145,"hosp",1,4526,3655.42857142857
2020-09-12,45103,58053,70257,"hosp",1,5267,3931.28571428571
2020-09-13,49004,62608,75781,"hosp",1,4555,4174.42857142857
2020-09-14,52494,67352,81388,"hosp",1,4744,4418.28571428571
2020-09-15,56289,72568,87218,"hosp",1,5216,4648.14285714286
2020-09-16,59674,77270,93414,"hosp",1,4702,4741.85714285714
2020-09-17,61712,80992,99015,"hosp",1,3722,4676
