"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,730,1163,1587,"hosp",1,0,NA
2020-02-18,857,1330,1801,"hosp",1,167,NA
2020-02-19,1057,1574,2104,"hosp",1,244,NA
2020-02-20,1265,1845,2405,"hosp",1,271,NA
2020-02-21,1581,2223,2859,"hosp",1,378,NA
2020-02-22,1945,2651,3371,"hosp",1,428,NA
2020-02-23,2329,3119,3910,"hosp",1,468,279.428571428571
2020-02-24,2919,3829,4728,"hosp",1,710,380.857142857143
2020-02-25,3660,4762,5849,"hosp",1,933,490.285714285714
2020-02-26,4513,5771,6986,"hosp",1,1009,599.571428571429
2020-02-27,5534,7057,8484,"hosp",1,1286,744.571428571429
2020-02-28,6938,8702,10408,"hosp",1,1645,925.571428571429
2020-02-29,8774,10774,12698,"hosp",1,2072,1160.42857142857
2020-03-01,10838,13219,15423,"hosp",1,2445,1442.85714285714
2020-03-02,13337,16182,18736,"hosp",1,2963,1764.71428571429
2020-03-03,16402,19694,22702,"hosp",1,3512,2133.14285714286
2020-03-04,19765,23603,27151,"hosp",1,3909,2547.42857142857
2020-03-05,23576,28175,32310,"hosp",1,4572,3016.85714285714
2020-03-06,27378,32901,37615,"hosp",1,4726,3457
2020-03-07,32248,38779,44476,"hosp",1,5878,4000.71428571429
2020-03-08,38121,45811,52590,"hosp",1,7032,4656
2020-03-09,43050,52015,59911,"hosp",1,6204,5119
2020-03-10,46745,57045,66270,"hosp",1,5030,5335.85714285714
2020-03-11,50935,62885,73567,"hosp",1,5840,5611.71428571429
2020-03-12,55235,68494,80560,"hosp",1,5609,5759.85714285714
2020-03-13,59127,74361,87973,"hosp",1,5867,5922.85714285714
2020-03-14,64195,82012,97619,"hosp",1,7651,6176.14285714286
2020-03-15,71003,90393,107839,"hosp",1,8381,6368.85714285714
2020-03-16,79045,98919,118471,"hosp",1,8526,6700.57142857143
2020-03-17,87901,108858,129760,"hosp",1,9939,7401.85714285714
2020-03-18,96435,118535,139594,"hosp",1,9677,7950
2020-03-19,105340,129174,151059,"hosp",1,10639,8668.57142857143
2020-03-20,112962,140177,164635,"hosp",1,11003,9402.28571428571
2020-03-21,119672,150467,177594,"hosp",1,10290,9779.28571428571
2020-03-22,124807,158697,189205,"hosp",1,8230,9757.71428571429
2020-03-23,127190,164452,199041,"hosp",1,5755,9361.85714285714
2020-03-24,128360,167623,204876,"hosp",1,3171,8395
2020-03-25,127087,168749,208140,"hosp",1,1126,7173.42857142857
2020-03-26,122277,166602,208988,"hosp",1,-2147,5346.85714285714
2020-03-27,116625,163050,207264,"hosp",1,-3552,3267.57142857143
2020-03-28,111452,158514,205004,"hosp",1,-4536,1149.57142857143
2020-03-29,105476,151901,199508,"hosp",1,-6613,-970.857142857143
2020-03-30,99987,144869,192014,"hosp",1,-7032,-2797.57142857143
2020-03-31,94697,137782,183236,"hosp",1,-7087,-4263
2020-04-01,90443,130841,174308,"hosp",1,-6941,-5415.42857142857
2020-04-02,85223,123586,164835,"hosp",1,-7255,-6145.14285714286
2020-04-03,80263,117387,156438,"hosp",1,-6199,-6523.28571428571
2020-04-04,76791,111752,148538,"hosp",1,-5635,-6680.28571428571
2020-04-05,72535,105762,141235,"hosp",1,-5990,-6591.28571428571
