"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,692,1064,1462,"hosp",1,0,NA
2020-02-18,806,1218,1653,"hosp",1,154,NA
2020-02-19,980,1452,1928,"hosp",1,234,NA
2020-02-20,1165,1699,2238,"hosp",1,247,NA
2020-02-21,1457,2053,2658,"hosp",1,354,NA
2020-02-22,1787,2455,3145,"hosp",1,402,NA
2020-02-23,2143,2896,3674,"hosp",1,441,261.714285714286
2020-02-24,2699,3568,4419,"hosp",1,672,357.714285714286
2020-02-25,3444,4473,5493,"hosp",1,905,465
2020-02-26,4351,5550,6747,"hosp",1,1077,585.428571428571
2020-02-27,5525,6913,8294,"hosp",1,1363,744.857142857143
2020-02-28,7021,8653,10251,"hosp",1,1740,942.857142857143
2020-02-29,8879,10790,12607,"hosp",1,2137,1190.71428571429
2020-03-01,11078,13326,15416,"hosp",1,2536,1490
2020-03-02,13642,16398,18865,"hosp",1,3072,1832.85714285714
2020-03-03,16701,20005,22918,"hosp",1,3607,2218.85714285714
2020-03-04,20047,24031,27540,"hosp",1,4026,2640.14285714286
2020-03-05,24089,28729,32952,"hosp",1,4698,3116.57142857143
2020-03-06,27896,33524,38390,"hosp",1,4795,3553
2020-03-07,32769,39417,45182,"hosp",1,5893,4089.57142857143
2020-03-08,38536,46473,53312,"hosp",1,7056,4735.28571428571
2020-03-09,43502,52725,60638,"hosp",1,6252,5189.57142857143
2020-03-10,47232,57812,67026,"hosp",1,5087,5401
2020-03-11,51510,63599,74231,"hosp",1,5787,5652.57142857143
2020-03-12,55761,69190,81286,"hosp",1,5591,5780.14285714286
2020-03-13,59686,75086,88815,"hosp",1,5896,5937.42857142857
2020-03-14,64671,82683,98421,"hosp",1,7597,6180.85714285714
2020-03-15,71516,91038,108678,"hosp",1,8355,6366.42857142857
2020-03-16,79332,99435,119167,"hosp",1,8397,6672.85714285714
2020-03-17,88175,109359,130358,"hosp",1,9924,7363.85714285714
2020-03-18,96747,118956,140162,"hosp",1,9597,7908.14285714286
2020-03-19,105284,129492,151587,"hosp",1,10536,8614.57142857143
2020-03-20,112743,140367,165047,"hosp",1,10875,9325.85714285714
2020-03-21,119505,150557,177875,"hosp",1,10190,9696.28571428571
2020-03-22,124707,158647,189339,"hosp",1,8090,9658.42857142857
2020-03-23,126938,164289,198986,"hosp",1,5642,9264.85714285714
2020-03-24,127973,167412,204784,"hosp",1,3123,8293.28571428571
2020-03-25,126721,168525,208088,"hosp",1,1113,7081.28571428571
2020-03-26,122024,166306,208646,"hosp",1,-2219,5259.14285714286
2020-03-27,116445,162709,206873,"hosp",1,-3597,3191.71428571429
2020-03-28,111224,158098,204194,"hosp",1,-4611,1077.28571428571
2020-03-29,104935,151439,198849,"hosp",1,-6659,-1029.71428571429
2020-03-30,99485,144395,191348,"hosp",1,-7044,-2842
2020-03-31,94108,137284,182553,"hosp",1,-7111,-4304
2020-04-01,89756,130320,173613,"hosp",1,-6964,-5457.85714285714
2020-04-02,84540,123062,164146,"hosp",1,-7258,-6177.71428571429
2020-04-03,79945,116855,155866,"hosp",1,-6207,-6550.57142857143
2020-04-04,76362,111272,147960,"hosp",1,-5583,-6689.42857142857
2020-04-05,72137,105380,140893,"hosp",1,-5892,-6579.85714285714
2020-04-06,67639,99445,133305,"hosp",1,-5935,-6421.42857142857
2020-04-07,63536,93678,125416,"hosp",1,-5767,-6229.42857142857
2020-04-08,60525,88737,119122,"hosp",1,-4941,-5940.42857142857
2020-04-09,56682,83770,112517,"hosp",1,-4967,-5613.14285714286
2020-04-10,52944,78961,106084,"hosp",1,-4809,-5413.42857142857
2020-04-11,50379,74759,100449,"hosp",1,-4202,-5216.14285714286
2020-04-12,47827,70766,95700,"hosp",1,-3993,-4944.85714285714
2020-04-13,45290,66707,90129,"hosp",1,-4059,-4676.85714285714
2020-04-14,42457,62894,84551,"hosp",1,-3813,-4397.71428571429
2020-04-15,40093,59565,80134,"hosp",1,-3329,-4167.42857142857
2020-04-16,37609,55951,75431,"hosp",1,-3614,-3974.14285714286
2020-04-17,35034,52596,71252,"hosp",1,-3355,-3766.42857142857
2020-04-18,32864,49644,67445,"hosp",1,-2952,-3587.85714285714
2020-04-19,31105,46817,63718,"hosp",1,-2827,-3421.28571428571
2020-04-20,29320,44018,60129,"hosp",1,-2799,-3241.28571428571
2020-04-21,27424,41430,56524,"hosp",1,-2588,-3066.28571428571
2020-04-22,26268,39177,53245,"hosp",1,-2253,-2912.57142857143
2020-04-23,24922,37000,50228,"hosp",1,-2177,-2707.28571428571
2020-04-24,23424,35096,47633,"hosp",1,-1904,-2500
2020-04-25,22423,33569,45200,"hosp",1,-1527,-2296.42857142857
2020-04-26,21732,32265,43510,"hosp",1,-1304,-2078.85714285714
2020-04-27,20696,30796,41670,"hosp",1,-1469,-1888.85714285714
2020-04-28,19910,29431,39676,"hosp",1,-1365,-1714.14285714286
2020-04-29,19098,28123,37715,"hosp",1,-1308,-1579.14285714286
2020-04-30,18374,27023,36204,"hosp",1,-1100,-1425.28571428571
2020-05-01,17530,26046,34753,"hosp",1,-977,-1292.85714285714
2020-05-02,16814,25183,33677,"hosp",1,-863,-1198
2020-05-03,16485,24548,32985,"hosp",1,-635,-1102.42857142857
2020-05-04,16622,24335,32605,"hosp",1,-213,-923
2020-05-05,16650,23989,31881,"hosp",1,-346,-777.428571428571
2020-05-06,16580,23649,31038,"hosp",1,-340,-639.142857142857
2020-05-07,16196,23146,30346,"hosp",1,-503,-553.857142857143
2020-05-08,15823,22720,29718,"hosp",1,-426,-475.142857142857
2020-05-09,15479,22380,29390,"hosp",1,-340,-400.428571428571
2020-05-10,14436,21652,28700,"hosp",1,-728,-413.714285714286
2020-05-11,13818,20994,28106,"hosp",1,-658,-477.285714285714
2020-05-12,13208,20218,27514,"hosp",1,-776,-538.714285714286
2020-05-13,12959,19522,26734,"hosp",1,-696,-589.571428571429
2020-05-14,12445,18644,25403,"hosp",1,-878,-643.142857142857
2020-05-15,11907,18000,24418,"hosp",1,-644,-674.285714285714
2020-05-16,11659,17415,23529,"hosp",1,-585,-709.285714285714
2020-05-17,10906,16564,22598,"hosp",1,-851,-726.857142857143
2020-05-18,10283,15786,21580,"hosp",1,-778,-744
2020-05-19,9615,14979,20509,"hosp",1,-807,-748.428571428571
2020-05-20,9216,14316,19780,"hosp",1,-663,-743.714285714286
2020-05-21,8606,13515,18733,"hosp",1,-801,-732.714285714286
2020-05-22,8023,12710,17774,"hosp",1,-805,-755.714285714286
2020-05-23,7659,11951,16691,"hosp",1,-759,-780.571428571429
2020-05-24,7258,11286,15896,"hosp",1,-665,-754
2020-05-25,6717,10493,14700,"hosp",1,-793,-756.142857142857
2020-05-26,6088,9769,13647,"hosp",1,-724,-744.285714285714
2020-05-27,5709,9224,13028,"hosp",1,-545,-727.428571428571
2020-05-28,5350,8684,12330,"hosp",1,-540,-690.142857142857
2020-05-29,5005,8107,11549,"hosp",1,-577,-657.571428571429
2020-05-30,4629,7556,10713,"hosp",1,-551,-627.857142857143
2020-05-31,4391,7103,10095,"hosp",1,-453,-597.571428571429
2020-06-01,4076,6570,9344,"hosp",1,-533,-560.428571428571
2020-06-02,3622,6031,8661,"hosp",1,-539,-534
2020-06-03,3213,5508,7914,"hosp",1,-523,-530.857142857143
2020-06-04,2909,5053,7403,"hosp",1,-455,-518.714285714286
2020-06-05,2696,4723,7019,"hosp",1,-330,-483.428571428571
2020-06-06,2613,4553,6705,"hosp",1,-170,-429
2020-06-07,2657,4422,6386,"hosp",1,-131,-383
2020-06-08,2737,4363,6218,"hosp",1,-59,-315.285714285714
2020-06-09,2839,4383,6080,"hosp",1,20,-235.428571428571
2020-06-10,2852,4358,5878,"hosp",1,-25,-164.285714285714
