"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,692,1071,1462,"hosp",1,0,NA
2020-02-18,807,1225,1653,"hosp",1,154,NA
2020-02-19,978,1457,1934,"hosp",1,232,NA
2020-02-20,1182,1704,2226,"hosp",1,247,NA
2020-02-21,1467,2057,2665,"hosp",1,353,NA
2020-02-22,1796,2463,3117,"hosp",1,406,NA
2020-02-23,2173,2903,3636,"hosp",1,440,261.714285714286
2020-02-24,2758,3574,4405,"hosp",1,671,357.571428571429
2020-02-25,3465,4477,5469,"hosp",1,903,464.571428571429
2020-02-26,4362,5552,6713,"hosp",1,1075,585
2020-02-27,5494,6920,8287,"hosp",1,1368,745.142857142857
2020-02-28,6981,8678,10293,"hosp",1,1758,945.857142857143
2020-02-29,8904,10853,12744,"hosp",1,2175,1198.57142857143
2020-03-01,11137,13439,15609,"hosp",1,2586,1505.14285714286
2020-03-02,13792,16527,18974,"hosp",1,3088,1850.42857142857
2020-03-03,16873,20164,23023,"hosp",1,3637,2241
2020-03-04,20233,24180,27640,"hosp",1,4016,2661.14285714286
2020-03-05,24088,28849,33051,"hosp",1,4669,3132.71428571429
2020-03-06,28079,33692,38514,"hosp",1,4843,3573.42857142857
2020-03-07,32919,39594,45414,"hosp",1,5902,4105.85714285714
2020-03-08,38827,46688,53578,"hosp",1,7094,4749.85714285714
2020-03-09,43737,52925,60962,"hosp",1,6237,5199.71428571429
2020-03-10,47521,57996,67207,"hosp",1,5071,5404.57142857143
2020-03-11,51689,63856,74515,"hosp",1,5860,5668
2020-03-12,55941,69450,81682,"hosp",1,5594,5800.14285714286
2020-03-13,59895,75379,89055,"hosp",1,5929,5955.28571428571
2020-03-14,64910,82996,98751,"hosp",1,7617,6200.28571428571
2020-03-15,71642,91413,109165,"hosp",1,8417,6389.28571428571
2020-03-16,79543,99797,119492,"hosp",1,8384,6696
2020-03-17,88308,109638,130654,"hosp",1,9841,7377.42857142857
2020-03-18,96661,119255,140369,"hosp",1,9617,7914.14285714286
2020-03-19,105590,129858,151928,"hosp",1,10603,8629.71428571429
2020-03-20,113055,140623,165209,"hosp",1,10765,9320.57142857143
2020-03-21,119462,150712,177875,"hosp",1,10089,9673.71428571429
2020-03-22,124663,158793,189395,"hosp",1,8081,9625.71428571429
2020-03-23,126847,164442,199012,"hosp",1,5649,9235
2020-03-24,127782,167449,204608,"hosp",1,3007,8258.71428571429
2020-03-25,126462,168455,207916,"hosp",1,1006,7028.57142857143
2020-03-26,121889,166259,208656,"hosp",1,-2196,5200.14285714286
2020-03-27,116250,162619,206561,"hosp",1,-3640,3142.28571428571
2020-03-28,110907,158011,204029,"hosp",1,-4608,1042.71428571429
2020-03-29,104735,151309,198413,"hosp",1,-6702,-1069.14285714286
2020-03-30,99265,144279,190950,"hosp",1,-7030,-2880.42857142857
2020-03-31,94039,137187,182196,"hosp",1,-7092,-4323.14285714286
2020-04-01,89870,130319,173363,"hosp",1,-6868,-5448
2020-04-02,84651,122989,163741,"hosp",1,-7330,-6181.42857142857
2020-04-03,79886,116795,155458,"hosp",1,-6194,-6546.28571428571
2020-04-04,76328,111249,147614,"hosp",1,-5546,-6680.28571428571
2020-04-05,72096,105332,140678,"hosp",1,-5917,-6568.14285714286
2020-04-06,67659,99393,133008,"hosp",1,-5939,-6412.28571428571
2020-04-07,63492,93635,125192,"hosp",1,-5758,-6221.71428571429
2020-04-08,60649,88703,118930,"hosp",1,-4932,-5945.14285714286
2020-04-09,56815,83764,112506,"hosp",1,-4939,-5603.57142857143
