"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,730,1174,1629,"hosp",1,0,NA
2020-02-18,899,1344,1841,"hosp",1,170,NA
2020-02-19,1088,1591,2123,"hosp",1,247,NA
2020-02-20,1286,1857,2471,"hosp",1,266,NA
2020-02-21,1577,2228,2895,"hosp",1,371,NA
2020-02-22,1914,2648,3383,"hosp",1,420,NA
2020-02-23,2305,3105,3908,"hosp",1,457,275.857142857143
2020-02-24,2854,3792,4735,"hosp",1,687,374
2020-02-25,3637,4741,5819,"hosp",1,949,485.285714285714
2020-02-26,4474,5751,7005,"hosp",1,1010,594.285714285714
2020-02-27,5600,7066,8466,"hosp",1,1315,744.142857142857
2020-02-28,7041,8734,10361,"hosp",1,1668,929.428571428571
2020-02-29,8857,10787,12643,"hosp",1,2053,1162.71428571429
2020-03-01,11023,13291,15479,"hosp",1,2504,1455.14285714286
2020-03-02,13510,16257,18765,"hosp",1,2966,1780.71428571429
2020-03-03,16482,19775,22735,"hosp",1,3518,2147.71428571429
2020-03-04,19817,23730,27238,"hosp",1,3955,2568.42857142857
2020-03-05,23632,28305,32454,"hosp",1,4575,3034.14285714286
2020-03-06,27516,33051,37921,"hosp",1,4746,3473.85714285714
2020-03-07,32316,38903,44685,"hosp",1,5852,4016.57142857143
2020-03-08,38237,45949,52696,"hosp",1,7046,4665.42857142857
2020-03-09,43123,52163,60008,"hosp",1,6214,5129.42857142857
2020-03-10,46883,57226,66387,"hosp",1,5063,5350.14285714286
2020-03-11,51219,63028,73575,"hosp",1,5802,5614
2020-03-12,55334,68641,80690,"hosp",1,5613,5762.28571428571
2020-03-13,59265,74565,88188,"hosp",1,5924,5930.57142857143
2020-03-14,64293,82214,97717,"hosp",1,7649,6187.28571428571
2020-03-15,71191,90579,108108,"hosp",1,8365,6375.71428571429
2020-03-16,79151,99034,118676,"hosp",1,8455,6695.85714285714
2020-03-17,87932,108929,129900,"hosp",1,9895,7386.14285714286
2020-03-18,96558,118606,139656,"hosp",1,9677,7939.71428571429
2020-03-19,105282,129258,151343,"hosp",1,10652,8659.57142857143
2020-03-20,112757,140244,164787,"hosp",1,10986,9382.71428571429
