"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,693,1065,1424,"hosp",1,0,NA
2020-02-18,807,1216,1616,"hosp",1,151,NA
2020-02-19,989,1449,1925,"hosp",1,233,NA
2020-02-20,1188,1698,2225,"hosp",1,249,NA
2020-02-21,1473,2054,2642,"hosp",1,356,NA
2020-02-22,1794,2462,3146,"hosp",1,408,NA
2020-02-23,2154,2906,3660,"hosp",1,444,263
2020-02-24,2742,3574,4414,"hosp",1,668,358.428571428571
2020-02-25,3476,4472,5453,"hosp",1,898,465.142857142857
2020-02-26,4366,5544,6684,"hosp",1,1072,585
2020-02-27,5519,6906,8288,"hosp",1,1362,744
2020-02-28,7033,8664,10256,"hosp",1,1758,944.285714285714
2020-02-29,8923,10812,12655,"hosp",1,2148,1192.85714285714
2020-03-01,11199,13380,15519,"hosp",1,2568,1496.28571428571
2020-03-02,13740,16448,18900,"hosp",1,3068,1839.14285714286
2020-03-03,16852,20094,23074,"hosp",1,3646,2231.71428571429
2020-03-04,20196,24121,27633,"hosp",1,4027,2653.85714285714
2020-03-05,24055,28786,32932,"hosp",1,4665,3125.71428571429
2020-03-06,27958,33590,38499,"hosp",1,4804,3560.85714285714
2020-03-07,32864,39506,45330,"hosp",1,5916,4099.14285714286
2020-03-08,38757,46586,53495,"hosp",1,7080,4743.71428571429
2020-03-09,43612,52797,60850,"hosp",1,6211,5192.71428571429
2020-03-10,47409,57872,67112,"hosp",1,5075,5396.85714285714
2020-03-11,51590,63663,74374,"hosp",1,5791,5648.85714285714
2020-03-12,55811,69264,81487,"hosp",1,5601,5782.57142857143
2020-03-13,59646,75130,88914,"hosp",1,5866,5934.28571428571
2020-03-14,64754,82752,98533,"hosp",1,7622,6178
2020-03-15,71572,91096,108899,"hosp",1,8344,6358.57142857143
2020-03-16,79568,99541,119267,"hosp",1,8445,6677.71428571429
2020-03-17,88285,109435,130460,"hosp",1,9894,7366.14285714286
2020-03-18,96742,119080,140291,"hosp",1,9645,7916.71428571429
2020-03-19,105583,129651,151799,"hosp",1,10571,8626.71428571429
2020-03-20,113013,140512,165216,"hosp",1,10861,9340.28571428571
2020-03-21,119556,150602,177909,"hosp",1,10090,9692.85714285714
2020-03-22,124864,158699,189525,"hosp",1,8097,9657.57142857143
