"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,692,1061,1462,"hosp",1,0,NA
2020-02-18,807,1219,1652,"hosp",1,158,NA
2020-02-19,964,1456,1919,"hosp",1,237,NA
2020-02-20,1182,1711,2264,"hosp",1,255,NA
2020-02-21,1473,2066,2667,"hosp",1,355,NA
2020-02-22,1831,2481,3155,"hosp",1,415,NA
2020-02-23,2205,2926,3661,"hosp",1,445,266.428571428571
2020-02-24,2721,3576,4438,"hosp",1,650,359.285714285714
2020-02-25,3468,4489,5519,"hosp",1,913,467.142857142857
2020-02-26,4379,5551,6735,"hosp",1,1062,585
2020-02-27,5477,6913,8290,"hosp",1,1362,743.142857142857
2020-02-28,7007,8673,10303,"hosp",1,1760,943.857142857143
2020-02-29,8966,10851,12682,"hosp",1,2178,1195.71428571429
2020-03-01,11208,13454,15618,"hosp",1,2603,1504
2020-03-02,13834,16540,18984,"hosp",1,3086,1852
2020-03-03,16897,20194,23077,"hosp",1,3654,2243.57142857143
2020-03-04,20309,24237,27723,"hosp",1,4043,2669.42857142857
2020-03-05,24272,28931,33093,"hosp",1,4694,3145.42857142857
2020-03-06,28168,33761,38606,"hosp",1,4830,3584
2020-03-07,32998,39663,45435,"hosp",1,5902,4116
2020-03-08,38991,46792,53659,"hosp",1,7129,4762.57142857143
2020-03-09,43805,53019,61094,"hosp",1,6227,5211.28571428571
2020-03-10,47455,58097,67361,"hosp",1,5078,5414.71428571429
2020-03-11,51715,63910,74638,"hosp",1,5813,5667.57142857143
2020-03-12,55981,69513,81685,"hosp",1,5603,5797.42857142857
2020-03-13,59882,75399,89120,"hosp",1,5886,5948.28571428571
2020-03-14,64839,83019,98799,"hosp",1,7620,6193.71428571429
2020-03-15,71795,91417,109176,"hosp",1,8398,6375
2020-03-16,79756,99815,119496,"hosp",1,8398,6685.14285714286
2020-03-17,88537,109701,130602,"hosp",1,9886,7372
2020-03-18,97043,119285,140466,"hosp",1,9584,7910.71428571429
2020-03-19,105705,129807,151868,"hosp",1,10522,8613.42857142857
2020-03-20,112855,140573,165295,"hosp",1,10766,9310.57142857143
2020-03-21,119448,150674,177955,"hosp",1,10101,9665
2020-03-22,124504,158609,189271,"hosp",1,7935,9598.85714285714
2020-03-23,126794,164230,198933,"hosp",1,5621,9202.14285714286
2020-03-24,127777,167273,204358,"hosp",1,3043,8224.57142857143
2020-03-25,126373,168311,207680,"hosp",1,1038,7003.71428571429
2020-03-26,121827,166121,208341,"hosp",1,-2190,5187.71428571429
2020-03-27,116090,162522,206337,"hosp",1,-3599,3135.57142857143
2020-03-28,110999,157946,203907,"hosp",1,-4576,1038.85714285714
2020-03-29,104849,151292,198538,"hosp",1,-6654,-1045.28571428571
2020-03-30,99292,144206,191211,"hosp",1,-7086,-2860.57142857143
2020-03-31,93990,137098,182256,"hosp",1,-7108,-4310.71428571429
2020-04-01,89772,130153,173326,"hosp",1,-6945,-5451.14285714286
2020-04-02,84488,122841,163805,"hosp",1,-7312,-6182.85714285714
2020-04-03,79614,116634,155581,"hosp",1,-6207,-6555.42857142857
2020-04-04,76200,111054,147501,"hosp",1,-5580,-6698.85714285714
2020-04-05,71974,105181,140477,"hosp",1,-5873,-6587.28571428571
2020-04-06,67599,99225,132812,"hosp",1,-5956,-6425.85714285714
2020-04-07,63571,93500,124950,"hosp",1,-5725,-6228.28571428571
2020-04-08,60526,88579,118727,"hosp",1,-4921,-5939.14285714286
2020-04-09,56787,83666,112398,"hosp",1,-4913,-5596.42857142857
2020-04-10,52940,78896,106068,"hosp",1,-4770,-5391.14285714286
2020-04-11,50077,74674,100292,"hosp",1,-4222,-5197.14285714286
2020-04-12,47731,70680,95604,"hosp",1,-3994,-4928.71428571429
2020-04-13,45215,66579,89975,"hosp",1,-4101,-4663.71428571429
2020-04-14,42509,62751,84349,"hosp",1,-3828,-4392.71428571429
2020-04-15,40216,59395,79634,"hosp",1,-3356,-4169.14285714286
2020-04-16,37549,55798,75208,"hosp",1,-3597,-3981.14285714286
2020-04-17,35003,52453,70958,"hosp",1,-3345,-3777.57142857143
2020-04-18,32938,49544,67017,"hosp",1,-2909,-3590
2020-04-19,31078,46723,63447,"hosp",1,-2821,-3422.42857142857
2020-04-20,29383,43985,59940,"hosp",1,-2738,-3227.71428571429
2020-04-21,27438,41404,56378,"hosp",1,-2581,-3049.57142857143
2020-04-22,26279,39163,53058,"hosp",1,-2241,-2890.28571428571
2020-04-23,24893,37018,50233,"hosp",1,-2145,-2682.85714285714
2020-04-24,23383,35100,47502,"hosp",1,-1918,-2479
2020-04-25,22327,33543,45248,"hosp",1,-1557,-2285.85714285714
2020-04-26,21585,32227,43593,"hosp",1,-1316,-2070.85714285714
2020-04-27,20640,30744,41653,"hosp",1,-1483,-1891.57142857143
2020-04-28,19779,29348,39551,"hosp",1,-1396,-1722.28571428571
2020-04-29,19019,28025,37642,"hosp",1,-1323,-1591.14285714286
2020-04-30,18315,26947,36191,"hosp",1,-1078,-1438.71428571429
2020-05-01,17470,25999,34840,"hosp",1,-948,-1300.14285714286
2020-05-02,16740,25171,33762,"hosp",1,-828,-1196
2020-05-03,16462,24518,33002,"hosp",1,-653,-1101.28571428571
2020-05-04,16596,24310,32609,"hosp",1,-208,-919.142857142857
2020-05-05,16619,23980,31836,"hosp",1,-330,-766.857142857143
2020-05-06,16539,23651,30952,"hosp",1,-329,-624.857142857143
2020-05-07,16134,23127,30240,"hosp",1,-524,-545.714285714286
2020-05-08,15745,22704,29642,"hosp",1,-423,-470.714285714286
2020-05-09,15432,22382,29381,"hosp",1,-322,-398.428571428571
2020-05-10,14507,21661,28803,"hosp",1,-721,-408.142857142857
2020-05-11,13920,20996,28175,"hosp",1,-665,-473.428571428571
2020-05-12,13199,20206,27488,"hosp",1,-790,-539.142857142857
2020-05-13,12973,19503,26785,"hosp",1,-703,-592.571428571429
2020-05-14,12381,18636,25383,"hosp",1,-867,-641.571428571429
2020-05-15,11889,17980,24429,"hosp",1,-656,-674.857142857143
2020-05-16,11515,17387,23441,"hosp",1,-593,-713.571428571429
2020-05-17,10887,16550,22533,"hosp",1,-837,-730.142857142857
2020-05-18,10293,15753,21534,"hosp",1,-797,-749
2020-05-19,9750,14956,20488,"hosp",1,-797,-750
2020-05-20,9228,14290,19750,"hosp",1,-666,-744.714285714286
2020-05-21,8587,13508,18681,"hosp",1,-782,-732.571428571429
2020-05-22,8001,12704,17771,"hosp",1,-804,-753.714285714286
2020-05-23,7640,11973,16706,"hosp",1,-731,-773.428571428571
2020-05-24,7229,11311,15884,"hosp",1,-662,-748.428571428571
2020-05-25,6720,10499,14703,"hosp",1,-812,-750.571428571429
2020-05-26,6077,9776,13637,"hosp",1,-723,-740
2020-05-27,5753,9230,12996,"hosp",1,-546,-722.857142857143
2020-05-28,5364,8684,12275,"hosp",1,-546,-689.142857142857
2020-05-29,5011,8125,11587,"hosp",1,-559,-654.142857142857
2020-05-30,4600,7562,10806,"hosp",1,-563,-630.142857142857
2020-05-31,4444,7111,10112,"hosp",1,-451,-600
2020-06-01,4059,6568,9431,"hosp",1,-543,-561.571428571429
2020-06-02,3607,6024,8679,"hosp",1,-544,-536
2020-06-03,3248,5507,7920,"hosp",1,-517,-531.857142857143
2020-06-04,2873,5048,7396,"hosp",1,-459,-519.428571428571
2020-06-05,2701,4714,7033,"hosp",1,-334,-487.285714285714
2020-06-06,2601,4546,6736,"hosp",1,-168,-430.857142857143
2020-06-07,2650,4412,6443,"hosp",1,-134,-385.571428571429
2020-06-08,2679,4342,6202,"hosp",1,-70,-318
2020-06-09,2857,4371,6111,"hosp",1,29,-236.142857142857
2020-06-10,2907,4360,5938,"hosp",1,-11,-163.857142857143
2020-06-11,2815,4314,5866,"hosp",1,-46,-104.857142857143
2020-06-12,2612,4251,5813,"hosp",1,-63,-66.1428571428571
2020-06-13,2501,4188,5793,"hosp",1,-63,-51.1428571428571
2020-06-14,2547,4278,6030,"hosp",1,90,-19.1428571428571
2020-06-15,2507,4277,6148,"hosp",1,-1,-9.28571428571429
2020-06-16,2586,4297,6136,"hosp",1,20,-10.5714285714286
2020-06-17,2755,4397,6163,"hosp",1,100,5.28571428571429
2020-06-18,2888,4532,6264,"hosp",1,135,31.1428571428571
2020-06-19,3012,4662,6311,"hosp",1,130,58.7142857142857
2020-06-20,3024,4752,6413,"hosp",1,90,80.5714285714286
2020-06-21,2910,4705,6482,"hosp",1,-47,61
2020-06-22,2747,4636,6501,"hosp",1,-69,51.2857142857143
2020-06-23,2644,4561,6544,"hosp",1,-75,37.7142857142857
2020-06-24,2435,4369,6361,"hosp",1,-192,-4
2020-06-25,2355,4259,6291,"hosp",1,-110,-39
2020-06-26,2303,4184,6247,"hosp",1,-75,-68.2857142857143
2020-06-27,2329,4134,6106,"hosp",1,-50,-88.2857142857143
2020-06-28,2301,3971,5882,"hosp",1,-163,-104.857142857143
2020-06-29,2234,3889,5661,"hosp",1,-82,-106.714285714286
2020-06-30,2231,3837,5537,"hosp",1,-52,-103.428571428571
2020-07-01,2158,3734,5439,"hosp",1,-103,-90.7142857142857
2020-07-02,1968,3594,5310,"hosp",1,-140,-95
2020-07-03,1873,3471,5139,"hosp",1,-123,-101.857142857143
2020-07-04,1842,3379,5085,"hosp",1,-92,-107.857142857143
2020-07-05,1858,3324,5007,"hosp",1,-55,-92.4285714285714
2020-07-06,2014,3442,5033,"hosp",1,118,-63.8571428571429
2020-07-07,2095,3491,4994,"hosp",1,49,-49.4285714285714
2020-07-08,2224,3633,5172,"hosp",1,142,-14.4285714285714
2020-07-09,2311,3721,5197,"hosp",1,88,18.1428571428571
2020-07-10,2451,3855,5297,"hosp",1,134,54.8571428571429
2020-07-11,2587,4002,5442,"hosp",1,147,89
2020-07-12,2614,4138,5681,"hosp",1,136,116.285714285714
2020-07-13,2588,4179,5773,"hosp",1,41,105.285714285714
2020-07-14,2619,4223,5900,"hosp",1,44,104.571428571429
2020-07-15,2658,4262,5990,"hosp",1,39,89.8571428571429
2020-07-16,2941,4558,6242,"hosp",1,296,119.571428571429
2020-07-17,3269,4919,6664,"hosp",1,361,152
2020-07-18,3569,5274,7027,"hosp",1,355,181.714285714286
2020-07-19,3966,5715,7498,"hosp",1,441,225.285714285714
2020-07-20,4135,5872,7647,"hosp",1,157,241.857142857143
2020-07-21,4412,6181,7964,"hosp",1,309,279.714285714286
2020-07-22,4574,6544,8369,"hosp",1,363,326
2020-07-23,4715,6933,8958,"hosp",1,389,339.285714285714
2020-07-24,4890,7233,9487,"hosp",1,300,330.571428571429
2020-07-25,5102,7576,10097,"hosp",1,343,328.857142857143
2020-07-26,5589,7969,10522,"hosp",1,393,322
2020-07-27,5895,8386,10963,"hosp",1,417,359.142857142857
2020-07-28,6455,8997,11565,"hosp",1,611,402.285714285714
2020-07-29,6981,9666,12224,"hosp",1,669,446
2020-07-30,7032,9851,12630,"hosp",1,185,416.857142857143
2020-07-31,7070,9993,12971,"hosp",1,142,394.285714285714
2020-08-01,7083,10183,13250,"hosp",1,190,372.428571428571
2020-08-02,7254,10461,13641,"hosp",1,278,356
2020-08-03,7346,10851,14269,"hosp",1,390,352.142857142857
2020-08-04,7392,11031,14603,"hosp",1,180,290.571428571429
2020-08-05,7709,11142,14766,"hosp",1,111,210.857142857143
2020-08-06,8043,11319,15005,"hosp",1,177,209.714285714286
2020-08-07,8401,11637,15084,"hosp",1,318,234.857142857143
2020-08-08,8544,11937,15159,"hosp",1,300,250.571428571429
2020-08-09,8516,12280,15693,"hosp",1,343,259.857142857143
2020-08-10,8517,12420,16189,"hosp",1,140,224.142857142857
2020-08-11,8786,12651,16593,"hosp",1,231,231.428571428571
2020-08-12,8828,12696,16679,"hosp",1,45,222
2020-08-13,8704,12688,16640,"hosp",1,-8,195.571428571429
2020-08-14,8696,12766,16762,"hosp",1,78,161.285714285714
2020-08-15,8590,12750,16892,"hosp",1,-16,116.142857142857
2020-08-16,8351,12478,16665,"hosp",1,-272,28.2857142857143
2020-08-17,8017,12154,16415,"hosp",1,-324,-38
2020-08-18,7788,11857,16060,"hosp",1,-297,-113.428571428571
2020-08-19,7494,11479,15601,"hosp",1,-378,-173.857142857143
2020-08-20,7136,11153,15344,"hosp",1,-326,-219.285714285714
2020-08-21,6876,10794,14891,"hosp",1,-359,-281.714285714286
2020-08-22,6854,10550,14565,"hosp",1,-244,-314.285714285714
2020-08-23,6965,10550,14489,"hosp",1,0,-275.428571428571
2020-08-24,7245,10765,14503,"hosp",1,215,-198.428571428571
2020-08-25,7696,11049,14572,"hosp",1,284,-115.428571428571
2020-08-26,8225,11600,15129,"hosp",1,551,17.2857142857143
2020-08-27,8831,12299,15847,"hosp",1,699,163.714285714286
2020-08-28,9558,13102,16640,"hosp",1,803,329.714285714286
2020-08-29,10456,14153,17773,"hosp",1,1051,514.714285714286
2020-08-30,11580,15644,19480,"hosp",1,1491,727.714285714286
2020-08-31,12932,17274,21473,"hosp",1,1630,929.857142857143
2020-09-01,14543,19163,23705,"hosp",1,1889,1159.14285714286
2020-09-02,16535,21548,26435,"hosp",1,2385,1421.14285714286
2020-09-03,18687,24111,29316,"hosp",1,2563,1687.42857142857
2020-09-04,21313,27135,32750,"hosp",1,3024,2004.71428571429
2020-09-05,23915,30522,36565,"hosp",1,3387,2338.42857142857
