"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,692,1062,1424,"hosp",1,0,NA
2020-02-18,808,1225,1652,"hosp",1,163,NA
2020-02-19,984,1461,1952,"hosp",1,236,NA
2020-02-20,1192,1724,2246,"hosp",1,263,NA
2020-02-21,1493,2086,2697,"hosp",1,362,NA
2020-02-22,1838,2499,3196,"hosp",1,413,NA
2020-02-23,2165,2941,3698,"hosp",1,442,268.428571428571
2020-02-24,2744,3617,4468,"hosp",1,676,365
2020-02-25,3509,4517,5480,"hosp",1,900,470.285714285714
2020-02-26,4409,5588,6694,"hosp",1,1071,589.571428571429
2020-02-27,5534,6954,8267,"hosp",1,1366,747.142857142857
2020-02-28,7052,8714,10317,"hosp",1,1760,946.857142857143
2020-02-29,8963,10876,12737,"hosp",1,2162,1196.71428571429
2020-03-01,11207,13458,15570,"hosp",1,2582,1502.42857142857
2020-03-02,13801,16539,19026,"hosp",1,3081,1846
2020-03-03,16841,20175,23092,"hosp",1,3636,2236.85714285714
2020-03-04,20277,24192,27682,"hosp",1,4017,2657.71428571429
2020-03-05,24118,28889,33057,"hosp",1,4697,3133.57142857143
2020-03-06,28020,33691,38582,"hosp",1,4802,3568.14285714286
2020-03-07,32958,39602,45472,"hosp",1,5911,4103.71428571429
2020-03-08,38694,46681,53578,"hosp",1,7079,4746.14285714286
2020-03-09,43640,52912,60917,"hosp",1,6231,5196.14285714286
2020-03-10,47419,57963,67229,"hosp",1,5051,5398.28571428571
2020-03-11,51641,63762,74448,"hosp",1,5799,5652.85714285714
2020-03-12,55837,69385,81555,"hosp",1,5623,5785.14285714286
2020-03-13,59610,75254,89070,"hosp",1,5869,5937.57142857143
2020-03-14,64771,82888,98634,"hosp",1,7634,6183.71428571429
2020-03-15,71531,91242,109022,"hosp",1,8354,6365.85714285714
2020-03-16,79668,99698,119489,"hosp",1,8456,6683.71428571429
2020-03-17,88364,109572,130598,"hosp",1,9874,7372.71428571429
2020-03-18,96839,119218,140383,"hosp",1,9646,7922.28571428571
2020-03-19,105731,129769,151849,"hosp",1,10551,8626.28571428571
2020-03-20,112809,140572,165274,"hosp",1,10803,9331.14285714286
2020-03-21,119254,150657,177976,"hosp",1,10085,9681.28571428571
2020-03-22,124689,158765,189315,"hosp",1,8108,9646.14285714286
2020-03-23,126795,164355,198893,"hosp",1,5590,9236.71428571429
2020-03-24,127582,167363,204580,"hosp",1,3008,8255.85714285714
2020-03-25,126435,168414,207999,"hosp",1,1051,7028
2020-03-26,121931,166215,208485,"hosp",1,-2199,5206.57142857143
