"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,693,1074,1462,"hosp",1,0,NA
2020-02-18,808,1232,1653,"hosp",1,158,NA
2020-02-19,989,1461,1935,"hosp",1,229,NA
2020-02-20,1188,1718,2244,"hosp",1,257,NA
2020-02-21,1466,2071,2667,"hosp",1,353,NA
2020-02-22,1798,2485,3183,"hosp",1,414,NA
2020-02-23,2201,2940,3710,"hosp",1,455,266.571428571429
2020-02-24,2746,3610,4478,"hosp",1,670,362.285714285714
2020-02-25,3474,4503,5504,"hosp",1,893,467.285714285714
2020-02-26,4382,5576,6733,"hosp",1,1073,587.857142857143
2020-02-27,5475,6938,8353,"hosp",1,1362,745.714285714286
2020-02-28,7037,8697,10317,"hosp",1,1759,946.571428571429
2020-02-29,8940,10866,12739,"hosp",1,2169,1197.28571428571
2020-03-01,11182,13451,15595,"hosp",1,2585,1501.57142857143
2020-03-02,13779,16539,19070,"hosp",1,3088,1847
2020-03-03,16859,20184,23211,"hosp",1,3645,2240.14285714286
2020-03-04,20199,24206,27794,"hosp",1,4022,2661.42857142857
2020-03-05,24158,28896,33073,"hosp",1,4690,3136.85714285714
2020-03-06,27956,33712,38609,"hosp",1,4816,3573.57142857143
2020-03-07,32882,39629,45487,"hosp",1,5917,4109
2020-03-08,38790,46745,53626,"hosp",1,7116,4756.28571428571
2020-03-09,43780,52981,61143,"hosp",1,6236,5206
2020-03-10,47550,58059,67461,"hosp",1,5078,5410.71428571429
2020-03-11,51789,63857,74682,"hosp",1,5798,5664.42857142857
2020-03-12,55968,69472,81667,"hosp",1,5615,5796.57142857143
2020-03-13,59835,75346,89096,"hosp",1,5874,5947.71428571429
2020-03-14,64816,82979,98912,"hosp",1,7633,6192.85714285714
2020-03-15,71592,91364,109238,"hosp",1,8385,6374.14285714286
2020-03-16,79568,99770,119650,"hosp",1,8406,6684.14285714286
2020-03-17,88215,109572,130733,"hosp",1,9802,7359
2020-03-18,96838,119161,140418,"hosp",1,9589,7900.57142857143
2020-03-19,105554,129732,152134,"hosp",1,10571,8608.57142857143
2020-03-20,112789,140522,165365,"hosp",1,10790,9310.85714285714
2020-03-21,119433,150613,177943,"hosp",1,10091,9662
2020-03-22,124559,158602,189320,"hosp",1,7989,9605.42857142857
2020-03-23,126833,164237,198897,"hosp",1,5635,9209.57142857143
2020-03-24,127844,167255,204725,"hosp",1,3018,8240.42857142857
2020-03-25,126288,168222,207759,"hosp",1,967,7008.71428571429
2020-03-26,121665,165953,208363,"hosp",1,-2269,5174.42857142857
2020-03-27,116024,162347,206736,"hosp",1,-3606,3117.85714285714
2020-03-28,110702,157709,204265,"hosp",1,-4638,1013.71428571429
2020-03-29,104438,151000,198460,"hosp",1,-6709,-1086
2020-03-30,98979,143943,191084,"hosp",1,-7057,-2899.14285714286
2020-03-31,93812,136844,182240,"hosp",1,-7099,-4344.42857142857
2020-04-01,89603,129945,173242,"hosp",1,-6899,-5468.14285714286
2020-04-02,84473,122715,163729,"hosp",1,-7230,-6176.85714285714
2020-04-03,79805,116522,155334,"hosp",1,-6193,-6546.42857142857
2020-04-04,76393,111007,147540,"hosp",1,-5515,-6671.71428571429
2020-04-05,72002,105094,140516,"hosp",1,-5913,-6558
2020-04-06,67509,99129,132751,"hosp",1,-5965,-6402
2020-04-07,63495,93420,125005,"hosp",1,-5709,-6203.42857142857
2020-04-08,60535,88544,118798,"hosp",1,-4876,-5914.42857142857
2020-04-09,56767,83608,112408,"hosp",1,-4936,-5586.71428571429
2020-04-10,52977,78841,106004,"hosp",1,-4767,-5383
2020-04-11,50405,74668,100375,"hosp",1,-4173,-5191.28571428571
2020-04-12,47886,70645,95576,"hosp",1,-4023,-4921.28571428571
2020-04-13,45329,66594,89956,"hosp",1,-4051,-4647.85714285714
2020-04-14,42555,62787,84384,"hosp",1,-3807,-4376.14285714286
2020-04-15,40247,59425,79797,"hosp",1,-3362,-4159.85714285714
2020-04-16,37483,55823,75258,"hosp",1,-3602,-3969.28571428571
2020-04-17,34895,52427,71064,"hosp",1,-3396,-3773.42857142857
2020-04-18,32871,49470,67109,"hosp",1,-2957,-3599.71428571429
2020-04-19,31155,46695,63586,"hosp",1,-2775,-3421.42857142857
2020-04-20,29326,43943,59950,"hosp",1,-2752,-3235.85714285714
2020-04-21,27532,41368,56231,"hosp",1,-2575,-3059.85714285714
2020-04-22,26289,39140,53050,"hosp",1,-2228,-2897.85714285714
