"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,693,1069,1424,"hosp",1,0,NA
2020-02-18,808,1225,1615,"hosp",1,156,NA
2020-02-19,995,1455,1919,"hosp",1,230,NA
2020-02-20,1169,1705,2213,"hosp",1,250,NA
2020-02-21,1469,2060,2649,"hosp",1,355,NA
2020-02-22,1787,2452,3099,"hosp",1,392,NA
2020-02-23,2152,2895,3628,"hosp",1,443,260.857142857143
2020-02-24,2702,3553,4398,"hosp",1,658,354.857142857143
2020-02-25,3432,4444,5433,"hosp",1,891,459.857142857143
2020-02-26,4350,5486,6609,"hosp",1,1042,575.857142857143
2020-02-27,5445,6847,8239,"hosp",1,1361,734.571428571429
2020-02-28,6921,8587,10235,"hosp",1,1740,932.428571428571
2020-02-29,8815,10726,12592,"hosp",1,2139,1182
2020-03-01,10995,13289,15449,"hosp",1,2563,1484.85714285714
2020-03-02,13559,16330,18844,"hosp",1,3041,1825.28571428571
2020-03-03,16751,19943,22866,"hosp",1,3613,2214.14285714286
2020-03-04,20094,23955,27414,"hosp",1,4012,2638.42857142857
2020-03-05,23935,28620,32673,"hosp",1,4665,3110.42857142857
2020-03-06,27838,33436,38235,"hosp",1,4816,3549.85714285714
2020-03-07,32543,39266,45007,"hosp",1,5830,4077.14285714286
2020-03-08,38494,46322,53154,"hosp",1,7056,4719
2020-03-09,43347,52574,60570,"hosp",1,6252,5177.71428571429
2020-03-10,47175,57636,66778,"hosp",1,5062,5384.71428571429
2020-03-11,51378,63406,74040,"hosp",1,5770,5635.85714285714
2020-03-12,55625,69021,81166,"hosp",1,5615,5771.57142857143
2020-03-13,59558,74887,88529,"hosp",1,5866,5921.57142857143
2020-03-14,64596,82536,98231,"hosp",1,7649,6181.42857142857
2020-03-15,71357,90938,108520,"hosp",1,8402,6373.71428571429
2020-03-16,79328,99386,119065,"hosp",1,8448,6687.42857142857
2020-03-17,88155,109269,130149,"hosp",1,9883,7376.14285714286
2020-03-18,96744,118933,140017,"hosp",1,9664,7932.42857142857
2020-03-19,105629,129507,151419,"hosp",1,10574,8640.85714285714
2020-03-20,113028,140432,164899,"hosp",1,10925,9363.57142857143
2020-03-21,119427,150597,177796,"hosp",1,10165,9723
2020-03-22,124796,158766,189300,"hosp",1,8169,9689.71428571429
2020-03-23,127125,164427,198924,"hosp",1,5661,9291.57142857143
2020-03-24,127954,167572,204720,"hosp",1,3145,8329
2020-03-25,126974,168716,208118,"hosp",1,1144,7111.85714285714
2020-03-26,122192,166497,208721,"hosp",1,-2219,5284.28571428571
2020-03-27,116628,162959,207013,"hosp",1,-3538,3218.14285714286
2020-03-28,111261,158279,204466,"hosp",1,-4680,1097.42857142857
2020-03-29,105147,151580,198896,"hosp",1,-6699,-1026.57142857143
2020-03-30,99476,144472,191442,"hosp",1,-7108,-2850.71428571429
2020-03-31,94156,137340,182572,"hosp",1,-7132,-4318.85714285714
2020-04-01,90010,130412,173715,"hosp",1,-6928,-5472
2020-04-02,84735,123091,164039,"hosp",1,-7321,-6200.85714285714
2020-04-03,79893,116868,155730,"hosp",1,-6223,-6584.42857142857
2020-04-04,76422,111303,147714,"hosp",1,-5565,-6710.85714285714
2020-04-05,72169,105423,140798,"hosp",1,-5880,-6593.85714285714
2020-04-06,67735,99500,133088,"hosp",1,-5923,-6424.57142857143
2020-04-07,63661,93763,125422,"hosp",1,-5737,-6225.28571428571
2020-04-08,60768,88844,119096,"hosp",1,-4919,-5938.28571428571
2020-04-09,57031,83945,112691,"hosp",1,-4899,-5592.28571428571
2020-04-10,53272,79158,106188,"hosp",1,-4787,-5387.14285714286
2020-04-11,50474,74958,100590,"hosp",1,-4200,-5192.14285714286
2020-04-12,47815,70925,95743,"hosp",1,-4033,-4928.28571428571
2020-04-13,45421,66831,90181,"hosp",1,-4094,-4667
2020-04-14,42638,62994,84565,"hosp",1,-3837,-4395.57142857143
2020-04-15,40243,59639,80094,"hosp",1,-3355,-4172.14285714286
2020-04-16,37609,56010,75408,"hosp",1,-3629,-3990.71428571429
2020-04-17,34922,52641,71437,"hosp",1,-3369,-3788.14285714286
2020-04-18,32874,49700,67328,"hosp",1,-2941,-3608.28571428571
2020-04-19,31081,46824,63545,"hosp",1,-2876,-3443
2020-04-20,29324,44062,59946,"hosp",1,-2762,-3252.71428571429
2020-04-21,27576,41506,56429,"hosp",1,-2556,-3069.71428571429
2020-04-22,26302,39241,53267,"hosp",1,-2265,-2914
2020-04-23,24873,37065,50287,"hosp",1,-2176,-2706.42857142857
2020-04-24,23364,35159,47708,"hosp",1,-1906,-2497.42857142857
