"Date","prev_low","prev_avg","prev_up","population","version","groei_besmettelijken","besmet_7daverage"
2020-02-17,693,1050,1425,"hosp",1,0,NA
2020-02-18,807,1204,1614,"hosp",1,154,NA
2020-02-19,974,1437,1892,"hosp",1,233,NA
2020-02-20,1164,1692,2238,"hosp",1,255,NA
2020-02-21,1423,2039,2656,"hosp",1,347,NA
2020-02-22,1768,2443,3128,"hosp",1,404,NA
2020-02-23,2156,2889,3642,"hosp",1,446,262.714285714286
2020-02-24,2684,3543,4395,"hosp",1,654,356.142857142857
2020-02-25,3427,4419,5436,"hosp",1,876,459.285714285714
2020-02-26,4302,5470,6662,"hosp",1,1051,576.142857142857
2020-02-27,5429,6806,8144,"hosp",1,1336,730.571428571429
2020-02-28,6887,8538,10075,"hosp",1,1732,928.428571428571
2020-02-29,8800,10686,12470,"hosp",1,2148,1177.57142857143
2020-03-01,10927,13203,15275,"hosp",1,2517,1473.42857142857
2020-03-02,13514,16238,18671,"hosp",1,3035,1813.57142857143
2020-03-03,16542,19824,22750,"hosp",1,3586,2200.71428571429
2020-03-04,19920,23810,27288,"hosp",1,3986,2620
2020-03-05,23685,28448,32623,"hosp",1,4638,3091.71428571429
2020-03-06,27604,33253,38122,"hosp",1,4805,3530.71428571429
2020-03-07,32577,39114,44897,"hosp",1,5861,4061.14285714286
2020-03-08,38332,46130,52972,"hosp",1,7016,4703.85714285714
2020-03-09,43266,52329,60344,"hosp",1,6199,5155.85714285714
2020-03-10,46937,57392,66547,"hosp",1,5063,5366.85714285714
2020-03-11,51296,63251,73800,"hosp",1,5859,5634.42857142857
2020-03-12,55390,68849,80952,"hosp",1,5598,5771.57142857143
2020-03-13,59333,74688,88363,"hosp",1,5839,5919.28571428571
2020-03-14,64411,82366,98087,"hosp",1,7678,6178.85714285714
2020-03-15,71278,90726,108347,"hosp",1,8360,6370.85714285714
2020-03-16,79205,99181,118839,"hosp",1,8455,6693.14285714286
2020-03-17,87894,109094,130073,"hosp",1,9913,7386
2020-03-18,96544,118849,139939,"hosp",1,9755,7942.57142857143
2020-03-19,105464,129496,151701,"hosp",1,10647,8663.85714285714
2020-03-20,112978,140414,165181,"hosp",1,10918,9389.42857142857
2020-03-21,119612,150623,177815,"hosp",1,10209,9751
2020-03-22,124834,158776,189498,"hosp",1,8153,9721.42857142857
2020-03-23,127250,164528,199321,"hosp",1,5752,9335.28571428571
2020-03-24,128046,167623,204977,"hosp",1,3095,8361.28571428571
2020-03-25,126860,168686,208253,"hosp",1,1063,7119.57142857143
2020-03-26,122179,166508,209045,"hosp",1,-2178,5287.42857142857
2020-03-27,116535,162883,207132,"hosp",1,-3625,3209.85714285714
2020-03-28,111254,158287,204655,"hosp",1,-4596,1094.85714285714
2020-03-29,105031,151574,199061,"hosp",1,-6713,-1028.85714285714
2020-03-30,99458,144538,191655,"hosp",1,-7036,-2855.71428571429
2020-03-31,94141,137393,182929,"hosp",1,-7145,-4318.57142857143
2020-04-01,90059,130502,173988,"hosp",1,-6891,-5454.85714285714
2020-04-02,84787,123260,164473,"hosp",1,-7242,-6178.28571428571
2020-04-03,80138,117044,156017,"hosp",1,-6216,-6548.42857142857
2020-04-04,76665,111478,148184,"hosp",1,-5566,-6687
2020-04-05,72140,105509,140948,"hosp",1,-5969,-6580.71428571429
2020-04-06,67905,99591,133370,"hosp",1,-5918,-6421
2020-04-07,63863,93828,125543,"hosp",1,-5763,-6223.57142857143
2020-04-08,60831,88851,119157,"hosp",1,-4977,-5950.14285714286
2020-04-09,56957,83888,112694,"hosp",1,-4963,-5624.57142857143
2020-04-10,53088,79029,106341,"hosp",1,-4859,-5430.71428571429
2020-04-11,50527,74846,100571,"hosp",1,-4183,-5233.14285714286
2020-04-12,47907,70812,95818,"hosp",1,-4034,-4956.71428571429
2020-04-13,45346,66707,90261,"hosp",1,-4105,-4697.71428571429
2020-04-14,42650,62899,84585,"hosp",1,-3808,-4418.42857142857
2020-04-15,40362,59574,80045,"hosp",1,-3325,-4182.42857142857
2020-04-16,37711,55974,75350,"hosp",1,-3600,-3987.71428571429
2020-04-17,35232,52630,71338,"hosp",1,-3344,-3771.28571428571
2020-04-18,33067,49690,67410,"hosp",1,-2940,-3593.71428571429
2020-04-19,31264,46884,63753,"hosp",1,-2806,-3418.28571428571
2020-04-20,29393,44125,60215,"hosp",1,-2759,-3226
2020-04-21,27569,41535,56592,"hosp",1,-2590,-3052
2020-04-22,26298,39272,53245,"hosp",1,-2263,-2900.28571428571
