"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,44.8558441632954,65.2245172883755,84.7452572750475
"2","Dynamisch",12,440.488703091897,591.357852161903,735.463109567061
"3","Dynamisch",13,1663.86820939882,2021.21076233439,2389.35820857671
"4","Dynamisch",14,3507.8472848052,4133.8076917111,4789.32921117543
"5","Dynamisch",15,5260.35837793611,6113.28837250323,7010.68533363899
"6","Dynamisch",16,6551.1874725406,7612.37321986288,8704.08690416297
"7","Dynamisch",17,7578.45152497829,8759.14894450711,10001.1549887436
"8","Dynamisch",18,8133.86580868396,9450.9901425075,10825.6884658069
"9","Dynamisch",19,8502.12036824779,9903.40812657297,11392.6142999114
"10","Dynamisch",20,8714.98005926247,10167.1187131112,11704.7767293082
"11","Dynamisch",21,8857.94876963957,10351.0169913102,11924.4303001266
"12","Dynamisch",22,8957.53644520349,10492.1775209873,12117.2830839205
"13","Dynamisch",23,9011.41247840648,10577.5632211,12218.4380061229
"14","Dynamisch",24,9042.65951574601,10628.1109088372,12274.7648651208
"15","Dynamisch",25,9065.25999914102,10666.7253553056,12325.1400290006
"16","Dynamisch",26,9080.87012970749,10684.7566804942,12349.4122679948
"17","Dynamisch",27,9101.1706268812,10704.7046418014,12375.2707983393
"18","Dynamisch",28,9112.01764542443,10714.7717450187,12385.8984327021
"19","Dynamisch",29,9124.74242092382,10726.6811911385,12399.3523139332
"20","Dynamisch",30,9133.62411837166,10738.765148135,12420.5581003696
"21","Dynamisch",31,9141.84698780353,10754.4333739664,12441.321168495
"22","Dynamisch",32,9147.23805289301,10763.2383582135,12452.3727483098
"23","Dynamisch",33,9182.59555515732,10809.5155461273,12511.7981463863
"24","Dynamisch",34,9231.11097586745,10857.2446066402,12603.1780441644
"25","Dynamisch",35,9249.8815820411,10890.7970166279,12643.441484301
"26","Statisch",11,56.6811278966224,64.6677253037004,73.0769362193019
"27","Statisch",12,514.853680645063,587.398508167718,663.782113085516
"28","Statisch",13,1758.68988304874,2006.49579970956,2267.4136491923
"29","Statisch",14,3600.8271470466,4108.1968546722,4642.41150549918
"30","Statisch",15,5216.24039543655,5951.22701884063,6725.10131208867
"31","Statisch",16,6600.20632440166,7530.19730550666,8509.39378319351
"32","Statisch",17,7694.4692334783,8778.64366163684,9920.18252384389
"33","Statisch",18,8358.89923323794,9536.6931095663,10776.8050724326
"34","Statisch",19,8820.22127260872,10063.0165387957,11371.5690544909
"35","Statisch",20,9092.60596863915,10373.7808879048,11722.7436131122
"36","Statisch",21,9279.968840134,10587.543648447,11964.3029700097
"37","Statisch",22,9423.24639474093,10751.0092910435,12149.0249007469
"38","Statisch",23,9509.84270310038,10849.8072061322,12260.6700009488
"39","Statisch",24,9560.22600455418,10907.2896298313,12325.627149811
"40","Statisch",25,9598.01348434678,10950.401447642,12374.3450457801
"41","Statisch",26,9615.33274883149,10970.1610308684,12396.6740805753
"42","Statisch",27,9634.22648437803,10991.7169399692,12421.0330358416
"43","Statisch",28,9643.67335109876,11002.4948945957,12433.2125151644
"44","Statisch",29,9654.69469730684,11015.0691748131,12447.4219040906
"45","Statisch",30,9665.71605078145,11027.6434550897,12461.6312949023
"46","Statisch",31,9679.88636742255,11043.8103868144,12479.9005095672
"47","Statisch",32,9687.75876627354,11052.7920155454,12490.0500742039
"48","Statisch",33,9728.69525233321,11099.496485021,12542.8278010643
"49","Statisch",34,9771.20621243518,11147.9972799358,12597.6354459642
"50","Statisch",35,9801.12133571496,11182.1274691515,12636.2037833122
"51","Interventie",11,25.942730746121,235.317852548762,452.154980733889
"52","Interventie",12,521.56576985834,877.526586784634,1250.70471096136
"53","Interventie",13,1800.0300900444,2272.15736605385,2740.51418239662
"54","Interventie",14,3627.5712887135,4222.24282329784,4801.57486069994
"55","Interventie",15,5415.75167307467,6108.66511742738,6768.82320572883
"56","Interventie",16,6689.87268899711,7454.04133111825,8184.90354098066
"57","Interventie",17,7533.3745459553,8431.79135906589,9296.62511828007
"58","Interventie",18,7926.23231236498,8937.99553576315,9891.05381533733
"59","Interventie",19,7941.2130062638,9092.81352902789,10150.0940107293
"60","Interventie",20,7809.16024342297,9056.21079947212,10223.1536000745
"61","Interventie",21,7624.2257044305,9004.45468566975,10321.3538075642
"62","Interventie",22,7422.60123590254,8914.89583716297,10349.3816888269
"63","Interventie",23,7198.20984726338,8798.94745611777,10333.6349608237
"64","Interventie",24,6963.62879876131,8692.80126640988,10349.078275983
"65","Interventie",25,6720.02163899604,8592.39964135375,10435.5708137072
"66","Interventie",26,6495.67141747992,8478.41947635596,10403.9507811735
"67","Interventie",27,6270.53764920743,8351.38361192915,10355.8454232728
"68","Interventie",28,5973.28013651404,8203.95163157348,10344.1799195826
"69","Interventie",29,5674.93867703361,8007.06080038703,10188.5659975434
"70","Interventie",30,5554.12691530736,7923.31054882112,10153.3968981533
"71","Interventie",31,5372.66992757785,7845.09622525375,10200.6723966837
"72","Interventie",32,5186.62009012976,7780.91209428674,10165.5548677566
"73","Interventie",33,5447.11569102111,8143.81360871461,10618.6901217356
"74","Interventie",34,5421.19464676679,8231.29757240521,10801.756162662
"75","Interventie",35,5273.0398915203,8203.71388531415,10898.6870973359
"76","CBS/AMC",11,0,164,0
"77","CBS/AMC",12,0,684,0
"78","CBS/AMC",13,0,2028,0
"79","CBS/AMC",14,0,3998,0
"80","CBS/AMC",15,0,6068,0
"81","CBS/AMC",16,0,7358,0
"82","CBS/AMC",17,0,8338,0
"83","CBS/AMC",18,0,8738,0
"84","CBS/AMC",19,0,8788,0
"85","CBS/AMC",20,0,8512,0
"86","CBS/AMC",21,0,8471,0
"87","CBS/AMC",22,0,8373,0
"88","CBS/AMC",23,0,8195,0
"89","CBS/AMC",24,0,8080,0
"90","CBS/AMC",25,0,7880,0
"91","CBS/AMC",26,0,7476,0
"92","CBS/AMC",27,0,7276,0
"93","CBS/AMC",28,0,7033,0
"94","CBS/AMC",29,0,6708,0
"95","CBS/AMC",30,0,6542,0
"96","CBS/AMC",31,0,6249,0
"97","CBS/AMC",32,0,5774,0
"98","CBS/AMC",33,0,5857,0
"99","CBS/AMC",34,0,5656,0
"100","CBS/AMC",35,0,5523,0
