"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,45.683978900785,67.6434763032158,89.0062515916191
"2","Dynamisch",12,435.774434253796,611.20692312305,780.072442758938
"3","Dynamisch",13,1643.12181995398,2061.70311653003,2479.68431792254
"4","Dynamisch",14,3576.3655241491,4176.97949559969,4786.35099388119
"5","Dynamisch",15,5305.63709073092,6150.58071134947,7012.94077640187
"6","Dynamisch",16,6496.33693847075,7633.2255259605,8772.67210974096
"7","Dynamisch",17,7444.85404797949,8771.65498159446,10076.5762066102
"8","Dynamisch",18,7984.09969584869,9445.24180315506,10826.1153464101
"9","Dynamisch",19,8317.839037377,9876.83292157945,11366.2743341077
"10","Dynamisch",20,8505.95023988302,10126.1552780567,11684.1984675043
"11","Dynamisch",21,8626.81397486181,10298.2254736068,11908.9104529755
"12","Dynamisch",22,8712.292916932,10429.3805621642,12075.5482420244
"13","Dynamisch",23,8770.89454613514,10508.6536253598,12185.3288038381
"14","Dynamisch",24,8802.97330536512,10554.6971569552,12247.9067331196
"15","Dynamisch",25,8833.24685197772,10589.3243247656,12285.7438406221
"16","Dynamisch",26,8849.49360383865,10605.2561070351,12306.0725882135
"17","Dynamisch",27,8866.0068281015,10622.5772432146,12327.3157134315
"18","Dynamisch",28,8872.85311213931,10631.2137999431,12332.7870319969
"19","Dynamisch",29,8878.60801880214,10641.3003016884,12338.2601713941
"20","Dynamisch",30,8883.27313274413,10651.3722524866,12344.5475477517
"21","Dynamisch",31,8887.15207407553,10664.3560907716,12366.4487678786
"22","Dynamisch",32,8890.42232986498,10671.5733291079,12373.0335452628
"23","Statisch",11,57.0075240151362,64.7973342449149,72.8838352126267
"24","Statisch",12,517.818471334985,588.575787805288,662.028174000793
"25","Statisch",13,1768.81696476055,2010.51728033324,2261.42335019898
"26","Statisch",14,3621.56109920953,4116.43061426094,4630.14838519871
"27","Statisch",15,5246.27510517284,5963.15459979584,6707.33740422061
"28","Statisch",16,6638.20845963153,7545.28947916103,8486.91695247353
"29","Statisch",17,7738.76991315172,8796.2379685741,9893.97943888044
"30","Statisch",18,8407.02481752733,9555.80668705672,10748.3397842257
"31","Statisch",19,8871.00274641398,10083.1849686109,11341.5330203181
"32","Statisch",20,9144.95582349665,10394.5721445549,11691.7802780547
"33","Statisch",21,9333.39756440544,10608.7633242914,11932.7017827352
"34","Statisch",22,9477.50014414915,10772.5565811874,12116.9358586287
"35","Statisch",23,9564.59510826132,10871.55250643,12228.2861493364
"36","Statisch",24,9615.26856381947,10929.1501355901,12293.0717372322
"37","Statisch",25,9653.27363490097,10972.3483573731,12341.6609288411
"38","Statisch",26,9670.69261807119,10992.1475425925,12363.9309762244
"39","Statisch",27,9689.69515638681,11013.746653815,12388.2255768999
"40","Statisch",28,9699.19642258054,11024.5462093333,12400.3728731312
"41","Statisch",29,9710.28122840282,11037.1456904427,12414.5447146852
"42","Statisch",30,9721.36603737884,11049.7451714793,12428.7165556049
"43","Statisch",31,9735.61793576291,11065.9445043129,12446.9374934774
"44","Statisch",32,9743.5356552853,11074.9441335825,12457.0602367943
"45","Interventie",11,10.7990762214144,228.2823797697,436.429014973779
"46","Interventie",12,521.308395730373,864.195462711423,1205.69160542905
"47","Interventie",13,1812.24203344347,2248.88024318967,2675.26085884489
"48","Interventie",14,3638.19126350666,4189.86155001121,4707.90113368624
"49","Interventie",15,5406.61415678736,6074.82841570077,6691.35953359164
"50","Interventie",16,6691.84111471317,7429.20149594483,8136.24534786532
"51","Interventie",17,7568.87325943992,8408.08094722648,9176.78773363212
"52","Interventie",18,8007.79664445502,8924.99724824947,9833.24824381107
"53","Interventie",19,8048.91617810695,9086.42235895462,10091.4355726299
"54","Interventie",20,7901.87657862611,9052.10285221609,10169.9049419522
"55","Interventie",21,7735.71507063689,9000.95474658566,10239.4200291607
"56","Interventie",22,7490.64973583297,8916.96248408954,10311.3757982353
"57","Interventie",23,7240.92636622389,8803.41008743232,10317.9312175687
"58","Interventie",24,7027.86567325669,8703.23977072875,10343.4509766851
"59","Interventie",25,6824.68299525981,8607.0107779256,10384.6638734662
"60","Interventie",26,6649.1207556538,8489.37827984202,10403.1880196665
"61","Interventie",27,6436.07708857785,8356.69813334377,10331.202297524
"62","Interventie",28,6204.01266055435,8210.33662700272,10254.5759372093
"63","Interventie",29,5831.04385917948,8004.27503872236,10098.3417618913
"64","Interventie",30,5561.4046245911,7914.2984740101,10127.1041029832
"65","Interventie",31,5358.70710561967,7813.96334258582,10096.1386140122
"66","Interventie",32,5131.1519017674,7701.95799370575,10135.0748900195
"67","CBS/AMC",11,0,164,0
"68","CBS/AMC",12,0,683,0
"69","CBS/AMC",13,0,2027,0
"70","CBS/AMC",14,0,3997,0
"71","CBS/AMC",15,0,6066,0
"72","CBS/AMC",16,0,7356,0
"73","CBS/AMC",17,0,8336,0
"74","CBS/AMC",18,0,8736,0
"75","CBS/AMC",19,0,8786,0
"76","CBS/AMC",20,0,8510,0
"77","CBS/AMC",21,0,8469,0
"78","CBS/AMC",22,0,8371,0
"79","CBS/AMC",23,0,8192,0
"80","CBS/AMC",24,0,8077,0
"81","CBS/AMC",25,0,7877,0
"82","CBS/AMC",26,0,7473,0
"83","CBS/AMC",27,0,7273,0
"84","CBS/AMC",28,0,7030,0
"85","CBS/AMC",29,0,6702,0
"86","CBS/AMC",30,0,6535,0
"87","CBS/AMC",31,0,6232,0
"88","CBS/AMC",32,0,5754,0
