"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,55.6967048756938,63.8983292243337,71.8084184216128
"2","Dynamisch",12,512.099864748468,587.509643800123,660.238609444699
"3","Dynamisch",13,1745.161396194,2002.14764933992,2249.99727651392
"4","Dynamisch",14,3576.9617629387,4103.69269978104,4611.69641921556
"5","Dynamisch",15,5184.42854776581,5947.86948261944,6684.16731287988
"6","Dynamisch",16,6552.08968554102,7516.92846003056,8447.46300982971
"7","Dynamisch",17,7641.26720524952,8766.49579677798,9851.7167290316
"8","Dynamisch",18,8300.34345195651,9522.62603948049,10701.4500310258
"9","Dynamisch",19,8755.19896022871,10044.4624050092,11287.8858879201
"10","Dynamisch",20,9025.94634728331,10355.079291635,11636.9548764931
"11","Dynamisch",21,9211.60169111616,10568.073729355,11876.3165064945
"12","Dynamisch",22,9352.39026683959,10729.5945098313,12057.8324112886
"13","Dynamisch",23,9439.0293795119,10828.9919134784,12169.5345054413
"14","Dynamisch",24,9493.17884595036,10891.1152913122,12239.3483070458
"15","Dynamisch",25,9531.85704879473,10935.4891324588,12289.215318082
"16","Dynamisch",26,9550.42258134886,10956.7885763776,12313.1514865794
"17","Dynamisch",27,9568.98811170784,10978.0880206046,12337.0876557982
"18","Dynamisch",28,9578.27087661653,10988.7377426755,12349.0557425447
"19","Dynamisch",29,9589.10077235807,11001.1624184836,12363.0185117232
"20","Dynamisch",30,9599.93066744387,11013.5870943983,12376.9812777784
"21","Dynamisch",31,9613.85481201598,11029.5616777117,12394.9334038259
"22","Dynamisch",32,9621.59044559339,11038.4364461834,12404.9068072729
"23","Dynamisch",33,9661.81575193413,11084.585242151,12456.768519816
"24","Dynamisch",34,9703.58816000607,11132.50899116,12510.6248985899
"25","Dynamisch",35,9737.62492176855,11171.5579717491,12554.507891408
"26","Dynamisch",36,9763.92605318309,11201.7321841598,12588.4174682389
"27","Dynamisch",37,9794.86856097474,11237.231257542,12628.3110872933
"28","Dynamisch",38,9850.56507650167,11301.1295897103,12700.1195906173
"29","Dynamisch",39,9985.16503585314,11455.5505623949,12873.6567407996
"30","Dynamisch",40,10180.102853032,11679.1947289714,13124.9863413642
"31","Dynamisch",41,10443.1143086042,11980.936859255,13464.0817896268
"32","Dynamisch",42,10842.272947967,12438.8749108319,13978.7089193023
"33","Dynamisch",43,11393.0501336275,13070.7584252841,14688.8143900763
"34","Dynamisch",44,12100.0868492592,13881.9122603836,15600.3823690749
"35","Dynamisch",45,12841.1605825949,14732.1150809479,16555.8333889563
"36","Dynamisch",46,13413.5974861362,15388.8479565053,17293.8642829943
"37","Statisch",11,56.417626225054,63.8434073232433,71.3265211168381
"38","Statisch",12,518.728692962699,587.004661931289,655.80736942102
"39","Statisch",13,1767.75134804125,2000.42677243961,2234.89654311961
"40","Statisch",14,3623.26268791561,4100.16550985006,4580.74534635151
"41","Statisch",15,5251.5361832385,5942.75718353345,6639.30759764731
"42","Statisch",16,6636.90069155165,7510.46752748616,8390.76969918791
"43","Statisch",17,7740.17740576632,8758.96085174247,9785.59888582363
"44","Statisch",18,8407.7850878558,9514.4411913625,10629.6289131083
"45","Statisch",19,8868.52822147295,10035.8290310595,11212.1287783492
"46","Statisch",20,9142.78005788603,10346.1789347443,11558.8547251715
"47","Statisch",21,9330.83833426121,10558.9902997148,11796.6097018563
"48","Statisch",22,9473.44921481328,10720.3722488242,11976.9072576135
"49","Statisch",23,9561.20976854383,10819.6842162108,12087.8595989126
"50","Statisch",24,9616.06010623503,10881.7541953279,12157.2048257566
"51","Statisch",25,9655.23891852409,10926.0898947827,12206.7371345314
"52","Statisch",26,9674.04475053309,10947.3710306355,12230.5126408052
"53","Statisch",27,9692.85059003053,10968.6521662783,12254.2881392611
"54","Statisch",28,9702.25350980421,10979.2927341102,12266.1758812583
"55","Statisch",29,9713.22358977854,10991.7067299282,12280.044914386
"56","Statisch",30,9724.19367210795,11004.1207258446,12293.9139418075
"57","Statisch",31,9738.29805238914,11020.0815778949,12311.745545421
"58","Statisch",32,9746.13382188891,11028.9487179987,12321.651997298
"59","Statisch",33,9786.87985534989,11075.0578468834,12373.1655324917
"60","Statisch",34,9829.19304851013,11122.9404030422,12426.6603426874
"61","Statisch",35,9863.67048238941,11161.9558188233,12470.2486963757
"62","Statisch",36,9890.31215657464,11192.1040948132,12503.930603551
"63","Statisch",37,9921.65528501513,11227.5726547361,12543.5563645134
"64","Statisch",38,9978.07291397449,11291.4160626903,12614.8827160397
"65","Statisch",39,10114.4155125537,11445.7043006438,12787.2547356297
"66","Statisch",40,10311.8771107933,11669.1562322022,13036.8970334869
"67","Statisch",41,10578.2935699035,11970.6389988839,13373.7162280726
"68","Statisch",42,10982.6195342814,12428.1834284327,13884.8886634758
"69","Statisch",43,11540.5266760229,13059.5238031579,14590.2272055297
"70","Statisch",44,12256.716427771,13869.9804110965,15495.6756495755
"71","Statisch",45,13007.3836258125,14719.4524427867,16444.7121957855
"72","Statisch",46,13587.230950936,15375.6208144794,17177.7880733796
"73","Interventie",11,65.5654081332138,237.677162102411,418.676886914284
"74","Interventie",12,559.446816123752,877.953079393334,1185.32151402372
"75","Interventie",13,1861.18830328816,2261.13631697694,2677.61067477421
"76","Interventie",14,3700.25306942207,4196.75574117344,4727.11259523355
"77","Interventie",15,5487.6845817401,6081.76777514301,6693.73422259848
"78","Interventie",16,6767.13690642252,7432.42995137335,8152.81739361588
"79","Interventie",17,7575.32439705954,8407.89928143402,9226.0264806101
"80","Interventie",18,7950.97222899996,8920.14636817307,9835.35269296936
"81","Interventie",19,7994.49953539479,9079.21082740489,10118.6314285337
"82","Interventie",20,7819.81207508151,9046.45727338507,10199.1613328514
"83","Interventie",21,7639.84418486768,8992.42815393692,10250.2920887646
"84","Interventie",22,7433.72038790997,8906.16351963888,10265.3093698489
"85","Interventie",23,7235.58467230013,8786.57488409665,10293.206860218
"86","Interventie",24,6962.86141069596,8678.69830824805,10297.8803886554
"87","Interventie",25,6798.86741277061,8585.29850760554,10348.6356671441
"88","Interventie",26,6564.09587535553,8466.71167249751,10327.0625444979
"89","Interventie",27,6377.44833548936,8336.28962083243,10275.8004787028
"90","Interventie",28,6186.66481393566,8193.85477981417,10235.813199197
"91","Interventie",29,5891.59346191228,7992.86220849923,10128.1497188248
"92","Interventie",30,5751.25246501071,7913.11051130747,10187.3581982881
"93","Interventie",31,5569.24915660348,7844.41749584964,10244.1824906644
