"","model","week","Laag","Gemiddeld","Hoog","year","weekyear","deaths_week_mid","deaths_week_low","deaths_week_high","deaths_low_cumsum","deaths_mid_cumsum","deaths_high_cumsum"
"1","Dynamisch",11,49.8212733048839,64.1762082504197,78.8348197634663,2020,"2020-11",64.1762082504197,49.8212733048839,78.8348197634663,49.8212733048839,64.1762082504197,78.8348197634663
"2","Dynamisch",12,473.080731299676,589.024700316007,705.910750561975,2020,"2020-12",524.848492065587,423.259457994792,627.075930798509,473.080731299676,589.024700316007,705.910750561975
"3","Dynamisch",13,1695.06375813554,2007.41320432591,2343.52421034807,2020,"2020-13",1418.3885040099,1221.98302683587,1637.6134597861,1695.06375813554,2007.41320432591,2343.52421034807
"4","Dynamisch",14,3548.58067670366,4115.98693581068,4689.83266530605,2020,"2020-14",2108.57373148477,1853.51691856811,2346.30845495798,3548.58067670366,4115.98693581068,4689.83266530605
"5","Dynamisch",15,5247.52749418469,6063.06409760566,6846.27185355737,2020,"2020-15",1947.07716179498,1698.94681748104,2156.43918825132,5247.52749418469,6063.06409760566,6846.27185355737
"6","Dynamisch",16,6568.64337933561,7585.38038603459,8539.08280359647,2020,"2020-16",1522.31628842893,1321.11588515091,1692.8109500391,6568.64337933561,7585.38038603459,8539.08280359647
"7","Dynamisch",17,7599.0029719567,8769.1290169132,9873.32273821759,2020,"2020-17",1183.74863087862,1030.35959262109,1334.23993462113,7599.0029719567,8769.1290169132,9873.32273821759
"8","Dynamisch",18,8223.22128354207,9477.19732961735,10699.3856152774,2020,"2020-18",708.068312704143,624.218311585368,826.062877059792,8223.22128354207,9477.19732961735,10699.3856152774
"9","Dynamisch",19,8614.4306965261,9950.43073497155,11283.9782892927,2020,"2020-19",473.233405354207,391.209412984032,584.592674015334,8614.4306965261,9950.43073497155,11283.9782892927
"10","Dynamisch",20,8835.34732559797,10229.4210761013,11604.8020775915,2020,"2020-20",278.990341129782,220.916629071868,320.823788298747,8835.34732559797,10229.4210761013,11604.8020775915
"11","Dynamisch",21,8996.11384219168,10421.6529430235,11849.3208895008,2020,"2020-21",192.231866922195,160.766516593714,244.5188119093,8996.11384219168,10421.6529430235,11849.3208895008
"12","Dynamisch",22,9129.27486940466,10566.8056345425,12025.7818780561,2020,"2020-22",145.152691518926,133.161027212982,176.460988555335,9129.27486940466,10566.8056345425,12025.7818780561
"13","Dynamisch",23,9203.72440744003,10656.4679758344,12123.3810457469,2020,"2020-23",89.662341291918,74.4495380353637,97.5991676908106,9203.72440744003,10656.4679758344,12123.3810457469
"14","Dynamisch",24,9255.22476490786,10712.733238523,12189.0440060143,2020,"2020-24",56.2652626886302,51.5003574678303,65.6629602674384,9255.22476490786,10712.733238523,12189.0440060143
