"","model","week","Laag","Gemiddeld","Hoog","year","weekyear","deaths_week_mid","deaths_week_low","deaths_week_high","deaths_low_cumsum","deaths_mid_cumsum","deaths_high_cumsum"
"1","Dynamisch",11,47.0233785420425,64.8476122147878,81.5804835089883,2020,"2020-11",64.8476122147878,47.0233785420425,81.5804835089883,47.0233785420425,64.8476122147878,81.5804835089883
"2","Dynamisch",12,445.633531353303,594.18941117082,734.441741838916,2020,"2020-12",529.341798956033,398.61015281126,652.861258329928,445.633531353303,594.18941117082,734.441741838916
"3","Dynamisch",13,1621.91036807946,2025.58844098138,2425.22248986682,2020,"2020-13",1431.39902981056,1176.27683672616,1690.7807480279,1621.91036807946,2025.58844098138,2425.22248986682
"4","Dynamisch",14,3443.13218506213,4143.66728014783,4817.45831697731,2020,"2020-14",2118.07883916645,1821.22181698267,2392.2358271105,3443.13218506213,4143.66728014783,4817.45831697731
"5","Dynamisch",15,5211.40677249382,6100.67117890374,7000.77740736624,2020,"2020-15",1957.00389875591,1768.27458743169,2183.31909038893,5211.40677249382,6100.67117890374,7000.77740736624
"6","Dynamisch",16,6551.53969875022,7603.77783901997,8733.87381687998,2020,"2020-16",1503.10666011623,1340.13292625639,1733.09640951374,6551.53969875022,7603.77783901997,8733.87381687998
"7","Dynamisch",17,7562.36192322726,8772.39307423725,10023.3074298641,2020,"2020-17",1168.61523521728,1010.82222447705,1289.43361298416,7562.36192322726,8772.39307423725,10023.3074298641
"8","Dynamisch",18,8143.35263824878,9473.59997228101,10799.8214670731,2020,"2020-18",701.206898043762,580.990715021517,776.514037208981,8143.35263824878,9473.59997228101,10799.8214670731
"9","Dynamisch",19,8559.29227245958,9938.27077858899,11339.9974114151,2020,"2020-19",464.670806307977,415.939634210794,540.175944341951,8559.29227245958,9938.27077858899,11339.9974114151
"10","Dynamisch",20,8795.77621672788,10211.7800791692,11656.7796737811,2020,"2020-20",273.509300580165,236.483944268301,316.782262366067,8795.77621672788,10211.7800791692,11656.7796737811
"11","Dynamisch",21,8928.52172507094,10400.9580622788,11907.600290435,2020,"2020-21",189.177983109654,132.745508343069,250.820616653833,8928.52172507094,10400.9580622788,11907.600290435
"12","Dynamisch",22,9054.93137022286,10545.1217123979,12068.1329672304,2020,"2020-22",144.163650119113,126.409645151918,160.532676795463,9054.93137022286,10545.1217123979,12068.1329672304
"13","Dynamisch",23,9129.74894822085,10634.1614903194,12181.0507254671,2020,"2020-23",89.0397779214654,74.8175779979829,112.91775823665,9129.74894822085,10634.1614903194,12181.0507254671
"14","Dynamisch",24,9175.35299544779,10690.0148644696,12250.2597272971,2020,"2020-24",55.8533741501851,45.6040472269433,69.2090018300187,9175.35299544779,10690.0148644696,12250.2597272971
"15","Dynamisch",25,9209.22501443637,10730.1698761289,12295.7879060699,2020,"2020-25",40.1550116593608,33.8720189885771,45.5281787728254,9209.22501443637,10730.1698761289,12295.7879060699
"16","Dynamisch",26,9224.76889033848,10749.4719092617,12315.5090956663,2020,"2020-26",19.3020331328044,15.5438759021181,19.721189596401,9224.76889033848,10749.4719092617,12315.5090956663
"17","Dynamisch",27,9238.87713621007,10768.8443005224,12335.5267890252,2020,"2020-27",19.3723912606529,14.1082458715864,20.0176933588846,9238.87713621007,10768.8443005224,12335.5267890252
