"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,44.1261589719152,65.087187064261,85.8035009067463
"2","Dynamisch",12,421.56862494762,589.367559003498,756.843191144862
"3","Dynamisch",13,1508.61418644197,2002.20374456691,2495.3983758557
"4","Dynamisch",14,3233.52308975057,4098.18898384359,4917.81438798663
"5","Dynamisch",15,4971.72964876417,6069.20584923214,7113.87761584741
"6","Dynamisch",16,6302.87454797544,7570.91125310107,8799.56774720348
"7","Dynamisch",17,7207.1232316425,8714.90612454676,10133.6118146454
"8","Dynamisch",18,7767.99490200828,9395.74844767783,10962.0621472567
"9","Dynamisch",19,8100.16773186241,9850.77807524166,11510.8098446375
"10","Dynamisch",20,8265.74530809133,10117.2888732496,11861.6141851081
"11","Dynamisch",21,8402.00769918632,10305.7082179504,12104.8411849383
"12","Dynamisch",22,8522.08851859579,10450.5738301422,12296.7538719414
"13","Dynamisch",23,8588.77665458065,10540.9614020649,12395.6727698968
"14","Dynamisch",24,8640.82135833365,10596.7593653771,12456.6811404955
"15","Dynamisch",25,8679.79776015839,10638.6392819419,12502.5782296907
"16","Dynamisch",26,8700.17996886991,10657.3609773829,12523.2936467408
"17","Dynamisch",27,8722.9797331767,10678.0974070928,12541.0051301459
"18","Dynamisch",28,8734.55736220655,10688.6045053332,12551.0612895828
"19","Dynamisch",29,8749.23625118992,10701.0793115961,12562.984691495
"20","Dynamisch",30,8763.88570141566,10713.7675318228,12576.1348292162
"21","Dynamisch",31,8782.25011845235,10730.3296988303,12597.0829364147
"22","Dynamisch",32,8793.1226272093,10739.6745196268,12610.250379407
"23","Dynamisch",33,8830.2333745291,10788.8779581063,12673.9311063516
"24","Dynamisch",34,8857.98920441762,10839.8044668128,12718.5492730968
"25","Dynamisch",35,8901.03374252116,10881.2976068662,12760.6293030877
"26","Dynamisch",36,8932.94014128878,10911.5675142743,12790.0286008002
"27","Dynamisch",37,8967.56859500429,10949.4325092119,12832.9183460758
"28","Dynamisch",38,9008.64296588974,11012.2170215876,12913.4343292829
"29","Dynamisch",39,9056.25525379577,11158.7100749826,13115.0874867939
"30","Dynamisch",40,9178.50218308629,11287.1254620926,13294.7478364113
"31","Statisch",11,55.9978373267131,64.5018202363975,72.8152263355034
"32","Statisch",12,508.64675379656,585.891537656189,661.404984572468
"33","Statisch",13,1737.48737443052,2001.34817914233,2259.29458748788
"34","Statisch",14,3562.0817167002,4103.03253775544,4631.85699476985
"35","Statisch",15,5170.46257240087,5955.66821661754,6723.27192459008
"36","Statisch",16,6542.40900178377,7535.96285315724,8507.2443413827
"37","Statisch",17,7632.8107476755,8791.95665969865,9925.11826931475
"38","Statisch",18,8292.34056432926,9551.64477953803,10782.7191999808
"39","Statisch",19,8749.65586420895,10078.4096573973,11377.3763744188
"40","Statisch",20,9018.75640588836,10388.3767423753,11727.293652333
"41","Statisch",21,9205.41572374987,10603.3828143533,11970.0107578194
"42","Statisch",22,9346.96574057884,10766.4290865698,12154.0712236862
"43","Statisch",23,9434.07343269482,10866.7652536534,12267.3392592463
"44","Statisch",24,9486.96025084672,10927.6836403685,12336.1091144918
"45","Statisch",25,9525.84761395103,10972.4765720084,12386.6751834245
"46","Statisch",26,9542.95805750018,10992.1854615557,12408.9242462403
"47","Statisch",27,9561.6239858097,11013.6860686225,12433.1959474339
"48","Statisch",28,9570.95694824636,11024.4363721427,12445.3317990671
"49","Statisch",29,9581.84541109203,11036.9783929466,12459.4902891978
"50","Statisch",30,9592.73387781707,11049.5204139173,12473.6487793219
"51","Statisch",31,9606.7333271555,11065.6458693723,12491.8525580026
"52","Statisch",32,9614.51079697204,11074.6044558979,12501.9657667687
"53","Statisch",33,9654.95363005347,11121.1891056259,12554.55446038
"54","Statisch",34,9696.95197124598,11169.5654724032,12609.1658175571
"55","Statisch",35,9731.17283763518,11208.9832535572,12653.6639613148
"56","Statisch",36,9756.06072871542,11237.6507306581,12686.0262579738
"57","Statisch",37,9787.17059893068,11273.4850771962,12726.4791182197
"58","Statisch",38,9838.5018993968,11332.6117482364,12793.2263192337
"59","Statisch",39,9956.71949208355,11468.782262916,12946.9472116397
"60","Statisch",40,10059.3821925953,11587.0356035726,13080.4416615922
"61","Interventie",11,-10.5649235139737,225.156842302586,447.107430331242
"62","Interventie",12,459.983605751184,863.349103643528,1252.10138965663
"63","Interventie",13,1744.78467460281,2250.35923905744,2737.75027015501
"64","Interventie",14,3538.85156355837,4188.71942764436,4767.24526925369
"65","Interventie",15,5363.01733728355,6076.19527765957,6775.63343471414
"66","Interventie",16,6587.935052036,7431.92109391278,8250.23475166598
"67","Interventie",17,7420.78687537124,8417.21445838009,9411.45475508254
"68","Interventie",18,7845.78506348945,8931.04778652769,10066.3149646157
"69","Interventie",19,7907.91768331692,9091.89305412589,10331.8198178867
"70","Interventie",20,7803.66520309244,9057.87715293766,10409.9666285632
"71","Interventie",21,7608.09697079175,8997.65554343082,10380.8651045356
"72","Interventie",22,7348.87005464438,8904.39124603912,10456.0556856244
"73","Interventie",23,7088.99231866775,8779.75981257588,10440.7693983147
"74","Interventie",24,6947.47733470524,8675.94981133061,10377.6300075612
"75","Interventie",25,6830.70479449948,8583.97701230637,10347.0298207114
"76","Interventie",26,6631.9565509339,8466.79499725686,10306.0349607863
"77","Interventie",27,6379.88071153959,8333.74065853501,10334.2199860653
"78","Interventie",28,6119.18968513213,8188.3741044157,10320.4017466649
"79","Interventie",29,5834.57690083792,7990.49081721811,10235.9041584863
"80","Interventie",30,5588.38269198742,7905.982338294,10223.5721121707
"81","Interventie",31,5413.34109005408,7834.0378111718,10215.7505039118
"82","Interventie",32,5292.47841162683,7773.31780074474,10248.620613871
"83","Interventie",33,5614.8426125036,8140.6897394028,10721.2375192961
"84","Interventie",34,5662.88086624715,8247.46892354679,10951.4280642998
"85","Interventie",35,5586.02581095179,8245.68741919822,11099.0617941691
"86","Interventie",36,5393.54356564776,8191.01850473738,11160.785793701
"87","Interventie",37,5311.28581159534,8166.97914938869,11301.1633041377
"88","Interventie",38,5176.30445932205,8124.24039527571,11405.0977648132
"89","Interventie",39,5192.97637552552,8206.34140324743,11642.1471796081
"90","Interventie",40,5246.43250388632,8385.71806374903,11968.6344025272
"91","CBS/AMC",11,0,-36,0
"92","CBS/AMC",12,0,405,0
"93","CBS/AMC",13,0,1760,0
"94","CBS/AMC",14,0,3820,0
"95","CBS/AMC",15,0,5842,0
"96","CBS/AMC",16,0,7227,0
"97","CBS/AMC",17,0,8265,0
"98","CBS/AMC",18,0,8802,0
"99","CBS/AMC",19,0,8966,0
"100","CBS/AMC",20,0,8946,0
"101","CBS/AMC",21,0,8946,0
"102","CBS/AMC",22,0,8918,0
"103","CBS/AMC",23,0,8865,0
"104","CBS/AMC",24,0,8819,0
"105","CBS/AMC",25,0,8787,0
"106","CBS/AMC",26,0,8729,0
"107","CBS/AMC",27,0,8642,0
"108","CBS/AMC",28,0,8540,0
"109","CBS/AMC",29,0,8346,0
"110","CBS/AMC",30,0,8310,0
"111","CBS/AMC",31,0,8281,0
"112","CBS/AMC",32,0,8234,0
"113","CBS/AMC",33,0,8769,0
"114","CBS/AMC",34,0,8948,0
"115","CBS/AMC",35,0,9006,0
"116","CBS/AMC",36,0,9002,0
"117","CBS/AMC",37,0,9031,0
"118","CBS/AMC",38,0,8996,0
"119","CBS/AMC",39,0,9109,0
"120","CBS/AMC",40,0,9321,0
