"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,48.4065376043413,65.5518948041693,81.9033354131994
"2","Dynamisch",12,466.11355813172,600.595619609862,730.225062519303
"3","Dynamisch",13,1670.99926729106,2039.36322120945,2395.05847253172
"4","Dynamisch",14,3530.47626942019,4170.39382600119,4778.31420194512
"5","Dynamisch",15,5278.20503767323,6149.5853855983,6988.64769986617
"6","Dynamisch",16,6579.15473974025,7693.87915869126,8717.03454693261
"7","Dynamisch",17,7593.99551942411,8902.90568700763,10156.5468901205
"8","Dynamisch",18,8198.60854056092,9625.53472115173,10994.2528532188
"9","Dynamisch",19,8617.52718727264,10112.8463288251,11587.8111980802
"10","Dynamisch",20,8874.00533801377,10399.8576068752,11911.3388819789
"11","Dynamisch",21,9035.23640398275,10601.0687460285,12139.4631417363
"12","Dynamisch",22,9173.70498443615,10755.0792401102,12306.3771481013
"13","Dynamisch",23,9257.90167829979,10850.6789866351,12408.6668915057
"14","Dynamisch",24,9308.10105086519,10909.41442057,12474.0719228012
"15","Dynamisch",25,9341.99121342361,10953.2275081691,12519.4684798456
"16","Dynamisch",26,9359.63930507782,10974.492346236,12538.5648094523
"17","Dynamisch",27,9377.06695814791,10995.9470331608,12561.6898105281
"18","Dynamisch",28,9385.18556942371,11006.7843474388,12573.1657331134
"19","Dynamisch",29,9395.75971955058,11019.5999844112,12586.29808083
"20","Dynamisch",30,9405.41690152875,11032.5575697362,12599.2901314215
"21","Dynamisch",31,9418.72710469168,11049.4903460963,12614.7780237178
"22","Dynamisch",32,9426.33616574356,11058.9634218085,12622.9816326044
"23","Dynamisch",33,9475.59340859577,11108.9180134731,12675.5020977665
"24","Dynamisch",34,9526.83940019063,11160.6298262145,12739.9590484561
"25","Dynamisch",35,9555.84535664423,11202.9793944631,12791.8478235488
"26","Dynamisch",36,9591.42966898709,11234.0635016487,12829.8524347685
"27","Dynamisch",37,9634.71575331365,11271.1774993562,12883.5194295192
"28","Dynamisch",38,9703.68293939397,11340.0423735666,12964.4659281192
"29","Dynamisch",39,9845.23868365036,11508.4310133762,13152.3255506799
"30","Dynamisch",40,10077.4716852334,11741.7013022756,13430.4630832286
"31","Dynamisch",41,10359.7094141427,12068.1911357022,13761.3890897481
"32","Dynamisch",42,10804.5264479501,12567.1551547422,14330.0790423522
"33","Dynamisch",43,11374.9240707236,13252.9447740601,15119.8345807314
"34","Dynamisch",44,11934.059988737,13995.952084393,16014.9969553014
"35","Statisch",11,57.4201909256155,65.414304058361,73.4746331091981
"36","Statisch",12,526.351696545002,599.631125150431,673.517371777305
"37","Statisch",13,1788.00082676033,2036.92879152964,2287.91788774886
"38","Statisch",14,3658.94138641354,4168.34491482517,4681.96568266791
"39","Statisch",15,5308.17672942108,6047.18910132842,6792.32100376913
"40","Statisch",16,6714.97120003965,7649.83954582645,8592.45066838965
"41","Statisch",17,7833.06993198859,8923.60142016113,10023.1658452213
"42","Statisch",18,8509.35225259051,9694.03655340425,10888.5342242721
"43","Statisch",19,8978.28387278526,10228.2533644806,11488.5771121261
"44","Statisch",20,9254.21976434213,10542.6054262171,11841.6634816552
"45","Statisch",21,9445.62046432453,10760.6531020606,12086.5788977912
"46","Statisch",22,9590.76605930251,10926.0059180203,12272.3064229131
"47","Statisch",23,9680.08639423037,11027.7614974832,12386.6002711283
"48","Statisch",24,9734.31656804036,11089.5416706988,12455.9929543906
"49","Statisch",25,9774.19167464744,11134.9682680167,12507.0169678244
"50","Statisch",26,9793.33171675067,11156.7730344726,12531.5084865544
"51","Statisch",27,9812.47174713619,11178.577800605,12555.999999915
"52","Statisch",28,9822.04176161496,11189.4801837107,12568.2457573396
"53","Statisch",29,9833.20677370299,11202.1996304538,12582.5324739221
"54","Statisch",30,9844.37178730965,11214.9190771412,12596.8191886085
"55","Statisch",31,9858.72679747343,11231.2726512783,12615.1878246752
"56","Statisch",32,9866.70180350401,11240.3579702356,12625.3926232257
"57","Statisch",33,9908.17184272004,11287.6016286969,12678.4575792757
"58","Statisch",34,9951.23689186222,11336.6623519031,12733.563490061
"59","Statisch",35,9986.32692410563,11376.6377560995,12778.4645986553
"60","Statisch",36,10011.8469514351,11405.7107772409,12811.1199477982
"61","Statisch",37,10042.151975301,11440.2349896238,12849.8981640272
"62","Statisch",38,10097.9770195679,11503.8322227555,12921.3317102068
"63","Statisch",39,10233.5522246777,11658.28264698,13094.813123737
"64","Statisch",40,10420.1674888651,11870.879110776,13333.6051042428
"65","Statisch",41,10681.7478433721,12168.8775702624,13668.3221363695
"66","Statisch",42,11080.4984911705,12623.1435217694,14178.5614820531
"67","Statisch",43,11625.9897331844,13244.5793491623,14876.5688895421
"68","Statisch",44,12203.3808845833,13902.3564509656,15615.3956567667
"69","Interventie",11,25.7590011724556,230.900495849844,440.717860130534
"70","Interventie",12,539.130398434415,869.292822234776,1196.1866690306
"71","Interventie",13,1791.46116914626,2254.53267835773,2720.4637938017
"72","Interventie",14,3640.59162445963,4194.21057026516,4751.30684870325
"73","Interventie",15,5427.38766694762,6074.73508721716,6723.57379355483
"74","Interventie",16,6691.9950194205,7425.66128232246,8158.29127959067
"75","Interventie",17,7569.23116358365,8404.8426786765,9204.15473368541
"76","Interventie",18,8019.70049994704,8923.37292927839,9793.37413070515
"77","Interventie",19,8065.3621941664,9085.98572519449,10032.634102112
"78","Interventie",20,7966.79172793238,9054.46447148077,10100.2334748272
"79","Interventie",21,7833.90912269638,9005.1558563026,10151.1378635687
"80","Interventie",22,7625.10577617312,8920.47956661318,10176.7775468757
"81","Interventie",23,7424.04345944389,8804.91387322842,10186.8851766324
