"","model","week","Laag","Gemiddeld","Hoog","year","weekyear","deaths_week_mid","deaths_week_low","deaths_week_high","deaths_low_cumsum","deaths_mid_cumsum","deaths_high_cumsum"
"1","Dynamisch",11,48.1948837471175,64.3039250027168,79.9186233804272,2020,"2020-11",64.3039250027168,48.1948837471175,79.9186233804272,48.1948837471175,64.3039250027168,79.9186233804272
"2","Dynamisch",12,465.288895205115,589.00169050325,712.737927948592,2020,"2020-12",524.697765500533,417.094011457998,632.819304568164,465.288895205115,589.00169050325,712.737927948592
"3","Dynamisch",13,1657.51552591686,2003.5301298791,2366.43213092893,2020,"2020-13",1414.52843937585,1192.22663071174,1653.69420298034,1657.51552591686,2003.5301298791,2366.43213092893
"4","Dynamisch",14,3512.91817846452,4103.72849409685,4734.8116448012,2020,"2020-14",2100.19836421775,1855.40265254767,2368.37951387227,3512.91817846452,4103.72849409685,4734.8116448012
"5","Dynamisch",15,5197.61414232695,6037.9021618959,6910.33499991915,2020,"2020-15",1934.17366779905,1684.69596386242,2175.52335511795,5197.61414232695,6037.9021618959,6910.33499991915
"6","Dynamisch",16,6510.65465606587,7564.89578440425,8628.9831954296,2020,"2020-16",1526.99362250835,1313.04051373892,1718.64819551045,6510.65465606587,7564.89578440425,8628.9831954296
"7","Dynamisch",17,7536.33847185424,8745.59677231172,9965.20409105066,2020,"2020-17",1180.70098790747,1025.68381578837,1336.22089562106,7536.33847185424,8745.59677231172,9965.20409105066
"8","Dynamisch",18,8114.32307964728,9457.64889527106,10776.8019663335,2020,"2020-18",712.052122959341,577.984607793042,811.597875282843,8114.32307964728,9457.64889527106,10776.8019663335
"9","Dynamisch",19,8500.96359863701,9933.25527719815,11358.5844345268,2020,"2020-19",475.606381927086,386.64051898973,581.782468193311,8500.96359863701,9933.25527719815,11358.5844345268
"10","Dynamisch",20,8754.43288473632,10213.3947048767,11649.4715965031,2020,"2020-20",280.139427678576,253.469286099302,290.887161976305,8754.43288473632,10213.3947048767,11649.4715965031
"11","Dynamisch",21,8883.46168093185,10405.7168622411,11888.59616749,2020,"2020-21",192.322157364357,129.028796195531,239.124570986894,8883.46168093185,10405.7168622411,11888.59616749
"12","Dynamisch",22,9013.67835446829,10551.7279680709,12051.5254531082,2020,"2020-22",146.01110582981,130.216673536441,162.929285618162,9013.67835446829,10551.7279680709,12051.5254531082
"13","Dynamisch",23,9102.62342469929,10641.7355285069,12156.9592283668,2020,"2020-23",90.0075604360336,88.9450702310041,105.433775258643,9102.62342469929,10641.7355285069,12156.9592283668
"14","Dynamisch",24,9151.82027369812,10698.2447769266,12224.1255469087,2020,"2020-24",56.5092484196484,49.1968489988267,67.1663185419311,9151.82027369812,10698.2447769266,12224.1255469087
"15","Dynamisch",25,9190.3519364088,10738.977462377,12276.2717872653,2020,"2020-25",40.7326854504045,38.531662710684,52.1462403565911,9190.3519364088,10738.977462377,12276.2717872653
"16","Dynamisch",26,9208.12444659406,10758.6640044535,12301.6336005933,2020,"2020-26",19.6865420765262,17.7725101852593,25.361813328007,9208.12444659406,10758.6640044535,12301.6336005933
"17","Dynamisch",27,9226.19709050845,10778.3819851525,12326.1069131514,2020,"2020-27",19.7179806990152,18.0726439143909,24.4733125580915,9226.19709050845,10778.3819851525,12326.1069131514
"18","Dynamisch",28,9234.82620436692,10788.2407748527,12337.7374709227,2020,"2020-28",9.85878970013255,8.62911385846928,11.6305577712665,9234.82620436692,10788.2407748527,12337.7374709227
"19","Dynamisch",29,9243.41490306842,10799.768835549,12350.7382419297,2020,"2020-29",11.5280606963734,8.58869870149647,13.0007710069694,9243.41490306842,10799.768835549,12350.7382419297
"20","Dynamisch",30,9251.30942908794,10811.3391115605,12364.080783001,2020,"2020-30",11.5702760114746,7.89452601951962,13.3425410713226,9251.30942908794,10811.3391115605,12364.080783001
"21","Dynamisch",31,9266.75197060978,10826.2806769738,12381.1448057825,2020,"2020-31",14.9415654132845,15.4425415218393,17.0640227814783,9266.75197060978,10826.2806769738,12381.1448057825
"22","Dynamisch",32,9273.81389014249,10834.6006665973,12390.8307503702,2020,"2020-32",8.31998962355647,7.06191953271627,9.68594458777625,9273.81389014249,10834.6006665973,12390.8307503702
"23","Dynamisch",33,9308.58201214512,10878.1270433481,12442.6258854984,2020,"2020-33",43.5263767507258,34.7681220026298,51.7951351281463,9308.58201214512,10878.1270433481,12442.6258854984
"24","Dynamisch",34,9344.79847279225,10923.0028982268,12497.0183356321,2020,"2020-34",44.8758548787428,36.216460647127,54.3924501337278,9344.79847279225,10923.0028982268,12497.0183356321
"25","Dynamisch",35,9376.50642132166,10961.0623227596,12542.4448205257,2020,"2020-35",38.0594245328011,31.7079485294089,45.4264848935418,9376.50642132166,10961.0623227596,12542.4448205257
"26","Dynamisch",36,9401.8261847238,10990.7905370928,12575.3184658761,2020,"2020-36",29.7282143331995,25.3197634021362,32.8736453504371,9401.8261847238,10990.7905370928,12575.3184658761
"27","Dynamisch",37,9426.98128582933,11023.7496514698,12606.9976492169,2020,"2020-37",32.9591143769594,25.1551011055344,31.679183340817,9426.98128582933,11023.7496514698,12606.9976492169
"28","Dynamisch",38,9477.40910042427,11084.5646596443,12659.9055122616,2020,"2020-38",60.8150081745716,50.4278145949429,52.9078630446911,9477.40910042427,11084.5646596443,12659.9055122616
"29","Dynamisch",39,9590.16907399603,11234.0767146229,12830.0692543631,2020,"2020-39",149.512054978559,112.759973571754,170.163742101493,9590.16907399603,11234.0767146229,12830.0692543631
"30","Dynamisch",40,9760.13542950264,11442.2608201404,13031.7347517273,2020,"2020-40",208.184105517492,169.966355506609,201.665497364218,9760.13542950264,11442.2608201404,13031.7347517273
"31","Dynamisch",41,10031.7453710208,11718.7173724769,13343.0305567995,2020,"2020-41",276.456552336507,271.609941518149,311.295805072165,10031.7453710208,11718.7173724769,13343.0305567995
"32","Dynamisch",42,10403.1414144192,12146.9769150195,13818.4622615581,2020,"2020-42",428.259542542595,371.396043398423,475.431704758597,10403.1414144192,12146.9769150195,13818.4622615581
"33","Dynamisch",43,10854.0768400967,12735.4804626748,14470.906621453,2020,"2020-43",588.503547655335,450.935425677482,652.444359894898,10854.0768400967,12735.4804626748,14470.906621453
"34","Dynamisch",44,11571.6691553164,13534.2769926119,15397.8813124229,2020,"2020-44",798.796529937121,717.592315219719,926.974690969961,11571.6691553164,13534.2769926119,15397.8813124229
"35","Dynamisch",45,12279.2243868515,14359.5338979468,16327.2670489338,2020,"2020-45",825.256905334876,707.555231535041,929.385736510843,12279.2243868515,14359.5338979468,16327.2670489338
"36","Dynamisch",46,12860.949964021,15048.4643719931,17113.8510596635,2020,"2020-46",688.930474046239,581.725577169575,786.584010729735,12860.949964021,15048.4643719931,17113.8510596635
"37","Dynamisch",47,13310.5896555578,15579.4885825939,17772.8920150872,2020,"2020-47",531.024210600866,449.63969153673,659.040955423676,13310.5896555578,15579.4885825939,17772.8920150872
"38","Dynamisch",48,13712.9483858088,16090.0025337855,18391.5747819931,2020,"2020-48",510.513951191611,402.358730251088,618.682766905953,13712.9483858088,16090.0025337855,18391.5747819931
"39","Dynamisch",49,14079.7563766124,16555.8623000777,18957.0044939125,2020,"2020-49",465.859766292162,366.807990803527,565.429711919354,14079.7563766124,16555.8623000777,18957.0044939125
"40","Dynamisch",50,14539.4713119619,17113.0264828473,19611.1405517411,2020,"2020-50",557.164182769546,459.714935349491,654.136057828626,14539.4713119619,17113.0264828473,19611.1405517411
"41","Dynamisch",51,15146.1033377627,17857.0685770932,20460.0228535257,2020,"2020-51",744.042094245964,606.632025800853,848.882301784583,15146.1033377627,17857.0685770932,20460.0228535257
"42","Dynamisch",52,15876.1074369518,18694.8233976996,21462.4325383678,2020,"2020-52",837.754820606358,730.004099189133,1002.40968484212,15876.1074369518,18694.8233976996,21462.4325383678
"43","Dynamisch",53,16636.1074369518,19644.8233976996,22602.4325383678,2020,"2020-53",950,760,1140,16636.1074369518,19644.8233976996,22602.4325383678
"44","Dynamisch",1,651.900114427574,912.955096308318,1172.67705951552,2021,"2021-1",912.955096308318,651.900114427574,1172.67705951552,17288.0075513794,20557.7784940079,23775.1095978834
"45","Dynamisch",2,1170.94174275319,1657.55069759298,2144.81263841389,2021,"2021-2",744.595601284661,519.041628325613,972.13557889837,17807.049179705,21302.3740952926,24747.2451767817
"46","Dynamisch",3,1633.57971587408,2356.19653751878,3044.17771521845,2021,"2021-3",698.645839925798,462.637973120895,899.365076804561,18269.6871528259,22001.0199352183,25646.6102535863
"47","Dynamisch",4,2002.80121604963,2889.12548129781,3732.69931218397,2021,"2021-4",532.928943779033,369.221500175548,688.521596965511,18638.9086530015,22533.9488789974,26335.1318505518
"48","Dynamisch",5,2300.14965535953,3356.33248268172,4357.96172122268,2021,"2021-5",467.207001383909,297.348439309903,625.262409038714,18936.2570923114,23001.1558803813,26960.3942595905
