"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,43.3062820546957,66.8037820426747,89.8241739454666
"2","Dynamisch",12,410.371188869102,604.922985982706,790.269547287532
"3","Dynamisch",13,1473.75429883423,2067.07874441998,2661.06653201425
"4","Dynamisch",14,3155.88147529028,4217.39876240084,5158.80546828254
"5","Dynamisch",15,4846.79935274547,6235.35001680464,7465.37548563535
"6","Dynamisch",16,6130.72157022437,7759.12879554298,9177.17653036958
"7","Dynamisch",17,7215.26124450317,8919.89795873165,10499.7275025771
"8","Dynamisch",18,7820.56377756277,9595.71157288519,11271.1219827992
"9","Dynamisch",19,8161.63743178604,10038.376849903,11795.308571271
"10","Dynamisch",20,8399.45113463051,10298.1539454431,12154.8810133502
"11","Dynamisch",21,8512.86485980426,10479.4046536539,12379.5318803091
"12","Dynamisch",22,8561.36026386289,10619.3371161238,12549.1870365876
"13","Dynamisch",23,8625.04269010917,10705.0900734933,12637.5051516188
"14","Dynamisch",24,8677.26652727821,10755.5990902973,12667.7865210379
"15","Dynamisch",25,8711.11039458275,10793.9417284247,12690.4233597354
"16","Dynamisch",26,8729.27357714296,10811.7616808708,12707.0142307658
"17","Dynamisch",27,8749.15185477983,10831.3793331915,12734.0267884161
"18","Dynamisch",28,8758.57057498226,10841.3287754697,12747.3471880728
"19","Dynamisch",29,8769.04636219857,10853.1277573943,12762.974286028
"20","Dynamisch",30,8776.92285773799,10865.0755643639,12779.551116314
"21","Dynamisch",31,8788.69256887456,10880.5818613326,12799.3989422958
"22","Dynamisch",32,8796.76632450645,10889.3145365748,12802.6290415758
"23","Dynamisch",33,8838.75232825032,10935.3806280786,12838.5842259067
"24","Dynamisch",34,8877.83178505074,10982.9466490265,12869.9528928003
"25","Dynamisch",35,8903.71339104705,11021.6425263318,12917.3190047779
"26","Dynamisch",36,8920.32882306833,11048.01592381,12950.775641836
"27","Dynamisch",37,8956.72375241661,11081.4242411351,12986.5976191617
"28","Statisch",11,56.702571423388,64.8539378619888,73.3100632254048
"29","Statisch",12,515.048465438649,589.089931928323,665.899735893803
"30","Statisch",13,1759.35570114605,2012.27356057415,2274.64834381615
"31","Statisch",14,3602.18944081831,4120.02651626539,4657.2252993784
"32","Statisch",15,5218.21336833046,5968.36371689453,6746.56092050076
"33","Statisch",16,6602.70199060081,7551.88068037295,8536.54788844724
"34","Statisch",17,7697.37754305427,8803.92198695576,9951.83900947174
"35","Statisch",18,8362.05854531084,9564.15427361426,10811.1956164015
"36","Statisch",19,8823.55503278993,10091.993279359,11407.8578952469
"37","Statisch",20,9096.04271037472,10403.6524898253,11760.1533044609
"38","Statisch",21,9283.47657256018,10618.0307905017,12002.4835286083
"39","Statisch",22,9426.80838722683,10781.9671403756,12187.7948789165
"40","Statisch",23,9513.43746624458,10881.049548794,12299.7962951705
"41","Statisch",24,9563.83985030954,10938.6974959214,12364.9607546531
"42","Statisch",25,9601.6416291971,10981.9334571555,12413.834119466
"43","Statisch",26,9618.96744165182,11001.7499398049,12436.2344082855
