"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,56.9980769574606,64.9143633919454,73.4369830502596
"2","Dynamisch",12,524.766308149259,596.67925690932,675.582049457596
"3","Dynamisch",13,1791.59787704983,2032.71496321516,2297.91393495822
"4","Dynamisch",14,3681.60838975793,4166.17658776997,4714.8342627838
"5","Dynamisch",15,5335.29832167259,6043.11031813504,6837.64712228593
"6","Dynamisch",16,6743.24500779217,7634.99806354865,8619.01735798853
"7","Dynamisch",17,7859.69077210685,8902.23896048997,10034.6640949534
"8","Dynamisch",18,8537.37123917443,9669.19169543005,10893.1177765323
"9","Dynamisch",19,9010.29923739865,10198.5216652314,11489.1122922391
"10","Dynamisch",20,9294.87420609559,10513.6339975581,11838.0941532043
"11","Dynamisch",21,9490.09074480581,10729.7792787061,12079.6005499921
"12","Dynamisch",22,9638.45848786304,10893.7814422992,12263.918242552
"13","Dynamisch",23,9730.02416061707,10994.7396136307,12377.4559929015
"14","Dynamisch",24,9787.54947539304,11057.8562773259,12448.2383051485
"15","Dynamisch",25,9828.13501050923,11102.9579886754,12499.2312472572
"16","Dynamisch",26,9847.67664955071,11124.61302012,12524.5828668583
"17","Dynamisch",27,9867.4579898708,11146.261719311,12550.1733495074
"18","Dynamisch",28,9877.4533329675,11157.0825309827,12562.9621128589
"19","Dynamisch",29,9889.00555393012,11169.7192891515,12577.5079113744
"20","Dynamisch",30,9900.6287299511,11182.3641564012,12591.0715348881
"21","Dynamisch",31,9915.68217032427,11198.6256288371,12608.1342341727
"22","Dynamisch",32,9923.97128222255,11207.6679869873,12617.6699107798
"23","Dynamisch",33,9967.42102455149,11254.6941201743,12668.6891258651
"24","Dynamisch",34,10011.5784642421,11303.5454800617,12724.5623099389
"25","Dynamisch",35,10045.9331213686,11343.3753284504,12770.4096369341
"26","Dynamisch",36,10072.3358375938,11374.1552992723,12805.4949093514
"27","Dynamisch",37,10103.5785311635,11410.3931814729,12847.2516034047
"28","Dynamisch",38,10159.9658161657,11475.6312646541,12922.716192285
"29","Dynamisch",39,10294.1282450154,11631.493392674,13103.3844416438
"30","Dynamisch",40,10503.108979364,11852.5843438927,13341.5777569597
"31","Dynamisch",41,10764.175436361,12158.8655319344,13673.4529081424
"32","Dynamisch",42,11150.4552027011,12619.3702068071,14191.9785453067
"33","Dynamisch",43,11680.8502842567,13256.0041095479,14893.2225182447
"34","Dynamisch",44,12361.6026261869,14021.5185827105,15736.6301628912
"35","Dynamisch",45,13038.8517078011,14776.1089657422,16597.0185008054
"36","Statisch",11,56.8838896557682,64.792791762915,72.615417473197
"37","Statisch",12,523.015542713707,595.7337212145,667.658209872368
"38","Statisch",13,1782.36084335158,2030.17413907412,2275.28222869658
"39","Statisch",14,3653.20849074109,4161.13704597689,4663.52081719267
"40","Statisch",15,5294.94133937332,6031.12898118367,6759.2804017943
"41","Statisch",16,6691.75736003153,7622.15196115686,8542.39090945231
"42","Statisch",17,7804.15399228419,8889.21099672711,9962.42519295896
"43","Statisch",18,8477.27998765619,9655.92570412101,10821.7071206097
"44","Statisch",19,8941.83182913298,10185.0668464669,11414.7326287523
"45","Statisch",20,9218.35084452497,10500.0318147523,11767.7238948482
"46","Statisch",21,9407.96379954645,10716.0077927115,12009.774998333
"47","Statisch",22,9551.75370042921,10879.7895752833,12193.3304204269
"48","Statisch",23,9640.23984588554,10980.5783650037,12306.2876239049
"49","Statisch",24,9695.54366465825,11043.5713591362,12376.885890665
"50","Statisch",25,9735.04639429383,11088.5663550285,12427.3132144469
"51","Statisch",26,9754.00770648007,11110.1639531342,12451.518317549
"52","Statisch",27,9772.96900736945,11131.7615508928,12475.7234223088
"53","Statisch",28,9782.44965743158,11142.5603499916,12487.8259787048
"54","Statisch",29,9793.51041893242,11155.1589490428,12501.9456268345
"55","Statisch",30,9804.57117604445,11167.7575482767,12516.0652758577
"56","Statisch",31,9818.79214190214,11183.9557471401,12534.2191095209
"57","Statisch",32,9826.69267725191,11192.9547465308,12544.3045741501
"58","Statisch",33,9867.77545759694,11239.7495425745,12596.7489793531
"59","Statisch",34,9910.43832465287,11288.3441386991,12651.2104749203
"60","Statisch",35,9945.20064741366,11327.9397347909,12695.5865205371
"61","Statisch",36,9972.06244979388,11358.5363317182,12729.877088483
"62","Statisch",37,10003.6645579206,11394.5323280319,12770.2189433978
"63","Statisch",38,10060.5483611214,11459.3251217171,12842.8342724577
"64","Statisch",39,10196.4374197144,11614.1079054473,13016.3041910258
"65","Statisch",40,10389.2103023643,11833.6834854027,13262.3894405606
"66","Statisch",41,10656.2482434374,12137.8496564078,13603.2781588065
"67","Statisch",42,11057.595172995,12594.9988188729,14115.6198515786
"68","Statisch",43,11612.2124433331,13226.7285669807,14823.6195938902
"69","Statisch",44,12279.0173152629,13986.2441013737,15674.8329038454
"70","Statisch",45,12936.3418356422,14734.9608384596,16513.9435640214
"71","Interventie",11,21.7891405889635,232.737696994002,433.309099084439
"72","Interventie",12,492.036557927551,873.50681444062,1228.61595300212
"73","Interventie",13,1748.64468397638,2255.92407033865,2721.47528331755
"74","Interventie",14,3601.87890193539,4188.57086855713,4751.88446845203
"75","Interventie",15,5354.1507407024,6077.15925555673,6743.70226831948
"76","Interventie",16,6642.75218521634,7431.70727754161,8256.76722224199
"77","Interventie",17,7463.09086429894,8418.86563996752,9387.18792205953
"78","Interventie",18,7884.54972852848,8933.2371535436,9948.79625444961
"79","Interventie",19,7869.34823015466,9098.69582259246,10263.4061160795
"80","Interventie",20,7688.2519118011,9069.52873116718,10342.1738004591
"81","Interventie",21,7539.76689081638,9015.66226322929,10390.6405991735
"82","Interventie",22,7330.82829492004,8925.51132616585,10403.4562395731
"83","Interventie",23,7058.37080208458,8809.8809406887,10415.2998046779
"84","Interventie",24,6863.12660198189,8701.9925250948,10465.631919804
"85","Interventie",25,6606.89711834285,8609.02547301112,10454.5393156884
"86","Interventie",26,6376.06736201102,8491.97374753512,10440.2120428522
"87","Interventie",27,6120.03230362143,8357.2612259994,10420.7410749952
"88","Interventie",28,5843.48712391829,8217.93265613372,10404.8303892712
"89","Interventie",29,5541.5738945061,8022.03610131607,10321.7484819026
"90","Interventie",30,5306.52769064222,7945.49281649245,10425.6583630995
"91","Interventie",31,5122.41290031867,7879.76412827554,10486.1691410353
"92","Interventie",32,4909.01644435137,7826.84880575522,10635.4584594756
"93","Interventie",33,5183.09473385126,8194.17976892913,11131.0301677285
"94","Interventie",34,5259.32543892026,8308.52560240811,11256.953212444
"95","Interventie",35,5143.62298544423,8313.98563476391,11310.7911378071
"96","Interventie",36,4980.44238388958,8277.13951089485,11360.1053120561
"97","Interventie",37,4821.95984780539,8268.07803659834,11362.9530316003
"98","Interventie",38,4690.72535712001,8246.76020997216,11579.5402202825
"99","Interventie",39,4714.70132456043,8351.94652969178,11706.9287350282
"100","Interventie",40,4808.05677554477,8543.02000715593,12029.1094154982
"101","Interventie",41,4935.90034986801,8761.58498740926,12299.227029135
"102","Interventie",42,5198.42825822717,9134.46149740573,12721.7433518192
"103","Interventie",43,5613.70210377408,9682.73002932571,13383.2885460022
"104","Interventie",44,6145.07664442515,10391.7981188565,14228.1762396476
"105","Interventie",45,6660.46130768781,11082.3963038975,15065.1936558195
"106","CBS/AMC",11,0,-36,0
"107","CBS/AMC",12,0,405,0
"108","CBS/AMC",13,0,1760,0
"109","CBS/AMC",14,0,3820,0
"110","CBS/AMC",15,0,5842,0
"111","CBS/AMC",16,0,7231,0
"112","CBS/AMC",17,0,8269,0
"113","CBS/AMC",18,0,8806,0
"114","CBS/AMC",19,0,8971,0
"115","CBS/AMC",20,0,8951,0
"116","CBS/AMC",21,0,8951,0
"117","CBS/AMC",22,0,8924,0
"118","CBS/AMC",23,0,8871,0
"119","CBS/AMC",24,0,8825,0
"120","CBS/AMC",25,0,8794,0
"121","CBS/AMC",26,0,8736,0
"122","CBS/AMC",27,0,8649,0
"123","CBS/AMC",28,0,8548,0
"124","CBS/AMC",29,0,8354,0
"125","CBS/AMC",30,0,8319,0
"126","CBS/AMC",31,0,8291,0
"127","CBS/AMC",32,0,8247,0
"128","CBS/AMC",33,0,8785,0
"129","CBS/AMC",34,0,8968,0
"130","CBS/AMC",35,0,9032,0
"131","CBS/AMC",36,0,9038,0
"132","CBS/AMC",37,0,9074,0
"133","CBS/AMC",38,0,9057,0
"134","CBS/AMC",39,0,9188,0
"135","CBS/AMC",40,0,9395,0
"136","CBS/AMC",41,0,9593,0
"137","CBS/AMC",42,0,9951,0
"138","CBS/AMC",43,0,10541,0
"139","CBS/AMC",44,0,11269,0
"140","CBS/AMC",45,0,11997,0
